"geo","gdp_per_capita_eur","employment_rate_per1000","CNMIGRATRT","GBIRTHRT","GDEATHRT","GROWRT","NATGROWRT"
"EL515","15598.6879347379","165.403971866591","-3.2","6.9","17.0","-13.2","-10.0"
"BE225","34035.0390082709","78.6031323934849","13.2","8.7","9.1","12.9","-0.4"
"FRF32","25365.5702785693","41.4949237876566","2.0","8.2","12.7","-2.5","-4.6"
"ES111","27894.3427516561","70.4989250924349","11.2","5.5","12.5","4.2","-7.0"
"FRG03","34302.0000851239","52.7113610990155","1.3","10.0","11.2","0.1","-1.2"
"PL428","13553.0165579692","76.0064728092973","1.9","7.1","11.8","-2.7","-4.6"
"AT312","64305.2302499344","48.6712580440467","12.5","9.9","9.8","12.5","0.1"
"DED43","31916.9208462929","45.6354045214463","5.1","6.5","16.0","-4.5","-9.5"
"DK031","43844.9565747675","29.0564428377263","8.8","9.0","11.3","6.4","-2.3"
"FI19B","44336.9581290594","50.5613504259893","12.5","8.1","10.8","9.8","-2.7"
"BG334","8701.1822426535","192.127315268143","3.9","8.3","20.7","-8.5","-12.4"
"IE063","33013.9823114205","77.4462779105796","13.0","10.5","6.6","16.9","3.9"
"DEA35","34811.5670967509","47.5261122555929","18.0","9.2","12.1","15.2","-2.8"
"ITC46","38658.7361525009","94.923195620659","6.8","6.8","10.5","3.0","-3.8"
"FRI33","32055.991369551","46.3487074304436","3.2","8.3","12.0","-0.5","-3.7"
"ES709","22599.4142002399","62.710752539732","18.7","5.3","8.7","15.3","-3.4"
"CZ072","22004.4651591805","65.0557620817844","16.4","9.3","11.6","14.0","-2.3"
"DE218","40608.52782889","50.4973644526224","-16.4","9.9","9.9","-16.4","0.0"
"DE713","46399.5582466964","47.6788910468792","-7.5","11.4","9.6","-5.8","1.8"
"DEB3J","46445.1087468223","42.7455041898126","-28.8","8.5","11.2","-31.5","-2.8"
"BG313","13470.9660332384","99.3842282990134","0.0","8.2","22.6","-14.4","-14.3"
"ES414","29832.3343439266","70.8892166108625","7.5","5.4","14.2","-1.3","-8.8"
"ES241","33889.5821029401","89.6984444868761","12.8","6.7","12.1","7.4","-5.4"
"DEE07","37113.7996308184","32.8030757292512","1.9","6.5","15.1","-6.8","-8.7"
"DE93B","37454.569083151","46.2070509071744","-0.7","9.1","13.6","-5.2","-4.5"
"FRK26","51828.8432490453","51.5204021840877","-1.1","12.0","7.4","3.5","4.6"
"DEA18","40481.7929677015","42.6769258298291","21.7","9.0","13.3","17.4","-4.3"
"DE125","64054.7583911583","52.4977236333951","-29.1","8.5","9.2","-29.8","-0.7"
"DE235","48608.9657749681","62.5953723023263","-3.5","9.0","13.3","-7.8","-4.3"
"DE252","111756.258164742","43.1628005507891","6.7","9.3","10.6","5.4","-1.3"
"EE00A","20497.980954677","25.6900916104147","17.3","5.3","18.0","4.7","-12.6"
"ITC4B","36575.4210385783","102.601884907881","10.1","6.4","12.5","4.1","-6.1"
"PL418","19393.8364550204","84.924608179089","7.5","9.6","8.8","8.3","0.8"
"ES243","32990.6717611773","60.9978882964559","15.1","6.7","11.0","10.8","-4.4"
"DE271","53755.9616565141","46.2091622312617","2.6","9.8","11.6","0.8","-1.8"
"AT322","50720.0972104818","81.5957546726778","10.0","10.2","9.5","10.7","0.7"
"EL521","14888.167664304","198.94061634084","-1.6","6.4","16.0","-11.3","-9.6"
"DE94C","36482.7950191682","42.6282181404817","-13.1","9.3","13.9","-17.7","-4.6"
"BG342","6063.0339076941","181.288084200706","0.6","12.2","18.1","-5.3","-5.9"
"HU211","16259.0612172733","40.9755771224871","7.1","9.5","14.2","2.4","-4.7"
"HU321","12772.1817854282","44.8445962261547","0.7","10.4","13.3","-2.2","-2.9"
"DEA2A","41374.5991657493","44.3632856075193","11.8","9.4","13.8","7.4","-4.4"
"ES522","29352.1257291101","62.5736720429289","24.2","7.0","9.8","21.4","-2.8"
"SK023","16205.7139293917","63.7668937728176","-0.1","8.3","12.5","-4.2","-4.1"
"ITF48","18316.3871198268","96.9481051768712","-0.4","7.1","9.7","-2.9","-2.6"
"HR021","11906.667457118","73.8083945933128","-6.7","9.6","16.9","-13.9","-7.2"
"ES423","28710.3336045565","86.4524003254679","15.5","6.6","13.0","9.1","-6.4"
"ITI44","25684.5581639612","93.5783405793398","3.4","6.7","10.9","-0.8","-4.2"
"PT11A","22616.3599955349","66.8282603693722","28.8","7.4","10.2","26.0","-2.8"
"ITI12","33096.8404869478","115.043507362784","7.3","5.4","13.4","-0.7","-8.0"
"NL230","43036.5410756467","92.6464736608467","17.5","11.6","6.5","22.6","5.1"
"RS224","4869.39831427856","247.694650755237","-31.3","8.7","17.8","-40.4","-9.0"
"DED21","48643.0383667266","43.8101308901938","10.7","8.5","10.9","8.3","-2.4"
"DE21A","36747.3607311169","55.8651215424503","-7.3","9.6","9.3","-7.0","0.3"
"RS126","6363.87906689765","143.038515389544","-58.7","8.6","18.5","-68.6","-9.9"
"FI1C6","37631.9689553636","52.7485813459176","3.6","7.0","13.5","-2.9","-6.5"
"ITG17","21200.2895551338","83.247100968432","0.2","8.2","11.3","-2.9","-3.1"
"FRI13","28733.0163598466","61.1539422118587","15.6","8.4","12.0","11.9","-3.7"
"DE21J","52716.0712634467","48.8549147736029","-9.4","10.3","10.4","-9.6","-0.2"
"NL212","43899.4319403854","87.549499626776","12.3","9.6","10.1","11.8","-0.4"
"DK012","99098.1933521428","25.0351322743677","15.8","9.9","9.7","16.0","0.3"
"FR101","123857.870421842","85.7735587511029","-9.0","11.3","7.0","-4.7","4.3"
"ITC16","37249.4074859305","130.999474278426","7.2","6.8","13.1","1.0","-6.2"
"DEG0J","28364.1365602996","30.0558699841237","21.0","5.9","13.9","13.0","-7.9"
"DEF09","33493.2427762734","46.147659946093","15.3","8.4","12.7","11.0","-4.3"
"DEA37","38683.3593972135","41.7170173443276","-4.3","9.6","12.0","-6.7","-2.4"
"DE266","47462.7091312235","48.6293086071357","2.1","9.3","13.4","-2.0","-4.1"
"DE943","53604.3993450281","44.7798860255063","25.4","9.1","11.0","23.5","-1.9"
"FRC14","29070.7286101061","44.6246735510458","0.3","9.0","14.2","-4.9","-5.2"
"HR023","9118.1000880171","65.855651955237","-10.6","8.9","17.0","-18.6","-8.0"
"EL653","15642.7633124255","211.572088491418","2.0","6.8","15.7","-6.9","-8.9"
"HU333","13903.5354705938","47.272051163845","1.8","8.9","14.2","-3.6","-5.4"
"FRK11","27615.1352643294","48.9969078170981","1.9","7.8","14.0","-4.2","-6.2"
"PL721","13766.0996181683","87.4793411979256","-1.5","7.3","13.7","-7.8","-6.3"
"DED45","35215.1501351652","44.9904883712668","14.0","6.9","17.9","2.9","-11.0"
"RO221","10245.6851632429","156.640351753772","-0.3","7.6","18.7","-11.4","-11.1"
"DEA41","51545.1404482608","42.844054826019","-5.4","9.8","12.2","-7.9","-2.4"
"ITH37","29309.2240347398","103.537758516745","5.7","5.1","15.0","-4.2","-9.9"
"DEB3D","30360.4652701505","39.0371713268668","-3.5","8.0","14.0","-9.5","-6.0"
"DE27E","38596.0102288775","64.8210582562563","-27.4","9.4","11.3","-29.3","-1.9"
"FRF23","40276.401462843","47.8632599843647","-1.9","10.3","10.2","-1.8","0.0"
"FRC11","39317.7163457514","49.295263748263","5.7","9.1","10.0","4.7","-1.0"
"NL226","49452.2169723179","87.2373935559649","11.3","8.9","9.8","10.3","-1.0"
"DEF0F","41629.2185195146","49.9987775360016","7.1","8.1","13.5","1.7","-5.4"
"ITI43","45039.111910861","101.47327143282","6.9","6.3","10.8","2.4","-4.5"
"DE216","34314.5271617195","63.3994949929252","10.3","9.8","11.2","8.9","-1.4"
"DE71E","35477.1370174645","45.1131197037807","-4.0","8.9","12.3","-7.4","-3.4"
"DE719","40406.85770961","43.9233466756403","-15.4","9.3","12.3","-18.4","-3.0"
"RO114","9975.03870440466","74.3966210334907","4.4","9.4","13.3","0.5","-3.9"
"DEA2C","32793.6417570564","41.8322979298589","7.0","8.8","12.2","3.7","-3.4"
"FRM01","36328.7060736547","63.2358697943329","16.3","8.0","10.7","13.5","-2.8"
"LT028","16728.1742867774","48.3708074204008","6.6","6.7","15.2","-1.9","-8.5"
"RS226","6692.57555030469","194.503171247357","-37.2","6.7","20.2","-50.8","-13.6"
"HR027","13011.9812529684","51.7962918156482","0.8","7.1","17.9","-10.0","-10.8"
"CZ032","23176.5643062897","57.4211129293408","47.1","9.3","11.3","45.1","-2.0"
"DEB3G","20810.1616892307","32.8810990864773","8.9","9.3","15.7","2.5","-6.4"
"DE71D","28343.2053795085","44.8648446554754","-3.7","8.0","12.6","-8.3","-4.6"
"FRK28","35149.7146247041","58.734696904246","9.7","11.2","7.4","13.5","3.8"
"PT200","20348.710604119","96.9454843924052","15.9","8.6","11.3","13.2","-2.7"
"HU223","12880.2454548919","48.1000114342341","6.2","7.3","15.6","-2.2","-8.3"
"DE123","40435.77628783","42.2085812966708","13.5","8.9","11.6","10.8","-2.7"
"DEG02","35405.6124682602","42.9034235180807","43.5","7.1","17.3","33.2","-10.2"
"PT192","20755.8201629305","70.9440650812948","35.1","6.6","13.5","28.2","-6.9"
"DEB12","32108.6104911585","47.992133972188","2.6","8.5","13.2","-2.1","-4.7"
"ES523","26170.617940948","62.2382706345353","21.0","6.9","9.9","18.0","-3.0"
"FRJ26","27796.1400370702","62.2156550141929","5.9","8.0","14.4","-0.4","-6.3"
"PL922","14374.3474742233","116.759641937098","-1.1","8.6","13.1","-5.6","-4.5"
"PL214","12572.7960533356","93.9045009952272","5.5","9.0","9.9","4.7","-0.9"
"PL924","14333.4488391664","109.180513615938","-2.4","9.1","12.4","-5.7","-3.3"
"ITI31","31808.1116466277","115.488625513839","5.8","6.1","12.7","-0.8","-6.7"
"DE405","25674.2129372203","44.1125850610321","21.0","7.3","14.1","14.1","-6.8"
"PT196","15863.3418212223","92.5433262389784","9.3","5.5","17.8","-3.1","-12.3"
"RS217","5179.97270272873","169.794340631424","-13.9","12.2","12.6","-14.2","-0.4"
"DEG0U","31627.5292416484","34.4660242252573","18.1","5.8","18.1","5.8","-12.3"
"PL841","15244.0274156788","109.654516536311","1.6","9.0","11.2","-0.6","-2.2"
"DEB3H","31327.2045938587","47.1787129647103","19.3","7.6","12.3","14.5","-4.7"
"DEA1E","33163.8667697591","46.9271424315757","-5.7","7.8","13.5","-11.4","-5.7"
"BG423","7801.95496979682","120.988467874794","4.2","8.8","19.3","-6.2","-10.5"
"SI035","14689.4502751261","73.3083698117188","8.4","7.6","12.4","3.6","-4.8"
"FRE21","25714.0030215504","33.8687642467625","-2.6","10.2","11.8","-4.2","-1.6"
"NL363","45386.0174396528","90.0289280067752","13.2","9.0","9.0","13.2","0.0"
"PL524","16660.5132647229","90.7035113441515","-0.7","8.1","12.4","-5.0","-4.4"
"ITI14","43727.8224581164","117.800781962198","7.7","6.3","13.1","0.9","-6.8"
"DE245","30370.7590540092","41.5038897201703","-0.1","8.9","11.7","-2.9","-2.8"
"FI1D8","41927.5840291909","50.2420882745071","0.3","6.1","16.7","-10.4","-10.7"
"DE147","56337.0262923453","50.8029330470338","5.6","9.2","11.3","3.4","-2.1"
"RO213","11949.3287363527","192.341848195163","10.8","12.1","12.1","10.8","-0.1"
"HU232","11205.139969368","41.2587459770193","3.7","8.4","15.9","-3.7","-7.5"
"DE121","74488.8072469249","67.8948979775605","17.2","7.5","14.5","10.2","-7.0"
"ES230","30560.0140167763","71.0225050607446","12.3","6.8","10.8","8.3","-4.0"
"ITF21","23768.0601757609","103.023683034606","1.1","6.3","15.5","-8.1","-9.2"
"DE139","38195.9075159624","40.8812569461091","27.7","8.3","11.0","25.0","-2.7"
"DEG0E","25126.0287651597","83.9118040232569","-2.4","6.3","17.1","-13.3","-10.8"
"FRD11","33371.1795970792","48.8216802321868","9.1","9.0","11.3","6.8","-2.2"
"DEF03","66190.8108582975","45.8671056099354","5.9","8.2","14.9","-0.8","-6.7"
"DE21K","39283.2055648582","63.1438259159272","-29.1","9.5","11.5","-31.1","-2.0"
"DE268","41843.9878234399","55.1206784083496","-12.2","9.9","13.1","-15.4","-3.2"
"ITC11","35609.146112291","102.337923445799","5.4","6.1","13.3","-1.7","-7.1"
"DE913","147342.697399737","24.1228247101631","35.8","9.1","12.8","32.1","-3.7"
"FI1DA","37673.2883785918","59.5346576757184","2.6","5.4","17.4","-9.4","-12.0"
"DE21L","53362.9256948964","67.8625490870001","17.0","7.4","11.7","12.7","-4.3"
"ES300","39620.4632379558","59.2590571373871","18.9","7.5","7.5","18.9","0.0"
"PL228","12343.6223309477","47.7451491912858","-0.7","7.2","13.9","-7.4","-6.7"
"SI031","18509.7088228599","94.7244935478788","4.4","7.7","13.2","-1.1","-5.5"
"ES630","21270.4987116816","36.1210778529631","-1.4","8.8","7.4","0.0","1.4"
"FRG01","39624.9955877042","48.8746609320398","7.6","10.9","8.7","9.7","2.1"
"PL431","14063.3940940076","71.0474701340027","-1.0","7.3","12.1","-5.8","-4.8"
"SK010","43048.6766871996","60.7422269017872","6.2","9.8","9.6","6.4","0.2"
"BE332","37526.4263207588","54.9304453187319","5.6","9.9","11.3","4.3","-1.3"
"EL644","17126.0292522405","245.928492905349","-3.1","6.5","16.6","-13.2","-10.1"
"DE251","66847.7269454179","50.4056454322884","-47.6","11.4","14.7","-50.9","-3.3"
"FI1D9","41701.2870455699","48.9649978465025","2.7","9.3","9.7","2.3","-0.4"
"DEA22","81384.5157208069","46.8535787998855","-28.6","9.6","10.5","-29.5","-1.0"
"PT191","23277.4898557712","73.7348171360465","32.3","7.4","11.1","28.6","-3.6"
"DEE01","35231.2303920946","36.4532395117552","-21.1","6.3","20.0","-34.7","-13.7"
"ES707","19942.6231459658","71.4234697521606","9.6","4.9","10.6","3.9","-5.6"
"FRB04","32969.240304644","45.9172580744606","5.5","9.5","10.0","4.9","-0.6"
"FRD13","27474.0714989281","50.3360565502057","1.5","8.7","13.6","-3.4","-5.0"
"PT112","20059.97594293","75.2914835590172","26.6","7.9","8.8","25.8","-0.8"
"DE949","57705.1391533418","51.0565877180542","2.4","10.2","11.6","0.9","-1.4"
"SE213","39143.0767674724","31.152017801153","4.7","8.8","11.4","2.2","-2.6"
"DE246","26549.4751466502","45.9246681074406","-0.7","8.6","13.1","-5.2","-4.5"
"DE71C","45013.0082301534","47.3611476336211","-7.5","9.3","11.7","-9.9","-2.4"
"DEF0D","38041.6547788873","47.9671897289586","2.5","8.6","12.9","-1.7","-4.2"
"RS214","7670.83419796638","273.293214359826","-11.5","8.7","17.2","-20.0","-8.6"
"PL634","11570.9427469363","80.1228874669999","7.8","10.2","8.7","9.3","1.5"
"FRJ28","24782.2016880313","57.7524120125017","5.1","9.8","11.6","3.4","-1.8"
"DE237","38587.3805858411","51.4561673590755","11.3","10.8","12.7","9.5","-1.8"
"PT194","18059.2440462842","89.1926238054208","18.7","6.4","14.4","10.8","-8.0"
"DE115","53693.1293477443","39.6747442071385","-22.8","10.1","10.7","-23.3","-0.6"
"DEA2D","43905.8477777798","43.3288483544199","45.3","8.5","12.2","41.7","-3.7"
"DEA1B","36259.6130623244","46.2698140309398","13.1","8.8","13.3","8.7","-4.4"
"AT125","28628.5954130765","53.8520020273695","16.0","7.6","13.4","10.2","-5.8"
"EL413","14035.7675689291","99.3974152796884","3.1","7.3","13.5","-3.1","-6.2"
"DEB18","38573.1872661207","44.5794240468572","22.6","9.3","13.0","18.9","-3.7"
"HU323","10243.5250209174","43.6209117146591","-4.6","11.3","14.0","-7.3","-2.7"
"HU221","18617.3780325104","45.638414822879","8.7","9.9","12.5","6.1","-2.6"
"PL427","10925.0024063538","67.1177604520303","-2.6","6.9","13.4","-9.1","-6.5"
"NL365","39341.1673485451","95.9818609555306","13.1","10.7","8.9","14.8","1.8"
"DEA1A","40111.3455095157","41.3456223277642","15.1","9.7","13.6","11.2","-3.9"
"DEG06","29989.831259313","31.1103056663042","6.0","7.4","13.1","0.3","-5.7"
"BE352","36698.2076357329","71.4956263327717","8.0","9.6","10.1","7.5","-0.5"
"ES421","24683.4573940259","72.5450621426184","7.3","7.0","10.3","4.0","-3.3"
"RO313","9664.45813718792","40.6812383644763","3.2","8.4","14.5","-2.9","-6.1"
"DE149","42947.0487758588","45.3976086543936","8.2","9.1","11.3","5.9","-2.2"
"PL823","15244.1365400641","83.3352248591894","2.5","9.7","10.2","1.9","-0.6"
"DEE0B","43301.9353003599","33.6407496143621","6.7","6.6","15.7","-2.3","-9.0"
"RO321","42776.3564627209","23.8715151824694","3.4","11.2","13.5","1.2","-2.3"
"ITF11","29042.345547419","98.2848599786819","3.5","6.1","13.6","-4.0","-7.4"
"BE257","52583.2557549086","115.309749492214","9.3","9.5","10.5","8.3","-1.0"
"FI200","48929.6071711047","75.4679673081993","2.3","8.1","9.9","0.5","-1.8"
"DEF0A","24695.8446104852","45.494151302752","13.2","7.3","14.3","6.2","-7.0"
"BE234","61497.9203604357","90.1440723682939","10.3","9.7","9.5","10.4","0.2"
"FRL01","29114.302633704","70.5830277726269","9.5","8.2","12.5","5.2","-4.3"
"RS124","6609.86047647018","148.143627611775","-96.7","8.2","20.0","-108.5","-11.8"
"LT011","35923.1004340119","58.2798459563543","40.2","9.3","12.5","36.9","-3.2"
"EL612","17526.9722528537","179.007838345304","-1.7","7.3","13.7","-8.1","-6.3"
"DE22A","40961.0476720217","64.5388214507738","-15.8","8.9","12.8","-19.7","-3.9"
"ITH59","33910.2281828418","129.7400175548","7.1","6.1","11.5","1.7","-5.4"
"DE24A","37677.1421222254","50.5363816555961","-7.8","7.2","14.7","-15.3","-7.5"
"CZ020","24475.6147860147","83.3126626017433","37.8","9.5","10.2","37.2","-0.6"
"DE923","37134.7247303022","40.6141122292113","19.7","8.5","16.5","11.7","-8.0"
"FR103","42943.4625755892","35.491420187139","4.3","12.3","6.9","9.7","5.3"
"DED52","31034.7231366231","46.3956253340253","13.9","6.4","15.0","5.2","-8.6"
"ITC18","32241.1998114245","97.7253083994657","8.8","5.6","16.4","-1.9","-10.7"
"DEA47","42262.0725321611","44.4114034520654","15.6","9.7","10.7","14.6","-1.0"
"BG325","6089.89321050131","196.847954061926","1.3","8.0","21.9","-12.6","-13.9"
"PL414","13562.9407771255","106.86474182341","-0.5","8.3","11.8","-4.0","-3.5"
"SE122","38483.868509382","21.537370651522","3.3","9.5","10.3","2.5","-0.7"
"HR026","10749.4902622513","71.2226675103705","-8.5","8.6","16.9","-16.9","-8.4"
"ES513","31277.8417905844","78.0250587456111","17.5","7.3","10.2","14.5","-3.0"
"PL424","20310.8174442243","96.375509826447","-0.9","8.3","13.9","-6.5","-5.6"
"EL651","20140.6317865402","219.399673659126","-0.5","6.6","16.0","-9.9","-9.3"
"DE274","66638.7155922274","54.336888710002","-21.9","10.8","12.1","-23.2","-1.3"
"RO311","12492.6576035476","53.4649937468359","4.4","8.0","14.4","-2.1","-6.4"
"DE501","61709.8830087521","39.2515400592945","27.0","9.7","12.7","24.0","-3.0"
"PL621","11968.866231597","87.1381232393856","-2.3","7.6","12.6","-7.2","-5.0"
"PL711","22352.3012780832","86.6317105438833","-1.4","7.9","15.8","-9.3","-7.9"
"FRK12","26671.9298610101","76.1778128657401","6.6","7.2","15.1","-1.4","-8.0"
"PT1C4","19272.8670353795","92.7644993387924","38.5","7.1","15.9","29.6","-8.9"
"ITH43","31885.2928592666","78.318189399488","8.4","6.7","14.1","1.0","-7.4"
"DEA5C","35299.252282713","37.4494673881795","12.1","8.8","14.4","6.5","-5.6"
"CZ064","26461.8915925468","69.7638295142195","28.2","10.1","11.1","27.2","-1.1"
"DEF07","44587.2523275245","70.2434948675102","14.2","7.9","14.2","7.9","-6.3"
"DE214","67185.5042991188","48.3427878268936","5.0","9.8","13.3","1.6","-3.4"
"LV00A","27417.1785129235","60.4337257585967","18.3","8.7","14.9","12.2","-6.1"
"PL523","10966.7915179756","82.2838941811425","-2.2","6.7","14.1","-9.6","-7.4"
"DE134","46954.2154256849","46.9467361662467","16.9","9.4","12.1","14.2","-2.6"
"ITF63","22344.2632967967","96.8944316254114","0.3","7.0","12.1","-4.8","-5.1"
"DE224","50156.7361704599","54.4303482380664","0.0","9.2","12.8","-3.6","-3.5"
"RS222","6050.6444103787","278.708277345647","-3.7","7.5","20.6","-16.7","-13.0"
"HU313","8062.54704938959","33.8210104845133","0.8","9.3","17.2","-7.0","-7.9"
"EL622","15841.8400055232","181.081161049797","-6.4","7.4","15.4","-14.4","-8.1"
"MK004","7737.84355179704","263.933962645265","-2.6","8.4","14.2","-8.5","-5.8"
"DEB39","45164.5796064401","42.2182468694097","20.8","9.7","12.4","18.1","-2.7"
"AT333","40019.2551927568","81.9369904543406","1.8","9.8","10.9","0.7","-1.1"
"EL512","11290.7018729574","160.261454851821","-1.1","8.7","11.6","-3.9","-2.8"
"DEG0L","26499.5525587397","35.8993569332584","3.8","6.0","18.3","-8.6","-12.4"
"NL127","43285.9762678633","98.4045596380493","11.3","9.0","10.4","9.9","-1.4"
"RO315","9583.99048117197","163.54496488335","3.1","10.9","16.4","-2.4","-5.5"
"ES220","34919.5050819095","60.4953394510876","13.8","7.1","9.5","11.4","-2.3"
"FRJ23","43900.5782617264","50.6090597770592","7.2","10.6","7.5","10.4","3.1"
"DE231","70828.6898128304","53.5790827261037","9.6","8.4","16.0","2.0","-7.6"
"IE042","57982.643417085","80.148640800577","28.8","10.2","7.6","31.5","2.6"
"RS228","4381.1959845592","198.219411436817","12.2","9.2","13.7","7.8","-4.4"
"FRE12","26504.1939919901","32.7356004448754","-0.8","10.3","11.0","-1.6","-0.7"
"ITF64","18454.3870993283","101.611264334446","-0.4","7.3","12.5","-5.6","-5.2"
"FRJ13","34132.6229267143","61.8566355411963","10.6","10.2","10.1","10.6","0.0"
"ES432","25305.1108477287","75.8438593469201","5.4","5.8","13.0","-1.8","-7.2"
"BE100","78664.2141203186","67.7163239477315","15.0","11.9","7.2","19.8","4.7"
"ITF32","19933.4855030088","110.920375016506","-0.8","6.8","13.3","-7.3","-6.5"
"DEB3E","46741.3949100245","39.0525314546875","14.9","9.0","11.5","12.5","-2.4"
"DE407","29418.3438499955","48.9448448418513","5.4","5.6","17.3","-6.3","-11.7"
"DE25A","35889.397571423","50.300624828074","-7.9","9.2","13.4","-12.1","-4.2"
"BE335","32399.9696410529","71.1537822978877","6.1","9.9","10.6","5.5","-0.6"
"DE21M","48810.5712060163","59.9617813692581","-40.3","9.3","11.7","-42.7","-2.4"
"ES620","24437.4247382755","62.4974667606308","14.2","8.7","8.5","14.3","0.1"
"DEB23","33857.3084123258","45.8602006755217","-6.5","8.6","13.0","-10.9","-4.4"
"PT119","19197.1194800175","60.3687504623101","21.4","7.7","9.2","19.9","-1.5"
"ITF44","20352.8442874266","93.1091370225534","1.1","6.6","12.3","-4.6","-5.7"
"HR036","20943.1921296415","96.226308693178","16.3","7.8","14.9","9.2","-7.1"
"DEG0M","25357.4316398465","26.1938114273349","13.8","5.4","16.7","2.6","-11.3"
"DE725","32842.5963604016","44.761571292029","-33.3","8.2","14.7","-39.8","-6.6"
"ES419","24700.3598065146","92.3344532608955","7.0","4.2","16.8","-5.6","-12.6"
"DE80N","31170.81685786","42.7689837800646","-28.7","6.5","17.4","-39.5","-10.9"
"ITI16","31196.5642207161","100.531072962947","7.3","5.6","14.9","-2.0","-9.3"
"DE243","111522.646807472","58.3567329996337","-2.7","8.5","14.0","-8.3","-5.5"
"PL815","11492.5716524599","161.733417768808","-3.7","7.8","13.0","-8.9","-5.2"
"FI196","42297.8705531522","57.4945982144941","-0.1","6.9","14.9","-8.1","-8.0"
"DE141","47641.3287154964","45.0794355874208","12.5","9.6","11.1","11.0","-1.5"
"DE22B","33569.2103361394","50.0986347389597","5.5","9.8","10.2","5.0","-0.4"
"HR032","15196.7948868576","78.7179547430505","10.3","8.4","20.7","-2.1","-12.3"
"SE214","39621.8094785331","80.3265520237373","5.5","7.6","10.2","2.8","-2.6"
"BG321","9106.0345454105","97.9674895225175","2.0","7.7","21.2","-11.5","-13.5"
"LT025","16968.6997564805","57.5890632492455","5.2","5.9","17.4","-6.3","-11.5"
"DE929","52318.57014136","41.864607819507","-16.7","9.2","12.8","-20.3","-3.6"
"DE737","29254.3674910243","45.8310768798764","-7.0","7.8","17.6","-16.9","-9.9"
"FI1DB","42133.6914113616","52.8661676658762","3.7","7.3","13.7","-2.7","-6.4"
"ITC12","32465.5142308364","95.1331563134096","8.3","5.9","15.4","-1.2","-9.4"
"DE917","25348.2747677256","30.5321791658915","3.6","8.2","16.1","-4.3","-7.9"
"DEF05","45441.9305958841","52.2508938635057","1.3","7.7","15.4","-6.5","-7.7"
"DEB25","24514.2789100796","37.7727943268041","-10.1","7.9","12.1","-14.3","-4.2"
"RO322","14716.1294226147","17.8948931715214","34.6","9.2","8.8","35.0","0.4"
"FRG05","32375.0642393285","50.6835913996458","13.9","8.3","12.0","10.2","-3.7"
"SE211","45410.1192162675","26.6983414336464","4.7","10.1","9.2","5.6","0.9"
"DE94G","40667.6467262241","40.7101662331788","14.1","8.7","14.9","7.9","-6.3"
"DE945","48065.8962773402","32.9214815999573","20.0","8.2","17.2","11.0","-9.0"
"RO211","8909.67327566792","185.975126577527","2.0","10.1","15.3","-3.2","-5.3"
"EL631","13778.4298192583","206.226938230941","-7.5","7.7","15.7","-15.5","-8.1"
"ITI45","25139.4870073446","87.5312573695158","0.6","6.3","12.9","-6.0","-6.6"
"DEG0T","35352.3399166722","42.1384304383725","24.7","6.3","15.9","15.1","-9.6"
"ITI1A","28364.1692280044","135.939062435199","7.4","5.4","14.5","-1.7","-9.1"
"ITF43","21854.464789638","80.0154315475127","-0.3","6.2","11.7","-5.7","-5.5"
"DE212","95296.3484769861","60.3613074608727","-0.4","11.1","8.8","1.9","2.3"
"EL304","22052.0188567883","53.8008686835056","-1.9","6.9","12.4","-7.3","-5.4"
"DE132","33309.0160727185","51.5440645316639","16.3","9.2","11.1","14.3","-1.9"
"PT1C2","22379.6719780742","101.761150929857","56.8","7.9","17.6","47.1","-9.7"
"IE051","61074.4253957967","81.5994278161187","19.5","10.2","7.8","21.9","2.4"
"FRB06","35195.3168777827","36.8234062960747","4.9","11.0","9.8","6.1","1.2"
"DEB37","42930.543765916","50.4319169121686","-8.3","9.1","19.2","-18.4","-10.1"
"DE27A","43181.7077614478","60.2453540629175","-1.4","8.9","13.0","-5.6","-4.2"
"PT1D2","18112.9521257844","56.0295189076124","25.1","6.3","15.5","15.9","-9.2"
"MT001","35748.4295300339","79.5580018589873","42.5","8.1","7.9","42.6","0.2"
"MT002","19656.9638627855","81.4933659306797","23.3","8.6","8.7","23.3","-0.1"
"HU222","14604.2529599171","44.5946108818886","9.1","8.7","14.2","3.6","-5.5"
"ITG16","18132.5846998022","84.8593121929433","-3.7","6.5","14.3","-11.5","-7.8"
"ITF65","20231.1889636046","91.740132190061","-1.6","7.6","12.6","-6.6","-5.0"
"DE735","38986.2373092218","41.8212516384156","2.7","8.1","14.4","-3.6","-6.3"
"FRI21","29335.7487922705","56.2218890554723","9.2","7.8","14.1","2.9","-6.3"
"BE331","39086.2167845536","70.3845953320241","8.9","9.2","11.0","7.0","-1.8"
"BE213","59133.4850449626","76.4914778746811","11.8","8.8","9.7","10.9","-0.9"
"FRD22","35240.4569097885","35.2323629885614","0.6","10.8","10.8","0.6","0.0"
"CZ041","16260.6546379012","42.4066946788602","40.0","8.2","12.2","36.0","-4.0"
"ES114","25096.0116293094","70.9904168227186","7.2","5.6","11.2","1.6","-5.6"
"DE239","41742.7080052801","48.6468014393021","-5.3","9.4","12.5","-8.5","-3.1"
"ITI35","27394.2030018895","124.781632143748","4.5","5.8","13.1","-2.8","-7.3"
"ITG2D","24818.033392373","101.990279444971","3.6","5.3","12.6","-3.7","-7.3"
