"geo","gdp_per_capita_eur","employment_rate_per1000","CNMIGRATRT","GBIRTHRT","GDEATHRT","GROWRT","NATGROWRT"
"AT127","54502.4473091056","57.2804939869801","16.4","8.1","10.7","13.8","-2.7"
"DE402","41821.0839882471","51.4441993106884","-33.9","7.3","16.1","-42.7","-8.8"
"DEB3C","25276.6391904269","47.3702385778418","12.3","8.1","14.2","6.2","-6.1"
"DE273","61305.3741329124","56.4783572038869","-54.8","9.8","12.0","-57.0","-2.2"
"PL515","13641.9925025823","70.409185690687","-0.5","6.6","14.4","-8.3","-7.8"
"ITF62","19912.6277108949","93.5476573343198","-1.3","8.3","11.9","-4.9","-3.7"
"DEG0S","35100.1275863982","104.288012425806","20.8","6.3","19.6","7.5","-13.3"
"DED51","44782.7423379955","45.525083656495","5.5","9.4","12.1","2.8","-2.7"
"DE40H","42657.3357674809","47.4079225709235","23.2","7.6","13.3","17.4","-5.8"
"DE711","92249.1871879522","52.9345803759921","17.3","9.3","9.8","16.8","-0.5"
"ITC34","36250.4590525156","99.9456109930875","8.4","5.6","15.2","-1.1","-9.6"
"DE939","38240.6438865644","47.0227026189369","2.0","9.7","12.3","-0.6","-2.6"
"ES416","26343.4180484092","93.0196251894543","15.6","6.0","11.3","10.4","-5.3"
"DEA26","34753.4402165153","39.8094245626399","40.5","9.4","13.5","36.4","-4.1"
"DEE09","28655.2025899377","37.4431538325435","10.9","6.1","19.3","-2.3","-13.2"
"DE144","94628.7091666732","55.4553403335198","8.3","9.8","10.4","7.7","-0.6"
"DE21N","46090.8798173329","59.2789918180355","4.2","9.0","11.9","1.2","-3.0"
"HU233","13154.1401638601","42.9929999188811","0.2","8.6","16.1","-7.3","-7.5"
"SE231","40394.5415482464","38.2079866448391","7.3","9.6","9.5","7.5","0.2"
"BG322","10789.7708607096","100.91573587385","2.8","7.1","24.9","-15.0","-17.9"
"ITC20","43799.5298313878","128.080415045396","4.2","6.3","12.4","-1.9","-6.1"
"DE734","34067.9737680597","38.2689616804626","-22.8","7.9","14.8","-29.7","-6.9"
"DE914","26536.5138068447","31.6436131048398","-12.0","9.7","12.2","-14.5","-2.5"
"HR050","29099.8977601118","40.1526295473277","5.2","9.7","12.6","2.3","-2.8"
"RO116","10839.0708326827","107.746688812231","1.4","10.4","15.0","-3.2","-4.6"
"DEF02","55212.1684677331","42.2347031184643","18.3","9.2","12.1","15.4","-2.9"
"DE912","54522.4410284105","24.8808995698883","13.1","10.0","14.7","8.4","-4.8"
"FRK24","37660.1774845514","48.3978379717821","3.8","10.4","8.4","5.9","2.1"
"DE26B","25591.4719203679","36.6817641689772","-8.5","9.2","12.7","-12.0","-3.5"
"DE94F","56045.5094782639","55.2467110942302","4.3","10.8","10.0","5.1","0.8"
"DE948","41906.483503851","56.8456144384412","8.3","11.5","10.8","9.0","0.7"
"ES613","20020.8744295978","59.3463387824454","3.8","7.2","11.1","-0.1","-3.9"
"AT313","33637.0637399188","69.9244532427465","10.3","10.0","9.5","10.7","0.4"
"EL532","11965.2371386147","153.943575858154","-6.1","5.2","15.9","-16.8","-10.7"
"DE11A","52340.1939838915","45.3866137072588","-2.2","10.0","11.5","-3.8","-1.5"
"CZ080","21033.3882574455","50.3994519473442","13.4","9.1","12.6","9.9","-3.5"
"FRI15","34405.7597648515","66.6215851076453","13.1","8.4","11.4","10.1","-3.1"
"DE26A","42664.4462947544","43.5351492803616","-1.8","8.3","13.1","-6.6","-4.8"
"EL645","15554.4167751586","152.904351680009","17.7","4.3","13.8","8.1","-9.6"
"DE255","41254.0708695864","51.2808049385116","-5.7","9.3","11.7","-8.2","-2.5"
"PT11D","16613.9552088603","144.371732732782","-3.3","5.9","14.9","-12.4","-9.0"
"IE062","50234.640843759","61.9874800917311","5.0","11.1","5.3","10.8","5.8"
"EL307","20748.2639224713","56.5409985105519","3.6","7.3","14.0","-3.1","-6.6"
"ITC41","34214.4296020819","88.9858124028676","7.6","6.5","11.8","2.3","-5.3"
"ITC42","32724.808006172","94.9674001287523","8.8","6.3","11.4","3.7","-5.1"
"FRK23","35903.4351554949","57.7256478313567","5.5","10.1","10.3","5.3","-0.2"
"PL714","12953.1224839684","119.822303050969","-0.8","7.8","13.1","-6.2","-5.3"
"ES640","19496.7738897","49.4513257664956","1.8","10.5","5.7","6.6","4.8"
"CZ051","19398.153438307","59.5790387823662","28.6","8.8","11.3","26.2","-2.5"
"BG312","6500.63921837562","156.121680086019","0.4","7.6","24.6","-16.6","-17.0"
"DE229","40095.8847310045","59.3448740541101","9.5","9.0","14.3","4.2","-5.2"
"DEC01","48684.9341856003","43.3262854279464","17.0","8.4","15.2","10.3","-6.7"
"SE212","52040.2773679551","36.3922494344448","4.2","10.0","9.3","4.9","0.7"
"FRL05","30847.9885669329","64.5997163386757","12.6","9.6","12.3","9.8","-2.7"
"ITG19","29115.7812904898","73.8533298782068","2.8","7.3","12.8","-2.7","-5.5"
"ITI11","29392.0937166747","106.110365391043","5.4","5.2","15.3","-4.8","-10.2"
"FRC24","28788.8522436858","32.837909224597","2.2","9.6","10.6","1.2","-0.9"
"FRI22","23585.4201109678","70.1122661842481","11.8","6.6","18.4","0.0","-11.8"
"NL128","37023.0519320352","117.902422179468","9.3","8.6","11.0","6.9","-2.4"
"NL361","53621.3441371779","105.826066877791","14.2","9.9","8.7","15.4","1.2"
"DE124","48448.1867961566","38.8297689155216","-3.3","8.9","12.6","-6.9","-3.6"
"DE234","32480.1262623817","44.8308916796576","7.0","10.0","13.7","3.3","-3.7"
"DE91C","41417.1926799954","39.9801026382542","18.5","8.1","13.2","13.4","-5.0"
"DEA43","39061.7032736848","44.2077124104774","22.5","8.7","14.1","17.1","-5.4"
"DE114","35528.2845517785","42.038865684087","-3.8","9.1","12.1","-6.9","-3.0"
"FR107","44620.6528776054","33.5322018328589","-1.6","13.1","6.4","5.2","6.8"
"LT022","23944.5472517671","59.2732009986551","24.7","8.3","15.0","18.0","-6.7"
"DE275","34208.1187563635","52.7527335507385","-1.5","9.2","10.7","-3.0","-1.5"
"BG424","7802.35833193207","149.550193374811","-4.5","5.1","19.7","-19.1","-14.6"
"EL412","13587.4701726477","179.198053619052","-6.4","6.7","13.9","-13.6","-7.2"
"SK041","12677.8322976214","67.1324584569935","-1.9","12.1","9.6","0.5","2.5"
"DE717","48992.497475634","37.5307176437803","-35.5","10.0","11.3","-36.8","-1.3"
"NL364","52347.3469736084","83.8204860148066","11.6","10.5","9.5","12.7","1.0"
"ITC32","33050.2764533387","123.116871488371","8.4","5.2","16.1","-2.5","-10.9"
"DEG07","30459.1917930638","57.6591134452238","12.7","6.2","17.3","1.5","-11.2"
"RO214","8746.90581055044","256.538445373039","1.1","9.0","16.0","-6.0","-7.1"
"RO113","21857.9326176965","61.285920928571","11.5","9.7","12.7","8.5","-3.0"
"DEE03","39908.5897674734","36.5386895185191","30.2","8.4","15.3","23.3","-6.9"
"EE001","35958.3182141399","62.3209087462433","38.8","9.2","10.4","37.5","-1.2"
"DE931","37228.1355084345","40.4635522329989","-35.8","8.9","15.4","-42.2","-6.5"
"PL713","17200.3387778915","97.2350707816791","-1.7","7.6","13.5","-7.6","-5.9"
"ITI13","28813.5681065878","116.787715867235","7.9","5.9","12.7","1.2","-6.7"
"DEA59","48232.2716346154","43.9453125","-0.8","9.4","13.2","-4.5","-3.8"
"HR034","13558.9390041969","67.7962571467253","3.0","8.7","17.8","-6.1","-9.1"
"PL638","13640.1503303992","79.9312888796215","-1.4","8.5","11.8","-4.7","-3.4"
"AT212","35784.8528780504","85.0415893868096","8.9","7.8","12.3","4.4","-4.5"
"LT027","13064.1523549668","119.591167636672","7.2","7.1","17.3","-3.0","-10.3"
"ITG12","21837.8217869281","77.1717903607223","-0.4","8.0","11.7","-4.0","-3.6"
"NL213","46682.452119126","79.915824942382","9.5","8.9","10.5","7.8","-1.7"
"DK011","117092.619586244","33.9581972729146","6.0","13.3","6.3","13.0","7.0"
"BE236","46533.0807176442","73.5512143652068","12.4","10.0","9.6","12.8","0.4"
"ES213","35701.563014178","49.9704878129467","9.5","6.0","11.4","4.0","-5.5"
"ITC17","28549.7825105864","115.70628846874","7.8","5.9","15.3","-1.6","-9.4"
"BG324","7745.64094522146","157.308216291447","4.4","7.6","21.0","-9.1","-13.4"
"FRF33","27380.7223801561","30.7407960819285","2.3","8.9","10.6","0.6","-1.7"
"DE942","72474.0019788785","36.9525271086162","6.3","8.1","13.6","0.8","-5.5"
"DE11B","46402.9453352989","46.4063299136556","3.6","8.6","13.4","-1.2","-4.8"
"DE25C","36089.8422369482","50.2496780879997","-7.4","9.4","13.2","-11.1","-3.7"
"ITI22","26068.9323501122","103.971052993175","4.7","5.2","15.2","-5.3","-10.0"
"ITH41","34996.2355358949","93.061430237856","7.1","6.5","11.6","2.1","-5.0"
"DEF0B","35488.7648386361","47.5995551578863","9.2","7.8","13.8","3.3","-5.9"
"SE313","39008.1559039084","22.2402151740818","1.7","8.6","11.8","-1.5","-3.2"
"DE21B","56994.6561851345","48.9113633352471","1.2","9.8","8.7","2.3","1.1"
"FRK13","26338.8572104786","60.9218928738917","6.6","8.0","12.4","2.2","-4.4"
"ITH42","35780.8202267563","101.264943812423","5.5","5.7","13.2","-2.1","-7.5"
"RO414","8496.847256314","156.471441931622","1.0","7.9","17.2","-8.3","-9.3"
"NL327","53447.7986477586","119.80091538904","17.6","9.1","10.6","16.1","-1.5"
"BG412","11535.8880778589","126.346889120612","-0.1","8.8","19.9","-11.1","-11.0"
"DE215","40786.9234601322","57.0547706999784","-15.6","9.1","12.7","-19.1","-3.6"
"DK014","40743.2261970836","44.1495534588022","9.1","6.8","14.4","1.4","-7.6"
"DE137","53666.4934627214","44.1670060527757","8.9","10.5","10.6","8.8","-0.1"
"FRC13","30664.7169371522","49.3502520322834","6.7","8.3","12.9","2.1","-4.5"
"DE223","61763.0710076483","57.4664604839721","-14.6","9.0","13.4","-19.0","-4.4"
"BE251","49256.4710190601","99.6489399535911","12.4","7.7","12.1","8.0","-4.4"
"DE256","35811.3904412199","47.2409665072284","3.2","9.5","12.2","0.4","-2.8"
"ITF61","18184.4893505677","96.9545306970794","2.4","6.9","12.4","-3.1","-5.5"
"EL431","16213.6412847348","162.330632197106","-2.9","9.4","11.0","-4.4","-1.6"
"DE21I","41672.0302934936","49.4401185750688","-5.7","10.1","11.7","-7.2","-1.6"
"EL513","12573.2579603138","276.688201815105","14.8","6.2","13.8","7.2","-7.6"
"SI038","18603.8924513444","98.9987625154686","11.1","8.3","11.5","7.8","-3.3"
"NL126","44612.5564861758","95.7285061161351","9.8","8.6","11.3","7.0","-2.7"
"PT11C","14796.7328481871","63.5225142778841","1.5","7.2","9.7","-1.0","-2.5"
"FRF31","29934.5884420479","35.3391604288728","0.3","9.0","10.1","-0.9","-1.2"
"DE122","80553.0143359587","50.5053800627728","2.6","8.3","10.5","0.4","-2.1"
"CY000","31884.8654067054","57.4554403052818","17.5","10.9","7.8","20.6","3.1"
"RO312","7531.63344918079","126.356479182921","2.1","9.3","16.8","-5.4","-7.5"
"FRF21","28508.1810152543","41.1670483974791","-2.3","9.0","11.6","-4.9","-2.6"
"FRE11","32821.0495664924","34.735636584994","-2.1","11.1","9.4","-0.5","1.6"
"MK002","6968.73230994639","78.5188638406979","-3.0","7.9","14.9","-9.9","-6.9"
"FRH03","38170.7343459258","48.5921790932826","8.6","10.2","8.5","10.3","1.7"
"ES703","18463.6944906718","61.3120784794605","23.3","6.3","8.7","21.0","-2.3"
"DEB3K","19315.7489532689","36.0687204041384","-42.8","7.7","15.4","-50.6","-7.8"
"DEE0A","27011.9485780361","35.3696048126847","4.2","5.8","19.2","-9.2","-13.4"
"PL812","9499.94211055992","136.440957224157","-3.6","6.8","13.8","-10.6","-7.0"
"RS216","5356.54444870871","263.079068809615","-21.8","7.8","19.6","-33.7","-11.8"
"SK021","20786.8797939487","60.4638985593388","3.1","8.7","11.3","0.5","-2.6"
"NL411","53255.0803751517","87.8510017014003","11.9","8.8","10.4","10.3","-1.6"
"ES705","22044.7887241912","55.2141879495617","8.9","5.5","9.2","5.1","-3.7"
"RO112","8831.76288551588","111.900755372421","4.0","10.5","11.9","2.7","-1.3"
"FI198","40619.1438410169","49.214655845799","3.8","7.5","12.1","-0.9","-4.7"
"HR035","14014.3706347424","60.2243048087264","6.2","9.0","13.3","1.8","-4.4"
"PL432","15116.3816915262","67.5384345904577","-1.0","7.5","12.2","-5.7","-4.7"
"DE40F","33743.0862465927","50.6788048799852","22.5","6.2","18.9","9.8","-12.7"
"SE311","42838.9878388113","23.6585262503708","4.9","8.9","11.0","2.8","-2.1"
"FRK25","30572.2105432224","44.8162727109053","3.0","10.3","10.6","2.7","-0.3"
"ES418","29459.6832246473","63.4940240350935","10.5","6.1","10.5","6.1","-4.4"
"DEG0V","28277.8210392185","108.487894662325","9.4","6.3","17.3","-1.6","-11.0"
"ITI15","34752.6566791801","123.19708046164","9.6","5.7","11.1","4.3","-5.3"
"DEA24","52541.8215329781","36.1914178125248","23.5","8.8","12.2","20.1","-3.4"
"BG315","7623.45196533097","127.05608531777","-1.1","8.8","23.4","-15.7","-14.6"
"DE146","59796.5499596544","44.134144181378","8.9","10.2","10.2","9.0","0.0"
"DEA14","46101.2992732878","42.32547896939","20.4","8.5","14.4","14.5","-5.8"
"PT111","17903.9770227961","86.2938908582814","28.5","6.6","14.0","21.1","-7.4"
"DE736","46219.2277957742","48.6221591816654","-2.8","8.6","15.1","-9.3","-6.4"
"FRY10","26331.7793598593","49.6307807210919","-0.6","11.3","10.1","0.6","1.2"
"NL224","46778.8722068152","108.380351279844","13.6","10.0","9.0","14.6","1.0"
"ES413","26169.7282931683","67.2200075232989","8.5","4.8","14.8","-1.6","-10.0"
"DE916","33509.0637821708","39.0152928011936","-35.6","7.1","18.7","-47.3","-11.7"
"AT315","44204.6982225513","59.5654206187358","12.4","9.2","10.5","11.1","-1.2"
"DEF04","53110.8483445708","44.4047499245245","-0.9","8.5","15.7","-8.1","-7.2"
"ITC49","30630.0615413039","78.7411966022514","7.6","7.0","11.1","3.6","-4.1"
"ES617","21704.6290692535","69.3246762030368","23.2","7.0","8.5","21.7","-1.5"
"HU312","12497.9717782478","36.8893665707451","3.9","9.3","16.2","-3.1","-7.0"
"DEG09","29682.5287106617","31.5990085811058","0.9","7.0","16.2","-8.3","-9.1"
"DEB1A","32162.4132199081","40.4158925719501","23.5","7.9","14.1","17.3","-6.3"
"NL221","49621.3827367277","94.5128506920474","12.2","10.2","9.9","12.5","0.3"
"ES611","22304.3149620779","80.8607477861328","17.5","9.1","8.1","18.5","1.0"
"FRB01","28540.2810054224","42.7384672917168","1.9","8.9","13.6","-2.8","-4.7"
"RS215","5514.93278660805","214.533310787961","-29.2","7.5","19.4","-41.1","-11.9"
"EL303","34859.5874353024","97.787411108034","-2.5","6.8","13.2","-8.9","-6.4"
"DEC04","44355.497493042","39.4503797873604","68.0","7.8","15.0","60.7","-7.3"
"AT111","30269.1610702484","55.9641829229293","12.9","6.8","13.9","5.8","-7.1"
"ITI42","24324.7785210033","94.6123869448138","4.8","5.6","15.0","-4.5","-9.3"
"BE255","38952.311180442","73.892092283013","12.5","8.2","13.0","7.7","-4.8"
"DE213","60265.9507463627","64.5587957422687","1.9","10.2","10.0","2.1","0.2"
"FRL03","41959.8790215857","71.1479401639543","14.1","10.0","11.8","12.3","-1.8"
"EL305","23065.7882294821","45.7358551736515","10.0","7.8","10.4","7.4","-2.6"
"RO226","7908.4372549137","87.4078774852873","2.5","9.3","14.5","-2.7","-5.2"
"LT023","21475.4381474297","65.810777054428","36.6","8.1","14.3","30.4","-6.2"
"ITC48","29478.3968748714","94.2926739830797","11.5","6.3","14.3","3.5","-8.0"
"FRB05","29759.8745109484","44.3832401589285","2.7","9.1","13.1","-1.2","-4.0"
"BE223","28679.8819876974","79.542605912185","11.0","8.2","10.3","8.9","-2.1"
"CZ053","22109.4305738575","48.9195713269507","29.5","9.4","11.6","27.3","-2.1"
"LT029","13820.0789532329","72.6656266912865","13.8","5.4","20.6","-1.4","-15.2"
"SE123","45781.4708837906","28.9544053276106","4.3","9.6","9.3","4.7","0.4"
"EL543","13423.628897073","118.898506290778","11.3","6.5","12.3","5.5","-5.8"
"DE262","107155.92050014","54.8661005878511","4.2","9.8","14.9","-0.9","-5.0"
"ES521","21986.6662961986","65.2687789286169","27.2","6.9","9.3","24.7","-2.5"
"BE212","54724.48671927","76.5156643778338","15.6","9.6","9.7","15.4","-0.1"
"DED41","41507.0031467884","44.8365932416034","6.9","7.7","15.5","-0.9","-7.7"
"ITI34","29129.6913992044","114.150174190201","3.3","5.9","13.7","-4.5","-7.8"
"FRC21","31204.275127492","42.102423714418","-3.1","9.8","9.5","-2.7","0.3"
"DE116","40003.7208997557","45.3996573963999","26.7","9.4","11.2","24.9","-1.8"
"DEB3A","60477.5453932123","46.0532105247719","-17.6","8.5","15.5","-24.6","-7.0"
"DE277","40764.5047711384","45.7212838699801","-4.1","9.7","11.3","-5.7","-1.5"
"FRE22","28933.5219236209","32.8628607541605","-3.3","11.1","8.8","-1.0","2.3"
"DEG0Q","31286.7492139639","34.7638650286863","-2.6","6.3","16.8","-13.2","-10.5"
"EL642","16607.4943188841","103.733848040847","2.6","6.7","14.5","-5.2","-7.8"
"FI19A","46414.7556535125","58.9067319544879","3.9","8.9","11.2","1.6","-2.3"
"DE715","34109.9179100625","47.0191690698686","11.8","8.8","12.8","7.8","-4.0"
"DEB3B","28519.9116728851","43.3259727404249","-8.9","9.2","11.3","-11.0","-2.1"
"ES120","26558.4699888553","66.9678395160006","10.2","4.7","13.9","1.1","-9.1"
"RO111","11627.8977086432","101.298658952124","7.6","10.1","14.1","3.6","-4.0"
"FRK14","35381.5935037666","49.2184501456234","1.7","9.1","10.7","0.1","-1.6"
"DE80M","31045.0050173873","40.3284337547097","-0.3","6.8","15.0","-8.5","-8.2"
"DEE05","39716.9980756895","35.3431686978833","2.8","6.4","19.1","-9.9","-12.7"
"IE053","195508.990715329","76.7130042291718","21.5","9.9","7.2","24.2","2.7"
"DE148","51053.6878377484","53.4125869740184","2.4","9.6","10.6","1.3","-1.0"
"DE24B","41418.0966801256","51.45244504262","9.2","7.2","14.9","1.6","-7.7"
"HR063","13942.7517989177","78.6964537038872","-1.1","8.8","17.4","-9.7","-8.6"
"PL911","48887.9068617112","130.887389736073","1.9","9.7","11.0","0.6","-1.3"
"PL218","11058.435344584","106.412627631812","-1.2","10.2","10.0","-0.9","0.3"
"EL613","15981.2392001975","138.027384885266","-0.1","7.2","14.1","-6.9","-6.9"
"EL421","17697.1488278945","162.34363057633","2.7","9.2","8.9","3.0","0.3"
"NL350","66910.2756240907","95.8483012658838","10.9","10.3","8.3","12.9","2.0"
"ITH58","37130.1045508098","116.025586964244","6.7","6.7","12.5","0.9","-5.8"
"NL211","51966.6711413989","93.8640892208965","12.7","10.8","8.9","14.5","1.9"
"DEB14","36319.9959849939","44.2278014077615","33.8","8.8","14.2","28.3","-5.4"
"ES211","38448.7989242578","47.9172469145785","9.8","6.8","9.5","7.2","-2.7"
"DK021","41188.4827044025","27.7122641509434","12.4","9.3","9.3","12.3","-0.1"
"FRC12","27627.4227751991","47.4545104029185","3.8","7.5","15.7","-4.4","-8.2"
"EL525","14309.8929897358","200.497253347221","-4.7","6.4","15.7","-14.0","-9.3"
"DEA32","38828.1832650331","30.9080983830913","20.5","10.7","14.0","17.2","-3.3"
"ITF46","20512.2131185854","93.8186528843393","-1.1","7.0","11.5","-5.6","-4.6"
"FRJ15","28317.0779204972","56.190715752063","12.8","8.7","13.6","7.9","-4.9"
"PL617","12096.3083765752","108.228317272053","-1.1","7.4","12.5","-6.2","-5.1"
"DE26C","32843.2008022797","43.5994961292453","-18.4","8.8","10.7","-20.3","-2.0"
"DE502","39645.321764025","34.7255970947134","52.5","10.2","14.1","48.6","-3.9"
"DE241","71530.9521665873","57.7499389059666","-40.9","10.1","13.1","-44.0","-3.0"
"SE221","41720.681779573","26.4255648464486","1.5","8.8","11.5","-1.2","-2.8"
"PL712","14841.8942127609","82.8931791865589","4.1","7.3","13.4","-2.0","-6.1"
"MK001","6436.27327403032","77.0699031224115","-3.5","8.8","13.9","-8.6","-5.1"
"PL22C","22345.3360706029","56.1778845531528","0.6","8.0","10.8","-2.2","-2.7"
"MK003","6562.56683288121","67.1987033014036","-2.7","8.7","12.1","-6.1","-3.4"
"HR025","13564.4859813084","58.8785046728972","-4.2","8.4","15.9","-11.7","-7.5"
"CZ063","22461.5644065275","63.3897128118645","22.8","9.8","11.5","21.1","-1.7"
"DEA29","30763.5517564439","41.7721616996895","15.1","9.1","12.9","11.3","-3.8"
"EE008","21256.1898960697","49.4244856350226","21.1","9.1","13.4","16.9","-4.3"
"DE21D","36896.9308187506","67.7758636322423","16.0","8.3","13.1","11.2","-4.8"
"DE135","48002.5775030973","46.8507469062843","-1.6","10.1","11.9","-3.4","-1.8"
"EL527","16917.3897516577","187.439072649531","-4.8","7.1","13.5","-11.2","-6.4"
"DE225","36909.7822769356","56.3383864075694","-0.5","8.0","13.6","-6.1","-5.6"
"FI1B1","60718.8199267411","48.8703541817686","9.9","9.3","8.6","10.6","0.7"
"DE254","69964.847483119","51.5635526171489","28.0","9.7","12.3","25.3","-2.7"
"PL213","29023.9020934693","122.610453582915","1.4","10.4","10.9","0.9","-0.5"
"RO415","11004.3029007991","145.713198489594","1.2","7.1","10.4","-2.1","-3.3"
"MK006","3824.69835074609","96.3453041084589","-1.8","10.3","9.3","-0.8","1.0"
"DE264","40034.6926528163","46.2949732803704","-22.0","9.0","11.9","-25.0","-2.9"
"FR105","107748.530291028","39.3945739892621","-1.5","12.4","6.5","4.4","5.9"
"DEF0C","33245.0600837099","52.2083032792114","7.9","8.4","14.1","2.2","-5.7"
"FRB02","29469.915694653","38.11063633214","0.4","10.6","10.6","0.4","0.0"
"DED2F","26849.9522558594","45.8179821236102","13.8","6.3","14.8","5.3","-8.4"
"HU331","13191.9705452161","46.7645130377768","3.7","9.3","15.2","-2.2","-5.9"
"BE329","21827.233394873","49.3256479276181","6.6","9.7","11.5","4.8","-1.7"
"DE947","31901.9561507155","43.1666010240252","-3.2","7.9","15.4","-10.7","-7.5"
"PL411","13513.3582452617","95.4899748465432","-1.2","7.8","11.9","-5.2","-4.0"
"FRI14","29200.3034079211","57.7919849740839","8.8","8.7","13.4","4.1","-4.7"
"ITH35","35684.7640623432","98.6956875002987","5.4","6.0","12.6","-1.2","-6.6"
"BE342","29461.843759824","74.6620559572462","13.0","10.8","9.0","14.8","1.8"
"RS213","5748.75542293296","270.979216121087","-5.9","8.7","17.3","-14.5","-8.6"
"DE279","40715.2202109062","43.252692719788","18.0","10.0","11.2","16.7","-1.2"
"FRI31","34680.5914625302","53.1849842009312","7.8","8.6","13.3","3.1","-4.7"
"ES511","33555.0317792335","63.5128501233588","18.8","7.2","8.9","17.0","-1.8"
"SI041","39327.9696260714","107.54431182267","11.4","8.7","9.0","11.1","-0.3"
"DEB3I","22296.4850048371","34.9564656562399","4.3","9.2","13.4","0.1","-4.2"
"DE27B","42716.7751124019","63.4616995727331","-21.0","10.3","11.1","-21.8","-0.7"
"BE334","24189.8950510302","71.0090506450992","12.0","9.0","10.9","10.2","-1.9"
"DK050","48347.956872951","31.2975293203096","7.2","9.2","11.6","4.9","-2.4"
"ITH31","38893.6434551484","110.386743201475","5.5","7.0","10.8","1.8","-3.8"
"PL518","19963.4863543703","85.9428086752438","8.0","9.0","10.5","6.5","-1.5"
"DEG0R","36511.6425424795","21.019509125236","-6.6","6.9","15.1","-14.8","-8.2"
"DE71B","29657.8754654317","44.6608150340887","-18.6","8.3","14.0","-24.4","-5.7"
"DEB35","121329.083086654","45.1378035999926","18.0","9.8","9.8","18.0","0.0"
"RO411","11388.0382934721","148.904232963074","6.6","9.6","16.1","0.1","-6.5"
"HR061","15426.9990780432","48.4740188763532","-0.5","10.1","14.1","-4.5","-4.0"
"FRD12","29655.3042883166","50.9243883538138","6.2","8.8","13.5","1.4","-4.8"
"EL624","15215.7293497364","189.806678383128","-3.8","9.1","15.9","-10.6","-6.8"
"EL434","17026.8854637088","148.63975778171","1.2","9.4","11.8","-1.3","-2.4"
"DEA55","31144.9933278424","30.7110796125679","-1.3","9.9","15.2","-6.5","-5.2"
"ITG14","17984.692957462","89.2069239961817","-1.1","7.5","12.9","-6.5","-5.4"
"DE71A","65439.6178471723","48.5631655494074","-4.5","9.1","11.4","-6.7","-2.2"
"NL414","67322.8454950542","91.4957494548557","15.6","9.0","9.4","15.2","-0.4"
"BG344","20492.4117649056","109.009776920491","2.2","8.4","19.5","-8.9","-11.1"
"DEA16","41967.5059593883","39.8268702522564","13.3","9.0","14.6","7.7","-5.6"
"PL824","13478.5293975485","69.8172756582964","-1.5","8.3","11.4","-4.6","-3.1"
"PT1B0","16167.919261327","56.3943679253965","63.5","9.1","11.2","61.4","-2.1"
"HR065","14782.34228474","45.6561700767263","11.5","9.0","12.7","7.9","-3.7"
"FRF24","30266.3880140111","42.3866011244223","-3.8","8.0","13.3","-9.1","-5.3"
"DE403","43112.7930979728","48.5188517793186","5.9","6.1","16.4","-4.3","-10.2"
"DE918","31884.1877585095","43.1070466360566","-30.7","7.7","16.9","-40.0","-9.3"
"PL613","17667.7532534066","89.2187142606818","-0.4","7.8","11.8","-4.4","-4.0"
"FRY20","26964.2317994344","43.4880158662009","0.9","9.7","11.6","-1.1","-1.9"
"FRI32","30100.1257183908","61.8115421455939","12.2","7.6","13.7","6.1","-6.1"
"AT341","59546.3753979398","72.8886411627882","9.8","10.1","9.1","10.8","1.0"
"ES615","24212.5717384428","58.746441321343","7.4","7.3","9.1","5.6","-1.8"
"RO225","11566.5797700529","156.56969558489","0.5","7.8","16.6","-8.2","-8.7"
"BG421","11044.2098265164","126.836140306445","7.0","9.7","17.1","-0.4","-7.4"
"HU120","15201.3732898468","43.8537832341918","12.0","9.6","11.9","9.7","-2.3"
"LV00C","12126.0917920424","77.272249734637","21.2","8.6","16.6","13.2","-8.0"
"SE124","45076.273175311","25.42439177032","3.1","9.8","9.7","3.2","0.1"
"DE247","30795.5490848586","40.6729524865964","-18.8","8.2","15.1","-25.8","-6.9"
"BG414","7421.06052982354","98.1612421987412","3.1","6.9","23.7","-13.7","-16.7"
"FRB03","26754.8856366664","47.0460174623747","4.4","7.7","15.6","-3.4","-7.8"
"EL301","31057.2647593407","60.6750221158956","0.3","7.5","11.3","-3.5","-3.9"
"DEC06","33369.1539979111","35.9753974701172","29.9","7.2","16.1","21.1","-8.9"
"AT113","31160.1271879727","67.9159077578489","19.3","6.8","13.5","12.6","-6.7"
"NL362","61590.755336062","92.6834218448737","15.7","9.0","8.2","16.5","0.8"
"ITF13","27335.3399376975","110.001881191591","4.4","6.6","12.7","-1.7","-6.1"
"DE21G","40336.2923660357","56.7147934629186","24.6","10.6","12.4","22.8","-1.8"
"SI033","21119.2982953338","97.2070680591178","4.7","8.6","11.3","2.1","-2.6"
"ES130","26573.0180664138","63.0283320038739","11.0","5.5","11.5","5.0","-6.0"
"DE133","37713.6562565125","46.3246896305338","1.4","10.1","11.2","0.4","-1.0"
"RO224","8882.51217097954","55.6935943276165","3.5","10.0","15.0","-1.5","-5.0"
"ITI41","24305.4768297936","107.21099187982","6.2","5.7","13.8","-1.9","-8.1"
"IE052","45413.9337461463","71.7036830015983","17.9","10.5","7.6","20.7","2.9"
"DEG0G","31833.5505401751","31.1803466377599","19.0","7.0","13.3","12.6","-6.3"
"LV005","10848.2323436615","86.5625758433784","13.6","6.8","20.1","0.3","-13.3"
"ES532","32364.3379344356","71.7533505671441","19.4","7.7","8.0","19.0","-0.4"
"FRJ21","24428.5079728851","64.3753339470449","8.7","7.7","13.9","2.5","-6.2"
