"geo","CNMIGRATRT","GBIRTHRT","GDEATHRT","GROWRT","NATGROWRT"
"DE501","27.0","9.7","12.7","24.0","-3.0"
"PL621","-2.3","7.6","12.6","-7.2","-5.0"
"PL711","-1.4","7.9","15.8","-9.3","-7.9"
"FRK12","6.6","7.2","15.1","-1.4","-8.0"
"PT1C4","38.5","7.1","15.9","29.6","-8.9"
"ITH43","8.4","6.7","14.1","1.0","-7.4"
"DEA5C","12.1","8.8","14.4","6.5","-5.6"
"CZ064","28.2","10.1","11.1","27.2","-1.1"
"DEF07","14.2","7.9","14.2","7.9","-6.3"
"DE214","5.0","9.8","13.3","1.6","-3.4"
"LV00A","18.3","8.7","14.9","12.2","-6.1"
"PL523","-2.2","6.7","14.1","-9.6","-7.4"
"DE134","16.9","9.4","12.1","14.2","-2.6"
"ITF63","0.3","7.0","12.1","-4.8","-5.1"
"DE224","0.0","9.2","12.8","-3.6","-3.5"
"RS222","-3.7","7.5","20.6","-16.7","-13.0"
"HU313","0.8","9.3","17.2","-7.0","-7.9"
"EL622","-6.4","7.4","15.4","-14.4","-8.1"
"MK004","-2.6","8.4","14.2","-8.5","-5.8"
"DEB39","20.8","9.7","12.4","18.1","-2.7"
"AT333","1.8","9.8","10.9","0.7","-1.1"
"EL512","-1.1","8.7","11.6","-3.9","-2.8"
"DEG0L","3.8","6.0","18.3","-8.6","-12.4"
"NL127","11.3","9.0","10.4","9.9","-1.4"
"RO315","3.1","10.9","16.4","-2.4","-5.5"
"ES220","13.8","7.1","9.5","11.4","-2.3"
"FRJ23","7.2","10.6","7.5","10.4","3.1"
"DE231","9.6","8.4","16.0","2.0","-7.6"
"IE042","28.8","10.2","7.6","31.5","2.6"
"RS228","12.2","9.2","13.7","7.8","-4.4"
"FI194","1.1","7.7","13.7","-4.9","-6.0"
"ITF64","-0.4","7.3","12.5","-5.6","-5.2"
"FRJ13","10.6","10.2","10.1","10.6","0.0"
"ES432","5.4","5.8","13.0","-1.8","-7.2"
"BE100","15.0","11.9","7.2","19.8","4.7"
"ITF32","-0.8","6.8","13.3","-7.3","-6.5"
"DEB3E","14.9","9.0","11.5","12.5","-2.4"
"DE407","5.4","5.6","17.3","-6.3","-11.7"
"DE25A","-7.9","9.2","13.4","-12.1","-4.2"
"BE335","6.1","9.9","10.6","5.5","-0.6"
"DE21M","-40.3","9.3","11.7","-42.7","-2.4"
"ES620","14.2","8.7","8.5","14.3","0.1"
"DEB23","-6.5","8.6","13.0","-10.9","-4.4"
"PT119","21.4","7.7","9.2","19.9","-1.5"
"ITF44","1.1","6.6","12.3","-4.6","-5.7"
"HR036","16.3","7.8","14.9","9.2","-7.1"
"DEG0M","13.8","5.4","16.7","2.6","-11.3"
"NO073","1.7","8.5","10.4","-0.2","-2.0"
"DE725","-33.3","8.2","14.7","-39.8","-6.6"
"ES419","7.0","4.2","16.8","-5.6","-12.6"
"DE80N","-28.7","6.5","17.4","-39.5","-10.9"
"TRB12","1.0","11.1","6.4","5.8","4.8"
"ITI16","7.3","5.6","14.9","-2.0","-9.3"
"DE243","-2.7","8.5","14.0","-8.3","-5.5"
"PL815","-3.7","7.8","13.0","-8.9","-5.2"
"FI196","-0.1","6.9","14.9","-8.1","-8.0"
"DE141","12.5","9.6","11.1","11.0","-1.5"
"DE22B","5.5","9.8","10.2","5.0","-0.4"
"NO081","7.0","11.9","5.9","13.1","6.0"
"HR032","10.3","8.4","20.7","-2.1","-12.3"
"DEG0B","14.8","6.3","16.7","4.3","-10.4"
"SE214","5.5","7.6","10.2","2.8","-2.6"
"BG321","2.0","7.7","21.2","-11.5","-13.5"
"LT025","5.2","5.9","17.4","-6.3","-11.5"
"DE929","-16.7","9.2","12.8","-20.3","-3.6"
"DE737","-7.0","7.8","17.6","-16.9","-9.9"
"TR711","2.9","9.1","8.1","3.9","1.0"
"FI1DB","3.7","7.3","13.7","-2.7","-6.4"
"ITC12","8.3","5.9","15.4","-1.2","-9.4"
"DE917","3.6","8.2","16.1","-4.3","-7.9"
"DEF05","1.3","7.7","15.4","-6.5","-7.7"
"DEB25","-10.1","7.9","12.1","-14.3","-4.2"
"RO322","34.6","9.2","8.8","35.0","0.4"
"FRG05","13.9","8.3","12.0","10.2","-3.7"
"SE211","4.7","10.1","9.2","5.6","0.9"
"DEG0I","17.4","5.8","18.1","5.2","-12.3"
"DE94G","14.1","8.7","14.9","7.9","-6.3"
"DE945","20.0","8.2","17.2","11.0","-9.0"
"CH055","11.4","9.9","8.4","12.9","1.5"
"RO211","2.0","10.1","15.3","-3.2","-5.3"
"NL113","12.4","8.5","9.3","11.6","-0.8"
"EL631","-7.5","7.7","15.7","-15.5","-8.1"
"DEG0P","8.6","6.6","15.0","0.3","-8.3"
"ITI45","0.6","6.3","12.9","-6.0","-6.6"
"DEG0T","24.7","6.3","15.9","15.1","-9.6"
"ITI1A","7.4","5.4","14.5","-1.7","-9.1"
"ITF43","-0.3","6.2","11.7","-5.7","-5.5"
"DE212","-0.4","11.1","8.8","1.9","2.3"
"TR632","-3.9","14.0","4.9","5.2","9.2"
"EL304","-1.9","6.9","12.4","-7.3","-5.4"
"DE132","16.3","9.2","11.1","14.3","-1.9"
"PT1C2","56.8","7.9","17.6","47.1","-9.7"
"IE051","19.5","10.2","7.8","21.9","2.4"
"TR521","1.2","13.1","5.8","8.5","7.3"
"FRB06","4.9","11.0","9.8","6.1","1.2"
"TR832","-11.2","9.3","8.4","-10.2","1.0"
"DEB37","-8.3","9.1","19.2","-18.4","-10.1"
"DE27A","-1.4","8.9","13.0","-5.6","-4.2"
"PT1D2","25.1","6.3","15.5","15.9","-9.2"
"MT001","42.5","8.1","7.9","42.6","0.2"
"MT002","23.3","8.6","8.7","23.3","-0.1"
"HU222","9.1","8.7","14.2","3.6","-5.5"
"TRA23","-9.2","15.5","4.2","2.1","11.3"
"ITG16","-3.7","6.5","14.3","-11.5","-7.8"
"ITF65","-1.6","7.6","12.6","-6.6","-5.0"
"DE735","2.7","8.1","14.4","-3.6","-6.3"
"FRI21","9.2","7.8","14.1","2.9","-6.3"
"BE331","8.9","9.2","11.0","7.0","-1.8"
"BE213","11.8","8.8","9.7","10.9","-0.9"
"FRD22","0.6","10.8","10.8","0.6","0.0"
"CZ041","40.0","8.2","12.2","36.0","-4.0"
"ES114","7.2","5.6","11.2","1.6","-5.6"
"DE239","-5.3","9.4","12.5","-8.5","-3.1"
"ITI35","4.5","5.8","13.1","-2.8","-7.3"
"ITG2D","3.6","5.3","12.6","-3.7","-7.3"
"DE117","35.1","10.0","11.4","33.8","-1.4"
"DE401","25.6","7.5","17.3","15.8","-9.8"
"DE276","7.4","9.5","11.1","5.8","-1.6"
"PL516","-1.1","7.5","12.1","-5.7","-4.6"
"DEA1D","11.3","8.7","12.7","7.3","-4.0"
"BE344","11.9","10.5","10.4","12.0","0.1"
"DE712","-17.6","10.6","8.8","-15.7","1.9"
"IS002","31.8","11.1","7.7","35.3","3.5"
"ITC31","10.9","5.9","16.3","0.6","-10.3"
"DEG04","39.3","6.2","19.4","26.1","-13.2"
"PL923","-1.3","7.7","13.3","-6.9","-5.7"
"ITI18","4.9","6.0","13.5","-2.6","-7.5"
"DE249","-0.1","7.4","18.1","-10.7","-10.6"
"DEE04","1.4","6.7","15.6","-7.6","-8.9"
"HR037","0.9","9.1","12.9","-2.9","-3.8"
"DEB1D","24.3","8.7","14.2","18.8","-5.5"
"ES411","12.3","5.7","13.9","4.1","-8.2"
"SE321","0.1","8.3","12.2","-3.8","-3.9"
"TR612","-2.5","9.6","7.8","-0.8","1.7"
"ITF35","1.3","7.3","11.8","-3.2","-4.5"
"DE24D","3.2","7.5","17.9","-7.3","-10.5"
"DE927","2.4","8.4","14.8","-3.9","-6.3"
"ITF31","2.9","8.4","10.1","1.1","-1.8"
"FRK22","7.0","8.3","12.3","3.0","-4.0"
"SE224","7.3","10.2","9.1","8.4","1.1"
"AT323","9.6","9.4","9.3","9.7","0.1"
"DEG0C","33.5","6.6","14.3","25.8","-7.7"
"BG341","7.1","8.5","16.7","-1.1","-8.2"
"BE323","4.1","9.4","11.2","2.3","-1.7"
"MK003","-2.7","8.7","12.1","-6.1","-3.4"
"DK022","10.2","8.0","12.8","5.4","-4.8"
"DEA52","24.8","9.7","13.4","21.1","-3.7"
"FI1DC","3.0","6.4","14.0","-4.5","-7.5"
"CH021","4.8","8.8","9.8","3.8","-1.0"
"ITH54","7.9","7.3","11.5","3.7","-4.3"
"DEA33","-39.3","9.1","9.9","-40.1","-0.8"
"ITF47","2.3","7.0","10.7","-1.4","-3.7"
"AT222","6.7","8.4","12.2","2.8","-3.9"
"PL426","-0.2","6.9","12.5","-5.7","-5.5"
"PL616","-1.7","8.2","12.8","-6.4","-4.6"
"TRB23","-11.7","20.2","3.7","4.8","16.6"
"BE343","6.0","10.2","10.5","5.8","-0.3"
"DE722","4.8","8.8","14.2","-0.6","-5.4"
"NL133","14.0","8.1","12.0","10.1","-3.9"
"DE80L","-33.6","6.0","17.4","-44.9","-11.3"
"CH070","8.3","6.9","10.0","5.2","-3.1"
"AL031","-29.0","8.2","11.2","-32.0","-3.0"
"FI1D7","2.8","7.4","14.1","-4.0","-6.8"
"AL033","-28.0","7.2","15.4","-36.2","-8.2"
"ITC44","5.5","6.7","12.1","0.1","-5.4"
"PL21A","-1.3","7.7","12.8","-6.4","-5.1"
"EE004","25.9","8.2","15.2","18.9","-7.0"
"RO424","11.8","10.3","12.5","9.6","-2.2"
"LT021","11.9","5.5","18.1","-0.6","-12.6"
"BG411","7.9","10.0","13.4","4.5","-3.4"
"AL035","-4.6","6.3","9.9","-8.2","-3.6"
"DEC03","28.6","7.8","16.0","20.4","-8.2"
"BG311","0.9","6.8","27.9","-20.2","-21.1"
"DE226","7.2","9.6","10.5","6.2","-1.0"
"DE600","-11.1","10.3","10.8","-11.5","-0.4"
"DE253","16.0","9.7","10.8","14.9","-1.1"
"CH061","9.4","9.7","8.4","10.7","1.3"
"PL842","-3.6","7.9","14.1","-9.7","-6.1"
"FI1D1","2.0","5.5","17.5","-10.1","-12.1"
"PT1A0","99.6","9.5","10.1","99.0","-0.7"
"FR104","3.6","13.8","6.9","10.5","6.9"
"RO314","3.3","8.5","17.4","-5.6","-8.9"
"AT224","8.5","8.3","11.0","5.8","-2.7"
"DED2E","14.0","6.2","15.4","4.9","-9.1"
"NL125","9.3","8.6","11.0","6.9","-2.4"
"HU332","-1.8","8.1","18.0","-11.7","-9.9"
"DE724","-12.1","8.4","12.3","-16.0","-3.8"
"ITG11","0.9","7.3","13.5","-5.3","-6.2"
"DE127","12.5","8.4","13.2","7.7","-4.8"
"SE332","1.4","8.4","11.9","-2.1","-3.5"
"DE233","1.5","8.9","15.6","-5.2","-6.7"
"BE241","11.9","10.1","9.0","13.0","1.1"
"RS218","-12.1","8.3","14.7","-18.5","-6.4"
"DE111","-22.8","9.6","9.8","-23.0","-0.2"
"CH065","11.7","8.9","8.7","11.9","0.2"
"DE40A","11.5","6.8","13.4","4.9","-6.7"
"DE278","1.0","9.5","11.1","-0.6","-1.6"
"EL523","2.1","5.6","19.0","-11.3","-13.4"
"NO082","17.3","8.8","8.2","18.0","0.7"
"HU213","2.7","8.3","14.5","-3.4","-6.1"
"SK022","-1.4","8.2","12.0","-5.3","-3.8"
"ITC4A","7.7","6.3","12.5","1.5","-6.2"
"DE718","10.8","7.5","12.0","6.3","-4.5"
"TRC12","-7.1","16.3","4.5","4.8","11.8"
"DE258","-11.1","8.4","12.8","-15.4","-4.3"
"DEA1C","15.9","8.4","14.4","9.9","-6.0"
"PL416","-0.5","8.5","12.0","-4.0","-3.5"
"TR332","0.7","11.6","7.7","4.5","3.8"
"RS225","-16.0","8.9","16.6","-23.7","-7.8"
"RO422","2.5","7.7","16.0","-5.8","-8.2"
"NO094","11.4","8.2","10.6","9.0","-2.4"
"DE40G","3.7","5.6","17.1","-7.8","-11.5"
"DE932","4.3","8.3","16.1","-3.5","-7.9"
"SE322","6.7","8.8","10.9","4.7","-2.1"
"DEA56","-14.9","8.6","15.1","-21.4","-6.5"
"SI043","5.2","7.8","11.9","1.0","-4.1"
"DEB1C","4.3","8.1","16.1","-3.7","-8.0"
"RO222","1.3","8.6","17.4","-7.4","-8.8"
"DEA17","27.7","8.8","15.2","21.3","-6.4"
"SE312","1.5","8.9","10.7","-0.3","-1.8"
"RS221","-33.8","7.0","22.0","-48.7","-15.0"
"SE125","6.4","10.1","10.3","6.2","-0.2"
"DE24C","17.7","8.5","15.5","10.8","-6.9"
"HR064","-0.9","8.9","15.7","-7.7","-6.8"
"DE731","-17.5","9.9","11.6","-19.3","-1.8"
"ITC14","8.3","5.0","14.6","-1.4","-9.6"
"PT1C3","32.1","6.6","18.4","20.3","-11.8"
"DEG0D","2.9","6.8","15.4","-5.7","-8.6"
"FRE23","1.0","9.9","11.0","-0.2","-1.2"
"DE941","48.9","9.6","12.8","45.7","-3.2"
"BE32A","7.4","9.3","11.0","5.7","-1.7"
"TR422","13.1","11.4","6.6","17.9","4.8"
"BG332","1.7","7.3","21.2","-12.1","-13.9"
"PL224","0.3","7.0","14.3","-6.9","-7.2"
"PL843","-2.9","7.9","12.4","-7.4","-4.5"
"LV008","7.3","8.8","18.0","-1.9","-9.1"
"FRC22","1.1","8.5","11.3","-1.7","-2.8"
"BG415","2.4","7.4","24.4","-14.6","-17.0"
"EL633","11.8","6.3","15.4","2.7","-9.1"
"HU311","-4.3","11.1","15.4","-8.6","-4.3"
"DEA5A","5.7","8.8","13.4","1.1","-4.6"
"TRA22","-32.0","14.7","5.1","-22.5","9.5"
"NL324","15.5","9.7","10.8","14.4","-1.2"
"DE21F","-33.2","9.6","11.2","-34.8","-1.6"
"TR813","9.4","8.2","9.4","8.1","-1.3"
"DE27D","-7.5","9.9","11.4","-9.0","-1.6"
"BE252","11.1","9.8","11.5","9.4","-1.7"
"DE259","-9.9","8.0","13.2","-15.1","-5.2"
"EL541","-0.2","5.9","16.6","-10.9","-10.7"
"TR633","3.5","13.6","5.6","11.5","8.0"
"EL432","1.4","7.6","13.2","-4.1","-5.6"
"TR631","-0.1","14.4","5.2","9.1","9.2"
"RO216","0.1","11.1","14.9","-3.8","-3.8"
"DE25B","3.0","8.5","11.9","-0.4","-3.4"
"SI034","7.9","8.6","11.0","5.5","-2.4"
"BE224","12.2","8.5","10.1","10.6","-1.5"
"SK031","-1.2","9.8","10.6","-2.1","-0.9"
"TR310","6.1","9.4","7.3","8.2","2.0"
"EL514","7.4","6.4","16.5","-2.8","-10.1"
"SI042","-3.7","9.2","10.4","-4.9","-1.2"
"ITF34","0.2","6.5","13.0","-6.3","-6.5"
"AL012","-6.9","9.4","7.7","-5.3","1.7"
"DE93A","-11.9","8.2","16.2","-20.0","-8.0"
"BE211","12.2","10.9","9.5","13.6","1.4"
"NL325","15.3","9.8","9.7","15.3","0.0"
"FRJ24","6.1","7.6","13.7","0.0","-6.1"
"PT150","147.3","8.0","11.6","143.8","-3.5"
"RS211","-4.7","8.5","15.9","-12.2","-7.5"
"DED42","-3.6","6.4","16.9","-14.2","-10.5"
"ITI33","4.0","6.1","13.9","-3.8","-7.8"
"NL115","12.4","8.5","9.3","11.6","-0.8"
"DE119","13.0","9.7","11.8","10.8","-2.1"
"AT223","14.0","7.0","14.0","7.0","-7.0"
"DEA23","-49.1","9.8","10.2","-49.5","-0.4"
"PL514","2.5","10.0","11.4","1.1","-1.4"
"TR522","2.5","11.7","6.5","7.7","5.2"
"ES708","18.8","6.8","5.5","20.1","1.3"
"PL22B","-0.9","6.3","15.1","-9.7","-8.8"
"TR823","14.2","8.5","11.7","10.9","-3.3"
"NL328","11.9","8.6","10.1","10.5","-1.4"
"SI037","6.5","9.6","10.3","5.7","-0.8"
"DE938","11.4","8.6","14.3","5.7","-5.7"
"ES415","10.6","5.3","13.5","2.5","-8.1"
"DEA27","7.1","9.1","12.5","3.8","-3.3"
"DEE06","9.8","6.2","17.0","-1.0","-10.7"
"DE145","3.3","10.3","10.7","2.8","-0.4"
"TRC13","2.0","18.2","5.9","14.3","12.3"
"DEA19","43.9","8.7","13.9","38.7","-5.3"
"TRA12","4.8","10.4","7.3","7.9","3.1"
"SE110","6.1","10.9","6.7","10.3","4.2"
"DE925","-18.1","8.2","14.8","-24.7","-6.7"
"RS125","-79.1","8.6","16.3","-86.8","-7.6"
"ES242","13.6","7.1","14.0","6.8","-6.9"
"DE22C","16.7","9.4","11.3","14.8","-1.8"
"ITH55","9.0","6.7","12.5","3.3","-5.7"
"AT126","16.6","8.3","10.3","14.7","-2.0"
"DEF01","58.6","8.7","12.8","54.5","-4.1"
"BG343","-0.4","9.6","21.0","-11.8","-11.4"
"NL310","10.9","10.3","8.3","12.9","2.0"
"PT300","20.2","6.9","12.2","14.9","-5.3"
"DE911","21.3","9.2","13.1","17.4","-3.9"
"PL913","10.3","9.1","9.9","9.5","-0.8"
"CH023","7.9","9.1","9.3","7.7","-0.2"
"RO124","4.0","10.1","13.5","0.6","-3.4"
"DEA31","14.0","8.8","14.2","8.6","-5.3"
"RS122","-33.5","8.8","17.5","-42.2","-8.7"
"BE353","6.9","8.4","11.7","3.6","-3.3"
"ES612","5.6","6.9","9.0","3.4","-2.2"
"ES422","6.2","6.8","11.0","2.0","-4.2"
"EL533","-6.1","5.7","15.4","-15.8","-9.7"
"FI1D3","3.2","6.5","13.8","-4.2","-7.3"
"ITF22","4.7","5.6","14.4","-4.1","-8.8"
"DEA5B","-3.8","8.9","13.7","-8.5","-4.7"
"NL131","11.7","8.1","11.6","8.2","-3.4"
"DEE0D","-8.7","6.3","18.6","-21.0","-12.4"
"BE256","11.8","9.9","10.3","11.4","-0.4"
"RO122","10.6","10.4","12.7","8.3","-2.4"
"PT1C1","135.6","7.5","13.1","129.9","-5.6"
"DEB31","-11.2","9.6","14.2","-15.8","-4.7"
"NL416","12.4","9.4","9.8","12.0","-0.4"
"FRF22","-0.9","9.8","10.9","-2.0","-1.1"
"FRI12","8.4","10.1","9.2","9.2","0.9"
"PL415","-3.7","9.0","11.6","-6.3","-2.6"
"RO423","0.7","8.3","17.7","-8.7","-9.5"
"DE803","-15.4","8.1","14.4","-21.8","-6.3"
"TRB22","-31.8","20.5","3.6","-15.0","16.9"
"DE138","8.7","8.4","11.9","5.2","-3.5"
"DE80K","9.1","6.8","14.4","1.5","-7.6"
"DE228","-1.6","8.7","12.3","-5.2","-3.6"
"DEA44","-2.0","8.4","14.0","-7.5","-5.6"
"CH063","6.4","9.3","8.2","7.5","1.1"
"FRL04","6.6","11.7","9.8","8.6","2.0"
"DE12B","-4.7","9.6","11.3","-6.4","-1.7"
"DE267","-8.8","8.7","12.1","-12.2","-3.4"
"FR106","3.7","15.5","5.8","13.3","9.7"
"AT226","11.0","8.0","14.1","4.8","-6.2"
"ITH52","11.0","7.2","12.0","6.2","-4.9"
"PT193","51.8","7.3","11.8","47.3","-4.6"
"PL814","0.6","8.5","11.7","-2.6","-3.2"
"DE721","-22.7","9.3","10.9","-24.3","-1.6"
"DED44","14.0","6.1","18.2","1.8","-12.1"
"ES514","23.3","7.2","9.4","21.1","-2.3"
"DE113","1.9","9.3","11.0","0.1","-1.8"
"BE341","12.5","10.7","8.2","15.0","2.5"
"RO223","6.4","9.3","14.1","1.6","-4.8"
"AT121","9.7","9.7","11.0","8.5","-1.2"
"DEA38","13.7","9.1","12.3","10.4","-3.2"
"IE061","21.2","10.6","6.0","25.8","4.5"
"ES512","24.2","7.4","8.8","22.8","-1.3"
"ITH57","9.3","6.0","13.4","1.9","-7.4"
"DEA12","17.9","9.3","14.1","13.1","-4.8"
"NL333","15.7","9.0","8.2","16.5","0.8"
"DE716","16.2","8.8","11.5","13.5","-2.7"
"NL413","12.4","9.4","9.8","12.0","-0.4"
"DEB21","-64.8","8.7","11.8","-67.9","-3.1"
"ITH32","4.6","7.0","10.8","0.8","-3.9"
"FI1C2","1.5","7.0","12.5","-4.0","-5.4"
"EL623","1.1","6.8","12.5","-4.6","-5.8"
"MK007","-2.9","9.6","11.4","-4.7","-1.8"
"TR213","9.8","8.6","10.2","8.1","-1.7"
"DEB3F","-9.0","11.7","13.1","-10.4","-1.4"
"PL219","-0.3","9.7","10.3","-0.9","-0.7"
"HR062","3.2","8.2","14.7","-3.3","-6.5"
"NL323","7.4","9.1","10.7","5.8","-1.5"
"TR613","0.4","9.0","9.1","0.3","-0.1"
"DEA58","15.6","8.7","14.9","9.4","-6.2"
"NL341","11.8","7.5","13.0","6.2","-5.6"
"PL912","7.5","9.5","10.0","7.0","-0.5"
"FRC23","0.0","8.2","11.4","-3.1","-3.2"
"FRK21","9.8","10.2","8.1","11.9","2.1"
"ITG2E","-0.4","5.0","14.0","-9.3","-8.9"
"AT213","7.1","7.8","12.6","2.3","-4.8"
"DE409","3.2","6.2","14.7","-5.2","-8.4"
"ITG13","2.5","6.5","14.1","-5.1","-7.5"
"DEG0A","13.4","6.5","19.1","0.8","-12.6"
"DEB33","14.4","8.3","11.3","11.4","-3.0"
"DE733","-11.0","8.5","14.1","-16.6","-5.6"
"PL618","-2.6","8.3","11.7","-6.0","-3.3"
"DE404","0.9","9.1","10.9","-0.9","-1.8"
"EL526","9.0","5.5","20.5","-5.9","-14.9"
"NL32B","14.1","10.2","7.4","16.9","2.8"
"EL542","1.7","5.4","15.2","-8.1","-9.8"
"DEB22","6.3","8.4","13.7","0.9","-5.3"
"ITF45","1.1","6.3","12.7","-5.3","-6.4"
"DE94A","18.5","7.2","14.5","11.2","-7.3"
"ES618","6.5","7.5","9.0","5.0","-1.5"
"DEA1F","-3.9","8.2","14.3","-10.0","-6.1"
"DEB38","-8.3","9.5","14.8","-13.6","-5.3"
"NO083","15.7","8.3","9.6","14.4","-1.3"
"DE935","-34.7","8.3","12.3","-38.7","-4.0"
"DE242","-11.3","7.9","13.6","-17.0","-5.8"
"FRY30","-3.1","26.5","4.2","19.3","22.3"
"NL422","13.1","8.3","11.6","9.9","-3.3"
"HR031","5.9","7.2","15.4","-2.4","-8.3"
"AT335","9.9","9.9","8.8","11.0","1.1"
"RO212","1.6","9.8","14.7","-3.3","-5.0"
"SE121","12.0","10.0","7.8","14.2","2.2"
"ES212","9.4","6.2","10.9","4.8","-4.6"
"ITI17","6.8","6.2","12.7","0.3","-6.5"
"NL342","14.3","9.5","10.7","13.1","-1.3"
"NL114","12.9","8.2","12.9","8.2","-4.7"
"AT211","15.7","7.9","11.5","12.2","-3.5"
"DE136","-2.6","9.5","12.0","-5.1","-2.5"
"DE222","-10.5","8.4","11.8","-13.9","-3.4"
"RO317","-0.8","7.3","19.7","-13.1","-12.3"
"DE257","-7.8","9.0","10.9","-9.7","-1.9"
"ITH10","3.4","9.2","9.8","2.9","-0.6"
"FRJ22","5.7","7.5","13.7","-0.5","-6.2"
"DE269","-12.7","8.9","12.9","-16.7","-4.0"
"FR108","-0.1","15.0","6.4","8.5","8.5"
"FRG04","2.3","10.0","11.2","1.1","-1.3"
"NL112","5.2","7.8","13.0","0.1","-5.1"
"BE345","9.0","9.8","11.8","7.1","-2.0"
"DED2C","7.6","6.7","15.6","-1.3","-8.9"
"ES112","11.4","5.3","16.7","0.1","-11.3"
"DE12C","21.4","9.5","12.0","18.8","-2.5"
"AT311","12.2","10.1","10.1","12.3","0.0"
"DEB11","1.0","9.1","13.1","-3.0","-4.0"
"LV00B","20.8","8.6","17.1","12.3","-8.5"
"PT1D3","40.2","7.6","14.0","33.8","-6.4"
"ITG18","7.9","8.3","11.0","5.2","-2.7"
"FRJ11","9.6","8.4","13.1","5.0","-4.6"
"DK032","9.8","9.0","10.9","8.0","-1.9"
"CH013","6.5","9.9","7.3","9.1","2.6"
"NL423","10.9","7.6","12.4","6.1","-4.9"
"ITC4C","8.1","7.0","11.0","4.2","-3.9"
"DE272","11.2","10.0","13.7","7.5","-3.7"
"ITC43","6.2","6.3","11.6","1.0","-5.2"
"DE11C","17.6","9.2","13.3","13.5","-4.1"
"RO121","5.9","8.7","14.2","0.4","-5.5"
"DEA28","27.2","8.4","12.6","23.0","-4.2"
"ES706","21.3","4.8","10.0","16.1","-5.2"
"PL715","-1.8","8.0","14.4","-8.2","-6.4"
"DE40I","15.8","6.1","17.8","4.1","-11.7"
"LV006","14.2","7.9","16.1","6.1","-8.2"
"ES417","21.3","6.1","13.9","13.5","-7.8"
"DE80O","-4.6","6.7","14.7","-12.6","-8.0"
"AL021","-24.1","8.5","9.4","-25.0","-0.9"
"DEE08","4.8","6.3","17.7","-6.6","-11.3"
"AT331","10.3","8.4","9.0","9.7","-0.6"
"PL921","-1.9","8.0","12.5","-6.4","-4.5"
"AT122","15.3","8.4","12.0","11.8","-3.6"
"DE300","-11.2","9.8","10.8","-12.2","-1.1"
"FRM02","13.3","7.6","10.5","10.5","-2.9"
"TRB24","-25.2","17.3","2.5","-10.4","14.7"
"BG323","0.9","7.0","22.1","-14.1","-15.0"
"DE236","7.4","10.0","11.3","6.1","-1.3"
"PL217","-1.4","8.8","11.4","-4.1","-2.7"
"AL015","-18.3","8.7","10.5","-20.1","-1.8"
"DEB1B","20.4","8.7","12.9","16.2","-4.2"
"CH053","3.8","8.9","9.5","3.1","-0.7"
"PL229","-2.1","7.6","13.1","-7.6","-5.5"
"AT314","11.2","9.3","11.0","9.6","-1.7"
"AT124","9.2","8.1","13.6","3.7","-5.5"
"DEE0E","8.0","6.1","18.5","-4.3","-12.4"
"BE32D","5.1","9.3","12.5","2.0","-3.1"
"ES616","-0.8","6.8","11.7","-5.7","-4.9"
"ITH20","6.4","7.4","10.0","3.8","-2.6"
"RS123","-10.5","10.7","14.1","-13.9","-3.4"
"NL366","10.9","10.2","9.3","11.8","0.9"
"DE94E","-11.8","9.3","12.7","-15.3","-3.5"
"HU212","7.5","9.0","14.5","2.1","-5.5"
"CH057","11.1","9.9","8.2","12.8","1.7"
"DEC05","33.2","7.4","15.8","24.7","-8.4"
"TR722","-4.7","10.5","7.7","-1.9","2.8"
"DE248","-8.1","8.9","12.0","-11.2","-3.0"
"EL531","-6.7","5.8","15.1","-16.1","-9.3"
"TR622","7.5","11.8","6.1","13.3","5.8"
"ITF14","4.5","6.1","13.5","-2.9","-7.4"
"DEB24","-18.6","8.6","14.8","-24.8","-6.2"
"TR413","-0.5","9.8","7.8","1.5","2.0"
"RS223","-30.6","6.5","22.9","-47.0","-16.4"
"BE254","13.3","9.8","10.4","12.7","-0.6"
"BE351","6.3","9.5","10.7","5.1","-1.2"
"BE235","12.6","9.2","10.2","11.6","-1.0"
"FRL02","14.7","8.7","10.8","12.6","-2.2"
"EL306","-2.6","10.6","11.1","-3.0","-0.5"
"ITF52","3.8","6.0","12.2","-2.4","-6.1"
"ITH33","5.7","5.7","14.2","-2.9","-8.6"
"HR028","-6.0","7.9","18.8","-16.9","-10.9"
"FRF11","5.5","9.7","9.3","5.9","0.4"
"PL22A","-2.5","7.5","14.2","-9.2","-6.7"
"DE922","8.4","8.8","13.5","3.7","-4.7"
"CZ052","25.1","9.2","11.3","23.1","-2.0"
"FR102","5.4","12.5","7.1","10.8","5.4"
"DED53","24.9","6.6","15.0","16.5","-8.3"
"DEA46","34.2","9.2","13.5","29.9","-4.4"
"MK008","0.8","11.8","11.5","1.1","0.3"
"FRL06","6.0","10.6","10.7","5.9","-0.1"
"SE331","7.3","9.5","10.5","6.3","-1.0"
"DE261","12.4","9.3","12.3","9.4","-3.0"
"TR212","8.0","8.6","10.3","6.3","-1.7"
"ITC4D","7.3","6.9","10.5","3.7","-3.7"
"DED2D","5.9","6.2","17.3","-5.2","-11.0"
"TR412","7.5","9.3","7.7","9.1","1.6"
"DEA54","5.7","9.3","13.7","1.3","-4.4"
"DEA42","-9.5","9.8","11.8","-11.5","-2.0"
