nuts3_code,population_2023,nights_spent_2023
PL219,319601,4886175.0
PL21A,518818,545709.0
PL224,478804,408270.0
PL225,643512,3160976.0
PL227,587613,217033.0
PL228,403345,356204.0
PL229,428209,418694.0
PL22A,682224,975244.0
PL22B,636142,522832.0
PL22C,385434,197914.0
PL411,384414,268630.0
PL414,623516,601147.0
PL415,537063,1395892.0
PL416,643465,333552.0
PL417,543338,590685.0
PL418,712432,496083.0
PL424,386597,1021765.0
PL426,333412,8896012.0
PL427,380926,457150.0
PL428,488114,5234260.0
PL431,362428,722580.0
PL432,590365,640895.0
PL514,671206,2224212.0
PL515,512700,4702176.0
PL516,420225,382740.0
PL517,583214,2776131.0
PL518,626574,513601.0
PL523,335827,284562.0
PL524,560543,423092.0
PL613,744334,1313329.0
PL616,361017,308173.0
PL617,335149,930096.0
PL618,174147,200888.0
PL619,328550,1911356.0
PL621,479660,578027.0
PL622,565651,1756640.0
PL623,258069,878644.0
PL633,744814,4454611.0
PL634,623591,2834909.0
PL636,312145,1876242.0
PL637,214254,540454.0
PL638,400941,272649.0
PL711,652983,1054588.0
PL712,385278,305307.0
PL713,546039,543533.0
PL714,419701,465029.0
PL715,339020,159496.0
PL721,696408,878497.0
PL722,436689,1017497.0
PL811,274914,325725.0
PL812,555496,531164.0
PL814,682886,843835.0
PL815,435104,703877.0
PL821,436569,1816057.0
PL822,351769,538950.0
PL823,617969,912691.0
PL824,556025,351301.0
PL841,487613,490505.0
PL842,351876,296019.0
PL843,244365,446429.0
PL911,1869188,7461291.0
PL912,687379,667565.0
PL913,712943,790057.0
PL921,565683,342232.0
PL922,321941,123450.0
PL923,306505,188029.0
PL924,361537,137624.0
PL925,399123,389606.0
PL926,255464,302179.0
PT111,232674,1137916.0
PT112,424505,1281375.0
PT119,420418,689454.0
PT11A,1779994,9395936.0
PT11B,83510,374736.0
PT11C,408425,477025.0
PT11D,183705,658075.0
PT11E,107063,341877.0
PT150,478618,22649144.0
PT191,376760,1193222.0
PT192,441446,1972810.0
PT193,292139,797355.0
PT194,253638,616815.0
PT195,99371,359176.0
PT196,208913,957512.0
PT1A0,2097742,19161898.0
PT1B0,823822,2440649.0
PT1C1,99763,2173608.0
PT1C2,115513,512922.0
PT1C3,104304,534937.0
PT1C4,153155,1107038.0
PT1D1,379085,2176119.0
PT1D2,213604,1501600.0
PT1D3,244259,323211.0
PT200,240125,2783084.0
PT300,254070,9269336.0
RO111,554016,1465789.0
RO112,296140,191873.0
RO113,688844,1223177.0
RO114,451728,505079.0
RO115,330662,216160.0
RO116,210652,76639.0
RO121,325838,452038.0
RO122,552813,2853386.0
RO123,199795,634805.0
RO124,291810,523791.0
RO125,519395,910345.0
RO126,391433,930003.0
RO211,597504,384112.0
RO212,389815,71009.0
RO213,774025,662533.0
RO214,449345,504334.0
RO215,642275,1121286.0
RO216,371464,71873.0
RO221,277021,202466.0
RO222,400823,179142.0
RO223,657055,5203077.0
RO224,494280,174494.0
RO225,190994,294329.0
RO226,333154,86374.0
RO311,565747,411835.0
RO312,280468,34427.0
RO313,477197,290235.0
RO314,258751,55875.0
RO315,249852,186769.0
RO316,691246,1259857.0
RO317,318043,6983.0
RO321,1724966,3624519.0
RO322,564833,279784.0
RO411,599631,300476.0
RO412,311301,232027.0
RO413,231398,222873.0
RO414,378567,57210.0
RO415,340914,1347639.0
RO421,410451,308520.0
RO422,244904,660367.0
RO423,357563,265684.0
RO424,658515,722374.0
RS110,1683033,3453132.0
RS121,154072,137710.0
RS122,259767,126573.0
RS123,607662,654565.0
RS124,117600,189986.0
RS125,159934,380264.0
RS126,157379,90066.0
RS127,282237,369520.0
RS211,254167,1691430.0
RS212,154107,349124.0
RS213,264891,384766.0
RS214,188935,298684.0
RS215,181625,93997.0
RS216,206591,237504.0
RS217,296875,1385236.0
RS218,269258,293391.0
RS221,100711,216547.0
RS222,155892,244074.0
RS223,96365,808336.0
RS224,184142,143071.0
RS225,343648,356530.0
RS226,76430,94422.0
RS227,175290,49744.0
RS228,193454,151042.0
RS229,77132,241221.0
SE110,2440027,15117410.0
SE121,400682,1195001.0
SE122,302566,1149938.0
SE123,471912,2029265.0
SE124,307772,1270750.0
SE125,280713,962344.0
SE211,369113,1714696.0
SE212,204335,913496.0
SE213,247711,3062174.0
SE214,61173,970141.0
SE221,158740,976048.0
SE224,1414324,6640392.0
SE231,342805,2857808.0
SE232,1758656,10877001.0
SE311,283976,1862766.0
SE312,288310,3242274.0
SE313,287334,1191523.0
SE321,243265,1352660.0
SE322,132670,1849146.0
SE331,276295,1878005.0
SE332,249177,2783281.0
SI031,114104,963449.0
SI032,329014,940748.0
SI033,70718,141998.0
SI034,260132,1651465.0
SI035,57091,22990.0
SI036,75987,680341.0
SI037,147088,487750.0
SI038,53751,231416.0
SI041,561407,2557730.0
SI042,210188,3827649.0
SI043,118436,1358246.0
SI044,119056,3239020.0
SK010,728370,2548871.0
SK021,565573,1289988.0
SK022,570675,1221774.0
SK023,670696,740032.0
SK031,688106,3133382.0
SK032,617777,1746737.0
SK041,808090,2851237.0
SK042,779505,827833.0
