geo,nights_spent_per1000pop,total_dependency_ratio_per1000,old_age_dependency_ratio_per1000,youth_dependency_ratio_per1000,median_age_years,females_per1000_males,young_0_14_per1000,elderly_65plus_per1000,oldest_80plus_per1000
BG31,1103.56,701.0,478.0,223.0,50.7,1076.0,131.0,281.0,65.0
BG32,1208.64,670.0,462.0,208.0,50.7,1092.0,125.0,277.0,62.0
BG33,7621.15,604.0,382.0,222.0,47.4,1079.0,138.0,238.0,51.0
BG34,10988.24,648.0,394.0,254.0,47.1,1080.0,154.0,239.0,51.0
BG41,2449.56,549.0,328.0,221.0,44.9,1080.0,143.0,212.0,49.0
BG42,2808.93,626.0,400.0,227.0,47.8,1076.0,139.0,246.0,54.0
