geo_name,dguid,married_or_commonlaw_per1000,not_married_not_commonlaw_per1000,one_person_households_per1000,owner_households_per1000,renter_households_per1000,immigrants_per1000,non_immigrants_per1000,no_certificate_15plus_per1000,postsecondary_cert_15plus_per1000,bachelor_or_higher_15plus_per1000,median_age,median_total_income_recipients_2020,median_aftertax_income_recipients_2020,median_hh_total_income_2020,median_hh_aftertax_income_2020,lim_at_low_income_rate_pct,lico_at_low_income_rate_pct,gini_aftertax,p90_p10_ratio_aftertax,owner_pct_with_mortgage,owner_pct_30plus_shelter,median_shelter_cost_owned,tenant_pct_30plus_shelter,median_shelter_cost_rented,participation_rate,employment_rate,unemployment_rate
"Kawartha Lakes, Census division (CDR)",2021A00033516,535.1622143424988,331.87376178278043,105.74532789884792,341.8425934104761,70.91751107297436,76.97452269486541,895.0496548765253,147.1349073151034,412.06607190177544,113.37968629727308,51.6,39200.0,35600.0,82000.0,72500.0,10.2,2.7,0.275,3.5,54.1,14.6,1080.0,40.6,1100.0,54.7,48.6,11.2
"Durham, Regional municipality (RM)",2021A00033518,476.37562554519997,343.55487580919146,67.57609843441531,273.9414512648639,74.72826086956522,267.52100454524583,715.582101372756,113.91809375143472,459.775721959506,203.89760571139985,40.0,44000.0,39600.0,107000.0,93000.0,6.6,2.9,0.266,3.4,67.5,18.7,1860.0,40.6,1410.0,64.9,56.6,12.8
"York, Regional municipality (RM)",2021A00033519,508.28238165773763,328.7512336640718,54.60934397196365,273.8989921028454,59.352239004409654,474.7369461721897,496.50824062031785,118.50419403170794,503.5650547925825,311.10493687219497,42.0,39600.0,36400.0,112000.0,97000.0,8.8,5.1,0.31,4.0,61.0,26.9,1940.0,47.2,1880.0,63.9,55.8,12.7
"Toronto, Census division (CDR)",2021A00033520,434.236010014472,428.2364165482136,138.05148663949763,215.7652782966809,199.6774927747216,460.2634739453384,475.9254010584192,121.49489900356289,530.6625211676679,349.49734393183974,39.6,39200.0,36000.0,84000.0,74000.0,13.2,8.7,0.371,4.7,56.6,25.6,1740.0,40.0,1500.0,63.9,55.0,13.9
"Peel, Regional municipality (RM)",2021A00033521,474.43112509665605,360.07724210935464,50.04403792637189,231.47822707029943,79.16144620825872,513.6586488695553,431.1133807757567,123.57841576488848,479.8893469568346,281.5601693151448,38.4,38000.0,34800.0,107000.0,94000.0,7.8,5.4,0.273,3.4,67.7,25.7,2040.0,38.4,1580.0,65.5,56.6,13.5
"Dufferin, County (CTY)",2021A00033522,496.7776989601099,318.30599031045773,68.14374330259444,290.0825573146988,61.72932671264923,158.70021280770334,825.1203646407173,126.47720240880209,414.2203842612856,151.6066226964698,40.4,45200.0,40400.0,108000.0,93000.0,6.3,2.2,0.268,3.3,69.4,18.6,1880.0,41.4,1300.0,69.3,62.4,10.0
"Wellington, County (CTY)",2021A00033523,493.22479732476995,336.2292864670202,92.74932994780646,275.9868229983487,104.96792877116992,185.72685104511547,788.7323359305635,132.74501506061586,454.8471949084331,229.518807099649,40.0,44800.0,40000.0,97000.0,85000.0,7.7,3.5,0.283,3.5,61.0,14.3,1530.0,36.4,1300.0,67.2,61.0,9.3
"Halton, Regional municipality (RM)",2021A00033524,502.005406972749,311.89818935131416,68.48385199040622,274.33766259886664,75.2970399086882,338.00283924731457,635.2606358640178,89.87877050870127,520.9700370577085,321.8120900983345,40.8,48400.0,42800.0,121000.0,103000.0,6.7,3.8,0.318,4.0,64.7,18.7,2000.0,44.4,1800.0,66.9,59.5,11.1
"Hamilton, Census division (CDR)",2021A00033525,457.80912720228054,381.9335280572861,109.08873756702783,257.1515386763572,134.1874021916105,255.64105221189664,707.3379783719414,141.88034488270017,453.14593933816104,208.11341996968488,40.8,40400.0,36800.0,86000.0,75500.0,10.8,6.2,0.292,3.8,60.4,15.8,1440.0,37.5,1120.0,61.9,54.3,12.3
"Niagara, Regional municipality (RM)",2021A00033526,484.2438711054293,368.0475205098537,115.2652733287163,297.49487907503226,112.4197338165171,173.67206412506982,791.0181382220818,128.66650904609563,439.7613931426682,168.65052380942416,46.0,38400.0,35200.0,79000.0,71000.0,10.4,4.0,0.28,3.5,56.9,14.5,1160.0,39.5,1100.0,58.5,49.5,15.5
"Haldimand-Norfolk, Census division (CDR)",2021A00033528,520.2700390170443,317.44130330618117,99.33944828530359,329.12074748442745,67.59531795468547,97.3714833321925,882.9745362447807,162.82770894653981,396.331028817852,101.3929769320282,46.4,40800.0,37200.0,86000.0,75500.0,9.1,2.1,0.259,3.3,56.1,12.1,1080.0,35.1,960.0,58.7,53.2,9.4
"Brant, Census division (CDR)",2021A00033529,474.0244938558137,354.5254229092843,99.53650938378543,277.71445938758455,110.07038702502574,139.807005546691,834.7320941348751,150.58264431412368,407.22934841922756,138.11467766334417,41.6,40800.0,36800.0,85000.0,75500.0,9.5,3.4,0.265,3.4,62.9,13.2,1340.0,38.6,1130.0,62.4,55.3,11.4
"Waterloo, Regional municipality (RM)",2021A00033530,473.53810257764,353.82728875188405,93.40645304130867,246.12332138325684,132.68842659218447,250.67911064181274,698.1342552774775,132.8672519649502,455.40861597676974,232.87321281070908,38.0,42400.0,38400.0,92000.0,81000.0,9.3,6.2,0.287,3.6,62.8,13.8,1530.0,36.7,1300.0,66.5,59.4,10.7
"Perth, County (CTY)",2021A00033531,502.97308894746516,319.6223870532704,110.95445350334089,289.83019677557775,111.93526635198921,89.62177404523999,885.4287991172685,173.05216698338748,379.69717403297983,132.71623858272542,42.4,42800.0,38400.0,84000.0,74500.0,9.1,2.8,0.264,3.3,55.1,10.9,1110.0,32.9,1050.0,66.3,61.1,7.8
"Oxford, County (CTY)",2021A00033532,507.01669390134754,312.19976843678404,99.11234100557559,288.550759149621,104.57296294167399,112.25067949844393,871.6466443862342,161.1909903843785,380.0674982140071,108.8429229518562,41.6,42800.0,38800.0,87000.0,76500.0,8.3,2.5,0.258,3.2,61.4,11.0,1250.0,34.8,1080.0,64.1,57.4,10.4
"Elgin, County (CTY)",2021A00033534,499.25067544748396,321.048632218845,99.5757345491388,301.41843971631204,91.97695035460993,115.2482269503546,868.3194022289767,169.60064167510976,382.52490712597097,105.64420803782507,43.2,40800.0,37200.0,83000.0,73500.0,9.6,2.9,0.256,3.2,61.8,11.2,1190.0,33.3,930.0,61.5,55.2,10.3
"Chatham-Kent, Census division (CDR)",2021A00033536,486.5984125158173,354.11633881667245,128.55170827102268,304.7471145366003,118.34234441504658,88.62494727558571,884.9553280417194,175.66816212278079,379.66371409946703,106.07193527359178,46.4,38000.0,34800.0,71500.0,65000.0,12.1,3.3,0.273,3.4,53.8,9.7,860.0,30.7,870.0,57.3,51.2,10.7
"Essex, County (CTY)",2021A00033537,463.34484226457926,373.9299058790143,109.96547320626213,284.1484179160952,107.90805467530625,229.24845102397956,731.9798514874899,144.14936385564963,417.1475192735184,183.19301896608806,42.4,40000.0,36400.0,82000.0,73000.0,11.3,4.4,0.298,3.8,57.2,10.9,1070.0,34.8,980.0,58.7,49.5,15.7
"Lambton, County (CTY)",2021A00033538,502.32532734054337,343.84412503706477,129.76575058133182,320.35675827520015,108.50227070555738,95.15894938901634,877.1087909858452,120.94823415578132,455.3505938168141,130.3899995318133,46.4,42400.0,38000.0,83000.0,73000.0,9.9,3.4,0.283,3.6,52.4,8.4,920.0,35.3,970.0,56.1,49.8,11.2
"Middlesex, County (CTY)",2021A00033539,458.3239272579076,375.53714517453346,120.28455958590627,252.0761622413163,155.72465403955147,221.36074779797949,725.6629035705795,122.13247882883873,473.17720247001876,225.56601266973388,39.6,40400.0,36800.0,79500.0,71000.0,12.6,5.8,0.296,3.8,60.1,12.8,1250.0,38.5,1120.0,62.4,54.7,12.4
"Huron, County (CTY)",2021A00033540,521.7058305902291,308.80292018381516,118.06211908874621,321.1876283283903,91.66313593846756,68.44180816738911,909.2168301665417,176.40061271713978,385.22960597073296,102.66271225108366,46.8,40800.0,36800.0,78500.0,70000.0,11.7,3.1,0.277,3.6,51.5,10.9,930.0,31.2,900.0,60.9,56.9,6.6
"Bruce, County (CTY)",2021A00033541,538.2445909858849,297.15515831925444,121.60063218704016,343.54733227968825,77.52466074445475,75.00408741620797,902.9102403400731,139.51713989863208,449.4795356695188,146.05700583138045,48.0,42400.0,38000.0,87000.0,76000.0,10.7,2.8,0.301,4.0,50.1,10.4,950.0,34.9,1010.0,57.7,53.1,7.9
"Grey, County (CTY)",2021A00033542,525.5933799117983,321.7878202269461,118.37867300926615,327.4366978841485,91.81903770873593,83.79168524850107,896.5858976264803,160.84435855507655,416.5303998810763,144.54189584262426,49.6,39200.0,35600.0,78000.0,70000.0,12.1,3.2,0.306,3.8,51.5,13.8,1020.0,37.0,960.0,57.5,52.2,9.2
"Simcoe, County (CTY)",2021A00033543,497.1688151411654,339.554625268911,87.68326740676972,296.425711172255,83.55699599939231,154.34130641503913,821.5218814297154,135.83873030877638,426.3282373881452,152.99089031807924,43.2,41600.0,37600.0,93000.0,82000.0,8.1,2.8,0.268,3.4,62.6,17.8,1500.0,40.8,1370.0,62.9,55.5,11.8
"Muskoka, District municipality (DM)",2021A00033544,535.966043735189,341.3624501304857,121.7116117227105,352.2362540120587,75.3667096619372,77.6914539400666,886.9274379818221,124.2613312535621,450.55043945166034,168.95641479437262,52.8,40800.0,36800.0,83000.0,73000.0,9.8,2.8,0.312,3.6,51.3,15.0,1050.0,39.4,1090.0,57.8,51.5,10.8
"Haliburton, County (CTY)",2021A00033546,578.4842739779301,328.3748966992368,148.75309902289632,414.41835593797094,57.84842739779301,79.72388313645423,903.6993826260269,151.6698264547178,463.0304798016625,161.87837246609305,59.2,38000.0,34400.0,73500.0,66000.0,12.9,3.3,0.308,3.8,45.4,14.4,785.0,28.6,870.0,46.7,41.6,11.1
"Renfrew, County (CTY)",2021A00033547,506.22855262539366,335.35467494006485,122.83175856719785,316.2694495369717,105.86189065952146,53.495040661871855,918.5352324542848,133.50256193296667,412.30667982889105,120.05828985098482,45.2,42000.0,38000.0,80000.0,71500.0,10.6,2.5,0.262,3.4,54.5,9.4,970.0,28.8,940.0,57.6,52.3,9.1
"Nipissing, District (DIS)",2021A00033548,480.7238302091695,375.2537891307427,138.46262807497993,289.90981632749424,147.90594456773218,41.66863402426932,930.0486330799376,157.46730251664385,446.13768355446433,135.92473676755276,46.8,38800.0,35600.0,72500.0,65000.0,13.0,4.2,0.282,3.7,58.3,11.0,1090.0,36.3,960.0,55.7,49.1,11.8
"Parry Sound, District (DIS)",2021A00033549,551.2801381398026,328.61497793600375,131.85103071905178,371.6770768935599,69.17649065211366,64.27338037476817,905.0502035856659,154.6611524440939,428.8089705600205,127.2676885032723,55.2,38000.0,34800.0,72500.0,65500.0,12.9,2.9,0.29,3.6,48.9,13.8,850.0,35.3,920.0,51.9,46.7,10.0
"Manitoulin, District (DIS)",2021A00033551,482.95658414065304,366.3437387872264,138.85898815931108,304.6286329386437,70.32651596698959,47.36275565123789,933.9791890922139,176.89271618227485,412.2712594187298,118.40688912809473,51.6,35200.0,33200.0,63600.0,59600.0,19.1,3.3,0.305,4.0,41.7,10.7,735.0,33.3,950.0,50.4,44.8,11.1
"Sudbury, District (DIS)",2021A00033552,544.5278969957081,315.40593705293276,126.74356223175964,367.7128040057225,69.07188841201717,39.34191702432046,947.5590128755365,200.73319027181688,392.97210300429185,82.48390557939913,51.6,39600.0,36400.0,76000.0,67500.0,12.4,2.8,0.275,3.6,49.2,10.0,785.0,30.7,810.0,51.9,46.8,9.9
"Greater Sudbury / Grand Sudbury, Census division (CDR)",2021A00033553,476.34956178368486,369.2333622267168,132.72898006356544,277.5269671578542,152.8941539054223,59.2916305499374,901.3832707310025,142.0591351247231,463.9795820090533,159.96701338726766,43.2,44800.0,40400.0,84000.0,74000.0,9.5,3.8,0.276,3.6,59.0,9.4,1240.0,31.5,1000.0,61.1,54.8,10.4
"Timiskaming, District (DIS)",2021A00033554,491.34419551934826,350.8464867617108,154.0224032586558,335.2533095723014,113.92566191446028,34.05040733197556,943.3872199592668,199.52902240325864,392.37525458248473,95.4684317718941,47.6,38400.0,35200.0,70500.0,63200.0,15.0,3.8,0.289,3.9,49.8,9.5,810.0,32.5,775.0,55.8,51.1,8.3
"Cochrane, District (DIS)",2021A00033556,481.06152918692203,353.30862075599964,136.98805843797697,294.17800751638595,131.15195669740777,28.859843772045714,941.7929017610918,196.56760258071137,386.4653746007722,92.22323409822609,43.6,42400.0,38400.0,78500.0,70000.0,12.6,3.4,0.28,3.8,55.9,8.0,970.0,28.2,840.0,58.9,53.5,9.2
"Algoma, District (DIS)",2021A00033557,483.4456876170052,376.43812018246217,152.22760311838067,322.5168531425508,126.60731079216362,73.47706478462256,901.6321400634575,154.90828550585795,433.43558012603603,141.98827531047576,50.0,39200.0,36000.0,70000.0,63600.0,13.3,4.2,0.28,3.7,50.9,8.0,810.0,33.6,850.0,52.4,45.7,12.9
"Thunder Bay, District (DIS)",2021A00033558,465.5731230679141,387.16618321962113,144.79579469161527,314.13844289196663,120.21489561629285,77.14725388459914,886.6146450409228,150.14094864566735,453.24862796366654,171.89606569432527,44.8,43200.0,38800.0,79500.0,70500.0,11.6,4.6,0.279,3.8,51.0,8.7,880.0,29.1,950.0,57.8,51.5,10.8
"Rainy River, District (DIS)",2021A00033559,472.5523486134692,355.50753717137417,136.33791222925348,320.2654730668313,78.97309255543551,52.21999279724238,930.9564233163554,173.8951484282554,383.03236096105366,102.89653753151207,45.2,42400.0,38800.0,78000.0,69500.0,13.8,3.2,0.283,4.0,46.9,6.1,720.0,23.9,750.0,58.1,52.8,9.1
"Kenora, District (DIS)",2021A00033560,429.09090909090907,357.8030303030303,103.48484848484848,224.77272727272725,73.33333333333333,37.72727272727273,941.8181818181818,238.63636363636365,309.6969696969697,95.9090909090909,37.6,41200.0,38000.0,78500.0,71500.0,19.7,2.7,0.327,5.0,52.3,7.8,960.0,28.7,960.0,57.3,52.4,8.7
"Division No.  1, Census division (CDR)",2021A00034601,564.2835835736303,301.5312717510192,127.27453514964701,384.0608531371184,51.20811375161579,72.3376752510689,872.5265983891817,187.68022273043653,353.73371780849163,92.97007059759372,55.2,38400.0,34000.0,72500.0,63600.0,14.5,3.2,0.283,3.5,45.7,9.5,640.0,23.6,795.0,50.2,45.3,9.7
"Division No.  2, Census division (CDR)",2021A00034602,491.4280264193233,261.0338825436944,65.92908748420325,266.51803810295905,72.9631130928253,139.84596676124846,839.5526836596009,171.79713393261642,317.12725625312953,102.76830634969838,34.0,39600.0,35200.0,86000.0,75000.0,12.0,2.8,0.261,3.2,71.1,10.8,1290.0,34.8,1050.0,68.9,64.6,6.2
"Division No.  3, Census division (CDR)",2021A00034603,494.1338493453968,263.67170475742205,80.36539232606384,272.5624531492426,74.96121193103568,198.56004741732474,762.9482418980876,225.58094939246553,265.3278245558984,91.17375311612015,34.4,36400.0,32400.0,76000.0,67000.0,14.6,3.0,0.262,3.0,60.9,11.1,1030.0,30.2,950.0,65.8,62.6,4.8
"Division No.  4, Census division (CDR)",2021A00034604,517.3305742369374,278.3238489394723,109.15675116399379,310.91567511639937,60.010346611484735,75.53026383859286,800.3103983445423,158.82048629073978,324.36627004655975,85.8768753233316,42.4,37200.0,33200.0,68000.0,60400.0,17.1,3.0,0.268,3.3,45.8,6.0,604.0,23.6,616.0,66.6,63.3,4.7
"Division No.  5, Census division (CDR)",2021A00034605,541.0475761668918,277.6527089899445,127.57016358997447,347.06588623743056,69.78838361098605,54.78012907098905,882.4853669518236,165.84121266696684,344.81464805643105,96.42803541948071,46.4,39200.0,34800.0,70500.0,62000.0,14.9,3.0,0.261,3.3,41.5,7.2,600.0,24.9,695.0,63.0,59.6,5.4
"Division No.  6, Census division (CDR)",2021A00034606,486.57379366040783,294.2661013527155,117.60549162123965,291.2376337573188,66.62628709872804,58.55037351100343,908.0355340197859,187.76499091459723,323.0365435089845,88.33030486573794,39.6,37600.0,33600.0,71000.0,62800.0,18.9,2.9,0.292,3.8,49.5,8.7,705.0,31.3,770.0,63.1,58.7,7.0
"Division No.  7, Census division (CDR)",2021A00034607,469.7020988490183,339.79350033852404,117.77815391559469,262.70875648837733,139.07695779733695,145.28323177612276,796.2367411419544,132.65910629654707,385.70582261340553,147.89268788083953,37.2,42000.0,36800.0,79500.0,68000.0,12.6,4.7,0.269,3.4,61.7,7.9,1060.0,27.1,920.0,68.1,63.4,6.9
"Division No.  8, Census division (CDR)",2021A00034608,453.6283058297903,299.41630035310226,81.42970382647546,239.60510196728399,47.200403545434895,38.91330979318296,840.5995532175542,245.37003675145925,229.51646609497732,64.49520789796065,35.6,31800.0,29600.0,67500.0,60400.0,23.8,3.5,0.286,3.8,49.1,6.5,596.0,29.3,705.0,57.6,54.0,6.3
"Division No.  9, Census division (CDR)",2021A00034609,439.21278606351945,348.6174452524755,117.71231357081227,259.46012572414645,102.51037429639673,67.79243189942068,840.0098607173671,169.07021652491886,322.11676732815647,99.42890011915033,38.4,39200.0,35200.0,72500.0,63200.0,16.2,3.5,0.276,3.6,61.5,8.4,900.0,28.2,880.0,63.4,58.9,7.0
"Division No. 10, Census division (CDR)",2021A00034610,542.8637806861303,238.13211492294587,42.97994269340974,293.11546503523584,20.521954619375823,63.88910400371718,822.4270115387594,75.89251142259738,413.5367459149694,187.4080384109037,38.4,53200.0,45200.0,127000.0,104000.0,4.4,1.3,0.248,3.1,66.3,8.9,1530.0,18.9,950.0,72.6,68.6,5.5
"Division No. 11, Census division (CDR)",2021A00034611,448.7172685287119,385.4295711318437,120.52715210004006,252.95846608076528,147.25348768731646,266.97818653523234,675.0488766980839,118.99519589143935,453.6182020272224,238.3750387962936,38.8,40000.0,35200.0,80000.0,69500.0,12.9,8.3,0.29,3.6,63.9,10.9,1240.0,36.0,1100.0,65.7,59.9,8.9
"Division No. 12, Census division (CDR)",2021A00034612,549.0085669468689,264.24807947552586,73.60334633793187,343.88448698869803,31.573020150424327,54.29755057716285,925.8737883602139,131.52073362023893,407.0305272895467,130.11301934601616,42.4,46800.0,40400.0,102000.0,85000.0,7.8,1.7,0.252,3.2,62.6,8.9,1200.0,28.4,1110.0,66.6,62.3,6.4
"Division No. 13, Census division (CDR)",2021A00034613,530.6624324690665,310.8843405689057,81.90848711345197,330.635323277114,49.764730941269875,91.20306721143233,883.4692020215712,130.89866971322348,418.83701566524024,154.42557558623628,46.0,45200.0,39200.0,99000.0,83000.0,8.3,2.8,0.294,3.6,58.0,9.2,1080.0,32.3,1050.0,63.1,58.4,7.4
"Division No. 14, Census division (CDR)",2021A00034614,508.88652590004557,314.6994784546053,85.57395311154995,308.8763988050028,52.66089422249228,42.533799179705305,857.5117727479873,134.6903640690668,356.4737455061016,100.76459567573042,41.6,45600.0,39600.0,95000.0,80000.0,8.9,2.2,0.26,3.4,63.7,8.7,1160.0,29.8,850.0,66.4,63.3,4.6
"Division No. 15, Census division (CDR)",2021A00034615,511.71472708547896,299.7339512530038,121.00926879505666,303.1668383110196,73.8070717473395,128.73326467559218,795.3570202540336,169.71335393065567,345.86337109509094,108.5650532097494,42.4,38400.0,34400.0,71500.0,62800.0,15.2,3.6,0.264,3.4,50.8,5.7,660.0,21.8,685.0,63.1,60.2,4.4
"Division No. 16, Census division (CDR)",2021A00034616,471.0910005027652,323.2780291603821,140.77425842131726,304.17295123177473,63.851181498240315,53.79587732528909,926.0935143288085,213.1724484665661,303.6701860231272,74.40925087983912,42.8,34000.0,31200.0,62000.0,56400.0,24.9,4.0,0.31,4.3,43.2,8.4,580.0,20.5,660.0,60.7,57.2,5.9
"Division No. 17, Census division (CDR)",2021A00034617,440.53464266230225,365.9756319330788,149.118021458447,304.8281505728314,107.9741771231133,44.553555191853064,927.441352973268,218.67612293144208,319.8308783415166,87.74322604109838,44.0,34400.0,31200.0,61200.0,54800.0,21.7,4.4,0.29,3.6,44.5,6.6,556.0,27.4,690.0,56.8,52.1,8.3
"Division No. 18, Census division (CDR)",2021A00034618,483.18065775641986,326.062471842619,126.52049857335938,309.54347499624566,80.1546778795615,67.01456675176452,906.8553836912449,226.38534314461631,304.47514641838114,81.84412073884968,46.8,33600.0,30600.0,64000.0,57200.0,21.7,3.6,0.287,3.8,47.0,8.1,620.0,27.2,780.0,54.0,48.1,11.0
"Division No. 19, Census division (CDR)",2021A00034619,299.720434302061,394.9678174370977,78.01833430856252,103.04921656589299,33.80794486704376,7.476757037903907,982.380859501983,312.3984136272024,178.1418633378844,44.21038944151876,28.8,25400.0,24800.0,54800.0,53600.0,34.8,4.9,0.318,4.5,23.7,9.5,368.0,7.1,400.0,39.8,32.4,18.6
"Division No. 20, Census division (CDR)",2021A00034620,471.76665974673034,339.9418725347727,144.28067261781192,313.9921112725763,116.25493045463982,42.038613244758146,936.2673863400457,228.87689433257214,303.6122067676977,87.7101930662238,44.4,36000.0,32800.0,64000.0,57200.0,18.9,3.8,0.276,3.6,44.8,5.6,616.0,23.2,636.0,60.1,56.4,6.2
"Division No. 21, Census division (CDR)",2021A00034621,408.989072287504,357.09386859311417,105.84792647798454,226.32709981253714,96.47478396049564,34.52059805221526,935.2567326596863,213.29614558090623,318.68684559462304,99.90398244250378,35.6,40400.0,37200.0,83000.0,73500.0,17.3,3.4,0.306,4.3,49.3,4.9,775.0,19.2,740.0,59.1,51.9,12.1
"Division No. 22, Census division (CDR)",2021A00034622,303.6044143418747,364.9410315919102,44.87756358641595,84.18983564628428,65.71780419646663,42.864585800217874,945.5075072230379,298.27594373135037,182.4705157959551,66.54667740254818,25.4,28200.0,27400.0,80000.0,74500.0,29.7,4.7,0.338,5.4,63.6,5.4,1160.0,22.0,1000.0,53.8,46.0,14.5
"Division No. 23, Census division (CDR)",2021A00034623,325.1599147121535,391.25799573560766,92.75053304904051,94.88272921108742,166.31130063965884,24.520255863539447,969.0831556503199,345.41577825159914,191.89765458422175,67.16417910447761,29.8,34000.0,32400.0,82000.0,74500.0,23.4,3.4,0.314,4.6,25.4,5.7,604.0,4.8,552.0,54.2,47.1,13.1
"Division No.  1, Census division (CDR)",2021A00034701,503.7725280880366,299.82537642911274,123.55441336364535,320.9119963098415,85.33491482982438,72.97947349345986,902.770913643702,160.12651971928437,330.13739250766037,85.99387170109716,40.4,45600.0,40800.0,88000.0,76500.0,11.0,2.7,0.286,3.8,54.4,10.2,980.0,24.7,880.0,69.2,64.6,6.6
"Division No.  2, Census division (CDR)",2021A00034702,503.1782015379829,300.70676090145355,127.12806151931369,325.37671689558607,90.90100902342535,78.23265324265458,891.8966973374227,148.6864915322043,338.9340800995688,105.12512779481709,41.2,43200.0,39200.0,80000.0,70500.0,11.5,3.1,0.288,3.6,55.0,9.6,890.0,27.0,810.0,68.3,64.3,5.8
"Division No.  3, Census division (CDR)",2021A00034703,538.6560104387539,282.5803294731691,139.04746370901975,346.59924971456536,76.65959876039797,65.242211710977,869.3524710487685,168.81422280215298,348.6380688305333,82.36829228510847,47.2,39600.0,36000.0,70000.0,62800.0,15.7,3.8,0.284,3.7,44.8,9.6,620.0,24.2,640.0,66.2,63.0,4.9
"Division No.  4, Census division (CDR)",2021A00034704,511.8653421633554,309.0507726269316,128.3112582781457,309.0507726269316,73.58351729212656,60.246504782928625,789.1832229580574,150.84621044885947,305.3715967623252,81.40176600441501,44.4,38800.0,35600.0,70000.0,62400.0,16.3,3.9,0.282,3.7,42.7,11.1,624.0,19.9,710.0,70.3,67.2,4.3
"Division No.  5, Census division (CDR)",2021A00034705,506.60165278789225,306.0190608871862,132.9829338568217,328.9744482791375,75.83193490168762,60.79219833454707,910.2998448532439,160.0544596776747,350.34670550612674,88.02203717189627,43.6,40800.0,37600.0,77000.0,68500.0,14.2,2.7,0.287,4.0,48.6,7.2,730.0,29.7,800.0,63.8,60.0,6.0
"Division No.  6, Census division (CDR)",2021A00034706,465.4257242446594,343.971015750423,117.04343298477025,280.15215284708063,119.05020176161757,170.61150402800075,789.5640792004745,111.9451555516987,428.86999030965706,208.12542485645275,38.4,46400.0,41200.0,89000.0,77500.0,10.8,4.1,0.29,3.8,61.9,11.1,1340.0,35.1,1130.0,67.2,61.0,9.2
"Division No.  7, Census division (CDR)",2021A00034707,482.67352835720163,334.2965009596524,138.25322169025372,308.1433362158058,115.47465884883893,77.61584375593192,871.0691160652142,141.10054204543056,381.43547128424694,118.11106658511379,42.4,40800.0,37200.0,74500.0,66500.0,13.5,4.7,0.284,3.6,54.6,9.8,890.0,32.4,900.0,63.2,58.0,8.2
"Division No.  8, Census division (CDR)",2021A00034708,518.4824902723736,307.23086900129704,131.3229571984436,317.2827496757458,95.8171206225681,84.14396887159533,840.1426718547341,138.94293125810637,368.02853437094683,115.92088197146563,43.2,43600.0,39200.0,79500.0,70000.0,11.6,3.2,0.277,3.6,52.2,9.5,830.0,28.0,850.0,68.5,64.3,6.1
"Division No.  9, Census division (CDR)",2021A00034709,477.8483646350598,340.94376785862903,143.70127888589894,326.10203345632095,90.4374843953727,76.98282797458873,888.7008627625045,187.810358698366,323.7440008877299,100.14703026604157,44.4,38000.0,34800.0,68500.0,62000.0,17.3,3.4,0.285,3.8,45.2,8.6,660.0,33.5,860.0,60.8,56.0,7.9
"Division No. 10, Census division (CDR)",2021A00034710,472.60814172177396,333.37377904507673,140.14439119092398,315.47655159861677,59.75853910089183,48.23151125401929,918.21877085482,190.802645149548,317.5999514651459,76.13905235697385,44.8,34400.0,32400.0,61200.0,56800.0,22.7,4.0,0.294,3.9,40.7,7.6,576.0,25.9,705.0,59.1,54.2,8.4
"Division No. 11, Census division (CDR)",2021A00034711,464.6912535379275,345.0840056545511,110.54586043316806,270.9370179909171,124.31426302248634,174.23622163141772,788.4327019493483,106.36014338764032,446.47648485629037,223.897531193558,37.2,44000.0,39600.0,88000.0,77000.0,11.1,4.7,0.291,3.8,64.1,13.5,1460.0,36.7,1150.0,68.3,62.8,8.1
"Division No. 12, Census division (CDR)",2021A00034712,501.5511892450879,303.77456049638056,110.95311961392623,315.4084798345398,58.169596690796276,54.50706652878318,878.5763529817305,158.35056876938987,352.68011030679077,102.11995863495346,42.8,42400.0,38400.0,82000.0,72500.0,12.1,2.6,0.274,3.7,51.5,10.1,820.0,28.9,850.0,63.5,59.5,6.3
"Division No. 13, Census division (CDR)",2021A00034713,497.3465777656824,305.256951059101,117.70308885562662,312.28738603891685,67.35610287113893,52.161291785730484,882.4329840794666,152.85526375470585,331.33759695196625,78.01514945344037,40.8,43600.0,39600.0,83000.0,73000.0,13.7,3.1,0.287,3.9,49.6,10.9,830.0,26.1,850.0,69.4,65.1,6.1
"Division No. 14, Census division (CDR)",2021A00034714,499.18143841029695,312.60584848142713,134.3570057581574,323.0495653155696,84.81991645026532,45.020887433668285,928.0794851529863,194.76120582590042,333.2110195325731,90.04177486733657,45.2,38000.0,35200.0,69500.0,62400.0,18.4,2.9,0.293,3.9,46.1,7.7,705.0,30.6,750.0,61.2,57.1,6.7
"Division No. 15, Census division (CDR)",2021A00034715,443.93626106890815,345.77695869105946,98.77736323998741,270.48590821234325,91.36063289432283,68.0428821863622,883.4337214006382,153.78477997033306,341.619094709399,110.97001842945116,38.8,41200.0,37600.0,80000.0,71500.0,15.0,4.2,0.287,3.8,57.3,9.6,1030.0,30.4,920.0,62.1,56.7,8.7
"Division No. 16, Census division (CDR)",2021A00034716,434.6853367725634,357.5658673966257,118.70607743531703,267.41768220461665,85.27886715973995,68.69686521201274,898.9813913089253,198.1944042323586,320.1905614192088,98.04437659568868,40.4,36000.0,33600.0,69000.0,62800.0,19.9,3.8,0.292,3.9,50.7,9.7,790.0,27.0,840.0,59.9,54.3,9.4
