variable,coarse_level,coarse_stat,fine_level,fine_stat,diff_type,coarse_sig,fine_sig
public_transport_to_work_per1000 vs carer_per1000,county(n=31),corr=-0.615,electoral_division(n=3420),corr=-0.097,magnitude_change,yes,yes
public_transport_to_work_per1000 vs very_good_health_per1000,county(n=31),corr=0.313,electoral_division(n=3420),corr=0.045,magnitude_change,no,yes
public_transport_to_work_per1000 vs bad_or_very_bad_health_per1000,county(n=31),corr=-0.319,electoral_division(n=3420),corr=-0.014,magnitude_change,no,no
public_transport_to_work_per1000 vs smoker_per1000,county(n=31),corr=-0.153,electoral_division(n=3420),corr=0.003,magnitude_change,no,no
public_transport_to_work_per1000 vs agriculture_forestry_fishing_per1000,county(n=31),corr=-0.692,electoral_division(n=3420),corr=-0.047,magnitude_change,yes,yes
public_transport_to_work_per1000 vs building_construction_per1000,county(n=31),corr=-0.38,electoral_division(n=3420),corr=-0.05,magnitude_change,yes,yes
public_transport_to_work_per1000 vs manufacturing_per1000,county(n=31),corr=-0.769,electoral_division(n=3420),corr=-0.289,magnitude_change,yes,yes
public_transport_to_work_per1000 vs commerce_trade_per1000,county(n=31),corr=0.813,electoral_division(n=3420),corr=0.177,magnitude_change,yes,yes
public_transport_to_work_per1000 vs public_administration_per1000,county(n=31),corr=-0.183,electoral_division(n=3420),corr=0.009,magnitude_change,no,no
public_transport_to_work_per1000 vs professional_services_per1000,county(n=31),corr=-0.093,electoral_division(n=3420),corr=-0.027,magnitude_change,no,no
public_transport_to_work_per1000 vs no_car_household_per1000,county(n=31),corr=0.42,electoral_division(n=3420),corr=0.184,magnitude_change,yes,yes
public_transport_to_work_per1000 vs multiple_car_household_per1000,county(n=31),corr=-0.44,electoral_division(n=3420),corr=-0.146,magnitude_change,yes,yes
public_transport_to_work_per1000 vs no_internet_per1000,county(n=31),corr=-0.746,electoral_division(n=3420),corr=-0.087,magnitude_change,yes,yes
public_transport_to_work_per1000 vs broadband_per1000,county(n=31),corr=0.78,electoral_division(n=3420),corr=0.079,magnitude_change,yes,yes
walk_or_bike_to_work_per1000 vs commute_over_1hr_per1000,county(n=31),corr=-0.168,electoral_division(n=3420),corr=-0.311,magnitude_change,no,yes
walk_or_bike_to_work_per1000 vs commute_under_15min_per1000,county(n=31),corr=-0.822,electoral_division(n=3420),corr=-0.029,magnitude_change,yes,no
walk_or_bike_to_work_per1000 vs disability_per1000,county(n=31),corr=0.03,electoral_division(n=3420),corr=0.344,magnitude_change,no,yes
walk_or_bike_to_work_per1000 vs carer_per1000,county(n=31),corr=-0.736,electoral_division(n=3420),corr=-0.32,magnitude_change,yes,yes
walk_or_bike_to_work_per1000 vs very_good_health_per1000,county(n=31),corr=-0.135,electoral_division(n=3420),corr=-0.391,magnitude_change,no,yes
walk_or_bike_to_work_per1000 vs bad_or_very_bad_health_per1000,county(n=31),corr=-0.049,electoral_division(n=3420),corr=0.293,magnitude_change,no,yes
walk_or_bike_to_work_per1000 vs smoker_per1000,county(n=31),corr=0.416,electoral_division(n=3420),corr=0.544,magnitude_change,yes,yes
walk_or_bike_to_work_per1000 vs agriculture_forestry_fishing_per1000,county(n=31),corr=-0.849,electoral_division(n=3420),corr=-0.58,magnitude_change,yes,yes
walk_or_bike_to_work_per1000 vs building_construction_per1000,county(n=31),corr=-0.736,electoral_division(n=3420),corr=-0.452,magnitude_change,yes,yes
walk_or_bike_to_work_per1000 vs manufacturing_per1000,county(n=31),corr=-0.472,electoral_division(n=3420),corr=-0.211,magnitude_change,yes,yes
walk_or_bike_to_work_per1000 vs commerce_trade_per1000,county(n=31),corr=0.568,electoral_division(n=3420),corr=0.352,magnitude_change,yes,yes
walk_or_bike_to_work_per1000 vs public_administration_per1000,county(n=31),corr=-0.446,electoral_division(n=3420),corr=-0.22,magnitude_change,yes,yes
walk_or_bike_to_work_per1000 vs professional_services_per1000,county(n=31),corr=0.103,electoral_division(n=3420),corr=0.019,magnitude_change,no,no
walk_or_bike_to_work_per1000 vs no_car_household_per1000,county(n=31),corr=0.805,electoral_division(n=3420),corr=0.827,similar,yes,yes
walk_or_bike_to_work_per1000 vs multiple_car_household_per1000,county(n=31),corr=-0.798,electoral_division(n=3420),corr=-0.788,similar,yes,yes
walk_or_bike_to_work_per1000 vs no_internet_per1000,county(n=31),corr=-0.779,electoral_division(n=3420),corr=-0.323,magnitude_change,yes,yes
walk_or_bike_to_work_per1000 vs broadband_per1000,county(n=31),corr=0.598,electoral_division(n=3420),corr=0.326,magnitude_change,yes,yes
commute_over_1hr_per1000 vs commute_under_15min_per1000,county(n=31),corr=-0.129,electoral_division(n=3420),corr=-0.084,magnitude_change,no,yes
commute_over_1hr_per1000 vs disability_per1000,county(n=31),corr=-0.379,electoral_division(n=3420),corr=-0.074,magnitude_change,yes,yes
commute_over_1hr_per1000 vs carer_per1000,county(n=31),corr=-0.256,electoral_division(n=3420),corr=0.077,reversed,no,yes
commute_over_1hr_per1000 vs very_good_health_per1000,county(n=31),corr=0.431,electoral_division(n=3420),corr=0.175,magnitude_change,yes,yes
commute_over_1hr_per1000 vs bad_or_very_bad_health_per1000,county(n=31),corr=-0.237,electoral_division(n=3420),corr=-0.069,magnitude_change,no,yes
commute_over_1hr_per1000 vs smoker_per1000,county(n=31),corr=-0.163,electoral_division(n=3420),corr=-0.091,magnitude_change,no,yes
commute_over_1hr_per1000 vs agriculture_forestry_fishing_per1000,county(n=31),corr=0.037,electoral_division(n=3420),corr=0.295,magnitude_change,no,yes
commute_over_1hr_per1000 vs building_construction_per1000,county(n=31),corr=0.584,electoral_division(n=3420),corr=0.395,magnitude_change,yes,yes
commute_over_1hr_per1000 vs manufacturing_per1000,county(n=31),corr=-0.304,electoral_division(n=3420),corr=-0.081,magnitude_change,no,yes
commute_over_1hr_per1000 vs commerce_trade_per1000,county(n=31),corr=0.396,electoral_division(n=3420),corr=-0.025,magnitude_change,yes,no
commute_over_1hr_per1000 vs public_administration_per1000,county(n=31),corr=0.171,electoral_division(n=3420),corr=0.074,magnitude_change,no,yes
commute_over_1hr_per1000 vs professional_services_per1000,county(n=31),corr=-0.498,electoral_division(n=3420),corr=-0.16,magnitude_change,yes,yes
commute_over_1hr_per1000 vs no_car_household_per1000,county(n=31),corr=-0.437,electoral_division(n=3420),corr=-0.305,magnitude_change,yes,yes
commute_over_1hr_per1000 vs multiple_car_household_per1000,county(n=31),corr=0.478,electoral_division(n=3420),corr=0.303,magnitude_change,yes,yes
commute_over_1hr_per1000 vs no_internet_per1000,county(n=31),corr=-0.191,electoral_division(n=3420),corr=0.151,reversed,no,yes
commute_over_1hr_per1000 vs broadband_per1000,county(n=31),corr=0.304,electoral_division(n=3420),corr=-0.076,reversed,no,yes
commute_under_15min_per1000 vs disability_per1000,county(n=31),corr=0.26,electoral_division(n=3420),corr=0.118,magnitude_change,no,yes
commute_under_15min_per1000 vs carer_per1000,county(n=31),corr=0.733,electoral_division(n=3420),corr=0.108,magnitude_change,yes,yes
commute_under_15min_per1000 vs very_good_health_per1000,county(n=31),corr=-0.195,electoral_division(n=3420),corr=0.04,magnitude_change,no,yes
commute_under_15min_per1000 vs bad_or_very_bad_health_per1000,county(n=31),corr=0.335,electoral_division(n=3420),corr=0.054,magnitude_change,no,yes
commute_under_15min_per1000 vs smoker_per1000,county(n=31),corr=-0.077,electoral_division(n=3420),corr=0.039,magnitude_change,no,yes
commute_under_15min_per1000 vs agriculture_forestry_fishing_per1000,county(n=31),corr=0.831,electoral_division(n=3420),corr=-0.011,magnitude_change,yes,no
commute_under_15min_per1000 vs building_construction_per1000,county(n=31),corr=0.514,electoral_division(n=3420),corr=0.01,magnitude_change,yes,no
commute_under_15min_per1000 vs manufacturing_per1000,county(n=31),corr=0.557,electoral_division(n=3420),corr=0.21,magnitude_change,yes,yes
commute_under_15min_per1000 vs commerce_trade_per1000,county(n=31),corr=-0.726,electoral_division(n=3420),corr=-0.091,magnitude_change,yes,yes
commute_under_15min_per1000 vs public_administration_per1000,county(n=31),corr=0.366,electoral_division(n=3420),corr=0.037,magnitude_change,yes,yes
commute_under_15min_per1000 vs professional_services_per1000,county(n=31),corr=0.028,electoral_division(n=3420),corr=0.064,magnitude_change,no,yes
commute_under_15min_per1000 vs no_car_household_per1000,county(n=31),corr=-0.491,electoral_division(n=3420),corr=-0.083,magnitude_change,yes,yes
commute_under_15min_per1000 vs multiple_car_household_per1000,county(n=31),corr=0.46,electoral_division(n=3420),corr=0.038,magnitude_change,yes,yes
commute_under_15min_per1000 vs no_internet_per1000,county(n=31),corr=0.873,electoral_division(n=3420),corr=0.077,magnitude_change,yes,yes
commute_under_15min_per1000 vs broadband_per1000,county(n=31),corr=-0.76,electoral_division(n=3420),corr=0.081,reversed,yes,yes
disability_per1000 vs carer_per1000,county(n=31),corr=0.363,electoral_division(n=3420),corr=0.138,magnitude_change,yes,yes
disability_per1000 vs very_good_health_per1000,county(n=31),corr=-0.422,electoral_division(n=3420),corr=-0.512,similar,yes,yes
disability_per1000 vs bad_or_very_bad_health_per1000,county(n=31),corr=0.705,electoral_division(n=3420),corr=0.607,similar,yes,yes
disability_per1000 vs smoker_per1000,county(n=31),corr=0.467,electoral_division(n=3420),corr=0.521,similar,yes,yes
disability_per1000 vs agriculture_forestry_fishing_per1000,county(n=31),corr=0.002,electoral_division(n=3420),corr=-0.177,magnitude_change,no,yes
disability_per1000 vs building_construction_per1000,county(n=31),corr=-0.266,electoral_division(n=3420),corr=-0.116,magnitude_change,no,yes
disability_per1000 vs manufacturing_per1000,county(n=31),corr=0.066,electoral_division(n=3420),corr=-0.065,reversed,no,yes
disability_per1000 vs commerce_trade_per1000,county(n=31),corr=-0.202,electoral_division(n=3420),corr=0.021,magnitude_change,no,no
disability_per1000 vs public_administration_per1000,county(n=31),corr=0.13,electoral_division(n=3420),corr=-0.019,magnitude_change,no,no
disability_per1000 vs professional_services_per1000,county(n=31),corr=0.352,electoral_division(n=3420),corr=0.062,magnitude_change,no,yes
disability_per1000 vs no_car_household_per1000,county(n=31),corr=0.297,electoral_division(n=3420),corr=0.418,magnitude_change,no,yes
disability_per1000 vs multiple_car_household_per1000,county(n=31),corr=-0.29,electoral_division(n=3420),corr=-0.466,magnitude_change,no,yes
disability_per1000 vs no_internet_per1000,county(n=31),corr=0.242,electoral_division(n=3420),corr=0.179,similar,no,yes
disability_per1000 vs broadband_per1000,county(n=31),corr=-0.381,electoral_division(n=3420),corr=0.04,magnitude_change,yes,yes
carer_per1000 vs very_good_health_per1000,county(n=31),corr=0.039,electoral_division(n=3420),corr=0.135,magnitude_change,no,yes
carer_per1000 vs bad_or_very_bad_health_per1000,county(n=31),corr=0.198,electoral_division(n=3420),corr=0.053,magnitude_change,no,yes
carer_per1000 vs smoker_per1000,county(n=31),corr=-0.372,electoral_division(n=3420),corr=-0.199,magnitude_change,yes,yes
carer_per1000 vs agriculture_forestry_fishing_per1000,county(n=31),corr=0.614,electoral_division(n=3420),corr=0.264,magnitude_change,yes,yes
carer_per1000 vs building_construction_per1000,county(n=31),corr=0.271,electoral_division(n=3420),corr=0.125,magnitude_change,no,yes
carer_per1000 vs manufacturing_per1000,county(n=31),corr=0.364,electoral_division(n=3420),corr=0.038,magnitude_change,yes,yes
carer_per1000 vs commerce_trade_per1000,county(n=31),corr=-0.491,electoral_division(n=3420),corr=-0.156,magnitude_change,yes,yes
carer_per1000 vs public_administration_per1000,county(n=31),corr=0.441,electoral_division(n=3420),corr=0.15,magnitude_change,yes,yes
carer_per1000 vs professional_services_per1000,county(n=31),corr=0.29,electoral_division(n=3420),corr=0.102,magnitude_change,no,yes
carer_per1000 vs no_car_household_per1000,county(n=31),corr=-0.472,electoral_division(n=3420),corr=-0.307,magnitude_change,yes,yes
carer_per1000 vs multiple_car_household_per1000,county(n=31),corr=0.478,electoral_division(n=3420),corr=0.285,magnitude_change,yes,yes
carer_per1000 vs no_internet_per1000,county(n=31),corr=0.721,electoral_division(n=3420),corr=0.211,magnitude_change,yes,yes
carer_per1000 vs broadband_per1000,county(n=31),corr=-0.585,electoral_division(n=3420),corr=-0.113,magnitude_change,yes,yes
very_good_health_per1000 vs bad_or_very_bad_health_per1000,county(n=31),corr=-0.798,electoral_division(n=3420),corr=-0.508,magnitude_change,yes,yes
very_good_health_per1000 vs smoker_per1000,county(n=31),corr=-0.707,electoral_division(n=3420),corr=-0.567,similar,yes,yes
very_good_health_per1000 vs agriculture_forestry_fishing_per1000,county(n=31),corr=-0.016,electoral_division(n=3420),corr=0.214,magnitude_change,no,yes
very_good_health_per1000 vs building_construction_per1000,county(n=31),corr=0.247,electoral_division(n=3420),corr=0.153,magnitude_change,no,yes
very_good_health_per1000 vs manufacturing_per1000,county(n=31),corr=-0.242,electoral_division(n=3420),corr=0.09,reversed,no,yes
very_good_health_per1000 vs commerce_trade_per1000,county(n=31),corr=0.579,electoral_division(n=3420),corr=0.19,magnitude_change,yes,yes
very_good_health_per1000 vs public_administration_per1000,county(n=31),corr=-0.109,electoral_division(n=3420),corr=0.119,reversed,no,yes
very_good_health_per1000 vs professional_services_per1000,county(n=31),corr=-0.036,electoral_division(n=3420),corr=0.176,magnitude_change,no,yes
very_good_health_per1000 vs no_car_household_per1000,county(n=31),corr=-0.499,electoral_division(n=3420),corr=-0.614,similar,yes,yes
very_good_health_per1000 vs multiple_car_household_per1000,county(n=31),corr=0.582,electoral_division(n=3420),corr=0.718,similar,yes,yes
very_good_health_per1000 vs no_internet_per1000,county(n=31),corr=-0.342,electoral_division(n=3420),corr=-0.204,magnitude_change,no,yes
very_good_health_per1000 vs broadband_per1000,county(n=31),corr=0.571,electoral_division(n=3420),corr=0.248,magnitude_change,yes,yes
bad_or_very_bad_health_per1000 vs smoker_per1000,county(n=31),corr=0.618,electoral_division(n=3420),corr=0.47,similar,yes,yes
bad_or_very_bad_health_per1000 vs agriculture_forestry_fishing_per1000,county(n=31),corr=0.15,electoral_division(n=3420),corr=-0.192,reversed,no,yes
bad_or_very_bad_health_per1000 vs building_construction_per1000,county(n=31),corr=-0.014,electoral_division(n=3420),corr=-0.067,magnitude_change,no,yes
bad_or_very_bad_health_per1000 vs manufacturing_per1000,county(n=31),corr=0.139,electoral_division(n=3420),corr=-0.024,magnitude_change,no,no
bad_or_very_bad_health_per1000 vs commerce_trade_per1000,county(n=31),corr=-0.427,electoral_division(n=3420),corr=-0.043,magnitude_change,yes,yes
bad_or_very_bad_health_per1000 vs public_administration_per1000,county(n=31),corr=0.293,electoral_division(n=3420),corr=-0.018,magnitude_change,no,no
bad_or_very_bad_health_per1000 vs professional_services_per1000,county(n=31),corr=0.022,electoral_division(n=3420),corr=-0.006,magnitude_change,no,no
bad_or_very_bad_health_per1000 vs no_car_household_per1000,county(n=31),corr=0.357,electoral_division(n=3420),corr=0.437,similar,yes,yes
bad_or_very_bad_health_per1000 vs multiple_car_household_per1000,county(n=31),corr=-0.394,electoral_division(n=3420),corr=-0.462,similar,yes,yes
bad_or_very_bad_health_per1000 vs no_internet_per1000,county(n=31),corr=0.445,electoral_division(n=3420),corr=0.176,magnitude_change,yes,yes
bad_or_very_bad_health_per1000 vs broadband_per1000,county(n=31),corr=-0.578,electoral_division(n=3420),corr=-0.03,magnitude_change,yes,no
smoker_per1000 vs agriculture_forestry_fishing_per1000,county(n=31),corr=-0.14,electoral_division(n=3420),corr=-0.335,magnitude_change,no,yes
smoker_per1000 vs building_construction_per1000,county(n=31),corr=-0.215,electoral_division(n=3420),corr=-0.126,magnitude_change,no,yes
smoker_per1000 vs manufacturing_per1000,county(n=31),corr=0.141,electoral_division(n=3420),corr=-0.008,magnitude_change,no,no
smoker_per1000 vs commerce_trade_per1000,county(n=31),corr=-0.231,electoral_division(n=3420),corr=0.025,magnitude_change,no,no
smoker_per1000 vs public_administration_per1000,county(n=31),corr=-0.136,electoral_division(n=3420),corr=-0.184,magnitude_change,no,yes
smoker_per1000 vs professional_services_per1000,county(n=31),corr=-0.074,electoral_division(n=3420),corr=-0.095,similar,no,yes
smoker_per1000 vs no_car_household_per1000,county(n=31),corr=0.613,electoral_division(n=3420),corr=0.68,similar,yes,yes
smoker_per1000 vs multiple_car_household_per1000,county(n=31),corr=-0.59,electoral_division(n=3420),corr=-0.667,similar,yes,yes
smoker_per1000 vs no_internet_per1000,county(n=31),corr=0.015,electoral_division(n=3420),corr=0.061,magnitude_change,no,yes
smoker_per1000 vs broadband_per1000,county(n=31),corr=-0.247,electoral_division(n=3420),corr=0.06,reversed,no,yes
agriculture_forestry_fishing_per1000 vs building_construction_per1000,county(n=31),corr=0.679,electoral_division(n=3420),corr=0.258,magnitude_change,yes,yes
agriculture_forestry_fishing_per1000 vs manufacturing_per1000,county(n=31),corr=0.527,electoral_division(n=3420),corr=0.018,magnitude_change,yes,no
agriculture_forestry_fishing_per1000 vs commerce_trade_per1000,county(n=31),corr=-0.638,electoral_division(n=3420),corr=-0.479,similar,yes,yes
agriculture_forestry_fishing_per1000 vs public_administration_per1000,county(n=31),corr=0.332,electoral_division(n=3420),corr=0.046,magnitude_change,no,yes
agriculture_forestry_fishing_per1000 vs professional_services_per1000,county(n=31),corr=-0.229,electoral_division(n=3420),corr=-0.236,similar,no,yes
agriculture_forestry_fishing_per1000 vs no_car_household_per1000,county(n=31),corr=-0.538,electoral_division(n=3420),corr=-0.483,similar,yes,yes
agriculture_forestry_fishing_per1000 vs multiple_car_household_per1000,county(n=31),corr=0.598,electoral_division(n=3420),corr=0.49,similar,yes,yes
agriculture_forestry_fishing_per1000 vs no_internet_per1000,county(n=31),corr=0.88,electoral_division(n=3420),corr=0.545,magnitude_change,yes,yes
agriculture_forestry_fishing_per1000 vs broadband_per1000,county(n=31),corr=-0.761,electoral_division(n=3420),corr=-0.57,similar,yes,yes
building_construction_per1000 vs manufacturing_per1000,county(n=31),corr=0.236,electoral_division(n=3420),corr=0.063,magnitude_change,no,yes
building_construction_per1000 vs commerce_trade_per1000,county(n=31),corr=-0.239,electoral_division(n=3420),corr=-0.237,similar,no,yes
building_construction_per1000 vs public_administration_per1000,county(n=31),corr=0.271,electoral_division(n=3420),corr=0.032,magnitude_change,no,no
building_construction_per1000 vs professional_services_per1000,county(n=31),corr=-0.456,electoral_division(n=3420),corr=-0.151,magnitude_change,yes,yes
building_construction_per1000 vs no_car_household_per1000,county(n=31),corr=-0.675,electoral_division(n=3420),corr=-0.365,magnitude_change,yes,yes
building_construction_per1000 vs multiple_car_household_per1000,county(n=31),corr=0.764,electoral_division(n=3420),corr=0.376,magnitude_change,yes,yes
building_construction_per1000 vs no_internet_per1000,county(n=31),corr=0.486,electoral_division(n=3420),corr=0.265,magnitude_change,yes,yes
building_construction_per1000 vs broadband_per1000,county(n=31),corr=-0.32,electoral_division(n=3420),corr=-0.172,magnitude_change,no,yes
manufacturing_per1000 vs commerce_trade_per1000,county(n=31),corr=-0.758,electoral_division(n=3420),corr=-0.286,magnitude_change,yes,yes
manufacturing_per1000 vs public_administration_per1000,county(n=31),corr=-0.134,electoral_division(n=3420),corr=-0.177,magnitude_change,no,yes
manufacturing_per1000 vs professional_services_per1000,county(n=31),corr=-0.049,electoral_division(n=3420),corr=-0.137,magnitude_change,no,yes
manufacturing_per1000 vs no_car_household_per1000,county(n=31),corr=-0.275,electoral_division(n=3420),corr=-0.181,magnitude_change,no,yes
manufacturing_per1000 vs multiple_car_household_per1000,county(n=31),corr=0.303,electoral_division(n=3420),corr=0.204,magnitude_change,no,yes
manufacturing_per1000 vs no_internet_per1000,county(n=31),corr=0.536,electoral_division(n=3420),corr=0.115,magnitude_change,yes,yes
manufacturing_per1000 vs broadband_per1000,county(n=31),corr=-0.553,electoral_division(n=3420),corr=-0.023,magnitude_change,yes,no
commerce_trade_per1000 vs public_administration_per1000,county(n=31),corr=-0.294,electoral_division(n=3420),corr=-0.124,magnitude_change,no,yes
commerce_trade_per1000 vs professional_services_per1000,county(n=31),corr=-0.113,electoral_division(n=3420),corr=-0.05,magnitude_change,no,yes
commerce_trade_per1000 vs no_car_household_per1000,county(n=31),corr=0.172,electoral_division(n=3420),corr=0.129,similar,no,yes
commerce_trade_per1000 vs multiple_car_household_per1000,county(n=31),corr=-0.155,electoral_division(n=3420),corr=-0.103,magnitude_change,no,yes
commerce_trade_per1000 vs no_internet_per1000,county(n=31),corr=-0.79,electoral_division(n=3420),corr=-0.501,magnitude_change,yes,yes
commerce_trade_per1000 vs broadband_per1000,county(n=31),corr=0.839,electoral_division(n=3420),corr=0.528,magnitude_change,yes,yes
public_administration_per1000 vs professional_services_per1000,county(n=31),corr=0.134,electoral_division(n=3420),corr=0.119,similar,no,yes
public_administration_per1000 vs no_car_household_per1000,county(n=31),corr=-0.28,electoral_division(n=3420),corr=-0.209,similar,no,yes
public_administration_per1000 vs multiple_car_household_per1000,county(n=31),corr=0.233,electoral_division(n=3420),corr=0.196,similar,no,yes
public_administration_per1000 vs no_internet_per1000,county(n=31),corr=0.449,electoral_division(n=3420),corr=0.119,magnitude_change,yes,yes
public_administration_per1000 vs broadband_per1000,county(n=31),corr=-0.317,electoral_division(n=3420),corr=-0.002,magnitude_change,no,no
professional_services_per1000 vs no_car_household_per1000,county(n=31),corr=0.148,electoral_division(n=3420),corr=-0.054,reversed,no,yes
professional_services_per1000 vs multiple_car_household_per1000,county(n=31),corr=-0.168,electoral_division(n=3420),corr=0.065,reversed,no,yes
professional_services_per1000 vs no_internet_per1000,county(n=31),corr=-0.041,electoral_division(n=3420),corr=-0.129,magnitude_change,no,yes
professional_services_per1000 vs broadband_per1000,county(n=31),corr=0.043,electoral_division(n=3420),corr=0.233,magnitude_change,no,yes
no_car_household_per1000 vs multiple_car_household_per1000,county(n=31),corr=-0.944,electoral_division(n=3420),corr=-0.891,similar,yes,yes
no_car_household_per1000 vs no_internet_per1000,county(n=31),corr=-0.308,electoral_division(n=3420),corr=-0.068,magnitude_change,no,yes
