variable,coarse_level,coarse_stat,fine_level,fine_stat,diff_type,coarse_sig,fine_sig
owned_with_mortgage_per1000 vs septic_tank_per1000,county(n=31),corr=-0.006,electoral_division(n=3420),corr=0.356,magnitude_change,no,yes
owned_with_mortgage_per1000 vs at_work_per1000,county(n=31),corr=0.498,electoral_division(n=3420),corr=0.453,similar,yes,yes
owned_with_mortgage_per1000 vs unemployed_per1000,county(n=31),corr=-0.352,electoral_division(n=3420),corr=-0.498,magnitude_change,no,yes
owned_with_mortgage_per1000 vs retired_per1000,county(n=31),corr=-0.342,electoral_division(n=3420),corr=-0.266,similar,no,yes
owned_with_mortgage_per1000 vs looking_after_home_family_per1000,county(n=31),corr=0.484,electoral_division(n=3420),corr=0.087,magnitude_change,yes,yes
owned_with_mortgage_per1000 vs unable_to_work_disability_per1000,county(n=31),corr=-0.418,electoral_division(n=3420),corr=-0.381,similar,yes,yes
owned_with_mortgage_per1000 vs professional_workers_per1000,county(n=31),corr=-0.007,electoral_division(n=3420),corr=0.271,magnitude_change,no,yes
owned_with_mortgage_per1000 vs unskilled_workers_per1000,county(n=31),corr=-0.199,electoral_division(n=3420),corr=-0.312,magnitude_change,no,yes
owned_with_mortgage_per1000 vs no_formal_education_per1000,county(n=31),corr=-0.091,electoral_division(n=3420),corr=-0.219,magnitude_change,no,yes
owned_with_mortgage_per1000 vs upper_secondary_per1000,county(n=31),corr=0.381,electoral_division(n=3420),corr=0.15,magnitude_change,yes,yes
owned_with_mortgage_per1000 vs bachelor_or_higher_per1000,county(n=31),corr=-0.005,electoral_division(n=3420),corr=0.182,magnitude_change,no,yes
rented_private_landlord_per1000 vs rented_local_authority_per1000,county(n=31),corr=0.374,electoral_division(n=3420),corr=0.274,similar,yes,yes
rented_private_landlord_per1000 vs no_central_heating_per1000,county(n=31),corr=0.179,electoral_division(n=3420),corr=0.116,magnitude_change,no,yes
rented_private_landlord_per1000 vs oil_heating_per1000,county(n=31),corr=-0.488,electoral_division(n=3420),corr=-0.518,similar,yes,yes
rented_private_landlord_per1000 vs natural_gas_heating_per1000,county(n=31),corr=0.379,electoral_division(n=3420),corr=0.433,similar,yes,yes
rented_private_landlord_per1000 vs private_water_source_per1000,county(n=31),corr=-0.638,electoral_division(n=3420),corr=-0.47,similar,yes,yes
rented_private_landlord_per1000 vs septic_tank_per1000,county(n=31),corr=-0.654,electoral_division(n=3420),corr=-0.68,similar,yes,yes
rented_private_landlord_per1000 vs at_work_per1000,county(n=31),corr=0.269,electoral_division(n=3420),corr=0.069,magnitude_change,no,yes
rented_private_landlord_per1000 vs unemployed_per1000,county(n=31),corr=0.142,electoral_division(n=3420),corr=0.359,magnitude_change,no,yes
rented_private_landlord_per1000 vs retired_per1000,county(n=31),corr=-0.378,electoral_division(n=3420),corr=-0.244,magnitude_change,yes,yes
rented_private_landlord_per1000 vs looking_after_home_family_per1000,county(n=31),corr=-0.735,electoral_division(n=3420),corr=-0.386,magnitude_change,yes,yes
rented_private_landlord_per1000 vs unable_to_work_disability_per1000,county(n=31),corr=-0.238,electoral_division(n=3420),corr=0.088,reversed,no,yes
rented_private_landlord_per1000 vs professional_workers_per1000,county(n=31),corr=0.482,electoral_division(n=3420),corr=0.082,magnitude_change,yes,yes
rented_private_landlord_per1000 vs unskilled_workers_per1000,county(n=31),corr=-0.33,electoral_division(n=3420),corr=0.002,magnitude_change,no,no
rented_private_landlord_per1000 vs no_formal_education_per1000,county(n=31),corr=-0.367,electoral_division(n=3420),corr=-0.125,magnitude_change,yes,yes
rented_private_landlord_per1000 vs upper_secondary_per1000,county(n=31),corr=-0.735,electoral_division(n=3420),corr=-0.322,magnitude_change,yes,yes
rented_private_landlord_per1000 vs bachelor_or_higher_per1000,county(n=31),corr=0.592,electoral_division(n=3420),corr=0.323,magnitude_change,yes,yes
rented_local_authority_per1000 vs no_central_heating_per1000,county(n=31),corr=0.168,electoral_division(n=3420),corr=0.002,magnitude_change,no,no
rented_local_authority_per1000 vs oil_heating_per1000,county(n=31),corr=-0.379,electoral_division(n=3420),corr=-0.393,similar,yes,yes
rented_local_authority_per1000 vs natural_gas_heating_per1000,county(n=31),corr=0.343,electoral_division(n=3420),corr=0.396,similar,no,yes
rented_local_authority_per1000 vs private_water_source_per1000,county(n=31),corr=-0.384,electoral_division(n=3420),corr=-0.43,similar,yes,yes
rented_local_authority_per1000 vs septic_tank_per1000,county(n=31),corr=-0.509,electoral_division(n=3420),corr=-0.587,similar,yes,yes
rented_local_authority_per1000 vs at_work_per1000,county(n=31),corr=0.005,electoral_division(n=3420),corr=-0.337,magnitude_change,no,yes
rented_local_authority_per1000 vs unemployed_per1000,county(n=31),corr=0.532,electoral_division(n=3420),corr=0.618,similar,yes,yes
rented_local_authority_per1000 vs retired_per1000,county(n=31),corr=-0.305,electoral_division(n=3420),corr=-0.087,magnitude_change,no,yes
rented_local_authority_per1000 vs looking_after_home_family_per1000,county(n=31),corr=-0.166,electoral_division(n=3420),corr=0.022,magnitude_change,no,no
rented_local_authority_per1000 vs unable_to_work_disability_per1000,county(n=31),corr=0.374,electoral_division(n=3420),corr=0.593,magnitude_change,yes,yes
rented_local_authority_per1000 vs professional_workers_per1000,county(n=31),corr=-0.101,electoral_division(n=3420),corr=-0.364,magnitude_change,no,yes
rented_local_authority_per1000 vs unskilled_workers_per1000,county(n=31),corr=0.243,electoral_division(n=3420),corr=0.48,magnitude_change,no,yes
rented_local_authority_per1000 vs no_formal_education_per1000,county(n=31),corr=-0.087,electoral_division(n=3420),corr=0.257,reversed,no,yes
rented_local_authority_per1000 vs upper_secondary_per1000,county(n=31),corr=-0.265,electoral_division(n=3420),corr=0.121,reversed,no,yes
rented_local_authority_per1000 vs bachelor_or_higher_per1000,county(n=31),corr=-0.057,electoral_division(n=3420),corr=-0.328,magnitude_change,no,yes
no_central_heating_per1000 vs oil_heating_per1000,county(n=31),corr=0.156,electoral_division(n=3420),corr=0.012,magnitude_change,no,no
no_central_heating_per1000 vs natural_gas_heating_per1000,county(n=31),corr=-0.256,electoral_division(n=3420),corr=-0.112,magnitude_change,no,yes
no_central_heating_per1000 vs private_water_source_per1000,county(n=31),corr=0.092,electoral_division(n=3420),corr=0.127,magnitude_change,no,yes
no_central_heating_per1000 vs septic_tank_per1000,county(n=31),corr=0.124,electoral_division(n=3420),corr=0.072,magnitude_change,no,yes
no_central_heating_per1000 vs at_work_per1000,county(n=31),corr=-0.255,electoral_division(n=3420),corr=-0.062,magnitude_change,no,yes
no_central_heating_per1000 vs unemployed_per1000,county(n=31),corr=-0.082,electoral_division(n=3420),corr=0.046,magnitude_change,no,yes
no_central_heating_per1000 vs retired_per1000,county(n=31),corr=0.326,electoral_division(n=3420),corr=0.061,magnitude_change,no,yes
no_central_heating_per1000 vs looking_after_home_family_per1000,county(n=31),corr=-0.231,electoral_division(n=3420),corr=0.009,magnitude_change,no,no
no_central_heating_per1000 vs unable_to_work_disability_per1000,county(n=31),corr=0.302,electoral_division(n=3420),corr=0.036,magnitude_change,no,yes
no_central_heating_per1000 vs professional_workers_per1000,county(n=31),corr=0.061,electoral_division(n=3420),corr=-0.005,magnitude_change,no,no
no_central_heating_per1000 vs unskilled_workers_per1000,county(n=31),corr=0.076,electoral_division(n=3420),corr=-0.004,magnitude_change,no,no
no_central_heating_per1000 vs no_formal_education_per1000,county(n=31),corr=-0.174,electoral_division(n=3420),corr=0.004,magnitude_change,no,no
no_central_heating_per1000 vs upper_secondary_per1000,county(n=31),corr=-0.131,electoral_division(n=3420),corr=-0.121,similar,no,yes
no_central_heating_per1000 vs bachelor_or_higher_per1000,county(n=31),corr=-0.017,electoral_division(n=3420),corr=-0.009,magnitude_change,no,no
