variable,coarse_level,coarse_stat,fine_level,fine_stat,diff_type,coarse_sig,fine_sig
managers_directors_senior_officials_per1000 vs professional_occupations_per1000,county(n=31),corr=0.628,electoral_division(n=3420),corr=0.475,similar,yes,yes
managers_directors_senior_officials_per1000 vs associate_professional_technical_per1000,county(n=31),corr=0.831,electoral_division(n=3420),corr=0.453,magnitude_change,yes,yes
managers_directors_senior_officials_per1000 vs administrative_secretarial_per1000,county(n=31),corr=0.372,electoral_division(n=3420),corr=0.085,magnitude_change,yes,yes
managers_directors_senior_officials_per1000 vs skilled_trades_per1000,county(n=31),corr=-0.466,electoral_division(n=3420),corr=-0.313,magnitude_change,yes,yes
managers_directors_senior_officials_per1000 vs caring_leisure_other_service_per1000,county(n=31),corr=-0.503,electoral_division(n=3420),corr=-0.299,magnitude_change,yes,yes
managers_directors_senior_officials_per1000 vs sales_customer_service_per1000,county(n=31),corr=-0.099,electoral_division(n=3420),corr=-0.159,magnitude_change,no,yes
managers_directors_senior_officials_per1000 vs process_plant_machine_operatives_per1000,county(n=31),corr=-0.664,electoral_division(n=3420),corr=-0.365,magnitude_change,yes,yes
managers_directors_senior_officials_per1000 vs elementary_occupations_per1000,county(n=31),corr=-0.667,electoral_division(n=3420),corr=-0.361,magnitude_change,yes,yes
professional_occupations_per1000 vs associate_professional_technical_per1000,county(n=31),corr=0.834,electoral_division(n=3420),corr=0.544,magnitude_change,yes,yes
professional_occupations_per1000 vs administrative_secretarial_per1000,county(n=31),corr=0.027,electoral_division(n=3420),corr=0.018,magnitude_change,no,no
professional_occupations_per1000 vs skilled_trades_per1000,county(n=31),corr=-0.78,electoral_division(n=3420),corr=-0.395,magnitude_change,yes,yes
professional_occupations_per1000 vs caring_leisure_other_service_per1000,county(n=31),corr=-0.776,electoral_division(n=3420),corr=-0.457,magnitude_change,yes,yes
professional_occupations_per1000 vs sales_customer_service_per1000,county(n=31),corr=-0.087,electoral_division(n=3420),corr=-0.269,magnitude_change,no,yes
professional_occupations_per1000 vs process_plant_machine_operatives_per1000,county(n=31),corr=-0.716,electoral_division(n=3420),corr=-0.489,magnitude_change,yes,yes
professional_occupations_per1000 vs elementary_occupations_per1000,county(n=31),corr=-0.755,electoral_division(n=3420),corr=-0.542,similar,yes,yes
associate_professional_technical_per1000 vs administrative_secretarial_per1000,county(n=31),corr=0.355,electoral_division(n=3420),corr=0.082,magnitude_change,no,yes
associate_professional_technical_per1000 vs skilled_trades_per1000,county(n=31),corr=-0.795,electoral_division(n=3420),corr=-0.476,magnitude_change,yes,yes
associate_professional_technical_per1000 vs caring_leisure_other_service_per1000,county(n=31),corr=-0.711,electoral_division(n=3420),corr=-0.342,magnitude_change,yes,yes
associate_professional_technical_per1000 vs sales_customer_service_per1000,county(n=31),corr=0.007,electoral_division(n=3420),corr=-0.082,magnitude_change,no,yes
associate_professional_technical_per1000 vs process_plant_machine_operatives_per1000,county(n=31),corr=-0.824,electoral_division(n=3420),corr=-0.399,magnitude_change,yes,yes
associate_professional_technical_per1000 vs elementary_occupations_per1000,county(n=31),corr=-0.712,electoral_division(n=3420),corr=-0.362,magnitude_change,yes,yes
administrative_secretarial_per1000 vs skilled_trades_per1000,county(n=31),corr=-0.097,electoral_division(n=3420),corr=-0.027,magnitude_change,no,no
administrative_secretarial_per1000 vs caring_leisure_other_service_per1000,county(n=31),corr=0.169,electoral_division(n=3420),corr=-0.017,magnitude_change,no,no
administrative_secretarial_per1000 vs sales_customer_service_per1000,county(n=31),corr=-0.003,electoral_division(n=3420),corr=-0.055,magnitude_change,no,yes
administrative_secretarial_per1000 vs process_plant_machine_operatives_per1000,county(n=31),corr=-0.321,electoral_division(n=3420),corr=-0.013,magnitude_change,no,no
administrative_secretarial_per1000 vs elementary_occupations_per1000,county(n=31),corr=-0.169,electoral_division(n=3420),corr=-0.158,similar,no,yes
skilled_trades_per1000 vs caring_leisure_other_service_per1000,county(n=31),corr=0.779,electoral_division(n=3420),corr=0.188,magnitude_change,yes,yes
skilled_trades_per1000 vs sales_customer_service_per1000,county(n=31),corr=-0.238,electoral_division(n=3420),corr=-0.323,magnitude_change,no,yes
skilled_trades_per1000 vs process_plant_machine_operatives_per1000,county(n=31),corr=0.719,electoral_division(n=3420),corr=0.222,magnitude_change,yes,yes
skilled_trades_per1000 vs elementary_occupations_per1000,county(n=31),corr=0.445,electoral_division(n=3420),corr=-0.113,reversed,yes,yes
caring_leisure_other_service_per1000 vs sales_customer_service_per1000,county(n=31),corr=0.083,electoral_division(n=3420),corr=0.121,magnitude_change,no,yes
caring_leisure_other_service_per1000 vs process_plant_machine_operatives_per1000,county(n=31),corr=0.482,electoral_division(n=3420),corr=0.258,magnitude_change,yes,yes
caring_leisure_other_service_per1000 vs elementary_occupations_per1000,county(n=31),corr=0.483,electoral_division(n=3420),corr=0.249,magnitude_change,yes,yes
sales_customer_service_per1000 vs process_plant_machine_operatives_per1000,county(n=31),corr=-0.156,electoral_division(n=3420),corr=0.047,magnitude_change,no,yes
sales_customer_service_per1000 vs elementary_occupations_per1000,county(n=31),corr=0.395,electoral_division(n=3420),corr=0.377,similar,yes,yes
process_plant_machine_operatives_per1000 vs elementary_occupations_per1000,county(n=31),corr=0.514,electoral_division(n=3420),corr=0.229,magnitude_change,yes,yes
