variable,coarse_level,coarse_stat,fine_level,fine_stat,diff_type,coarse_sig,fine_sig
avg_disability_oldage_pension vs capital_income_recipients_per1000,province(n=11),corr=-0.155,kommune(n=98),corr=-0.518,magnitude_change,no,yes
avg_disability_oldage_pension vs land_tax_homeowner_recipients_per1000,province(n=11),corr=0.805,kommune(n=98),corr=0.44,magnitude_change,yes,yes
avg_private_pension vs avg_capital_income,province(n=11),corr=0.561,kommune(n=98),corr=0.573,similar,no,yes
avg_private_pension vs avg_interest_received,province(n=11),corr=0.559,kommune(n=98),corr=0.747,magnitude_change,no,yes
avg_private_pension vs avg_income_tax,province(n=11),corr=0.499,kommune(n=98),corr=0.697,magnitude_change,no,yes
avg_private_pension vs avg_taxable_income,province(n=11),corr=0.391,kommune(n=98),corr=0.695,magnitude_change,no,yes
avg_private_pension vs entrepreneurial_income_recipients_per1000,province(n=11),corr=0.347,kommune(n=98),corr=0.395,similar,no,yes
avg_private_pension vs unemployment_benefit_recipients_per1000,province(n=11),corr=-0.849,kommune(n=98),corr=-0.56,magnitude_change,yes,yes
avg_private_pension vs cash_benefit_recipients_per1000,province(n=11),corr=-0.664,kommune(n=98),corr=-0.576,similar,yes,yes
avg_private_pension vs educational_grant_recipients_per1000,province(n=11),corr=-0.674,kommune(n=98),corr=-0.225,magnitude_change,yes,yes
avg_private_pension vs child_benefit_recipients_per1000,province(n=11),corr=0.278,kommune(n=98),corr=-0.054,reversed,no,no
avg_private_pension vs disability_oldage_pension_recipients_per1000,province(n=11),corr=0.495,kommune(n=98),corr=0.294,magnitude_change,no,yes
avg_private_pension vs public_servants_pension_recipients_per1000,province(n=11),corr=0.849,kommune(n=98),corr=0.723,similar,yes,yes
avg_private_pension vs private_pension_recipients_per1000,province(n=11),corr=0.677,kommune(n=98),corr=0.616,similar,yes,yes
avg_private_pension vs capital_income_recipients_per1000,province(n=11),corr=0.467,kommune(n=98),corr=0.161,magnitude_change,no,no
avg_private_pension vs land_tax_homeowner_recipients_per1000,province(n=11),corr=0.702,kommune(n=98),corr=0.472,magnitude_change,yes,yes
avg_capital_income vs avg_interest_received,province(n=11),corr=0.954,kommune(n=98),corr=0.896,similar,yes,yes
avg_capital_income vs avg_income_tax,province(n=11),corr=0.946,kommune(n=98),corr=0.883,similar,yes,yes
avg_capital_income vs avg_taxable_income,province(n=11),corr=0.892,kommune(n=98),corr=0.746,similar,yes,yes
avg_capital_income vs entrepreneurial_income_recipients_per1000,province(n=11),corr=-0.307,kommune(n=98),corr=0.183,reversed,no,no
avg_capital_income vs unemployment_benefit_recipients_per1000,province(n=11),corr=-0.272,kommune(n=98),corr=-0.287,similar,no,yes
avg_capital_income vs cash_benefit_recipients_per1000,province(n=11),corr=-0.384,kommune(n=98),corr=-0.363,similar,no,yes
avg_capital_income vs educational_grant_recipients_per1000,province(n=11),corr=0.034,kommune(n=98),corr=0.072,magnitude_change,no,no
avg_capital_income vs child_benefit_recipients_per1000,province(n=11),corr=0.714,kommune(n=98),corr=0.182,magnitude_change,yes,no
avg_capital_income vs disability_oldage_pension_recipients_per1000,province(n=11),corr=-0.348,kommune(n=98),corr=-0.144,magnitude_change,no,no
avg_capital_income vs public_servants_pension_recipients_per1000,province(n=11),corr=0.108,kommune(n=98),corr=0.042,magnitude_change,no,no
avg_capital_income vs private_pension_recipients_per1000,province(n=11),corr=-0.119,kommune(n=98),corr=0.1,reversed,no,no
avg_capital_income vs capital_income_recipients_per1000,province(n=11),corr=0.517,kommune(n=98),corr=0.249,magnitude_change,no,yes
avg_capital_income vs land_tax_homeowner_recipients_per1000,province(n=11),corr=-0.06,kommune(n=98),corr=0.155,reversed,no,no
avg_interest_received vs avg_income_tax,province(n=11),corr=0.978,kommune(n=98),corr=0.968,similar,yes,yes
avg_interest_received vs avg_taxable_income,province(n=11),corr=0.953,kommune(n=98),corr=0.916,similar,yes,yes
avg_interest_received vs entrepreneurial_income_recipients_per1000,province(n=11),corr=-0.389,kommune(n=98),corr=0.174,reversed,no,no
avg_interest_received vs unemployment_benefit_recipients_per1000,province(n=11),corr=-0.252,kommune(n=98),corr=-0.387,magnitude_change,no,yes
avg_interest_received vs cash_benefit_recipients_per1000,province(n=11),corr=-0.519,kommune(n=98),corr=-0.505,similar,no,yes
avg_interest_received vs educational_grant_recipients_per1000,province(n=11),corr=0.092,kommune(n=98),corr=0.103,similar,no,no
avg_interest_received vs child_benefit_recipients_per1000,province(n=11),corr=0.735,kommune(n=98),corr=0.265,magnitude_change,yes,yes
avg_interest_received vs disability_oldage_pension_recipients_per1000,province(n=11),corr=-0.394,kommune(n=98),corr=-0.193,magnitude_change,no,no
avg_interest_received vs public_servants_pension_recipients_per1000,province(n=11),corr=0.168,kommune(n=98),corr=0.219,magnitude_change,no,yes
avg_interest_received vs private_pension_recipients_per1000,province(n=11),corr=-0.186,kommune(n=98),corr=0.14,reversed,no,no
avg_interest_received vs capital_income_recipients_per1000,province(n=11),corr=0.663,kommune(n=98),corr=0.349,magnitude_change,yes,yes
avg_interest_received vs land_tax_homeowner_recipients_per1000,province(n=11),corr=-0.113,kommune(n=98),corr=0.209,reversed,no,yes
avg_income_tax vs avg_taxable_income,province(n=11),corr=0.986,kommune(n=98),corr=0.968,similar,yes,yes
avg_income_tax vs entrepreneurial_income_recipients_per1000,province(n=11),corr=-0.481,kommune(n=98),corr=0.038,magnitude_change,no,no
avg_income_tax vs unemployment_benefit_recipients_per1000,province(n=11),corr=-0.19,kommune(n=98),corr=-0.361,magnitude_change,no,yes
avg_income_tax vs cash_benefit_recipients_per1000,province(n=11),corr=-0.398,kommune(n=98),corr=-0.475,similar,no,yes
avg_income_tax vs educational_grant_recipients_per1000,province(n=11),corr=0.159,kommune(n=98),corr=0.167,similar,no,no
avg_income_tax vs child_benefit_recipients_per1000,province(n=11),corr=0.783,kommune(n=98),corr=0.404,magnitude_change,yes,yes
avg_income_tax vs disability_oldage_pension_recipients_per1000,province(n=11),corr=-0.49,kommune(n=98),corr=-0.328,magnitude_change,no,yes
avg_income_tax vs public_servants_pension_recipients_per1000,province(n=11),corr=0.093,kommune(n=98),corr=0.172,magnitude_change,no,no
avg_income_tax vs private_pension_recipients_per1000,province(n=11),corr=-0.273,kommune(n=98),corr=0.002,magnitude_change,no,no
avg_income_tax vs capital_income_recipients_per1000,province(n=11),corr=0.567,kommune(n=98),corr=0.427,similar,no,yes
avg_income_tax vs land_tax_homeowner_recipients_per1000,province(n=11),corr=-0.178,kommune(n=98),corr=0.147,reversed,no,no
avg_taxable_income vs entrepreneurial_income_recipients_per1000,province(n=11),corr=-0.55,kommune(n=98),corr=-0.035,magnitude_change,no,no
avg_taxable_income vs unemployment_benefit_recipients_per1000,province(n=11),corr=-0.09,kommune(n=98),corr=-0.361,magnitude_change,no,yes
avg_taxable_income vs cash_benefit_recipients_per1000,province(n=11),corr=-0.374,kommune(n=98),corr=-0.499,magnitude_change,no,yes
avg_taxable_income vs educational_grant_recipients_per1000,province(n=11),corr=0.258,kommune(n=98),corr=0.216,similar,no,yes
avg_taxable_income vs child_benefit_recipients_per1000,province(n=11),corr=0.755,kommune(n=98),corr=0.464,magnitude_change,yes,yes
avg_taxable_income vs disability_oldage_pension_recipients_per1000,province(n=11),corr=-0.586,kommune(n=98),corr=-0.396,magnitude_change,no,yes
avg_taxable_income vs public_servants_pension_recipients_per1000,province(n=11),corr=0.019,kommune(n=98),corr=0.212,magnitude_change,no,yes
avg_taxable_income vs private_pension_recipients_per1000,province(n=11),corr=-0.394,kommune(n=98),corr=-0.05,magnitude_change,no,no
avg_taxable_income vs capital_income_recipients_per1000,province(n=11),corr=0.567,kommune(n=98),corr=0.473,similar,no,yes
avg_taxable_income vs land_tax_homeowner_recipients_per1000,province(n=11),corr=-0.299,kommune(n=98),corr=0.104,reversed,no,no
entrepreneurial_income_recipients_per1000 vs unemployment_benefit_recipients_per1000,province(n=11),corr=-0.476,kommune(n=98),corr=-0.197,magnitude_change,no,no
entrepreneurial_income_recipients_per1000 vs cash_benefit_recipients_per1000,province(n=11),corr=-0.351,kommune(n=98),corr=-0.505,magnitude_change,no,yes
entrepreneurial_income_recipients_per1000 vs educational_grant_recipients_per1000,province(n=11),corr=-0.673,kommune(n=98),corr=-0.558,similar,yes,yes
entrepreneurial_income_recipients_per1000 vs child_benefit_recipients_per1000,province(n=11),corr=-0.618,kommune(n=98),corr=-0.533,similar,yes,yes
entrepreneurial_income_recipients_per1000 vs disability_oldage_pension_recipients_per1000,province(n=11),corr=0.822,kommune(n=98),corr=0.69,similar,yes,yes
entrepreneurial_income_recipients_per1000 vs public_servants_pension_recipients_per1000,province(n=11),corr=0.494,kommune(n=98),corr=0.24,magnitude_change,no,yes
entrepreneurial_income_recipients_per1000 vs private_pension_recipients_per1000,province(n=11),corr=0.797,kommune(n=98),corr=0.782,similar,yes,yes
entrepreneurial_income_recipients_per1000 vs capital_income_recipients_per1000,province(n=11),corr=-0.196,kommune(n=98),corr=-0.436,magnitude_change,no,yes
entrepreneurial_income_recipients_per1000 vs land_tax_homeowner_recipients_per1000,province(n=11),corr=0.707,kommune(n=98),corr=0.689,similar,yes,yes
unemployment_benefit_recipients_per1000 vs cash_benefit_recipients_per1000,province(n=11),corr=0.624,kommune(n=98),corr=0.417,magnitude_change,yes,yes
unemployment_benefit_recipients_per1000 vs educational_grant_recipients_per1000,province(n=11),corr=0.91,kommune(n=98),corr=0.478,magnitude_change,yes,yes
unemployment_benefit_recipients_per1000 vs child_benefit_recipients_per1000,province(n=11),corr=-0.202,kommune(n=98),corr=-0.097,magnitude_change,no,no
unemployment_benefit_recipients_per1000 vs disability_oldage_pension_recipients_per1000,province(n=11),corr=-0.682,kommune(n=98),corr=-0.269,magnitude_change,yes,yes
unemployment_benefit_recipients_per1000 vs public_servants_pension_recipients_per1000,province(n=11),corr=-0.809,kommune(n=98),corr=-0.431,magnitude_change,yes,yes
unemployment_benefit_recipients_per1000 vs private_pension_recipients_per1000,province(n=11),corr=-0.825,kommune(n=98),corr=-0.499,magnitude_change,yes,yes
unemployment_benefit_recipients_per1000 vs capital_income_recipients_per1000,province(n=11),corr=-0.415,kommune(n=98),corr=-0.124,magnitude_change,no,no
unemployment_benefit_recipients_per1000 vs land_tax_homeowner_recipients_per1000,province(n=11),corr=-0.864,kommune(n=98),corr=-0.556,magnitude_change,yes,yes
cash_benefit_recipients_per1000 vs educational_grant_recipients_per1000,province(n=11),corr=0.432,kommune(n=98),corr=0.306,similar,no,yes
cash_benefit_recipients_per1000 vs child_benefit_recipients_per1000,province(n=11),corr=-0.228,kommune(n=98),corr=-0.188,similar,no,no
cash_benefit_recipients_per1000 vs disability_oldage_pension_recipients_per1000,province(n=11),corr=-0.272,kommune(n=98),corr=-0.105,magnitude_change,no,no
cash_benefit_recipients_per1000 vs public_servants_pension_recipients_per1000,province(n=11),corr=-0.56,kommune(n=98),corr=-0.286,magnitude_change,no,yes
cash_benefit_recipients_per1000 vs private_pension_recipients_per1000,province(n=11),corr=-0.401,kommune(n=98),corr=-0.426,similar,no,yes
cash_benefit_recipients_per1000 vs capital_income_recipients_per1000,province(n=11),corr=-0.675,kommune(n=98),corr=-0.078,magnitude_change,yes,no
cash_benefit_recipients_per1000 vs land_tax_homeowner_recipients_per1000,province(n=11),corr=-0.461,kommune(n=98),corr=-0.611,magnitude_change,no,yes
educational_grant_recipients_per1000 vs child_benefit_recipients_per1000,province(n=11),corr=0.117,kommune(n=98),corr=0.225,magnitude_change,no,yes
educational_grant_recipients_per1000 vs disability_oldage_pension_recipients_per1000,province(n=11),corr=-0.878,kommune(n=98),corr=-0.719,similar,yes,yes
educational_grant_recipients_per1000 vs public_servants_pension_recipients_per1000,province(n=11),corr=-0.779,kommune(n=98),corr=-0.31,magnitude_change,yes,yes
educational_grant_recipients_per1000 vs private_pension_recipients_per1000,province(n=11),corr=-0.929,kommune(n=98),corr=-0.702,similar,yes,yes
educational_grant_recipients_per1000 vs capital_income_recipients_per1000,province(n=11),corr=-0.089,kommune(n=98),corr=0.252,reversed,no,yes
educational_grant_recipients_per1000 vs land_tax_homeowner_recipients_per1000,province(n=11),corr=-0.897,kommune(n=98),corr=-0.733,similar,yes,yes
child_benefit_recipients_per1000 vs disability_oldage_pension_recipients_per1000,province(n=11),corr=-0.487,kommune(n=98),corr=-0.772,magnitude_change,no,yes
child_benefit_recipients_per1000 vs public_servants_pension_recipients_per1000,province(n=11),corr=-0.129,kommune(n=98),corr=-0.239,magnitude_change,no,yes
child_benefit_recipients_per1000 vs private_pension_recipients_per1000,province(n=11),corr=-0.26,kommune(n=98),corr=-0.579,magnitude_change,no,yes
child_benefit_recipients_per1000 vs capital_income_recipients_per1000,province(n=11),corr=0.423,kommune(n=98),corr=0.521,similar,no,yes
child_benefit_recipients_per1000 vs land_tax_homeowner_recipients_per1000,province(n=11),corr=-0.066,kommune(n=98),corr=-0.071,similar,no,no
disability_oldage_pension_recipients_per1000 vs public_servants_pension_recipients_per1000,province(n=11),corr=0.747,kommune(n=98),corr=0.475,magnitude_change,yes,yes
disability_oldage_pension_recipients_per1000 vs private_pension_recipients_per1000,province(n=11),corr=0.955,kommune(n=98),corr=0.89,similar,yes,yes
disability_oldage_pension_recipients_per1000 vs capital_income_recipients_per1000,province(n=11),corr=-0.091,kommune(n=98),corr=-0.474,magnitude_change,no,yes
disability_oldage_pension_recipients_per1000 vs land_tax_homeowner_recipients_per1000,province(n=11),corr=0.862,kommune(n=98),corr=0.541,magnitude_change,yes,yes
public_servants_pension_recipients_per1000 vs private_pension_recipients_per1000,province(n=11),corr=0.788,kommune(n=98),corr=0.608,similar,yes,yes
public_servants_pension_recipients_per1000 vs capital_income_recipients_per1000,province(n=11),corr=0.352,kommune(n=98),corr=0.063,magnitude_change,no,no
public_servants_pension_recipients_per1000 vs land_tax_homeowner_recipients_per1000,province(n=11),corr=0.742,kommune(n=98),corr=0.352,magnitude_change,yes,yes
private_pension_recipients_per1000 vs capital_income_recipients_per1000,province(n=11),corr=0.017,kommune(n=98),corr=-0.326,magnitude_change,no,yes
private_pension_recipients_per1000 vs land_tax_homeowner_recipients_per1000,province(n=11),corr=0.962,kommune(n=98),corr=0.727,similar,yes,yes
capital_income_recipients_per1000 vs land_tax_homeowner_recipients_per1000,province(n=11),corr=0.076,kommune(n=98),corr=-0.15,reversed,no,no
