variable,coarse_level,coarse_stat,fine_level,fine_stat,diff_type,coarse_sig,fine_sig
5_9_per1000 vs sex_ratio_males_per1000_females,canton(n=26),corr=0.151,commune(n=2131),corr=-0.123,reversed,no,yes
5_9_per1000 vs single_per1000,canton(n=26),corr=0.213,commune(n=2131),corr=0.351,magnitude_change,no,yes
5_9_per1000 vs married_per1000,canton(n=26),corr=-0.029,commune(n=2131),corr=-0.049,magnitude_change,no,yes
5_9_per1000 vs widowed_per1000,canton(n=26),corr=-0.504,commune(n=2131),corr=-0.457,similar,yes,yes
5_9_per1000 vs divorced_per1000,canton(n=26),corr=-0.153,commune(n=2131),corr=-0.258,magnitude_change,no,yes
5_9_per1000 vs youth_dependency_ratio_per_1000,canton(n=26),corr=0.917,commune(n=2131),corr=0.832,similar,yes,yes
5_9_per1000 vs old_age_dependency_ratio_per_1000,canton(n=26),corr=-0.538,commune(n=2131),corr=-0.451,similar,yes,yes
5_9_per1000 vs total_dependency_ratio_per_1000,canton(n=26),corr=-0.251,commune(n=2131),corr=-0.058,magnitude_change,no,yes
5_9_per1000 vs aging_index_65plus_per_1000_of_0to14,canton(n=26),corr=-0.811,commune(n=2130),corr=-0.527,magnitude_change,yes,yes
10_14_per1000 vs 15_19_per1000,canton(n=26),corr=0.794,commune(n=2131),corr=0.425,magnitude_change,yes,yes
10_14_per1000 vs 20_29_per1000,canton(n=26),corr=0.452,commune(n=2131),corr=-0.029,magnitude_change,yes,no
10_14_per1000 vs 30_44_per1000,canton(n=26),corr=0.044,commune(n=2131),corr=0.142,magnitude_change,no,yes
10_14_per1000 vs 45_64_per1000,canton(n=26),corr=-0.346,commune(n=2131),corr=-0.216,magnitude_change,no,yes
10_14_per1000 vs 65_74_per1000,canton(n=26),corr=-0.484,commune(n=2131),corr=-0.438,similar,yes,yes
10_14_per1000 vs 75_84_per1000,canton(n=26),corr=-0.523,commune(n=2131),corr=-0.373,similar,yes,yes
10_14_per1000 vs 85plus_per1000,canton(n=26),corr=-0.418,commune(n=2131),corr=-0.353,similar,yes,yes
10_14_per1000 vs male_per1000,canton(n=26),corr=-0.143,commune(n=2131),corr=-0.148,similar,no,yes
10_14_per1000 vs female_per1000,canton(n=26),corr=0.143,commune(n=2131),corr=0.148,similar,no,yes
10_14_per1000 vs sex_ratio_males_per1000_females,canton(n=26),corr=-0.146,commune(n=2131),corr=-0.165,similar,no,yes
10_14_per1000 vs single_per1000,canton(n=26),corr=0.286,commune(n=2131),corr=0.357,similar,no,yes
10_14_per1000 vs married_per1000,canton(n=26),corr=-0.201,commune(n=2131),corr=-0.079,magnitude_change,no,yes
10_14_per1000 vs widowed_per1000,canton(n=26),corr=-0.337,commune(n=2131),corr=-0.401,similar,no,yes
10_14_per1000 vs divorced_per1000,canton(n=26),corr=0.038,commune(n=2131),corr=-0.253,magnitude_change,no,yes
10_14_per1000 vs youth_dependency_ratio_per_1000,canton(n=26),corr=0.834,commune(n=2131),corr=0.713,similar,yes,yes
10_14_per1000 vs old_age_dependency_ratio_per_1000,canton(n=26),corr=-0.488,commune(n=2131),corr=-0.422,similar,yes,yes
10_14_per1000 vs total_dependency_ratio_per_1000,canton(n=26),corr=-0.227,commune(n=2131),corr=-0.087,magnitude_change,no,yes
10_14_per1000 vs aging_index_65plus_per_1000_of_0to14,canton(n=26),corr=-0.725,commune(n=2130),corr=-0.496,magnitude_change,yes,yes
15_19_per1000 vs 20_29_per1000,canton(n=26),corr=0.577,commune(n=2131),corr=0.166,magnitude_change,yes,yes
15_19_per1000 vs 30_44_per1000,canton(n=26),corr=-0.161,commune(n=2131),corr=-0.114,similar,no,yes
15_19_per1000 vs 45_64_per1000,canton(n=26),corr=-0.196,commune(n=2131),corr=-0.055,magnitude_change,no,yes
15_19_per1000 vs 65_74_per1000,canton(n=26),corr=-0.458,commune(n=2131),corr=-0.41,similar,yes,yes
15_19_per1000 vs 75_84_per1000,canton(n=26),corr=-0.307,commune(n=2131),corr=-0.259,similar,no,yes
15_19_per1000 vs 85plus_per1000,canton(n=26),corr=-0.246,commune(n=2131),corr=-0.187,similar,no,yes
15_19_per1000 vs male_per1000,canton(n=26),corr=-0.268,commune(n=2131),corr=-0.132,magnitude_change,no,yes
15_19_per1000 vs female_per1000,canton(n=26),corr=0.268,commune(n=2131),corr=0.132,magnitude_change,no,yes
15_19_per1000 vs sex_ratio_males_per1000_females,canton(n=26),corr=-0.268,commune(n=2131),corr=-0.132,magnitude_change,no,yes
15_19_per1000 vs single_per1000,canton(n=26),corr=0.325,commune(n=2131),corr=0.348,similar,no,yes
15_19_per1000 vs married_per1000,canton(n=26),corr=-0.302,commune(n=2131),corr=-0.133,magnitude_change,no,yes
15_19_per1000 vs widowed_per1000,canton(n=26),corr=-0.159,commune(n=2131),corr=-0.288,magnitude_change,no,yes
15_19_per1000 vs divorced_per1000,canton(n=26),corr=0.112,commune(n=2131),corr=-0.215,reversed,no,yes
15_19_per1000 vs youth_dependency_ratio_per_1000,canton(n=26),corr=0.473,commune(n=2131),corr=0.155,magnitude_change,yes,yes
15_19_per1000 vs old_age_dependency_ratio_per_1000,canton(n=26),corr=-0.382,commune(n=2131),corr=-0.381,similar,no,yes
15_19_per1000 vs total_dependency_ratio_per_1000,canton(n=26),corr=-0.237,commune(n=2131),corr=-0.322,magnitude_change,no,yes
15_19_per1000 vs aging_index_65plus_per_1000_of_0to14,canton(n=26),corr=-0.486,commune(n=2130),corr=-0.24,magnitude_change,yes,yes
20_29_per1000 vs 30_44_per1000,canton(n=26),corr=0.409,commune(n=2131),corr=0.271,magnitude_change,yes,yes
20_29_per1000 vs 45_64_per1000,canton(n=26),corr=-0.722,commune(n=2131),corr=-0.369,magnitude_change,yes,yes
20_29_per1000 vs 65_74_per1000,canton(n=26),corr=-0.686,commune(n=2131),corr=-0.536,similar,yes,yes
20_29_per1000 vs 75_84_per1000,canton(n=26),corr=-0.54,commune(n=2131),corr=-0.367,magnitude_change,yes,yes
20_29_per1000 vs 85plus_per1000,canton(n=26),corr=-0.233,commune(n=2131),corr=-0.131,magnitude_change,no,yes
20_29_per1000 vs male_per1000,canton(n=26),corr=-0.411,commune(n=2131),corr=0.023,magnitude_change,yes,no
20_29_per1000 vs female_per1000,canton(n=26),corr=0.411,commune(n=2131),corr=-0.023,magnitude_change,yes,no
20_29_per1000 vs sex_ratio_males_per1000_females,canton(n=26),corr=-0.412,commune(n=2131),corr=0.006,magnitude_change,yes,no
20_29_per1000 vs single_per1000,canton(n=26),corr=0.752,commune(n=2131),corr=0.547,similar,yes,yes
20_29_per1000 vs married_per1000,canton(n=26),corr=-0.694,commune(n=2131),corr=-0.407,magnitude_change,yes,yes
20_29_per1000 vs widowed_per1000,canton(n=26),corr=-0.33,commune(n=2131),corr=-0.22,magnitude_change,no,yes
20_29_per1000 vs divorced_per1000,canton(n=26),corr=0.23,commune(n=2131),corr=-0.118,reversed,no,yes
20_29_per1000 vs youth_dependency_ratio_per_1000,canton(n=26),corr=0.179,commune(n=2131),corr=-0.112,reversed,no,yes
20_29_per1000 vs old_age_dependency_ratio_per_1000,canton(n=26),corr=-0.627,commune(n=2131),corr=-0.517,similar,yes,yes
20_29_per1000 vs total_dependency_ratio_per_1000,canton(n=26),corr=-0.586,commune(n=2131),corr=-0.599,similar,yes,yes
20_29_per1000 vs aging_index_65plus_per_1000_of_0to14,canton(n=26),corr=-0.575,commune(n=2130),corr=-0.223,magnitude_change,yes,yes
30_44_per1000 vs 45_64_per1000,canton(n=26),corr=-0.523,commune(n=2131),corr=-0.58,similar,yes,yes
