geo,gdp_per_capita_eur,total_dependency_ratio_per1000,old_age_dependency_ratio_per1000,youth_dependency_ratio_per1000,median_age_years,females_per1000_males,young_0_14_per1000,elderly_65plus_per1000,oldest_80plus_per1000
HR02,15100.0,613.0,396.0,217.0,47.2,1041.0,134.0,246.0,54.0
HR03,20900.0,613.0,398.0,215.0,46.4,1040.0,134.0,247.0,58.0
HR05,37500.0,546.0,321.0,225.0,43.1,1098.0,146.0,207.0,53.0
HR06,18200.0,563.0,343.0,220.0,44.8,1020.0,141.0,220.0,49.0
