geo_name,avg_net_income_per_person,avg_household_net_income,avg_income_per_consumption_unit,median_income_per_consumption_unit,avg_gross_income_per_person,avg_household_income
Villamanín,15300.0,31638.0,20913.0,19250.0,17833.0,36875.0
Villaornate y Castro,14123.0,29453.0,19764.0,17850.0,16218.0,33820.0
Abella de la Conca,12666.0,34664.0,19183.0,16450.0,15046.0,41178.0
Àger,14814.0,35082.0,21740.0,20650.0,17807.0,42170.0
Agramunt,14411.0,38180.0,21623.0,19950.0,17620.0,46681.0
"Alamús, Els",15861.0,40704.0,23605.0,20650.0,19418.0,49833.0
Alàs i Cerc,14219.0,33501.0,20868.0,20650.0,17954.0,42302.0
"Albagés, L'",13140.0,30113.0,18843.0,17150.0,15210.0,34857.0
Albatàrrec,14300.0,40156.0,21984.0,21350.0,17212.0,48333.0
Albesa,14350.0,38823.0,21942.0,19950.0,17213.0,46568.0
"Albi, L'",13684.0,33150.0,20096.0,19250.0,16142.0,39105.0
Alcanó,13501.0,31862.0,19828.0,19250.0,16167.0,38154.0
Alcarràs,13025.0,34595.0,19975.0,18550.0,15836.0,42061.0
Alcoletge,14357.0,40278.0,22009.0,20650.0,17388.0,48780.0
Alfarràs,13086.0,32530.0,19001.0,17150.0,15461.0,38434.0
Alfés,15721.0,36331.0,23147.0,21350.0,19131.0,44210.0
Algerri,14550.0,35409.0,21270.0,19950.0,17250.0,41978.0
Alguaire,14623.0,39009.0,21997.0,19950.0,17506.0,46697.0
Alins,15458.0,37071.0,22494.0,21350.0,18772.0,45019.0
Almacelles,13712.0,34448.0,20267.0,18550.0,16496.0,41443.0
Almatret,16388.0,35187.0,23094.0,22050.0,19623.0,42132.0
Almenar,14477.0,37846.0,21663.0,19250.0,17435.0,45577.0
Alòs de Balaguer,16580.0,32880.0,21864.0,16450.0,20482.0,40618.0
Alpicat,18980.0,54156.0,29374.0,25550.0,24590.0,70163.0
Alt Àneu,19196.0,44290.0,27602.0,24150.0,24352.0,56188.0
Naut Aran,19839.0,49289.0,29371.0,25550.0,26104.0,64855.0
Anglesola,14174.0,36126.0,20926.0,18550.0,17046.0,43445.0
Arbeca,13933.0,35273.0,20816.0,19250.0,16705.0,42288.0
"Pont de Bar, El",15746.0,31689.0,21021.0,16450.0,19623.0,39491.0
Arres,,,,,,
Arsèguel,18291.0,40404.0,,,22942.0,50677.0
Artesa de Lleida,15267.0,41134.0,22985.0,20650.0,18737.0,50484.0
Artesa de Segre,13927.0,33745.0,20362.0,17150.0,16820.0,40754.0
"Sentiu de Sió, La",16367.0,37152.0,22984.0,19950.0,19820.0,44987.0
Aspa,12035.0,27911.0,17006.0,14700.0,14214.0,32964.0
"Avellanes i Santa Linya, Les",15490.0,37300.0,22430.0,20650.0,18703.0,45038.0
Aitona,11925.0,34291.0,18364.0,16450.0,13975.0,40187.0
Baix Pallars,16801.0,35622.0,23092.0,20650.0,20245.0,42925.0
Balaguer,12883.0,34401.0,19202.0,17150.0,15446.0,41243.0
Barbens,12591.0,35821.0,19012.0,17150.0,14806.0,42121.0
"Baronia de Rialb, La",18083.0,44604.0,27212.0,24150.0,23362.0,57626.0
"Vall de Boí, La",17257.0,37339.0,24373.0,22050.0,21648.0,46839.0
Bassella,15844.0,39611.0,23433.0,21000.0,19270.0,48175.0
Bausen,,,,,,
Belianes,13525.0,31226.0,19440.0,17850.0,16146.0,37277.0
Bellcaire d'Urgell,15015.0,36133.0,22011.0,19950.0,18055.0,43448.0
Bell-lloc d'Urgell,15297.0,40822.0,22921.0,20650.0,18837.0,50267.0
Bellmunt d'Urgell,14845.0,44535.0,23353.0,19600.0,18017.0,54052.0
Bellpuig,13846.0,36892.0,20771.0,17850.0,16749.0,44627.0
Bellver de Cerdanya,18004.0,39415.0,25251.0,20650.0,23190.0,50768.0
Bellvís,14403.0,36433.0,21410.0,19250.0,17296.0,43753.0
Benavent de Segrià,16456.0,47987.0,25579.0,24150.0,20487.0,59742.0
Biosca,15180.0,35768.0,21448.0,18550.0,17997.0,42403.0
Bovera,10924.0,26752.0,15817.0,14350.0,12277.0,30065.0
"Bòrdes, Es",18426.0,41232.0,26238.0,25550.0,22882.0,51203.0
"Borges Blanques, Les",14181.0,34861.0,20804.0,18550.0,17058.0,41935.0
Bossòst,15805.0,39802.0,23019.0,20650.0,19429.0,48927.0
Cabanabona,,,,,,
Cabó,18291.0,40404.0,,,22942.0,50677.0
Camarasa,16944.0,38412.0,24151.0,22050.0,20790.0,47133.0
Canejan,17974.0,39625.0,24994.0,22050.0,21814.0,48090.0
Castellar de la Ribera,12285.0,46555.0,20645.0,19950.0,14581.0,55254.0
Castelldans,14280.0,32748.0,20638.0,18550.0,16934.0,38832.0
Castellnou de Seana,12628.0,30938.0,18583.0,16450.0,15039.0,36843.0
Castelló de Farfanya,14144.0,34101.0,20627.0,18550.0,17196.0,41459.0
Castellserà,14468.0,34454.0,21177.0,18550.0,17199.0,40958.0
Cava,18291.0,40404.0,,,22942.0,50677.0
Cervera,14181.0,37638.0,21302.0,19250.0,17243.0,45765.0
Cervià de les Garrigues,12506.0,27010.0,17791.0,16450.0,14387.0,31072.0
Ciutadilla,14857.0,38231.0,21520.0,19950.0,17571.0,45217.0
Clariana de Cardener,15415.0,49779.0,25071.0,22750.0,19803.0,63947.0
"Cogul, El",12653.0,28973.0,18045.0,15050.0,14359.0,32881.0
Coll de Nargó,15225.0,34224.0,21659.0,19250.0,18248.0,41021.0
Corbins,14734.0,40994.0,22643.0,21350.0,18033.0,50170.0
Cubells,15440.0,34948.0,22200.0,19950.0,18455.0,41774.0
"Espluga Calba, L'",12714.0,28871.0,18315.0,18550.0,14717.0,33420.0
Espot,19358.0,45008.0,28010.0,26250.0,24449.0,56843.0
Estaràs,17174.0,42667.0,25772.0,24150.0,22153.0,55036.0
Esterri d'Àneu,15960.0,34475.0,22317.0,20650.0,19582.0,42298.0
Esterri de Cardós,,,,,,
Estamariu,13579.0,37270.0,20189.0,17850.0,16007.0,43934.0
Farrera,14843.0,28712.0,19778.0,18550.0,18007.0,34833.0
"Floresta, La",17323.0,42070.0,25651.0,21350.0,21941.0,53285.0
Fondarella,15953.0,45152.0,24572.0,21350.0,19961.0,56499.0
Foradada,14728.0,36253.0,22065.0,19950.0,18066.0,44470.0
"Fuliola, La",13211.0,36996.0,20056.0,17850.0,15760.0,44135.0
Fulleda,,,,,,
Gavet de la Conca,15472.0,39064.0,23066.0,22050.0,18007.0,45464.0
Golmés,15394.0,42049.0,23461.0,21350.0,19234.0,52540.0
Gósol,16735.0,36433.0,23242.0,21350.0,20703.0,45072.0
"Granadella, La",14319.0,34847.0,20605.0,18550.0,17063.0,41525.0
"Granja d'Escarp, La",13549.0,33369.0,19744.0,17850.0,16022.0,39458.0
Granyanella,15713.0,39997.0,23830.0,23800.0,18595.0,47333.0
Granyena de Segarra,15820.0,42479.0,24143.0,22050.0,19261.0,51719.0
Granyena de les Garrigues,12316.0,26630.0,17084.0,15750.0,14388.0,31108.0
Guimerà,11947.0,25509.0,16905.0,15050.0,14709.0,31405.0
Guissona,13909.0,43079.0,21807.0,19950.0,17104.0,52974.0
Guixers,19046.0,47616.0,28536.0,20650.0,24415.0,61037.0
Ivars de Noguera,14352.0,37293.0,21281.0,19950.0,17227.0,44761.0
Ivars d'Urgell,14798.0,39121.0,22148.0,19950.0,17832.0,47143.0
Ivorra,16324.0,40611.0,23944.0,23800.0,19542.0,48616.0
Isona i Conca Dellà,14513.0,34770.0,21192.0,19250.0,17043.0,40832.0
Juncosa,12589.0,29118.0,17948.0,15750.0,14746.0,34105.0
Juneda,14571.0,39062.0,22071.0,19950.0,17763.0,47619.0
Lleida,15062.0,38853.0,22205.0,19250.0,18566.0,47890.0
Les,16793.0,43936.0,24253.0,19950.0,21661.0,56673.0
Linyola,13649.0,35321.0,20587.0,19250.0,16313.0,42215.0
Lladorre,17962.0,40057.0,25553.0,22050.0,22152.0,49400.0
Lladurs,15650.0,43580.0,23931.0,22750.0,18752.0,52217.0
Llardecans,14526.0,32761.0,21295.0,19950.0,17399.0,39241.0
Llavorsí,18164.0,34923.0,24323.0,20650.0,22500.0,43258.0
Lles de Cerdanya,17028.0,35696.0,23268.0,19250.0,21230.0,44505.0
Llimiana,13766.0,32038.0,19775.0,17150.0,15996.0,37227.0
Llobera,13663.0,43720.0,21650.0,20650.0,16289.0,52124.0
Maldà,14698.0,33495.0,21135.0,19950.0,17178.0,39146.0
Massalcoreig,11752.0,31068.0,17895.0,16450.0,13628.0,36026.0
Massoteres,15326.0,42663.0,23608.0,21350.0,19015.0,52934.0
Maials,12751.0,31702.0,18672.0,16450.0,14917.0,37085.0
Menàrguens,14336.0,36161.0,21122.0,19950.0,17199.0,43384.0
Miralcamp,13491.0,37945.0,20570.0,19250.0,16104.0,45295.0
"Molsosa, La",16291.0,53076.0,26368.0,25550.0,20036.0,65278.0
Mollerussa,13536.0,38302.0,20521.0,17850.0,16630.0,47059.0
Montgai,14884.0,35904.0,21675.0,20650.0,17890.0,43154.0
Montellà i Martinet,16515.0,32149.0,22231.0,19250.0,20280.0,39478.0
Montferrer i Castellbò,14913.0,37231.0,21680.0,18550.0,18620.0,46484.0
Montoliu de Segarra,16525.0,36356.0,23645.0,22050.0,20265.0,44582.0
Montoliu de Lleida,14223.0,38225.0,21962.0,19950.0,17182.0,46176.0
Montornès de Segarra,,,,,,
Nalec,,,,,,
Navès,14618.0,40931.0,22206.0,20650.0,18115.0,50723.0
Odèn,15973.0,43438.0,25256.0,25550.0,20955.0,56988.0
Oliana,15132.0,37605.0,22113.0,19950.0,18051.0,44860.0
Oliola,18070.0,48270.0,26966.0,23450.0,23007.0,61457.0
Olius,16415.0,48468.0,25694.0,23450.0,20280.0,59881.0
"Oluges, Les",17398.0,44310.0,25565.0,21350.0,22079.0,56232.0
"Omellons, Els",14321.0,29974.0,20312.0,19950.0,17185.0,35968.0
"Omells de na Gaia, Els",13643.0,31483.0,19075.0,19250.0,16136.0,37237.0
Organyà,15525.0,33459.0,21908.0,18550.0,18948.0,40835.0
Os de Balaguer,15304.0,40078.0,23067.0,20650.0,18944.0,49610.0
Ossó de Sió,16462.0,61390.0,27486.0,25550.0,20634.0,76948.0
"Palau d'Anglesola, El",15890.0,42224.0,23961.0,22050.0,19688.0,52318.0
Conca de Dalt,18263.0,42447.0,27377.0,25550.0,22614.0,52559.0
"Coma i la Pedra, La",18499.0,38806.0,25307.0,22750.0,22820.0,47871.0
Penelles,18028.0,46506.0,27182.0,23450.0,22417.0,57828.0
Peramola,15667.0,38383.0,22903.0,19250.0,18733.0,45895.0
Pinell de Solsonès,15494.0,49435.0,24624.0,24850.0,18992.0,60592.0
Pinós,14897.0,43264.0,22832.0,21350.0,18168.0,52766.0
"Poal, El",15316.0,42135.0,23446.0,21350.0,18682.0,51396.0
"Pobla de Cérvoles, La",15457.0,30603.0,21279.0,20300.0,18934.0,37486.0
Bellaguarda,12266.0,30407.0,18035.0,17850.0,14155.0,35090.0
"Pobla de Segur, La",15746.0,34978.0,21954.0,19250.0,19148.0,42535.0
Ponts,14293.0,35624.0,20838.0,18550.0,17406.0,43382.0
"Pont de Suert, El",15253.0,35267.0,21985.0,19250.0,18856.0,43598.0
"Portella, La",13467.0,41253.0,22142.0,20650.0,17174.0,52610.0
Prats i Sansor,22721.0,50514.0,31764.0,26250.0,30066.0,66844.0
Preixana,15770.0,40358.0,23394.0,21350.0,19544.0,50018.0
Preixens,14901.0,36025.0,21550.0,19250.0,17979.0,43469.0
Prullans,15261.0,31848.0,21008.0,18550.0,19001.0,39655.0
Puiggròs,15535.0,32353.0,22108.0,20650.0,18457.0,38439.0
Puigverd d'Agramunt,13654.0,34968.0,20340.0,17500.0,16333.0,41828.0
Puigverd de Lleida,15139.0,39316.0,22600.0,21350.0,18408.0,47806.0
Rialp,17392.0,37227.0,24510.0,22050.0,21655.0,46352.0
Ribera d'Urgellet,14182.0,35554.0,20854.0,19250.0,17587.0,44092.0
Riner,15879.0,46209.0,24592.0,21350.0,19621.0,57101.0
Rosselló,14791.0,39715.0,22433.0,21350.0,17970.0,48252.0
Salàs de Pallars,17891.0,38510.0,25129.0,21350.0,22236.0,47862.0
Sanaüja,15202.0,33321.0,21027.0,19950.0,18370.0,40264.0
Sant Guim de Freixenet,14182.0,35002.0,20830.0,19250.0,17269.0,42621.0
Sant Llorenç de Morunys,17543.0,39131.0,24834.0,21350.0,21624.0,48234.0
Sant Ramon,16328.0,42838.0,24309.0,22050.0,19814.0,51985.0
Sant Esteve de la Sarga,17279.0,36346.0,22519.0,19250.0,20944.0,44055.0
Sant Guim de la Plana,16024.0,46157.0,24818.0,24150.0,19963.0,57504.0
Sarroca de Lleida,12986.0,30409.0,18691.0,17850.0,15617.0,36570.0
Sarroca de Bellera,19799.0,39951.0,27452.0,22750.0,24363.0,49161.0
Senterada,18869.0,41740.0,27876.0,21000.0,23420.0,51807.0
"Seu d'Urgell, La",13077.0,32279.0,19012.0,16450.0,15840.0,39098.0
Seròs,11807.0,31925.0,19231.0,17150.0,14994.0,40542.0
Sidamon,15201.0,40938.0,23025.0,21350.0,18591.0,50068.0
"Soleràs, El",13139.0,31083.0,18485.0,15750.0,15289.0,36170.0
Solsona,14409.0,35352.0,21127.0,19250.0,17332.0,42523.0
Soriguera,15635.0,36035.0,22688.0,17850.0,19248.0,44364.0
Sort,16121.0,34687.0,22732.0,19600.0,19698.0,42385.0
Soses,13739.0,41171.0,21376.0,18550.0,16865.0,50541.0
Sudanell,15680.0,38231.0,23135.0,21350.0,19047.0,46442.0
Sunyer,14224.0,36228.0,21230.0,19250.0,17514.0,44609.0
Talarn,16425.0,40073.0,24140.0,21350.0,19903.0,48558.0
Talavera,16410.0,48532.0,25163.0,19250.0,23435.0,69308.0
Tàrrega,13681.0,35667.0,20453.0,18550.0,16636.0,43369.0
Tarrés,15120.0,39892.0,23038.0,21350.0,18163.0,47919.0
Tarroja de Segarra,15566.0,39263.0,23309.0,22050.0,18527.0,46732.0
Térmens,15061.0,40262.0,22859.0,20650.0,18423.0,49250.0
Tírvia,14000.0,31500.0,20194.0,19950.0,16561.0,37263.0
Tiurana,,,,,,
Torà,15535.0,38852.0,22860.0,20650.0,18788.0,46990.0
"Torms, Els",14058.0,29631.0,19669.0,17150.0,16689.0,35176.0
Tornabous,13862.0,36964.0,20563.0,18550.0,16601.0,44269.0
Torrebesses,13616.0,30664.0,19595.0,19250.0,16033.0,36109.0
"Torre de Cabdella, La",21529.0,41091.0,28742.0,24850.0,27258.0,52026.0
Torrefarrera,16386.0,45324.0,25225.0,23450.0,20655.0,57130.0
Torregrossa,14092.0,36573.0,21140.0,17850.0,17018.0,44167.0
Torrelameu,14382.0,41354.0,22328.0,21350.0,17101.0,49173.0
Torres de Segre,13579.0,36128.0,20571.0,18550.0,16080.0,42781.0
Torre-serona,15845.0,45097.0,24209.0,22750.0,19260.0,54818.0
Tremp,14984.0,35026.0,21336.0,19250.0,18108.0,42329.0
Vallbona de les Monges,16930.0,32336.0,23212.0,19250.0,20527.0,39206.0
"Valls de Valira, Les",12505.0,32045.0,18496.0,17150.0,14964.0,38346.0
Vallfogona de Balaguer,15060.0,40671.0,23090.0,21350.0,18461.0,49857.0
Verdú,14433.0,34656.0,21078.0,19250.0,17373.0,41715.0
Vielha e Mijaran,16165.0,39286.0,23493.0,20650.0,20358.0,49475.0
Vilagrassa,15836.0,44868.0,24544.0,20650.0,19509.0,55274.0
Vilaller,15800.0,34036.0,21585.0,19950.0,19137.0,41225.0
Vilamòs,22705.0,47997.0,29765.0,22050.0,29986.0,63389.0
Vilanova de Bellpuig,14897.0,38963.0,22802.0,20650.0,18202.0,47610.0
Vilanova de l'Aguda,15228.0,44321.0,23385.0,22050.0,18221.0,53032.0
Vilanova de Meià,15827.0,34748.0,22198.0,18550.0,19529.0,42876.0
Vilanova de Segrià,14912.0,39262.0,22439.0,20650.0,18185.0,47880.0
Vila-sana,15944.0,42172.0,24480.0,21350.0,20335.0,53785.0
"Vilosell, El",16693.0,33387.0,22206.0,18550.0,20261.0,40522.0
Vilanova de la Barca,15420.0,38645.0,22931.0,21350.0,18784.0,47073.0
Vinaixa,13904.0,30449.0,19965.0,17850.0,16481.0,36094.0
Vall de Cardós,17495.0,34990.0,23520.0,20650.0,22007.0,44015.0
Sant Martí de Riucorb,13937.0,34659.0,21088.0,19250.0,16766.0,41694.0
"Guingueta d'Àneu, La",18241.0,41693.0,25806.0,26600.0,23125.0,52857.0
Castell de Mur,17824.0,34635.0,24281.0,19950.0,22274.0,43283.0
Ribera d'Ondara,15019.0,35522.0,21918.0,19250.0,18124.0,42864.0
"Valls d'Aguilar, Les",14052.0,34505.0,20140.0,17850.0,16649.0,40880.0
Torrefeta i Florejacs,15621.0,37516.0,22830.0,22050.0,19078.0,45817.0
Fígols i Alinyà,14182.0,35679.0,20990.0,20650.0,16879.0,42464.0
"Vansa i Fórnols, La",15386.0,33888.0,21531.0,17850.0,18853.0,41524.0
Josa i Tuixén,16496.0,30284.0,21652.0,19250.0,20155.0,37002.0
"Plans de Sió, Els",16755.0,41931.0,24495.0,22050.0,20553.0,51434.0
Gimenells i el Pla de la Font,14760.0,40085.0,22334.0,19950.0,18121.0,49211.0
Riu de Cerdanya,18291.0,40404.0,,,22942.0,50677.0
Abadín,12857.0,28251.0,18191.0,17150.0,14382.0,31602.0
Alfoz,14178.0,32972.0,20408.0,19250.0,16292.0,37889.0
Antas de Ulla,12907.0,28751.0,18411.0,16450.0,14770.0,32901.0
Baleira,13947.0,30228.0,19717.0,17150.0,15901.0,34463.0
Barreiros,14827.0,31199.0,20584.0,18550.0,17501.0,36824.0
Becerreá,13198.0,29633.0,18803.0,17150.0,15056.0,33807.0
Begonte,14154.0,31087.0,19924.0,17850.0,16397.0,36013.0
Bóveda,13861.0,29254.0,19421.0,17850.0,15941.0,33645.0
Carballedo,13858.0,30286.0,19713.0,17850.0,15894.0,34737.0
Castro de Rei,14084.0,34923.0,20692.0,18550.0,16367.0,40583.0
Castroverde,14277.0,34579.0,20881.0,18550.0,16700.0,40447.0
Cervantes,13696.0,29848.0,19244.0,17850.0,15461.0,33694.0
Cervo,16822.0,39641.0,24385.0,22750.0,20394.0,48059.0
"Corgo, O",14868.0,34447.0,21331.0,19250.0,17551.0,40665.0
Cospeito,13458.0,32899.0,19703.0,18550.0,15423.0,37703.0
Chantada,13016.0,29815.0,18707.0,17150.0,15107.0,34604.0
Folgoso do Courel,13920.0,28736.0,19280.0,17850.0,15770.0,32556.0
"Fonsagrada, A",13811.0,28937.0,19169.0,17850.0,15728.0,32953.0
Foz,14946.0,33931.0,21513.0,19950.0,17992.0,40846.0
Friol,13757.0,32435.0,19945.0,17850.0,15937.0,37576.0
Xermade,14626.0,31240.0,20496.0,18550.0,17030.0,36376.0
Guitiriz,13109.0,31385.0,19157.0,17850.0,15119.0,36199.0
Guntín,13883.0,34307.0,20329.0,18550.0,15933.0,39373.0
"Incio, O",14035.0,30488.0,19704.0,17850.0,15995.0,34746.0
Xove,15205.0,35360.0,21954.0,20650.0,18147.0,42201.0
Láncara,12260.0,31198.0,18128.0,17150.0,13917.0,35412.0
Lourenzá,12860.0,31059.0,19074.0,17150.0,15227.0,36776.0
Lugo,15082.0,34880.0,21759.0,19250.0,18433.0,42628.0
Meira,14123.0,34996.0,20830.0,18550.0,16663.0,41288.0
Mondoñedo,13320.0,29148.0,18824.0,17150.0,15268.0,33410.0
Monforte de Lemos,13384.0,30371.0,19062.0,17150.0,15820.0,35901.0
Monterroso,13365.0,29804.0,19046.0,17150.0,15456.0,34467.0
Muras,13662.0,27607.0,18470.0,17150.0,15520.0,31363.0
Navia de Suarna,13997.0,28647.0,19342.0,17150.0,15757.0,32251.0
Negueira de Muñiz,14532.0,25459.0,19269.0,16800.0,17294.0,30299.0
"Nogais, As",13373.0,29358.0,18814.0,17850.0,15043.0,33024.0
Ourol,13402.0,28176.0,18709.0,17850.0,15310.0,32189.0
Outeiro de Rei,15459.0,39038.0,22964.0,21350.0,18506.0,46732.0
Palas de Rei,13881.0,29538.0,19592.0,17150.0,16122.0,34308.0
Pantón,13426.0,26453.0,18169.0,16450.0,15286.0,30118.0
Paradela,14027.0,37413.0,21085.0,18550.0,15993.0,42658.0
"Páramo, O",13328.0,34498.0,19804.0,17850.0,15262.0,39503.0
"Pastoriza, A",13545.0,33883.0,20201.0,18550.0,15802.0,39528.0
Pedrafita do Cebreiro,15443.0,34980.0,21943.0,20650.0,17753.0,40211.0
Pol,15017.0,35843.0,21833.0,19250.0,17742.0,42348.0
"Pobra do Brollón, A",14186.0,28113.0,19371.0,18550.0,16226.0,32155.0
"Pontenova, A",14303.0,31821.0,20401.0,18550.0,16611.0,36954.0
Portomarín,15786.0,37379.0,22920.0,19250.0,18708.0,44297.0
Quiroga,13491.0,23978.0,17563.0,16450.0,15456.0,27470.0
Ribadeo,14772.0,33604.0,21131.0,18550.0,17734.0,40343.0
Ribas de Sil,13659.0,26919.0,18604.0,17150.0,15556.0,30657.0
Ribeira de Piquín,13826.0,32283.0,19936.0,17850.0,15554.0,36317.0
Riotorto,13762.0,33242.0,20215.0,18550.0,15849.0,38283.0
Samos,12989.0,24279.0,17419.0,16450.0,14650.0,27384.0
Rábade,13787.0,31406.0,19797.0,18550.0,16261.0,37041.0
Sarria,13348.0,31315.0,19301.0,17150.0,15669.0,36761.0
"Saviñao, O",12963.0,28014.0,18297.0,16450.0,14732.0,31838.0
Sober,13732.0,26733.0,18652.0,16450.0,15738.0,30639.0
Taboada,13762.0,31510.0,19753.0,17150.0,15882.0,36365.0
Trabada,14593.0,35185.0,21386.0,19950.0,17196.0,41462.0
Triacastela,11900.0,30254.0,17736.0,16450.0,13350.0,33940.0
"Valadouro, O",13569.0,30133.0,19369.0,17850.0,15519.0,34463.0
"Vicedo, O",14488.0,31006.0,20190.0,18550.0,16709.0,35759.0
Vilalba,13745.0,32305.0,19917.0,17850.0,16023.0,37660.0
Viveiro,14698.0,33909.0,21116.0,19250.0,17577.0,40551.0
Baralla,13275.0,32948.0,19469.0,17850.0,15248.0,37844.0
Burela,14357.0,34983.0,20927.0,18550.0,17256.0,42047.0
"Acebeda, La",16893.0,31213.0,,,19973.0,36904.0
Ajalvir,16039.0,45022.0,24530.0,22050.0,19839.0,55691.0
Alameda del Valle,19327.0,34432.0,25312.0,22750.0,23880.0,42542.0
"Álamo, El",12605.0,36817.0,19393.0,17850.0,14945.0,43651.0
Alcalá de Henares,15598.0,41866.0,23355.0,20650.0,18990.0,50971.0
Alcobendas,21644.0,65139.0,34744.0,24150.0,29659.0,89262.0
Alcorcón,15667.0,41634.0,23503.0,21350.0,19055.0,50636.0
Aldea del Fresno,12649.0,33409.0,18779.0,17150.0,14907.0,39371.0
Algete,18232.0,57767.0,28905.0,23450.0,23363.0,74024.0
Alpedrete,17829.0,51116.0,27432.0,24150.0,22546.0,64638.0
Ambite,12672.0,27945.0,17662.0,15750.0,14875.0,32803.0
Anchuelo,13676.0,35506.0,20419.0,18550.0,16475.0,42773.0
Aranjuez,14173.0,40453.0,21662.0,19250.0,17173.0,49015.0
Arganda del Rey,13968.0,40353.0,21497.0,19950.0,16823.0,48600.0
Arroyomolinos,17420.0,54546.0,28170.0,26250.0,22148.0,69350.0
"Atazar, El",13811.0,27367.0,18877.0,17150.0,16554.0,32801.0
Batres,16503.0,47860.0,25288.0,24150.0,20536.0,59555.0
Becerril de la Sierra,17515.0,45765.0,25982.0,21350.0,22001.0,57485.0
Belmonte de Tajo,13173.0,33971.0,19631.0,17850.0,15329.0,39530.0
Berzosa del Lozoya,19798.0,40063.0,25888.0,22050.0,24143.0,48854.0
"Berrueco, El",15781.0,36501.0,22378.0,18550.0,19155.0,44303.0
Boadilla del Monte,26668.0,89455.0,43769.0,36750.0,36986.0,124066.0
"Boalo, El",17915.0,50159.0,27505.0,24150.0,22635.0,63375.0
Braojos,17607.0,36388.0,24537.0,24150.0,21115.0,43637.0
Brea de Tajo,12793.0,26395.0,17335.0,16450.0,14608.0,30140.0
Brunete,15529.0,46320.0,23884.0,20650.0,19287.0,57528.0
Buitrago del Lozoya,14627.0,37493.0,21348.0,19250.0,17584.0,45072.0
Bustarviejo,16087.0,37339.0,22853.0,19950.0,19712.0,45754.0
Cabanillas de la Sierra,17287.0,43672.0,25353.0,22050.0,21113.0,53338.0
"Cabrera, La",15209.0,40944.0,22850.0,19950.0,18526.0,49875.0
Cadalso de los Vidrios,12228.0,30752.0,18066.0,15750.0,14396.0,36203.0
Camarma de Esteruelas,15491.0,43253.0,23627.0,21350.0,19030.0,53134.0
Campo Real,14076.0,38067.0,21383.0,19250.0,16932.0,45791.0
Canencia,15186.0,29513.0,20186.0,17850.0,18063.0,35104.0
Carabaña,12333.0,31090.0,18249.0,16450.0,14383.0,36257.0
Casarrubuelos,13772.0,41197.0,21407.0,19950.0,16564.0,49549.0
Cenicientos,11511.0,28218.0,16650.0,15750.0,13157.0,32252.0
Cercedilla,15770.0,39930.0,23225.0,20650.0,19477.0,49317.0
Cervera de Buitrago,18596.0,35200.0,24432.0,23450.0,21865.0,41387.0
Ciempozuelos,12927.0,36875.0,19665.0,18550.0,15281.0,43589.0
Cobeña,19766.0,62110.0,31880.0,27650.0,25741.0,80883.0
Colmenar del Arroyo,15331.0,40034.0,22535.0,19950.0,18698.0,48824.0
Colmenar de Oreja,12312.0,33834.0,18546.0,17150.0,14325.0,39365.0
Colmenarejo,16340.0,49871.0,25274.0,22050.0,20346.0,62097.0
Colmenar Viejo,17736.0,52003.0,27567.0,24150.0,22447.0,65814.0
Collado Mediano,18271.0,50414.0,27529.0,22750.0,23156.0,63894.0
Collado Villalba,14647.0,41413.0,22110.0,19950.0,17766.0,50232.0
Corpa,13602.0,34806.0,20395.0,19950.0,15746.0,40292.0
Coslada,15265.0,41836.0,22987.0,20650.0,18433.0,50518.0
Cubas de la Sagra,15046.0,48589.0,24086.0,22050.0,18618.0,60127.0
Chapinería,14037.0,39745.0,21758.0,19250.0,17011.0,48168.0
Chinchón,13062.0,33815.0,19321.0,17150.0,15431.0,39948.0
Daganzo de Arriba,17623.0,53691.0,27759.0,25550.0,22277.0,67871.0
"Escorial, El",17477.0,45779.0,26000.0,22750.0,21836.0,57197.0
Estremera,12029.0,30792.0,17481.0,15750.0,14054.0,35974.0
Fresnedillas de la Oliva,12542.0,35963.0,19102.0,17150.0,14835.0,42537.0
Fresno de Torote,15092.0,43247.0,23261.0,20650.0,18350.0,52581.0
Fuenlabrada,13454.0,38299.0,20457.0,19250.0,15909.0,45288.0
Fuente el Saz de Jarama,14563.0,43309.0,22421.0,19250.0,17751.0,52788.0
Fuentidueña de Tajo,12553.0,31356.0,18334.0,17150.0,14629.0,36541.0
Galapagar,17032.0,49504.0,26211.0,22050.0,21466.0,62393.0
Garganta de los Montes,17957.0,35472.0,24114.0,22750.0,21981.0,43421.0
Gargantilla del Lozoya y Pinilla de Buitrago,15573.0,29519.0,21581.0,17850.0,21665.0,41066.0
Gascones,17107.0,43848.0,25549.0,23450.0,21038.0,53924.0
Getafe,15867.0,41792.0,23896.0,21350.0,19413.0,51131.0
Griñón,16818.0,51037.0,26162.0,22750.0,21233.0,64436.0
Guadalix de la Sierra,15394.0,41488.0,23054.0,20650.0,18821.0,50724.0
Guadarrama,16602.0,44863.0,24913.0,22050.0,20395.0,55113.0
"Hiruela, La",16893.0,31213.0,,,19973.0,36904.0
Horcajo de la Sierra-Aoslos,17763.0,35029.0,23323.0,19250.0,21142.0,41691.0
Horcajuelo de la Sierra,15223.0,30153.0,20517.0,17150.0,18012.0,35678.0
Hoyo de Manzanares,19583.0,56407.0,30018.0,25550.0,25242.0,72707.0
Humanes de Madrid,12552.0,36888.0,19432.0,17850.0,14867.0,43694.0
