geo_name,avg_net_income_per_person,avg_household_net_income,avg_income_per_consumption_unit,median_income_per_consumption_unit,avg_gross_income_per_person,avg_household_income
Abrera,16682.0,45010.0,25134.0,24150.0,20681.0,55801.0
Aguilar de Segarra,18693.0,52124.0,29225.0,27650.0,24041.0,67036.0
Alella,25382.0,72328.0,39666.0,31150.0,35386.0,100832.0
Alpens,19367.0,42673.0,27343.0,24500.0,24656.0,54327.0
"Ametlla del Vallès, L'",21257.0,62740.0,33748.0,29050.0,28899.0,85296.0
Arenys de Mar,16679.0,41502.0,24489.0,21350.0,20939.0,52102.0
Arenys de Munt,16776.0,43767.0,25121.0,22050.0,21085.0,55007.0
Argençola,15738.0,42456.0,23655.0,22050.0,19838.0,53516.0
Argentona,18013.0,50252.0,27622.0,24150.0,23089.0,64411.0
Artés,16039.0,40915.0,24017.0,22750.0,19628.0,50072.0
Avià,16985.0,42136.0,25280.0,23450.0,20992.0,52077.0
Avinyó,15973.0,41303.0,23881.0,22750.0,19454.0,50305.0
Avinyonet del Penedès,16456.0,41527.0,24025.0,22750.0,20427.0,51549.0
Aiguafreda,17748.0,43125.0,25842.0,23450.0,22178.0,53888.0
Badalona,14618.0,38955.0,21830.0,19950.0,17856.0,47585.0
Bagà,17500.0,39005.0,24715.0,22050.0,21194.0,47239.0
Balenyà,14492.0,38415.0,21536.0,20650.0,17577.0,46593.0
Balsareny,15813.0,39244.0,23255.0,22050.0,19010.0,47180.0
Barcelona,19527.0,47361.0,28493.0,23450.0,25597.0,62085.0
Begues,21840.0,63381.0,33809.0,29050.0,29011.0,84189.0
Bellprat,,,,,,
Berga,15449.0,37173.0,22401.0,20650.0,18681.0,44950.0
Bigues i Riells,17201.0,47951.0,26077.0,23450.0,21677.0,60429.0
Borredà,16003.0,35622.0,22655.0,21350.0,19097.0,42509.0
"Bruc, El",17297.0,44021.0,25785.0,23450.0,22223.0,56558.0
"Brull, El",19814.0,64803.0,36224.0,27650.0,33049.0,108091.0
"Cabanyes, Les",17701.0,54368.0,28113.0,26950.0,22520.0,69169.0
Cabrera d'Anoia,14026.0,34333.0,20358.0,19250.0,16676.0,40821.0
Cabrera de Mar,22766.0,64127.0,35361.0,29750.0,31090.0,87572.0
Cabrils,24186.0,72705.0,37510.0,29750.0,33306.0,100119.0
Calaf,14120.0,35779.0,20956.0,19250.0,17140.0,43431.0
Caldes d'Estrac,19248.0,46682.0,27813.0,22750.0,25472.0,61774.0
Caldes de Montbui,17089.0,46606.0,25824.0,23450.0,21455.0,58514.0
Calders,17895.0,46417.0,26968.0,24850.0,22530.0,58441.0
Calella,14031.0,34872.0,20518.0,17850.0,17026.0,42318.0
Calonge de Segarra,16681.0,47542.0,26155.0,22750.0,20264.0,57753.0
Calldetenes,16857.0,46702.0,26275.0,24150.0,21531.0,59651.0
Callús,15421.0,38214.0,22970.0,22050.0,19014.0,47118.0
Campins,18913.0,50862.0,28504.0,24850.0,24315.0,65387.0
Canet de Mar,15714.0,39506.0,23211.0,21350.0,19356.0,48664.0
Canovelles,12923.0,38648.0,19799.0,17850.0,15536.0,46461.0
Cànoves i Samalús,17066.0,47718.0,25841.0,22750.0,21555.0,60269.0
Canyelles,15803.0,43138.0,24726.0,22750.0,20542.0,56073.0
Capellades,15419.0,38984.0,22745.0,21350.0,18783.0,47488.0
Capolat,18111.0,38680.0,,,22825.0,48748.0
Cardedeu,17792.0,48018.0,27065.0,24150.0,22577.0,60935.0
Cardona,15730.0,38192.0,23564.0,22050.0,19576.0,47532.0
Carme,15734.0,40704.0,23503.0,21350.0,19229.0,49747.0
Casserres,15362.0,36487.0,23233.0,21350.0,18955.0,45022.0
Castellar del Riu,16771.0,42738.0,24903.0,26250.0,20738.0,52850.0
Castellar del Vallès,17260.0,47263.0,26256.0,24150.0,21638.0,59251.0
Castellar de n'Hug,17812.0,39771.0,25168.0,21350.0,21916.0,48935.0
Castellbell i el Vilar,14852.0,37495.0,21913.0,20650.0,17987.0,45410.0
Castellbisbal,16867.0,48579.0,26010.0,24150.0,21154.0,60925.0
Castellcir,17806.0,44515.0,26317.0,21350.0,22727.0,56818.0
Castelldefels,18693.0,51814.0,28478.0,23450.0,24568.0,68098.0
Castell de l'Areny,18111.0,38680.0,,,22825.0,48748.0
Castellet i la Gornal,15065.0,37603.0,22215.0,21350.0,18303.0,45686.0
Castellfollit del Boix,17679.0,49157.0,27199.0,23450.0,22474.0,62489.0
Castellfollit de Riubregós,16443.0,34530.0,23379.0,22050.0,20076.0,42160.0
Castellgalí,16354.0,43529.0,24673.0,22750.0,20270.0,53951.0
Castellnou de Bages,17878.0,51578.0,27769.0,24850.0,22777.0,65711.0
Castellolí,18943.0,53863.0,29237.0,26600.0,24721.0,70293.0
Castellterçol,15988.0,39606.0,23492.0,20650.0,19890.0,49271.0
Castellví de la Marca,15587.0,42621.0,23614.0,22050.0,19119.0,52280.0
Castellví de Rosanes,19072.0,55458.0,29369.0,26950.0,24496.0,71231.0
Centelles,16294.0,40568.0,24113.0,22050.0,20018.0,49840.0
Cervelló,18664.0,51958.0,28548.0,26250.0,23773.0,66181.0
Collbató,20312.0,57999.0,31248.0,27650.0,26489.0,75638.0
Collsuspina,15170.0,44119.0,24641.0,20650.0,20148.0,58598.0
Copons,16438.0,43134.0,24983.0,22750.0,21492.0,56396.0
Corbera de Llobregat,18030.0,50877.0,27601.0,24850.0,23025.0,64975.0
Cornellà de Llobregat,14920.0,38322.0,22016.0,19950.0,18142.0,46596.0
Cubelles,16276.0,39572.0,23675.0,21350.0,20168.0,49034.0
Dosrius,16572.0,47426.0,25792.0,23450.0,21146.0,60518.0
Esparreguera,16203.0,41955.0,24120.0,22750.0,19934.0,51616.0
Esplugues de Llobregat,17633.0,47034.0,26754.0,22750.0,22926.0,61153.0
"Espunyola, L'",16133.0,46404.0,25204.0,20650.0,20183.0,58055.0
"Estany, L'",18008.0,40749.0,25674.0,22750.0,22046.0,49888.0
Fígols,18111.0,38680.0,,,22825.0,48748.0
Fogars de Montclús,16264.0,46537.0,25001.0,24850.0,20125.0,57584.0
Fogars de la Selva,14938.0,39785.0,22320.0,21350.0,17876.0,47611.0
Folgueroles,18642.0,52013.0,29076.0,26250.0,24202.0,67524.0
Fonollosa,17272.0,46788.0,26248.0,24850.0,21465.0,58147.0
Font-rubí,16299.0,43902.0,24542.0,22050.0,20713.0,55792.0
"Franqueses del Vallès, Les",15350.0,42688.0,23435.0,22050.0,19036.0,52940.0
Gallifa,23300.0,56837.0,34345.0,28350.0,30323.0,73971.0
"Garriga, La",18467.0,48544.0,27819.0,24150.0,23764.0,62470.0
Gavà,17120.0,45669.0,25835.0,22750.0,21821.0,58210.0
Gaià,17202.0,46768.0,25533.0,22050.0,20662.0,56176.0
Gelida,16339.0,42081.0,24323.0,22750.0,20398.0,52535.0
Gironella,15091.0,36881.0,22132.0,20650.0,18025.0,44052.0
Gisclareny,18111.0,38680.0,,,22825.0,48748.0
"Granada, La",16574.0,44787.0,25286.0,24150.0,20627.0,55741.0
Granera,,,,,,
Granollers,16199.0,42757.0,24021.0,21350.0,20162.0,53219.0
Gualba,17699.0,46010.0,26591.0,24150.0,22146.0,57574.0
Sant Salvador de Guardiola,16407.0,44959.0,25098.0,23450.0,20357.0,55782.0
Guardiola de Berguedà,15580.0,32463.0,21423.0,19250.0,18486.0,38520.0
Gurb,22153.0,73732.0,36062.0,30450.0,30018.0,99909.0
"Hospitalet de Llobregat, L'",13302.0,36526.0,19732.0,17850.0,15975.0,43866.0
Igualada,15698.0,40560.0,23386.0,20650.0,19458.0,50277.0
Jorba,17264.0,42873.0,25472.0,23450.0,21742.0,53992.0
"Llacuna, La",16339.0,39000.0,23236.0,19250.0,20013.0,47771.0
"Llagosta, La",13766.0,36148.0,20438.0,19950.0,16435.0,43155.0
Llinars del Vallès,17101.0,45776.0,25846.0,23450.0,21469.0,57467.0
Lliçà d'Amunt,16930.0,49141.0,26109.0,24150.0,21050.0,61098.0
Lliçà de Vall,15754.0,46180.0,28698.0,25550.0,23946.0,70192.0
Lluçà,15899.0,39606.0,23556.0,21350.0,19375.0,48265.0
Malgrat de Mar,14651.0,36135.0,21463.0,19950.0,17652.0,43537.0
Malla,22561.0,70306.0,37176.0,29400.0,31096.0,96904.0
Manlleu,13699.0,38909.0,20811.0,19250.0,16540.0,46977.0
Manresa,15099.0,37680.0,22030.0,19950.0,18549.0,46290.0
Martorell,14833.0,42058.0,22388.0,20650.0,18233.0,51696.0
Martorelles,16919.0,44400.0,25310.0,22750.0,21040.0,55213.0
"Masies de Roda, Les",16932.0,47794.0,26084.0,24150.0,21099.0,59554.0
"Masies de Voltregà, Les",16761.0,45839.0,25573.0,24850.0,20730.0,56691.0
"Masnou, El",19295.0,49645.0,28802.0,25550.0,24910.0,64092.0
Masquefa,15641.0,42794.0,23698.0,22750.0,19125.0,52326.0
Matadepera,26720.0,85692.0,42710.0,35350.0,37959.0,121735.0
Mataró,14433.0,38499.0,21636.0,19250.0,17714.0,47251.0
Mediona,14609.0,34999.0,21394.0,19950.0,17694.0,42391.0
Molins de Rei,18316.0,47436.0,27512.0,24850.0,23415.0,60641.0
Mollet del Vallès,15241.0,39648.0,22554.0,21350.0,18586.0,48352.0
Montcada i Reixac,14700.0,39356.0,22049.0,20650.0,17963.0,48092.0
Montgat,18237.0,46935.0,27323.0,24850.0,23254.0,59845.0
Monistrol de Montserrat,14812.0,35807.0,21612.0,20650.0,17889.0,43247.0
Monistrol de Calders,15222.0,36369.0,22523.0,20650.0,18074.0,43183.0
Muntanyola,19469.0,52416.0,29138.0,22750.0,25993.0,69982.0
Montclar,14378.0,41218.0,22392.0,21350.0,16566.0,47489.0
Montesquiu,14589.0,33568.0,21181.0,19950.0,17214.0,39608.0
Montmajor,14987.0,39683.0,22676.0,20650.0,18083.0,47878.0
Montmaneu,15709.0,45956.0,24011.0,23100.0,19171.0,56082.0
Figaró-Montmany,16189.0,38317.0,23330.0,20650.0,19886.0,47068.0
Montmeló,15871.0,41588.0,23638.0,22050.0,19375.0,50772.0
Montornès del Vallès,14991.0,41298.0,22685.0,21350.0,18227.0,50210.0
Montseny,19989.0,46810.0,30049.0,21350.0,26997.0,63220.0
Moià,15848.0,40791.0,23387.0,20650.0,19486.0,50156.0
Mura,18922.0,39581.0,25878.0,21000.0,24104.0,50419.0
Navarcles,16609.0,41189.0,24595.0,22750.0,20284.0,50302.0
Navàs,15743.0,38996.0,23355.0,22050.0,19151.0,47438.0
"Nou de Berguedà, La",16986.0,44731.0,25556.0,22750.0,20526.0,54053.0
Òdena,15281.0,40825.0,23077.0,21350.0,18749.0,50090.0
Olvan,15462.0,36827.0,22516.0,22050.0,18344.0,43689.0
Olèrdola,16989.0,47132.0,25851.0,22750.0,21338.0,59198.0
Olesa de Bonesvalls,16806.0,44244.0,25212.0,24150.0,20872.0,54948.0
Olesa de Montserrat,15654.0,42035.0,23564.0,22050.0,19206.0,51575.0
Olivella,15946.0,45000.0,24317.0,22050.0,20272.0,57210.0
Olost,17924.0,45110.0,26769.0,23450.0,22921.0,57687.0
Orís,18508.0,55365.0,28898.0,26250.0,23391.0,69972.0
Oristà,16539.0,45523.0,25451.0,23450.0,20184.0,55554.0
Orpí,16731.0,44450.0,25072.0,21350.0,21115.0,56097.0
Òrrius,17793.0,47709.0,27007.0,24850.0,22474.0,60260.0
Pacs del Penedès,22068.0,64813.0,35170.0,26950.0,29945.0,87944.0
Palafolls,14526.0,37689.0,21801.0,20650.0,17701.0,45928.0
Palau-solità i Plegamans,17507.0,50431.0,26853.0,24850.0,22045.0,63506.0
Pallejà,18231.0,50046.0,27704.0,25550.0,23263.0,63858.0
"Papiol, El",17370.0,45986.0,26258.0,24150.0,21981.0,58191.0
Parets del Vallès,16889.0,45927.0,25646.0,24150.0,20965.0,57011.0
Perafita,16927.0,43368.0,24910.0,21350.0,20868.0,53467.0
Piera,14479.0,39233.0,21712.0,20650.0,17511.0,47447.0
"Hostalets de Pierola, Els",15867.0,42109.0,23918.0,21350.0,19587.0,51979.0
Pineda de Mar,13951.0,34538.0,20304.0,18550.0,16664.0,41254.0
"Pla del Penedès, El",15135.0,36446.0,22178.0,21350.0,18547.0,44660.0
"Pobla de Claramunt, La",15898.0,43048.0,23903.0,21350.0,19635.0,53165.0
"Pobla de Lillet, La",16343.0,34787.0,22838.0,21350.0,19336.0,41156.0
Polinyà,15698.0,44221.0,24107.0,22750.0,19319.0,54422.0
Pontons,13461.0,30439.0,19320.0,16450.0,16054.0,36302.0
"Prat de Llobregat, El",15714.0,41138.0,23399.0,22050.0,19273.0,50456.0
"Prats de Rei, Els",16239.0,38604.0,24064.0,22050.0,19817.0,47110.0
Prats de Lluçanès,16327.0,41607.0,24360.0,22750.0,19870.0,50637.0
Premià de Mar,16592.0,42499.0,24611.0,22050.0,20715.0,53060.0
Puigdàlber,15287.0,43758.0,24350.0,22050.0,19010.0,54415.0
Puig-reig,15659.0,37076.0,22846.0,20650.0,18840.0,44607.0
Pujalt,18287.0,48766.0,27609.0,27650.0,23375.0,62334.0
"Quar, La",18111.0,38680.0,,,22825.0,48748.0
Rajadell,19875.0,54313.0,30322.0,28350.0,26693.0,72944.0
Rellinars,16707.0,43117.0,24968.0,22750.0,20693.0,53403.0
Ripollet,14420.0,37926.0,21522.0,19950.0,17494.0,46010.0
"Roca del Vallès, La",18856.0,50856.0,28613.0,25550.0,24245.0,65391.0
"Pont de Vilomara i Rocafort, El",14536.0,38625.0,22050.0,21000.0,17333.0,46056.0
Roda de Ter,15249.0,40553.0,22945.0,22050.0,18682.0,49681.0
Rubí,14794.0,40881.0,22366.0,20650.0,18078.0,49955.0
Rubió,15987.0,51201.0,25193.0,22750.0,19801.0,63416.0
Sabadell,15637.0,40323.0,23213.0,20650.0,19329.0,49842.0
Sagàs,17576.0,62129.0,28566.0,26250.0,22189.0,78435.0
Sant Pere Sallavinera,19939.0,54316.0,30087.0,24150.0,25529.0,69545.0
Saldes,19319.0,40271.0,26748.0,23450.0,25619.0,53402.0
Sallent,15758.0,38301.0,23107.0,22050.0,18953.0,46069.0
Santpedor,17872.0,47067.0,27054.0,24850.0,22590.0,59495.0
Sant Iscle de Vallalta,16409.0,42920.0,24389.0,21350.0,20572.0,53810.0
Sant Adrià de Besòs,13268.0,36148.0,19841.0,17850.0,15977.0,43528.0
Sant Agustí de Lluçanès,17461.0,44900.0,26743.0,25550.0,21394.0,55014.0
Sant Andreu de la Barca,15639.0,41760.0,23500.0,22050.0,19210.0,51293.0
Sant Andreu de Llavaneres,20181.0,54390.0,30721.0,25550.0,27284.0,73536.0
Sant Antoni de Vilamajor,18145.0,48620.0,27387.0,24150.0,23131.0,61980.0
Sant Bartomeu del Grau,15527.0,42158.0,23515.0,22050.0,19297.0,52394.0
Sant Boi de Llobregat,15331.0,40324.0,22903.0,21350.0,18712.0,49217.0
Sant Boi de Lluçanès,17165.0,39657.0,25024.0,22750.0,21322.0,49262.0
Sant Celoni,15734.0,41656.0,23534.0,21350.0,19342.0,51208.0
Sant Cebrià de Vallalta,16684.0,41577.0,24579.0,22050.0,21106.0,52596.0
Sant Climent de Llobregat,17348.0,49754.0,26801.0,24850.0,22030.0,63181.0
Sant Cugat del Vallès,24748.0,74951.0,39397.0,32550.0,34785.0,105348.0
Sant Cugat Sesgarrigues,16516.0,48642.0,25831.0,23450.0,20411.0,60111.0
Sant Esteve de Palautordera,18364.0,51151.0,28389.0,24150.0,23802.0,66296.0
Sant Esteve Sesrovires,19496.0,53283.0,29618.0,26950.0,25172.0,68796.0
Sant Fost de Campsentelles,18359.0,53018.0,28302.0,26250.0,23350.0,67432.0
Sant Feliu de Codines,16049.0,41251.0,23851.0,22050.0,19852.0,51025.0
Sant Feliu de Llobregat,17607.0,46453.0,26495.0,23450.0,22240.0,58678.0
Sant Feliu Sasserra,16526.0,42196.0,24129.0,22050.0,20169.0,51496.0
Sant Fruitós de Bages,18223.0,48609.0,27679.0,23450.0,23328.0,62227.0
Vilassar de Dalt,19418.0,51896.0,29503.0,24850.0,25300.0,67618.0
Sant Hipòlit de Voltregà,16346.0,42229.0,24486.0,22750.0,20194.0,52171.0
Sant Jaume de Frontanyà,18111.0,38680.0,,,22825.0,48748.0
Sant Joan Despí,18262.0,48757.0,27620.0,24850.0,23328.0,62283.0
Sant Joan de Vilatorrada,15573.0,40662.0,23306.0,22050.0,18979.0,49556.0
Vilassar de Mar,19753.0,51548.0,30176.0,26250.0,26152.0,68247.0
Sant Julià de Vilatorta,20548.0,58046.0,31569.0,28350.0,26833.0,75799.0
Sant Just Desvern,25286.0,67583.0,39037.0,31150.0,35405.0,94626.0
Sant Llorenç d'Hortons,16982.0,44716.0,25713.0,24150.0,21285.0,56048.0
Sant Llorenç Savall,15512.0,37826.0,22818.0,20650.0,18633.0,45437.0
Sant Martí de Centelles,15159.0,38437.0,22135.0,20650.0,18428.0,46726.0
Sant Martí d'Albars,17388.0,51793.0,27565.0,25550.0,21574.0,64263.0
Sant Martí de Tous,16520.0,46684.0,25776.0,23450.0,20890.0,59034.0
Sant Martí Sarroca,15141.0,40720.0,22766.0,21350.0,18461.0,49648.0
Sant Martí Sesgueioles,15798.0,40224.0,22964.0,22050.0,19264.0,49048.0
Sant Mateu de Bages,18167.0,42935.0,27134.0,21350.0,22988.0,54328.0
Premià de Dalt,20304.0,57119.0,31865.0,25550.0,27371.0,77000.0
Sant Pere de Ribes,15889.0,41892.0,23785.0,19950.0,20029.0,52807.0
Sant Pere de Riudebitlles,16042.0,40729.0,23849.0,21350.0,19678.0,49961.0
Sant Pere de Torelló,16070.0,41616.0,24344.0,23450.0,19778.0,51218.0
Sant Pere de Vilamajor,17077.0,47116.0,26057.0,24150.0,21553.0,59464.0
Sant Pol de Mar,19691.0,47301.0,28415.0,24150.0,25459.0,61159.0
Sant Quintí de Mediona,13450.0,36161.0,20187.0,18550.0,16268.0,43736.0
Sant Quirze de Besora,16761.0,40215.0,24375.0,22750.0,20790.0,49883.0
Sant Quirze del Vallès,22038.0,62048.0,33988.0,29750.0,29394.0,82758.0
Sant Quirze Safaja,21338.0,53632.0,31505.0,24850.0,29220.0,73441.0
Sant Sadurní d'Anoia,17614.0,46009.0,26348.0,24150.0,22066.0,57638.0
Sant Sadurní d'Osormort,,,,,,
Marganell,15921.0,34850.0,22029.0,19950.0,19341.0,42336.0
Santa Cecília de Voltregà,20917.0,66585.0,33587.0,33250.0,27090.0,86236.0
Santa Coloma de Cervelló,18087.0,52238.0,27849.0,25550.0,23110.0,66746.0
Santa Coloma de Gramenet,12584.0,34161.0,18732.0,17150.0,14876.0,40384.0
Santa Eugènia de Berga,16412.0,42375.0,24623.0,23450.0,20003.0,51646.0
Santa Eulàlia de Riuprimer,17260.0,45769.0,26407.0,24150.0,21771.0,57731.0
Santa Eulàlia de Ronçana,16594.0,47380.0,25619.0,24150.0,20737.0,59211.0
Santa Fe del Penedès,17004.0,48584.0,26248.0,25550.0,21250.0,60715.0
Santa Margarida de Montbui,12594.0,34014.0,18872.0,17850.0,14756.0,39852.0
Santa Margarida i els Monjos,14066.0,38226.0,21327.0,20650.0,16946.0,46052.0
Barberà del Vallès,15932.0,43314.0,24135.0,22750.0,19577.0,53224.0
Santa Maria de Besora,15620.0,32907.0,21718.0,20650.0,18787.0,39578.0
"Esquirol, L'",16890.0,42170.0,24947.0,22750.0,20760.0,51830.0
Santa Maria de Merlès,19187.0,60699.0,30070.0,21350.0,23933.0,75714.0
Santa Maria de Martorelles,18213.0,49907.0,27776.0,25550.0,22828.0,62554.0
Santa Maria de Miralles,17586.0,40709.0,25108.0,18550.0,22514.0,52115.0
Santa Maria d'Oló,15668.0,38690.0,23192.0,22050.0,18756.0,46316.0
Santa Maria de Palautordera,16680.0,44311.0,25142.0,22750.0,20863.0,55424.0
Santa Perpètua de Mogoda,15657.0,43064.0,23739.0,22050.0,19275.0,53014.0
Santa Susanna,15817.0,43796.0,24085.0,22050.0,19935.0,55199.0
Sant Vicenç de Castellet,14060.0,36506.0,20902.0,19250.0,16837.0,43717.0
Sant Vicenç dels Horts,15183.0,42529.0,23101.0,21350.0,18453.0,51688.0
Sant Vicenç de Montalt,23697.0,66063.0,35950.0,28350.0,32846.0,91568.0
Sant Vicenç de Torelló,17698.0,45689.0,26698.0,24850.0,22141.0,57162.0
Cerdanyola del Vallès,17925.0,46621.0,27084.0,23450.0,22963.0,59725.0
Sentmenat,16282.0,45279.0,24947.0,23450.0,20035.0,55713.0
Cercs,16168.0,34696.0,22777.0,21350.0,19311.0,41441.0
Seva,18660.0,49171.0,27831.0,24150.0,24084.0,63466.0
Sitges,21387.0,51676.0,31561.0,24150.0,29550.0,71400.0
Sobremunt,,,,,,
Sora,15684.0,42406.0,23360.0,19250.0,19400.0,52453.0
Subirats,16441.0,44380.0,24844.0,23450.0,20475.0,55271.0
Súria,16442.0,40971.0,24354.0,23450.0,20130.0,50160.0
Tavèrnoles,21708.0,60281.0,32899.0,28700.0,28446.0,78990.0
Tagamanent,17984.0,44671.0,26374.0,24150.0,23100.0,57378.0
Talamanca,17427.0,36455.0,24618.0,23450.0,21707.0,45408.0
Taradell,17866.0,47293.0,26961.0,24150.0,22493.0,59542.0
Terrassa,15337.0,40058.0,22901.0,20650.0,18906.0,49377.0
Tavertet,19200.0,41279.0,26841.0,24150.0,25190.0,54159.0
Teià,23351.0,65106.0,36004.0,29750.0,31656.0,88263.0
Tiana,23325.0,65678.0,36103.0,31150.0,31894.0,89804.0
Tona,16878.0,45653.0,25640.0,22750.0,21328.0,57691.0
Tordera,13712.0,35762.0,20500.0,18550.0,16491.0,43008.0
Torelló,16035.0,41645.0,23931.0,22050.0,19756.0,51309.0
"Torre de Claramunt, La",15038.0,39400.0,22384.0,21350.0,18282.0,47898.0
Torrelavit,17531.0,46601.0,26693.0,24150.0,22208.0,59034.0
Torrelles de Foix,12615.0,32326.0,18582.0,17150.0,14862.0,38083.0
Torrelles de Llobregat,18748.0,51668.0,28565.0,26250.0,23983.0,66095.0
Ullastrell,17482.0,51173.0,27357.0,25550.0,22230.0,65069.0
Vacarisses,16588.0,46087.0,25429.0,24150.0,20709.0,57534.0
Vallbona d'Anoia,15672.0,40788.0,23534.0,21350.0,19193.0,49952.0
Vallcebre,19380.0,41416.0,26617.0,26250.0,24358.0,52055.0
Vallgorguina,16472.0,43967.0,24880.0,22750.0,20706.0,55268.0
Vallirana,16623.0,47243.0,25352.0,23450.0,20734.0,58926.0
Vallromanes,22220.0,65363.0,34870.0,29050.0,30446.0,89561.0
Veciana,13825.0,41961.0,22011.0,16450.0,16811.0,51024.0
Vic,15156.0,42616.0,22965.0,19950.0,18942.0,53263.0
Vilada,15843.0,36826.0,23073.0,22750.0,18984.0,44128.0
Viladecavalls,18938.0,54329.0,29316.0,26250.0,24278.0,69649.0
Viladecans,15794.0,42887.0,23891.0,22050.0,19461.0,52844.0
Vilanova del Camí,13529.0,35538.0,20300.0,19950.0,16013.0,42063.0
Vilanova de Sau,17722.0,39089.0,25166.0,24150.0,21308.0,46999.0
Vilobí del Penedès,17057.0,49730.0,26495.0,24850.0,21257.0,61977.0
Vilafranca del Penedès,15441.0,39684.0,22884.0,20650.0,19105.0,49101.0
Vilalba Sasserra,14283.0,38565.0,21564.0,20650.0,17180.0,46387.0
Vilanova i la Geltrú,16690.0,41375.0,24562.0,22050.0,20970.0,51987.0
Viver i Serrateix,19971.0,64436.0,32226.0,24150.0,26670.0,86047.0
Rupit i Pruit,18517.0,43624.0,26053.0,21350.0,22937.0,54039.0
Vilanova del Vallès,19055.0,55594.0,29425.0,26250.0,24626.0,71847.0
Sant Julià de Cerdanyola,19249.0,38667.0,26060.0,25550.0,23994.0,48199.0
Badia del Vallès,12664.0,32123.0,18613.0,17850.0,14684.0,37247.0
"Palma de Cervelló, La",19098.0,49631.0,28509.0,26250.0,24272.0,63077.0
Abadiño,18247.0,44795.0,26872.0,24850.0,21656.0,53163.0
Abanto y Ciérvana-Abanto Zierbena,17210.0,41418.0,25100.0,23450.0,20333.0,48933.0
Amorebieta-Etxano,18559.0,45694.0,27439.0,25550.0,22316.0,54943.0
Amoroto,19157.0,51527.0,29209.0,27650.0,22822.0,61383.0
Arakaldo,18026.0,49966.0,27646.0,25550.0,21937.0,60808.0
Arantzazu,18881.0,47881.0,28011.0,29050.0,22471.0,56985.0
Munitibar-Arbatzegi Gerrikaitz,17272.0,38694.0,24716.0,22750.0,20257.0,45379.0
Artzentales,16870.0,40418.0,24193.0,22050.0,19565.0,46873.0
Arrankudiaga,18617.0,51056.0,28317.0,28350.0,22469.0,61620.0
Arrieta,21639.0,54194.0,31139.0,28350.0,26365.0,66029.0
Arrigorriaga,17587.0,43110.0,25683.0,23450.0,20935.0,51315.0
Bakio,21768.0,46475.0,30442.0,26250.0,26920.0,57474.0
Barakaldo,16510.0,38597.0,23700.0,22050.0,19322.0,45171.0
Barrika,22534.0,60175.0,34553.0,30450.0,28429.0,75917.0
Basauri,16396.0,37239.0,23222.0,22050.0,18989.0,43128.0
Berango,21102.0,56604.0,32247.0,29050.0,26171.0,70200.0
Bermeo,17332.0,40225.0,24851.0,22050.0,20465.0,47497.0
Berriatua,17032.0,47212.0,25931.0,24150.0,19970.0,55354.0
Berriz,17791.0,44686.0,26024.0,24150.0,21289.0,53472.0
Bilbao,19478.0,44813.0,27783.0,24150.0,23689.0,54502.0
Busturia,18220.0,42009.0,26114.0,24150.0,21643.0,49901.0
Karrantza Harana/Valle de Carranza,14706.0,34354.0,21229.0,19950.0,16804.0,39256.0
Artea,20426.0,53748.0,30783.0,29050.0,24820.0,65311.0
Zeanuri,19931.0,48127.0,29256.0,29050.0,24198.0,58431.0
Zeberio,18980.0,46411.0,28201.0,26950.0,23053.0,56369.0
Dima,18988.0,48092.0,28270.0,27650.0,22877.0,57941.0
Durango,20090.0,49291.0,29378.0,26950.0,24422.0,59919.0
Ea,21331.0,40647.0,28408.0,26950.0,25760.0,49087.0
Etxebarri,17562.0,45459.0,26606.0,24850.0,21079.0,54564.0
Etxebarria,18523.0,47358.0,27599.0,27650.0,21822.0,55792.0
Elantxobe,18534.0,35760.0,24640.0,23450.0,21887.0,42229.0
Elorrio,19559.0,48421.0,28864.0,26250.0,23390.0,57905.0
Ereño,20197.0,48689.0,29670.0,28350.0,24343.0,58685.0
Ermua,17340.0,40178.0,24914.0,23450.0,20340.0,47129.0
Fruiz,19228.0,49217.0,28595.0,26950.0,23385.0,59856.0
Galdakao,19185.0,45218.0,27768.0,25550.0,22983.0,54172.0
Galdames,18402.0,40099.0,26038.0,23450.0,21754.0,47404.0
Gamiz-Fika,22159.0,62534.0,33762.0,30450.0,27428.0,77404.0
Garai,24905.0,78372.0,39648.0,33250.0,32095.0,100996.0
Gatika,19697.0,53541.0,29990.0,28350.0,24024.0,65303.0
Gautegiz Arteaga,21764.0,52379.0,31676.0,30800.0,26452.0,63662.0
Gordexola,19968.0,49576.0,29688.0,26950.0,24314.0,60364.0
Gorliz,20546.0,49551.0,29897.0,26950.0,25244.0,60880.0
Getxo,24626.0,61310.0,36480.0,29750.0,31187.0,77644.0
Güeñes,16613.0,39679.0,24240.0,22750.0,19582.0,46771.0
Gernika-Lumo,17961.0,43497.0,26236.0,24150.0,21421.0,51876.0
Gizaburuaga,18889.0,51159.0,28245.0,28350.0,22715.0,61519.0
Ibarrangelu,22314.0,44968.0,30521.0,28350.0,26874.0,54157.0
Ispaster,17956.0,46268.0,26907.0,26250.0,21283.0,54841.0
Izurtza,22420.0,52944.0,31339.0,26950.0,27160.0,64136.0
Lanestosa,14958.0,33294.0,20710.0,19250.0,17008.0,37856.0
Larrabetzu,19866.0,48771.0,29497.0,28350.0,24235.0,59496.0
