DATAFLOW,LAST UPDATE,freq,indic_de,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF2,2024,59.7,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF2,2025,60.6,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF21,2024,61.6,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF21,2025,62.6,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF22,2024,59.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF22,2025,59.8,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF3,2024,52.5,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF3,2025,53.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF31,2024,50.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF31,2025,50.4,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF32,2024,56.7,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF32,2025,57.5,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF33,2024,51.9,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF33,2025,52.2,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF34,2024,54.6,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF34,2025,55.4,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF35,2024,54.8,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF35,2025,55.6,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF4,2024,57.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF4,2025,57.6,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF43,2024,58.7,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF43,2025,59.3,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF44,2024,58.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF44,2025,58.7,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF45,2024,59.9,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF45,2025,60.5,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF46,2024,56.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF46,2025,56.5,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF47,2024,56.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF47,2025,56.9,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF48,2024,52.4,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,DEPRATIO1,PC,ITF48,2025,53.1,,
