DATAFLOW,LAST UPDATE,freq,indic_de,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC12,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC13,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC13,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC14,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC14,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC15,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC15,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC16,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC16,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC17,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC17,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC18,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC18,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC2,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC2,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC20,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC20,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC3,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC3,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC31,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC31,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC32,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC32,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC33,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC33,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC34,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC34,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC4,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC4,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC41,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC41,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC42,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC42,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC43,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC43,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC44,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC44,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC46,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC46,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC47,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC47,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC48,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC48,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC49,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC49,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC4A,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC4A,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC4B,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC4B,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC4C,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC4C,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC4D,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITC4D,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF1,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF1,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF11,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF11,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF12,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF12,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF13,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF13,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF14,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF14,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF2,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF2,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF21,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF21,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF22,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF22,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF3,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF3,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF31,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF31,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF32,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF32,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF33,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF33,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF34,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF34,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF35,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF35,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF4,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF4,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF43,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF43,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF44,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF44,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF45,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF45,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF46,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF46,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF47,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF47,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF48,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF48,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF5,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF5,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF51,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF51,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF52,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF52,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF6,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF6,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF61,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF61,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF62,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF62,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF63,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF63,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF64,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF64,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF65,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITF65,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG1,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG1,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG11,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG11,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG12,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG12,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG13,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG13,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG14,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG14,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG15,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG15,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG16,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG16,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG17,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG17,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG18,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG18,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG19,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG19,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG2,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG2,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG2D,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG2D,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG2E,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG2E,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG2F,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG2F,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG2G,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG2G,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG2H,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITG2H,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH1,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH1,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH10,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH10,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH2,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH2,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH20,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH20,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH3,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH3,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH31,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH31,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH32,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH32,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH33,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH33,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH34,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH34,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH35,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH35,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH36,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH36,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH37,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH37,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH4,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH4,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH41,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH41,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH42,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH42,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH43,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH43,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH44,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH44,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH5,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH5,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH51,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH51,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH52,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH52,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH53,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH53,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH54,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH54,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH55,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH55,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH56,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH56,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH57,2024,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH57,2025,0.1,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH58,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH58,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH59,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITH59,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITI,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITI,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITI1,2024,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITI1,2025,0.0,,
ESTAT:DEMO_R_PJANIND3(1.0),10/07/26 11:00:00,A,PC_Y100_MAX,PC,ITI11,2024,0.0,,
