"geo","population","age0_rate","age14_rate","age30_rate","age50_rate","age65_rate","age85_rate","age100_plus_rate"
"001001","2585","6.963249516441006","8.897485493230175","13.152804642166345","12.379110251450676","15.087040618955513","6.963249516441006","0.38684719535783363"
"001002","3695","4.059539918809202","8.930987821380244","7.036535859269283","19.215155615696887","17.591339648173207","5.953991880920162","0.2706359945872801"
"001003","463","6.479481641468682","6.479481641468682","12.958963282937365","12.958963282937365","12.958963282937365","6.479481641468682","0"
"001004","1624","3.6945812807881775","8.004926108374384","6.157635467980295","11.699507389162562","16.00985221674877","8.004926108374384","1.2315270935960592"
"001006","6297","5.558202318564396","6.987454343338097","10.163569953946324","13.974908686676194","14.292520247737018","7.940289026520565","0.3176115610608226"
"001007","248","0","0","0","20.161290322580644","24.193548387096776","16.129032258064516","0"
"001008","16494","4.001455074572572","8.851703649812054","9.700497150478961","16.55147326300473","14.368861404146962","8.002910149145144","0.4243967503334546"
"001009","1995","7.518796992481203","10.025062656641603","8.521303258145364","18.546365914786968","15.037593984962406","5.012531328320802","1.0025062656641603"
"001010","466","6.437768240343348","10.729613733905579","8.583690987124463","30.042918454935624","15.021459227467812","8.583690987124463","0"
"001011","804","2.487562189054726","13.681592039800995","3.7313432835820897","22.388059701492537","16.16915422885572","9.950248756218905","0"
"001012","1068","1.8726591760299625","9.363295880149813","11.235955056179776","22.471910112359552","12.172284644194757","5.617977528089888","0"
"001013","12139","5.51940028008897","10.709284125545762","7.0846033445918115","18.452920339401928","13.34541560260318","6.755086909959634","0.8237910865804432"
"001014","1242","5.636070853462158","8.856682769726248","3.2206119162640903","16.10305958132045","12.882447665056361","4.025764895330113","0"
"001015","787","8.89453621346887","6.353240152477763","11.435832274459974","22.87166454891995","15.247776365946633","10.165184243964422","5.082592121982211"
"001016","3049","4.591669399803214","9.839291571006887","9.183338799606428","19.022630370613317","14.430960970810101","8.8553624139062","0.3279763857002296"
"001017","482","0","8.298755186721992","6.224066390041494","22.821576763485478","29.04564315352697","10.37344398340249","0"
"001018","3734","6.159614354579539","13.658275307980718","9.105516871987145","17.13979646491698","15.265131226566684","6.427423674343867","0"
"001019","99","0","10.1010101010101","0","0","20.2020202020202","0","0"
"001020","3112","8.354755784061696","10.604113110539846","11.889460154241645","12.853470437017995","13.174807197943444","8.354755784061696","0.3213367609254499"
"001021","1552","4.510309278350515","12.88659793814433","7.731958762886598","15.463917525773196","16.75257731958763","7.087628865979381","0"
"001022","2871","3.8314176245210727","7.3145245559038665","9.056078021595264","18.112156043190527","13.932427725531173","8.359456635318704","0"
"001023","531","5.649717514124294","9.416195856873824","7.532956685499058","16.949152542372882","16.949152542372882","5.649717514124294","1.8832391713747645"
"001024","17351","6.397325802547404","10.02824044723647","9.624805486715463","15.791597026108006","12.62175090772866","9.106103394617024","0.5187020920984381"
"001025","3364","5.945303210463734","9.512485136741974","7.13436385255648","18.430439952437574","16.349583828775266","8.620689655172415","0.5945303210463734"
"001026","523","3.8240917782026767","9.560229445506693","9.560229445506693","17.208413001912046","11.47227533460803","11.47227533460803","0"
"001027","2115","4.25531914893617","6.1465721040189125","9.456264775413711","14.657210401891254","17.96690307328605","8.983451536643026","0.4728132387706856"
"001028","11642","5.755024909809311","9.963923724445971","8.331901735097063","18.209929565366775","11.767737502147398","6.785775639924411","0.17179178835251674"
"001029","577","3.466204506065858","12.131715771230503","8.665511265164644","13.864818024263432","13.864818024263432","3.466204506065858","0"
"001030","3457","3.7604859704946487","9.545849002024877","8.388776395718832","21.98437951981487","13.595603124096037","8.09950824414232","0.2892681515765114"
"001031","763","3.9318479685452163","15.727391874180865","11.795543905635649","22.280471821756226","6.553079947575361","11.795543905635649","0"
"001032","2236","3.1305903398926653","8.050089445438283","10.73345259391771","17.88908765652952","12.9695885509839","8.49731663685152","0.4472271914132379"
"001033","3075","7.154471544715447","9.105691056910569","9.105691056910569","17.88617886178862","15.609756097560975","8.130081300813009","0"
"001034","8738","5.493247882810712","9.498741130693523","9.3842984664683","19.455252918287936","11.444266422522317","4.806591897459373","0.3433279926756695"
"001035","4600","5.217391304347826","8.695652173913043","8.043478260869565","19.347826086956523","11.956521739130435","8.91304347826087","0.21739130434782608"
"001036","390","7.6923076923076925","7.6923076923076925","7.6923076923076925","25.641025641025642","20.512820512820515","15.384615384615385","0"
"001037","434","6.912442396313364","9.216589861751151","9.216589861751151","13.824884792626728","23.04147465437788","9.216589861751151","0"
"001038","8388","5.960896518836433","10.014306151645208","7.868383404864091","19.313304721030043","11.56413924654268","9.179780639008106","0"
"001039","1493","6.028131279303416","6.028131279303416","5.35833891493637","15.405224380442062","14.735432016075016","6.028131279303416","0"
"001040","1478","10.825439783491204","8.795669824086604","14.208389715832206","13.531799729364005","18.944519621109606","7.442489851150203","0"
"001041","1299","5.388760585065435","6.158583525789068","7.698229407236336","14.626635873749038","16.166281755196305","7.698229407236336","0"
"001042","1105","3.6199095022624435","8.144796380090497","3.6199095022624435","12.669683257918551","15.384615384615385","11.764705882352942","0"
"001043","1608","8.08457711442786","9.328358208955224","8.706467661691542","17.412935323383085","19.27860696517413","3.7313432835820897","0"
"001044","5755","4.344048653344918","6.255430060816681","11.120764552562989","13.553431798436142","18.071242397914858","8.166811468288445","0.6950477845351868"
"001045","6221","6.108342710175213","9.966243369233242","8.519530622086481","19.289503295290146","13.341906445909018","8.198038900498313","0"
"001046","3359","5.06103006847276","9.824352485858887","8.03810657933909","14.28996725215838","12.20601369455195","4.167907115212861","0.29770765108663294"
"001047","7309","4.651799151730743","8.893145437132302","7.935422082364209","19.291284717471612","14.365850321521412","7.388151593925298","0.27363524421945545"
"001048","5837","4.4543429844097995","8.394723316772314","9.936611272914169","16.275483981497345","13.3630289532294","10.10793215692993","0.5139626520472845"
"001049","1292","3.0959752321981426","9.287925696594428","6.191950464396285","20.897832817337463","12.38390092879257","5.41795665634675","0"
"001050","1157","5.185825410544512","10.371650821089023","6.9144338807260155","20.743301642178047","17.28608470181504","8.64304235090752","0"
"001051","5559","6.116207951070336","11.153085087245907","8.634646519158123","17.808958445763626","14.031300593631949","6.116207951070336","0.3597769382982551"
"001052","266","0","15.037593984962406","3.7593984962406015","18.796992481203006","15.037593984962406","3.7593984962406015","0"
"001053","2572","4.276827371695179","11.66407465007776","6.609642301710731","16.71850699844479","12.052877138413686","5.443234836702955","0"
"001054","644","6.211180124223603","12.422360248447205","6.211180124223603","17.080745341614907","17.080745341614907","7.763975155279503","0"
"001055","2010","4.975124378109452","8.457711442786069","9.45273631840796","21.890547263681594","13.432835820895523","7.960199004975125","0"
"001056","885","2.2598870056497176","7.909604519774011","3.389830508474576","22.598870056497177","11.299435028248588","6.779661016949152","1.1299435028248588"
"001057","711","5.625879043600563","8.438818565400844","16.877637130801688","14.064697609001406","21.09704641350211","5.625879043600563","0"
"001058","9232","6.282495667244367","10.398613518197573","9.532062391681109","17.547660311958406","11.15684575389948","7.1490467937608315","0.21663778162911612"
"001059","28084","6.017661301808859","11.109528557185586","10.11251958410483","15.631676399373308","13.99373308645492","8.047286711294687","0.10682238997293833"
"001060","1876","8.528784648187633","14.392324093816631","6.929637526652452","18.12366737739872","18.12366737739872","6.929637526652452","0"
"001061","1499","6.00400266844563","8.67244829886591","16.67778519012675","14.00933955970647","17.34489659773182","9.33955970647098","0"
"001062","3036","4.281949934123847","13.175230566534914","9.881422924901186","19.76284584980237","13.504611330698287","8.563899868247693","0"
"001063","13738","4.658611151550444","10.845829087203377","9.535594700829815","18.05211821225797","13.1751346629786","6.114427136409958","0"
"001064","1754","7.411630558722919","7.98175598631699","7.411630558722919","14.823261117445838","18.244013683010262","7.411630558722919","0"
"001065","2191","4.1077133728890916","12.323140118667276","8.67183934276586","19.625741670470106","18.256503879507076","7.759014148790507","0"
"001066","9826","6.208019539995929","10.27885202523916","9.464685528190515","14.146142886220233","12.823122328516181","7.123956849175657","0.3053124363932424"
"001067","407","4.914004914004914","4.914004914004914","4.914004914004914","9.828009828009828","14.742014742014742","9.828009828009828","0"
"001068","6504","5.38130381303813","11.992619926199263","7.687576875768758","19.526445264452644","15.067650676506766","5.227552275522755","0.15375153751537515"
"001069","2328","5.584192439862543","12.457044673539519","9.879725085910653","13.316151202749142","15.034364261168385","8.59106529209622","0.42955326460481097"
"001070","5384","9.101040118870728","10.029717682020802","9.472511144130758","18.38781575037147","13.00148588410104","8.172362555720653","0"
"001071","1777","9.003939223410242","10.692177827799663","7.315700619020822","11.817670230725943","16.319639842431062","11.254924029262803","0.5627462014631401"
"001072","984","7.1138211382113825","7.1138211382113825","11.178861788617887","14.227642276422765","11.178861788617887","19.308943089430894","0"
"001073","149","0","6.7114093959731544","0","33.557046979865774","0","6.7114093959731544","0"
"001074","874","2.288329519450801","6.864988558352403","11.441647597254004","14.874141876430206","18.30663615560641","3.4324942791762014","1.1441647597254005"
"001075","328","3.048780487804878","6.097560975609756","3.048780487804878","6.097560975609756","21.341463414634145","12.195121951219512","3.048780487804878"
"001076","1499","3.33555703802535","13.3422281521014","8.67244829886591","15.343562374916612","13.3422281521014","8.005336891260841","0"
"001077","1974","4.5592705167173255","7.092198581560283","9.625126646403242","14.69098277608916","11.144883485309018","9.625126646403242","1.0131712259371835"
"001078","35819","5.471956224350206","9.575923392612859","9.687595968620005","15.327061056980932","14.48951673692733","7.789162176498507","0.1395907200089338"
"001079","229","8.733624454148472","4.366812227074236","4.366812227074236","26.200873362445414","13.100436681222707","13.100436681222707","0"
"001080","850","5.882352941176471","3.5294117647058822","7.0588235294117645","8.235294117647058","24.705882352941178","9.411764705882353","0"
"001081","1514","5.9445178335535","9.907529722589167","9.247027741083222","15.852047556142669","14.531043593130779","4.623513870541611","0"
"001082","26058","6.216900759843426","9.056719625450917","11.627906976744185","16.578402026249137","13.431575715711107","8.020569498810346","0.23025558369790466"
"001083","365","13.698630136986301","13.698630136986301","5.47945205479452","13.698630136986301","10.95890410958904","8.219178082191782","0"
"001084","232","4.310344827586207","0","4.310344827586207","12.931034482758621","21.551724137931036","0","0"
"001085","338","5.9171597633136095","2.9585798816568047","0","14.792899408284024","14.792899408284024","8.875739644970414","0"
"001086","18065","5.203432050927208","8.967616938831995","10.462219761970662","17.326321616385275","16.0531414337116","6.808746194298367","0.16606698034874065"
"001087","190","21.05263157894737","5.2631578947368425","21.05263157894737","15.789473684210526","0","5.2631578947368425","0"
"001088","1476","6.775067750677507","11.517615176151761","10.16260162601626","12.872628726287262","27.77777777777778","4.065040650406504","0"
"001089","3350","4.776119402985074","9.850746268656716","6.865671641791045","19.104477611940297","10.447761194029852","7.462686567164179","0"
"001090","47814","5.374994771405865","9.035010666332036","10.268958882335717","15.790354289538628","14.535491696992512","8.323921863889238","0.25097251850922325"
"001091","324","0","12.345679012345679","12.345679012345679","15.432098765432098","12.345679012345679","3.0864197530864197","0"
"001092","588","5.1020408163265305","10.204081632653061","17.006802721088434","17.006802721088434","10.204081632653061","6.802721088435374","0"
"001093","4436","6.311992786293959","10.36970243462579","9.467989179440938","16.681695220919746","17.132551848512172","9.242560865644725","0.6762849413886384"
"001094","3089","4.5322110715441895","6.474587245063128","9.064422143088379","17.8051149239236","18.45257364842991","7.12204596956944","0.6474587245063127"
"001095","411","0","12.165450121654501","12.165450121654501","7.299270072992701","19.464720194647203","12.165450121654501","0"
"001096","923","8.66738894907909","10.834236186348862","8.66738894907909","13.001083423618635","21.668472372697725","5.417118093174431","0"
"001097","7793","5.132811497497754","10.265622994995509","9.239060695495958","17.066598229180034","15.270114205055819","7.442576671371744","0.6416014371872193"
"001098","9495","4.528699315429173","9.373354397051079","9.47867298578199","15.903106898367563","16.535018430753027","7.898894154818326","0.631911532385466"
"001099","8986","6.3432005341642554","9.236590251502337","9.236590251502337","17.471622523926108","13.131537947918986","8.568884932116626","0.22256843979523702"
"001100","245","0","12.244897959183673","16.3265306122449","36.734693877551024","20.408163265306122","4.081632653061225","0"
"001101","4982","6.423123243677238","12.04335608189482","8.430349257326375","12.645523885989562","15.054195102368526","8.028904054596548","1.0036130068245686"
"001102","2145","7.459207459207459","8.857808857808857","12.587412587412587","10.256410256410257","19.114219114219114","10.256410256410257","0"
"001103","471","4.246284501061571","8.492569002123142","4.246284501061571","12.738853503184714","25.477707006369428","14.8619957537155","2.1231422505307855"
"001104","2626","7.235338918507235","11.805026656511805","8.758568164508759","13.328255902513328","11.805026656511805","7.616146230007616","0.7616146230007617"
"001105","738","4.065040650406504","8.130081300813009","10.840108401084011","17.615176151761517","18.97018970189702","10.840108401084011","0"
"001106","2256","7.9787234042553195","12.854609929078014","5.76241134751773","16.843971631205672","17.73049645390071","7.9787234042553195","0.4432624113475177"
"001107","3166","2.5268477574226154","8.843967150979154","6.948831332912192","12.002526847757423","15.476942514213519","8.843967150979154","0"
"001108","272","0","11.029411764705882","14.705882352941176","18.38235294117647","11.029411764705882","3.676470588235294","0"
"001109","1582","5.056890012642225","6.95322376738306","10.745891276864729","15.802781289506953","8.849557522123893","9.481668773704172","0.6321112515802781"
"001110","2829","6.362672322375397","8.48356309650053","5.655708731000353","15.19971721456345","13.785790031813361","6.71615411806292","0.3534817956875221"
"001111","555","7.207207207207207","9.00900900900901","12.612612612612613","9.00900900900901","18.01801801801802","3.6036036036036037","0"
"001112","9186","4.898758981058132","9.797517962116263","9.906379272806445","15.2405834966253","13.389941214892227","7.402569126932288","0.21772262138036141"
"001113","1114","1.7953321364452424","6.283662477558348","8.976660682226212","17.0556552962298","19.748653500897667","8.976660682226212","0"
