"geo","elderly_rate","young_rate","employed_rate","salaried_rate","vacant_housing_rate","secondary_housing_rate","house_share","median_living_standard","poverty_rate"
"56","119.422945663733","157.664199686724","397.239633410846","333.889910823751","66.0921455521047","176.932735381162","733.515772664363","26379.7446086409","6.32091938827707"
"16","127.893567115312","148.56604293763","402.997539342431","340.524513246121","101.850611259841","63.7250177015115","824.162234470024","24575.216081774","7.48833286405406"
"64","123.741253530451","149.984159186254","417.522856754108","341.005319287096","72.9296436186057","133.318654652638","504.175595699066","26102.3093386021","8.87507938119127"
"24","143.406370155796","135.866233431705","379.947940850599","301.259625865571","98.6143954250756","143.059099329672","838.950395149599","23870.4961748634","6.13942424788326"
"19","140.097421549999","141.489968277598","400.537688927182","332.962299880368","110.600604830874","149.235915676355","777.925819160281","24509.1482175579","6.23197109778444"
"29","114.304821114237","156.309208182724","405.828771502182","349.045824871866","68.9121218805201","134.666232259599","730.567024550864","26124.4862120546","7.28821472294787"
"61","132.338265440813","155.411216266823","384.485347861254","323.168568370966","105.81257591744","105.952874417875","796.182725859183","23528.7282722058","8.0139644533287"
"94","72.5753922481544","189.44613038278","450.828177733099","400.073715954608","59.0664880825215","20.7187645048956","205.820275978229","27869.6867697852","18.3884480860228"
"37","109.683487045178","164.031400482676","418.011368844605","364.799561149296","84.067594554283","47.728663545476","620.814416673043","25789.9848456823","10.2435029513602"
"52","122.384415819582","153.713158377572","391.650716092897","342.825052649956","117.028412479912","76.8182533304145","747.54785639122","22299.5716009772","8.41895093162217"
"81","131.902115120816","158.427532145918","387.657619262373","318.401419942051","87.2618691408008","74.4851451968674","784.662265898796","24179.6123614224","10.525004543527"
"39","119.636300618744","162.843734793263","421.41348532744","362.076025162004","95.3364224609549","105.018879855394","650.349373373588","25700.9101604071","5.24929780770496"
"48","126.374840291451","146.243628350554","414.401487465946","321.995032346008","90.521652734039","324.027957951066","775.410239343096","23196.9811641374","4.20528606721305"
"93","52.5239686717227","217.872968391255","409.615175751134","367.911134405325","61.5450042646872","13.3545168992148","223.255513652926","21547.5569073422","29.7837557270065"
"90","97.0833898953368","172.821786784547","404.674293189861","366.082494547386","102.725490827314","18.3452650511656","471.295802479929","25478.4717522594","13.9759340957439"
"21","104.336197076418","156.183478365593","433.060668515621","375.687768482003","83.2728423357152","58.0908557812975","533.59589585815","25865.4923294709","9.72169047410882"
"46","149.984631387104","133.45404545577","383.737922449792","297.467492433908","102.276014272996","182.688919250198","833.24027627044","24236.6240747068","4.75194738640246"
"973","21.6393338331772","319.279831435048","279.270711889639","218.616940919188","99.384648124714","40.2866746578821","578.588665113952","0","0"
"79","118.920530220166","165.452232058608","423.472938080212","367.601121941323","86.3250782364481","46.7565074524704","856.677377607307","25084.2932754418","6.49161487953332"
"84","111.433906594177","173.50863034808","388.913173742447","316.704252241237","96.2578204867092","87.5076707943551","636.245323679907","23715.9681520374","18.3240751746961"
"32","142.732515242488","145.437526329578","403.10354068578","316.174953631456","100.365462959106","94.3996694548163","811.333053759089","23410.3050106671","5.61621653888678"
"09","131.850750415192","148.123628258814","384.988141447109","307.291538578891","86.4633988799664","242.801487027176","795.707735531903","22146.6135355577","8.37285549668789"
"31","82.1241367939662","170.062676006262","452.829014657499","392.223796500873","71.08258940361","42.4137441446744","479.572971607074","26698.3195800753","13.7213625167467"
"15","141.891935667292","135.248809599198","414.775575770841","324.741272400844","114.899465275116","205.616332365743","753.897109517563","23921.5155229607","4.37955041239898"
"25","97.1787681004989","178.24564853482","425.775055414207","376.643477062533","85.6340301542579","42.2581723321861","510.44721572677","27103.6859851785","9.71153023172737"
"07","122.112707879799","160.009734410025","396.525746405178","325.244194484704","92.9988182390052","176.910719670933","746.09414682951","24491.2110290521","6.28528729492331"
"42","114.530419955046","176.721857631336","394.285796802904","341.053001826237","98.7086293227034","39.9532477281704","508.775461937497","24474.5875672406","14.0024304408704"
