region_name,num_persons_fiscal_households,num_households,median_living_standard_eur,d1_living_standard_eur,d9_living_standard_eur,interdecile_ratio_d9_d1,poverty_rate_pct_60med,share_taxed_households_pct,share_activity_income_pct,share_wages_pct,share_pensions_pct,share_social_benefits_pct,share_direct_taxes_pct
Barzy-en-Thiérache,304,127,21140,,,,,,,,,,
Barzy-sur-Marne,386,165,25580,,,,,,,,,,
Bassoles-Aulers,131,58,22970,,,,,,,,,,
Vallées en Champagne,553,248,26580,,,,,,,,,,
Bazoches-et-Saint-Thibaut,544,206,24020,,,,,,,,,,
Beaumé,,,,,,,,,,,,,
Beaumont-en-Beine,181,72,22300,,,,,,,,,,
Beaurevoir,1184,529,19030,,,,,,,,,,
Beaurieux,789,317,20510,,,,,,,,,,
Beautor,2415,1123,17760,10310,28720,2.8,28,33,58.3,52.3,37.1,12.2,-10.7
Beauvois-en-Vermandois,249,106,22740,,,,,,,,,,
Becquigny,277,94,19290,,,,,,,,,,
Belleau,136,54,28100,,,,,,,,,,
Bellenglise,390,156,22500,,,,,,,,,,
Belleu,3553,1637,20140,11620,33160,2.9,19,44,63.3,57,37.3,7.5,-12.3
Bellicourt,568,231,21080,,,,,,,,,,
Benay,211,88,22250,,,,,,,,,,
Bergues-sur-Sambre,216,85,23420,,,,,,,,,,
Berlancourt,,,,,,,,,,,,,
Berlise,,,,,,,,,,,,,
Bernot,432,183,22110,,,,,,,,,,
Berny-Rivière,632,258,23920,,,,,,,,,,
Berrieux,186,79,25760,,,,,,,,,,
Berry-au-Bac,656,249,21950,,,,,,,,,,
Bertaucourt-Epourdon,557,230,21750,,,,,,,,,,
Berthenicourt,203,78,22760,,,,,,,,,,
Bertricourt,161,57,28980,,,,,,,,,,
Besmé,165,63,21360,,,,,,,,,,
Besmont,133,63,20070,,,,,,,,,,
Besny-et-Loizy,308,140,26260,,,,,,,,,,
Béthancourt-en-Vaux,435,166,24090,,,,,,,,,,
Beugneux,112,47,22980,,,,,,,,,,
Beuvardes,749,300,23490,,,,,,,,,,
Bézu-le-Guéry,267,104,25230,,,,,,,,,,
Bézu-Saint-Germain,1003,351,23830,,,,,,,,,,
Bichancourt,973,420,22450,,,,,,,,,,
Bieuxy,,,,,,,,,,,,,
Bièvres,,,,,,,,,,,,,
Billy-sur-Aisne,1139,492,22590,,,,,,,,,,
Billy-sur-Ourcq,185,72,22540,,,,,,,,,,
Blanzy-lès-Fismes,106,43,23880,,,,,,,,,,
Blérancourt,1207,523,19760,,,,,,,,,,
Blesmes,484,187,25760,,,,,,,,,,
Bohain-en-Vermandois,5267,2347,16190,9300,27750,3,37,29,54.8,47.7,34,16.6,-10.4
Bois-lès-Pargny,185,79,23420,,,,,,,,,,
Boncourt,258,103,19640,,,,,,,,,,
Bonneil,360,145,26710,,,,,,,,,,
Bonnesvalyn,225,89,22880,,,,,,,,,,
Bony,129,48,19850,,,,,,,,,,
Bosmont-sur-Serre,159,71,21500,,,,,,,,,,
Bouconville-Vauclair,181,75,23830,,,,,,,,,,
Boué,1263,563,20360,,,,,,,,,,
Bouffignereux,101,44,27530,,,,,,,,,,
Bouresches,193,78,23410,,,,,,,,,,
Bourg-et-Comin,690,286,20250,,,,,,,,,,
Bourguignon-sous-Coucy,,,,,,,,,,,,,
Bourguignon-sous-Montbavin,138,60,25450,,,,,,,,,,
La Bouteille,463,197,20990,,,,,,,,,,
Braine,2059,898,20580,11560,33740,2.9,19,40,67.8,59.2,30,8.1,-12.7
Brancourt-en-Laonnois,698,285,23310,,,,,,,,,,
Brancourt-le-Grand,577,246,22020,,,,,,,,,,
Brasles,1559,667,22080,,,,,,,,,,
Braye-en-Laonnois,205,91,22290,,,,,,,,,,
Braye-en-Thiérache,141,64,21300,,,,,,,,,,
Bray-Saint-Christophe,,,,,,,,,,,,,
Braye,128,52,22420,,,,,,,,,,
Brécy,296,131,23500,,,,,,,,,,
Brenelle,189,75,22100,,,,,,,,,,
Breny,219,95,21500,,,,,,,,,,
Brie,,,,,,,,,,,,,
Brissay-Choigny,300,127,22810,,,,,,,,,,
Brissy-Hamégicourt,641,275,21140,,,,,,,,,,
Brumetz,196,70,23200,,,,,,,,,,
Brunehamel,435,192,17550,,,,,,,,,,
Bruyères-sur-Fère,196,80,20700,,,,,,,,,,
Bruyères-et-Montbérault,1451,686,23910,,,,,,,,,,
Bruys,,,,,,,,,,,,,
Bucilly,197,79,19480,,,,,,,,,,
Bucy-le-Long,1891,775,23900,,,,,,,,,,
Bucy-lès-Cerny,195,74,24200,,,,,,,,,,
Bucy-lès-Pierrepont,404,175,19120,,,,,,,,,,
Buire,805,351,21200,,,,,,,,,,
Buironfosse,1067,460,19400,,,,,,,,,,
Burelles,133,55,23000,,,,,,,,,,
Bussiares,130,48,23060,,,,,,,,,,
Buzancy,185,75,25330,,,,,,,,,,
Caillouël-Crépigny,452,182,23580,,,,,,,,,,
Camelin,436,174,20540,,,,,,,,,,
La Capelle,1532,759,18690,,,,,,,,,,
Castres,246,90,26180,,,,,,,,,,
Le Catelet,182,82,20010,,,,,,,,,,
Caulaincourt,144,53,24290,,,,,,,,,,
Caumont,560,218,23920,,,,,,,,,,
Celles-lès-Condé,,,,,,,,,,,,,
Celles-sur-Aisne,237,103,22490,,,,,,,,,,
Cerizy,,,,,,,,,,,,,
Cerny-en-Laonnois,,,,,,,,,,,,,
Cerny-lès-Bucy,,,,,,,,,,,,,
Cerseuil,,,,,,,,,,,,,
Cessières-Suzy,793,321,23530,,,,,,,,,,
Chacrise,387,148,22240,,,,,,,,,,
Chaillevois,192,83,24300,,,,,,,,,,
Chalandry,219,96,20700,,,,,,,,,,
Chambry,808,361,22440,,,,,,,,,,
Chamouille,254,109,21760,,,,,,,,,,
Champs,283,116,20810,,,,,,,,,,
Chaourse,487,209,19710,,,,,,,,,,
La Chapelle-sur-Chézy,282,101,23470,,,,,,,,,,
Charly-sur-Marne,2502,1066,21500,12170,35870,2.9,15,50,69,56.7,27.3,7.4,-15.9
Le Charmel,324,135,22620,,,,,,,,,,
Charmes,1574,717,20900,,,,,,,,,,
Chartèves,382,162,24770,,,,,,,,,,
Chassemy,870,326,23340,,,,,,,,,,
Château-Thierry,14554,6760,19150,9800,34210,3.5,27,43,67.4,58.6,30.1,10.1,-14
Châtillon-lès-Sons,,,,,,,,,,,,,
Châtillon-sur-Oise,132,58,24780,,,,,,,,,,
Chaudardes,100,40,24500,,,,,,,,,,
Chaudun,244,93,24190,,,,,,,,,,
Chauny,10997,5358,18580,9720,33150,3.4,29,38,61.8,54.2,34.2,11.6,-13
Chavignon,828,308,22600,,,,,,,,,,
Chavigny,160,62,21230,,,,,,,,,,
Chavonne,207,75,20760,,,,,,,,,,
Chérêt,139,56,23250,,,,,,,,,,
Chermizy-Ailles,109,43,22740,,,,,,,,,,
Chéry-Chartreuve,384,154,23450,,,,,,,,,,
Chéry-lès-Pouilly,749,287,22150,,,,,,,,,,
Chéry-lès-Rozoy,,,,,,,,,,,,,
Chevennes,135,57,20280,,,,,,,,,,
Chevregny,193,76,24510,,,,,,,,,,
Chevresis-Monceau,287,123,21220,,,,,,,,,,
Chézy-en-Orxois,402,152,23140,,,,,,,,,,
Chézy-sur-Marne,1194,558,24080,,,,,,,,,,
Chierry,1152,502,24590,,,,,,,,,,
Chigny,140,65,20520,,,,,,,,,,
Chivres-en-Laonnois,324,142,20150,,,,,,,,,,
Chivres-Val,558,230,22790,,,,,,,,,,
Chivy-lès-Étouvelles,483,212,22990,,,,,,,,,,
Chouy,374,144,22180,,,,,,,,,,
Cierges,,,,,,,,,,,,,
Cilly,190,84,19560,,,,,,,,,,
Ciry-Salsogne,924,348,24060,,,,,,,,,,
Clacy-et-Thierret,285,134,25390,,,,,,,,,,
Clairfontaine,519,207,23510,,,,,,,,,,
Clamecy,250,96,23230,,,,,,,,,,
Clastres,612,231,21930,,,,,,,,,,
Clermont-les-Fermes,,,,,,,,,,,,,
Cœuvres-et-Valsery,381,144,24510,,,,,,,,,,
Coincy,1210,507,20580,,,,,,,,,,
Coingt,,,,,,,,,,,,,
Colligis-Crandelain,212,82,22400,,,,,,,,,,
Colonfay,,,,,,,,,,,,,
Commenchon,218,83,23680,,,,,,,,,,
Concevreux,266,110,24070,,,,,,,,,,
Condé-en-Brie,604,276,22080,,,,,,,,,,
Condé-sur-Aisne,378,144,22960,,,,,,,,,,
Condé-sur-Suippe,348,137,22530,,,,,,,,,,
Condren,658,292,22270,,,,,,,,,,
Connigis,328,131,22390,,,,,,,,,,
Contescourt,,,,,,,,,,,,,
Corbeny,793,320,22490,,,,,,,,,,
Corcy,330,134,24090,,,,,,,,,,
Coucy-le-Château-Auffrique,856,387,22120,,,,,,,,,,
Coucy-lès-Eppes,621,256,22440,,,,,,,,,,
Coucy-la-Ville,180,70,20440,,,,,,,,,,
Coulonges-Cohan,452,180,22040,,,,,,,,,,
Coupru,147,58,24820,,,,,,,,,,
Courbes,,,,,,,,,,,,,
Courboin,307,124,21900,,,,,,,,,,
Courcelles-sur-Vesle,361,137,21440,,,,,,,,,,
Courchamps,,,,,,,,,,,,,
Courmelles,1828,788,22730,,,,,,,,,,
Courmont,144,54,22630,,,,,,,,,,
Courtemont-Varennes,321,126,21750,,,,,,,,,,
Courtrizy-et-Fussigny,,,,,,,,,,,,,
Couvrelles,168,74,21890,,,,,,,,,,
Couvron-et-Aumencourt,902,364,20170,,,,,,,,,,
Coyolles,196,82,22930,,,,,,,,,,
Cramaille,124,58,22370,,,,,,,,,,
Craonne,,,,,,,,,,,,,
Craonnelle,129,51,20300,,,,,,,,,,
Crécy-au-Mont,340,130,20610,,,,,,,,,,
Crécy-sur-Serre,1347,589,20300,,,,,,,,,,
Crépy,1713,722,20740,,,,,,,,,,
Crézancy,1107,461,20650,,,,,,,,,,
Croix-Fonsomme,203,87,21140,,,,,,,,,,
La Croix-sur-Ourcq,,,,,,,,,,,,,
Crouttes-sur-Marne,595,258,23730,,,,,,,,,,
Crouy,2870,1292,20820,11600,33800,2.9,18,46,68.6,62.4,30.8,7.5,-13
Crupilly,,,,,,,,,,,,,
Cuffies,1629,684,21430,,,,,,,,,,
Cugny,570,240,21670,,,,,,,,,,
Cuirieux,143,57,18830,,,,,,,,,,
Cuiry-Housse,104,43,23420,,,,,,,,,,
Cuiry-lès-Chaudardes,,,,,,,,,,,,,
Cuiry-lès-Iviers,,,,,,,,,,,,,
Cuissy-et-Geny,,,,,,,,,,,,,
Cuisy-en-Almont,391,150,24260,,,,,,,,,,
Cutry,133,51,24460,,,,,,,,,,
Cys-la-Commune,146,59,20660,,,,,,,,,,
Dagny-Lambercy,119,50,20490,,,,,,,,,,
Dallon,434,180,27180,,,,,,,,,,
Dammard,379,151,22140,,,,,,,,,,
Dampleux,388,156,25610,,,,,,,,,,
Danizy,585,249,19930,,,,,,,,,,
Dercy,387,169,21950,,,,,,,,,,
Deuillet,215,86,22500,,,,,,,,,,
Dhuizel,111,46,23820,,,,,,,,,,
Dizy-le-Gros,714,299,19340,,,,,,,,,,
Dohis,,,,,,,,,,,,,
Dolignon,,,,,,,,,,,,,
Dommiers,280,115,23120,,,,,,,,,,
Domptin,663,268,24440,,,,,,,,,,
Dorengt,136,54,21180,,,,,,,,,,
Douchy,167,67,21140,,,,,,,,,,
Dravegny,123,50,18840,,,,,,,,,,
Droizy,,,,,,,,,,,,,
Dury,194,80,22730,,,,,,,,,,
Ébouleau,161,70,20730,,,,,,,,,,
Effry,306,139,16390,,,,,,,,,,
Englancourt,121,57,22940,,,,,,,,,,
Épagny,362,138,21260,,,,,,,,,,
Éparcy,,,,,,,,,,,,,
Épaux-Bézu,574,235,24860,,,,,,,,,,
Épieds,405,154,24460,,,,,,,,,,
L'Épine-aux-Bois,252,96,24210,,,,,,,,,,
Eppes,420,176,21000,,,,,,,,,,
Erlon,277,117,19790,,,,,,,,,,
Erloy,,,,,,,,,,,,,
Esquéhéries,852,364,21000,,,,,,,,,,
Essigny-le-Grand,1081,466,24790,,,,,,,,,,
Essigny-le-Petit,350,149,21550,,,,,,,,,,
Essises,398,173,24830,,,,,,,,,,
Essômes-sur-Marne,2588,1105,23660,14190,38420,2.7,9,59,74.3,61.2,29.6,4.2,-16.1
Estrées,407,159,21190,,,,,,,,,,
Étampes-sur-Marne,1313,582,21900,,,,,,,,,,
Étaves-et-Bocquiaux,535,223,21120,,,,,,,,,,
Étouvelles,193,84,25310,,,,,,,,,,
Étréaupont,823,366,19530,,,,,,,,,,
Étreillers,1093,450,23170,,,,,,,,,,
Étrépilly,119,47,23220,,,,,,,,,,
Étreux,1407,661,19940,,,,,,,,,,
Évergnicourt,530,228,22270,,,,,,,,,,
Faverolles,354,128,24050,,,,,,,,,,
Fayet,755,288,32330,,,,,,,,,,
La Fère,2407,1178,16210,9190,27860,3,38,30,62.3,53.4,26.4,18.3,-10.4
Fère-en-Tardenois,2791,1296,19780,10650,32170,3,23,36,61,52.2,34.1,9,-11.8
La Ferté-Chevresis,544,223,20600,,,,,,,,,,
La Ferté-Milon,1914,882,22930,,,,,,,,,,
Fesmy-le-Sart,479,200,19670,,,,,,,,,,
Festieux,649,261,21460,,,,,,,,,,
Fieulaine,264,113,23300,,,,,,,,,,
La Flamengrie,1115,433,21260,,,,,,,,,,
Flavigny-le-Grand-et-Beaurain,442,171,21670,,,,,,,,,,
Flavy-le-Martel,1547,642,21150,,,,,,,,,,
Fleury,144,61,26560,,,,,,,,,,
Fluquières,202,85,26590,,,,,,,,,,
Folembray,1347,616,20330,,,,,,,,,,
Fonsomme,484,190,20590,,,,,,,,,,
Fontaine-lès-Clercs,245,104,26300,,,,,,,,,,
Fontaine-lès-Vervins,884,369,22120,,,,,,,,,,
Fontaine-Notre-Dame,386,155,24950,,,,,,,,,,
Fontaine-Uterte,148,55,23020,,,,,,,,,,
Fontenelle,286,118,21680,,,,,,,,,,
Fontenoy,484,201,23650,,,,,,,,,,
Foreste,167,65,18850,,,,,,,,,,
Fossoy,540,232,24890,,,,,,,,,,
Fourdrain,404,169,24060,,,,,,,,,,
Francilly-Selency,436,194,26360,,,,,,,,,,
Franqueville,116,52,20060,,,,,,,,,,
Fresnes-en-Tardenois,243,104,22610,,,,,,,,,,
Fresnes-sous-Coucy,153,65,20060,,,,,,,,,,
Fresnoy-le-Grand,2878,1237,19180,10730,30310,2.8,22,37,63.8,54.3,31.5,9.7,-12.8
Fressancourt,183,81,22200,,,,,,,,,,
Frières-Faillouël,971,381,23400,,,,,,,,,,
Froidestrées,194,77,21010,,,,,,,,,,
Froidmont-Cohartille,239,101,21240,,,,,,,,,,
Gandelu,670,263,23210,,,,,,,,,,
Gauchy,5183,2298,20850,11960,31510,2.6,17,46,64.8,59.1,35.7,8,-11.9
Gercy,265,110,22290,,,,,,,,,,
Gergny,138,56,22010,,,,,,,,,,
Germaine,,,,,,,,,,,,,
Gibercourt,,,,,,,,,,,,,
Gizy,633,282,21480,,,,,,,,,,
Gland,431,195,25850,,,,,,,,,,
Goudelancourt-lès-Berrieux,,,,,,,,,,,,,
Goudelancourt-lès-Pierrepont,133,56,20470,,,,,,,,,,
Goussancourt,133,52,24670,,,,,,,,,,
Gouy,550,242,20460,,,,,,,,,,
Grandlup-et-Fay,277,128,21860,,,,,,,,,,
Grandrieux,,,,,,,,,,,,,
Gricourt,1051,417,24170,,,,,,,,,,
Grisolles,240,81,20880,,,,,,,,,,
Gronard,,,,,,,,,,,,,
Grougis,331,141,20440,,,,,,,,,,
Grugies,1272,523,22150,,,,,,,,,,
Villeneuve-sur-Aisne,2700,1152,23040,14230,35530,2.5,9,51,71.2,64.5,29.6,4.7,-14.5
Guise,4153,2067,17320,9640,29260,3,32,31,54.4,46.3,36.5,13.8,-11.6
Guivry,247,100,23070,,,,,,,,,,
Guny,390,180,21020,,,,,,,,,,
Guyencourt,231,95,25500,,,,,,,,,,
Hannapes,310,124,19940,,,,,,,,,,
Happencourt,172,65,23430,,,,,,,,,,
Haramont,592,222,22430,,,,,,,,,,
Harcigny,240,106,18870,,,,,,,,,,
Hargicourt,562,219,21310,,,,,,,,,,
Harly,1590,767,21470,,,,,,,,,,
Hartennes-et-Taux,380,149,22960,,,,,,,,,,
Hary,221,95,23070,,,,,,,,,,
Lehaucourt,811,358,19980,,,,,,,,,,
Hautevesnes,178,60,24030,,,,,,,,,,
Hauteville,162,67,23470,,,,,,,,,,
Haution,136,56,19340,,,,,,,,,,
La Hérie,138,58,20120,,,,,,,,,,
Le Hérie-la-Viéville,195,84,19680,,,,,,,,,,
Hinacourt,,,,,,,,,,,,,
Hirson,7656,3803,16460,9320,28130,3,35,30,51.8,46.2,37,16,-10.6
Holnon,1407,578,23890,,,,,,,,,,
Homblières,1388,601,25090,,,,,,,,,,
Houry,,,,,,,,,,,,,
Housset,184,70,19820,,,,,,,,,,
Iron,204,93,19670,,,,,,,,,,
Itancourt,1056,438,24980,,,,,,,,,,
Iviers,206,87,19850,,,,,,,,,,
Jaulgonne,644,283,22640,,,,,,,,,,
Jeancourt,257,106,22430,,,,,,,,,,
Jeantes,215,85,20940,,,,,,,,,,
Joncourt,333,131,23280,,,,,,,,,,
Jouaignes,145,58,22980,,,,,,,,,,
Jumencourt,129,59,22350,,,,,,,,,,
Jumigny,,,,,,,,,,,,,
Jussy,1196,522,21880,,,,,,,,,,
Juvigny,286,106,22680,,,,,,,,,,
Juvincourt-et-Damary,566,208,23300,,,,,,,,,,
Laffaux,148,61,20710,,,,,,,,,,
Laigny,210,88,22620,,,,,,,,,,
Lanchy,,,,,,,,,,,,,
Landifay-et-Bertaignemont,258,111,18960,,,,,,,,,,
Landouzy-la-Cour,169,68,22660,,,,,,,,,,
Landouzy-la-Ville,544,214,21980,,,,,,,,,,
Landricourt,118,52,24000,,,,,,,,,,
Laniscourt,210,82,24570,,,,,,,,,,
Laon,21949,11004,18000,9350,32660,3.5,31,38,62.2,54.7,32.5,13,-13.2
Lappion,268,114,21020,,,,,,,,,,
Largny-sur-Automne,256,98,27080,,,,,,,,,,
Latilly,223,75,23690,,,,,,,,,,
Launoy,,,,,,,,,,,,,
Laval-en-Laonnois,240,103,25020,,,,,,,,,,
Lavaqueresse,196,84,20140,,,,,,,,,,
Laversine,161,57,25870,,,,,,,,,,
Lemé,396,178,19550,,,,,,,,,,
Lempire,119,46,21140,,,,,,,,,,
Lerzy,232,93,21980,,,,,,,,,,
Leschelle,259,109,24190,,,,,,,,,,
Lesdins,786,330,25460,,,,,,,,,,
Lesges,,,,,,,,,,,,,
Lesquielles-Saint-Germain,764,327,19450,,,,,,,,,,
Leuilly-sous-Coucy,434,174,23010,,,,,,,,,,
Leury,113,46,24490,,,,,,,,,,
Leuze,176,64,20640,,,,,,,,,,
Levergies,566,224,22780,,,,,,,,,,
Lhuys,139,56,20630,,,,,,,,,,
Licy-Clignon,,,,,,,,,,,,,
Lierval,112,42,24400,,,,,,,,,,
Liesse-Notre-Dame,1105,532,20300,,,,,,,,,,
Liez,399,177,21450,,,,,,,,,,
Limé,181,78,22500,,,,,,,,,,
Lislet,224,97,20650,,,,,,,,,,
Logny-lès-Aubenton,,,,,,,,,,,,,
Longpont,254,110,23520,,,,,,,,,,
Les Septvallons,1179,455,22130,,,,,,,,,,
Lor,146,56,21380,,,,,,,,,,
Louâtre,214,92,24490,,,,,,,,,,
Loupeigne,,,,,,,,,,,,,
Lucy-le-Bocage,200,78,26090,,,,,,,,,,
Lugny,124,50,20060,,,,,,,,,,
Luzoir,257,118,21120,,,,,,,,,,
Ly-Fontaine,111,41,23530,,,,,,,,,,
Maast-et-Violaine,135,55,20230,,,,,,,,,,
Mâchecourt,108,47,20690,,,,,,,,,,
Macogny,,,,,,,,,,,,,
Macquigny,366,147,18980,,,,,,,,,,
Magny-la-Fosse,134,53,20670,,,,,,,,,,
Maissemy,250,93,24660,,,,,,,,,,
Maizy,410,173,22110,,,,,,,,,,
La Malmaison,416,155,21430,,,,,,,,,,
Malzy,184,80,22820,,,,,,,,,,
Manicamp,303,136,20770,,,,,,,,,,
Marchais,399,165,19640,,,,,,,,,,
Dhuys et Morin-en-Brie,802,331,23090,,,,,,,,,,
Marcy,167,70,30430,,,,,,,,,,
Marcy-sous-Marle,203,93,20840,,,,,,,,,,
Marest-Dampcourt,343,143,22600,,,,,,,,,,
Mareuil-en-Dôle,221,95,21480,,,,,,,,,,
Marfontaine,,,,,,,,,,,,,
Margival,369,142,22820,,,,,,,,,,
Marigny-en-Orxois,529,215,22820,,,,,,,,,,
Marizy-Sainte-Geneviève,129,56,23910,,,,,,,,,,
Marizy-Saint-Mard,,,,,,,,,,,,,
Marle,2050,936,18670,9890,33400,3.4,27,38,58.6,51.9,35.6,11.3,-12.3
Marly-Gomont,461,198,18610,,,,,,,,,,
Martigny,389,173,18720,,,,,,,,,,
Martigny-Courpierre,120,54,22900,,,,,,,,,,
Mauregny-en-Haye,413,172,20880,,,,,,,,,,
Mayot,201,78,21250,,,,,,,,,,
Mennessis,423,165,21470,,,,,,,,,,
Mennevret,652,260,19330,,,,,,,,,,
Mercin-et-Vaux,957,408,25170,,,,,,,,,,
Merlieux-et-Fouquerolles,279,108,21910,,,,,,,,,,
Mesbrecourt-Richecourt,303,129,23300,,,,,,,,,,
Mesnil-Saint-Laurent,450,184,30400,,,,,,,,,,
Meurival,,,,,,,,,,,,,
Mézières-sur-Oise,511,216,24540,,,,,,,,,,
Mézy-Moulins,497,203,21980,,,,,,,,,,
Missy-aux-Bois,106,42,30210,,,,,,,,,,
Missy-lès-Pierrepont,,,,,,,,,,,,,
Missy-sur-Aisne,622,256,23870,,,,,,,,,,
Molain,160,68,21240,,,,,,,,,,
Molinchart,350,136,26560,,,,,,,,,,
Monampteuil,117,55,28320,,,,,,,,,,
Monceau-le-Neuf-et-Faucouzy,319,135,21230,,,,,,,,,,
Monceau-lès-Leups,459,186,20550,,,,,,,,,,
Monceau-le-Waast,209,96,22380,,,,,,,,,,
Monceau-sur-Oise,123,54,23550,,,,,,,,,,
Mondrepuis,980,416,21680,,,,,,,,,,
Monnes,102,38,23670,,,,,,,,,,
Mons-en-Laonnois,1104,457,23910,,,,,,,,,,
Montaigu,745,322,22150,,,,,,,,,,
Montbavin,,,,,,,,,,,,,
Montbrehain,790,327,20690,,,,,,,,,,
Montchâlons,,,,,,,,,,,,,
Montcornet,1090,545,18140,,,,,,,,,,
Mont-d'Origny,802,343,19460,,,,,,,,,,
Montescourt-Lizerolles,1531,659,21160,,,,,,,,,,
Montfaucon,199,80,24210,,,,,,,,,,
Montgobert,203,88,25720,,,,,,,,,,
Montgru-Saint-Hilaire,,,,,,,,,,,,,
Monthenault,130,53,23470,,,,,,,,,,
Monthiers,165,63,20750,,,,,,,,,,
Monthurel,130,59,25900,,,,,,,,,,
Montigny-en-Arrouaise,291,120,21250,,,,,,,,,,
Montigny-l'Allier,255,110,23710,,,,,,,,,,
Montigny-le-Franc,147,70,21430,,,,,,,,,,
Montigny-Lengrain,680,275,23400,,,,,,,,,,
Montigny-lès-Condé,,,,,,,,,,,,,
Montigny-sous-Marle,,,,,,,,,,,,,
Montigny-sur-Crécy,302,127,20050,,,,,,,,,,
Montlevon,262,112,22420,,,,,,,,,,
Montloué,179,68,16470,,,,,,,,,,
Mont-Notre-Dame,763,286,22300,,,,,,,,,,
Montreuil-aux-Lions,1287,497,24450,,,,,,,,,,
Mont-Saint-Jean,,,,,,,,,,,,,
Mont-Saint-Martin,,,,,,,,,,,,,
Mont-Saint-Père,689,282,24070,,,,,,,,,,
Morcourt,556,248,24530,,,,,,,,,,
Morgny-en-Thiérache,,,,,,,,,,,,,
Morsain,452,181,21910,,,,,,,,,,
Mortefontaine,210,99,24150,,,,,,,,,,
Mortiers,182,75,20830,,,,,,,,,,
Moulins,,,,,,,,,,,,,
Moussy-Verneuil,135,54,21510,,,,,,,,,,
Moÿ-de-l'Aisne,983,430,22650,,,,,,,,,,
Muret-et-Crouttes,122,58,23960,,,,,,,,,,
Muscourt,,,,,,,,,,,,,
Nampcelles-la-Cour,112,46,21060,,,,,,,,,,
Nampteuil-sous-Muret,,,,,,,,,,,,,
Nanteuil-la-Fosse,186,68,20970,,,,,,,,,,
Nanteuil-Notre-Dame,,,,,,,,,,,,,
Nauroy,690,281,21750,,,,,,,,,,
Nesles-la-Montagne,1247,479,24290,,,,,,,,,,
Neufchâtel-sur-Aisne,423,185,24860,,,,,,,,,,
Neuflieux,,,,,,,,,,,,,
Neuilly-Saint-Front,1958,829,20960,,,,,,,,,,
Neuve-Maison,573,257,19910,,,,,,,,,,
La Neuville-Bosmont,156,65,20610,,,,,,,,,,
La Neuville-en-Beine,206,77,23200,,,,,,,,,,
La Neuville-Housset,,,,,,,,,,,,,
La Neuville-lès-Dorengt,396,146,19990,,,,,,,,,,
Neuville-Saint-Amand,887,376,24570,,,,,,,,,,
Neuville-sur-Ailette,127,54,22090,,,,,,,,,,
Neuville-sur-Margival,118,46,22250,,,,,,,,,,
Neuvillette,168,67,23580,,,,,,,,,,
Nizy-le-Comte,216,95,21680,,,,,,,,,,
Nogentel,1117,466,24400,,,,,,,,,,
Nogent-l'Artaud,2022,860,21670,12730,33770,2.7,16,51,74.9,67.6,28.1,6.2,-13.6
Noircourt,,,,,,,,,,,,,
Noroy-sur-Ourcq,133,53,20740,,,,,,,,,,
Le Nouvion-en-Thiérache,2303,1126,19230,10780,32260,3,23,38,58.9,51,31.5,9.9,-12.9
Nouvion-et-Catillon,491,205,19880,,,,,,,,,,
Nouvion-le-Comte,252,115,23890,,,,,,,,,,
Nouvion-le-Vineux,148,62,26750,,,,,,,,,,
Nouvron-Vingré,210,86,21090,,,,,,,,,,
Noyales,139,58,19860,,,,,,,,,,
Bernoy-le-Château,864,353,24360,,,,,,,,,,
Œuilly,293,120,22060,,,,,,,,,,
Ognes,1106,472,23570,,,,,,,,,,
Ohis,277,122,18230,,,,,,,,,,
Oigny-en-Valois,175,72,25210,,,,,,,,,,
Oisy,414,172,20440,,,,,,,,,,
Ollezy,195,73,21320,,,,,,,,,,
Omissy,640,291,25100,,,,,,,,,,
Orainville,477,193,25580,,,,,,,,,,
Orgeval,,,,,,,,,,,,,
Origny-en-Thiérache,1271,557,20100,,,,,,,,,,
Origny-Sainte-Benoite,1536,719,19410,,,,,,,,,,
Osly-Courtil,304,120,23670,,,,,,,,,,
Ostel,101,40,25940,,,,,,,,,,
Oulches-la-Vallée-Foulon,,,,,,,,,,,,,
Oulchy-la-Ville,136,58,21840,,,,,,,,,,
Oulchy-le-Château,760,334,21090,,,,,,,,,,
Paars,307,121,25400,,,,,,,,,,
Paissy,,,,,,,,,,,,,
Pancy-Courtecon,,,,,,,,,,,,,
Papleux,114,43,25250,,,,,,,,,,
Parcy-et-Tigny,254,95,23740,,,,,,,,,,
Parfondeval,138,67,23170,,,,,,,,,,
Parfondru,370,154,22150,,,,,,,,,,
Pargnan,,,,,,,,,,,,,
Pargny-et-Filain,388,156,22910,,,,,,,,,,
Pargny-la-Dhuys,178,75,24220,,,,,,,,,,
Pargny-les-Bois,143,57,20730,,,,,,,,,,
Parpeville,213,89,21550,,,,,,,,,,
Pasly,1108,465,25110,,,,,,,,,,
Passy-en-Valois,143,51,24270,,,,,,,,,,
Passy-sur-Marne,127,57,24950,,,,,,,,,,
Pavant,773,316,21830,,,,,,,,,,
Pernant,687,276,25440,,,,,,,,,,
Pierremande,247,109,22010,,,,,,,,,,
Pierrepont,335,151,21230,,,,,,,,,,
Pignicourt,171,68,23010,,,,,,,,,,
Pinon,1664,734,20050,,,,,,,,,,
Pithon,,,,,,,,,,,,,
Pleine-Selve,193,80,21620,,,,,,,,,,
Le Plessier-Huleu,,,,,,,,,,,,,
Ploisy,,,,,,,,,,,,,
Plomion,451,211,18580,,,,,,,,,,
