region_name,num_persons_fiscal_households,num_households,median_living_standard_eur,d1_living_standard_eur,d9_living_standard_eur,interdecile_ratio_d9_d1,poverty_rate_pct_60med,share_taxed_households_pct,share_activity_income_pct,share_wages_pct,share_pensions_pct,share_social_benefits_pct,share_direct_taxes_pct
Saint-Jean-de-Barrou,237,131,19920,,,,,,,,,,
Saint-Jean-de-Paracol,126,62,12260,,,,,,,,,,
Saint-Julia-de-Bec,100,61,19240,,,,,,,,,,
Saint-Julien-de-Briola,,,,,,,,,,,,,
Saint-Just-et-le-Bézu,,,,,,,,,,,,,
Saint-Laurent-de-la-Cabrerisse,744,362,19900,,,,,,,,,,
Saint-Louis-et-Parahou,,,,,,,,,,,,,
Saint-Marcel-sur-Aude,1804,790,20990,,,,,,,,,,
Saint-Martin-des-Puits,,,,,,,,,,,,,
Saint-Martin-de-Villereglan,402,168,25110,,,,,,,,,,
Saint-Martin-Lalande,1099,455,22230,,,,,,,,,,
Saint-Martin-le-Vieil,203,108,22720,,,,,,,,,,
Saint-Martin-Lys,,,,,,,,,,,,,
Saint-Michel-de-Lanès,463,209,24210,,,,,,,,,,
Saint-Nazaire-d'Aude,2005,870,21930,12740,33840,2.7,12,46,65.8,55.6,35.5,5.7,-13.3
Saint-Papoul,822,388,21480,,,,,,,,,,
Saint-Paulet,192,83,21300,,,,,,,,,,
Saint-Pierre-des-Champs,189,92,20670,,,,,,,,,,
Saint-Polycarpe,162,78,17440,,,,,,,,,,
Saint-Sernin,,,,,,,,,,,,,
Sainte-Valière,520,252,20560,,,,,,,,,,
Saissac,781,414,19390,,,,,,,,,,
Sallèles-Cabardès,113,56,19760,,,,,,,,,,
Sallèles-d'Aude,2823,1261,21870,11370,34290,3,16,47,66,56,33.9,6.3,-13.3
Salles-d'Aude,3274,1486,23080,12880,35910,2.8,13,49,61.6,51.2,39.9,5,-14.1
Salles-sur-l'Hers,711,320,21610,,,,,,,,,,
Salsigne,368,180,17800,,,,,,,,,,
Salvezines,,,,,,,,,,,,,
Salza,,,,,,,,,,,,,
Seignalens,,,,,,,,,,,,,
La Serpent,,,,,,,,,,,,,
Serres,,,,,,,,,,,,,
Serviès-en-Val,205,106,20380,,,,,,,,,,
Sigean,5299,2552,20690,11320,33170,2.9,18,43,56.7,48.6,42,6.7,-12.8
Sonnac-sur-l'Hers,127,62,22030,,,,,,,,,,
Sougraigne,,,,,,,,,,,,,
Souilhanels,346,144,24020,,,,,,,,,,
Souilhe,360,148,22810,,,,,,,,,,
Soulatgé,,,,,,,,,,,,,
Soupex,232,107,21700,,,,,,,,,,
Talairan,385,183,18620,,,,,,,,,,
Taurize,,,,,,,,,,,,,
Termes,,,,,,,,,,,,,
Terroles,,,,,,,,,,,,,
Thézan-des-Corbières,567,269,19790,,,,,,,,,,
La Tourette-Cabardès,,,,,,,,,,,,,
Tournissan,273,141,18190,,,,,,,,,,
Tourouzelle,465,228,20730,,,,,,,,,,
Tourreilles,129,63,20630,,,,,,,,,,
Trassanel,,,,,,,,,,,,,
Trausse,587,276,19260,,,,,,,,,,
Trèbes,5085,2417,19250,10430,32220,3.1,24,39,54.4,47.6,41.1,10.3,-11.7
Treilles,233,118,19130,,,,,,,,,,
Tréville,106,47,22520,,,,,,,,,,
Tréziers,,,,,,,,,,,,,
Tuchan,751,413,18770,,,,,,,,,,
Valmigère,,,,,,,,,,,,,
Ventenac-Cabardès,971,414,22480,,,,,,,,,,
Ventenac-en-Minervois,599,275,22260,,,,,,,,,,
Véraza,,,,,,,,,,,,,
Verdun-en-Lauragais,277,131,22840,,,,,,,,,,
Verzeille,447,192,21210,,,,,,,,,,
Vignevieille,104,48,19230,,,,,,,,,,
Villalier,870,396,21280,,,,,,,,,,
Villanière,139,70,18780,,,,,,,,,,
Villardebelle,,,,,,,,,,,,,
Villardonnel,420,207,20220,,,,,,,,,,
Villar-en-Val,,,,,,,,,,,,,
Villar-Saint-Anselme,110,55,20720,,,,,,,,,,
Villarzel-Cabardès,275,114,20930,,,,,,,,,,
Villarzel-du-Razès,,,,,,,,,,,,,
Villasavary,1163,489,21270,,,,,,,,,,
Villautou,,,,,,,,,,,,,
Villebazy,132,60,20080,,,,,,,,,,
Villedaigne,576,255,17280,,,,,,,,,,
Villedubert,324,148,24050,,,,,,,,,,
Villefloure,146,68,21200,,,,,,,,,,
Villefort,,,,,,,,,,,,,
Villegailhenc,1755,759,21610,,,,,,,,,,
Villegly,1210,534,20520,,,,,,,,,,
Villelongue-d'Aude,301,144,20260,,,,,,,,,,
Villemagne,230,112,20370,,,,,,,,,,
Villemoustaussou,4483,1907,23540,13570,40640,3,11,55,69.5,57.8,33.1,4.6,-16.1
Villeneuve-la-Comptal,1394,566,22920,,,,,,,,,,
Villeneuve-les-Corbières,212,104,16280,,,,,,,,,,
Villeneuve-lès-Montréal,304,118,22670,,,,,,,,,,
Villeneuve-Minervois,882,432,20160,,,,,,,,,,
Villepinte,1189,534,20090,,,,,,,,,,
Villerouge-Termenès,144,82,14680,,,,,,,,,,
Villesèque-des-Corbières,366,186,16910,,,,,,,,,,
Villesèquelande,842,357,22280,,,,,,,,,,
Villesiscle,336,148,21360,,,,,,,,,,
Villespy,422,184,20760,,,,,,,,,,
Villetritouls,,,,,,,,,,,,,
Vinassan,2609,1185,23920,13970,38950,2.8,9,56,70.6,59.4,33.9,4,-15.4
Agen-d'Aveyron,1114,473,25590,,,,,,,,,,
Aguessac,954,413,22260,,,,,,,,,,
Les Albres,300,144,20800,,,,,,,,,,
Almont-les-Junies,422,190,20750,,,,,,,,,,
Alrance,352,157,19830,,,,,,,,,,
Ambeyrac,165,79,20850,,,,,,,,,,
Anglars-Saint-Félix,829,334,21490,,,,,,,,,,
Arnac-sur-Dourdou,,,,,,,,,,,,,
Arques,127,57,23840,,,,,,,,,,
Arvieu,756,352,21580,,,,,,,,,,
Asprières,657,304,21410,,,,,,,,,,
Aubin,3390,1721,20090,11430,31710,2.8,18,39,51,44.6,46.7,6.2,-11.2
Auriac-Lagast,240,98,19270,,,,,,,,,,
Auzits,765,366,21330,,,,,,,,,,
Ayssènes,193,97,18730,,,,,,,,,,
Balaguier-d'Olt,166,75,23610,,,,,,,,,,
Balaguier-sur-Rance,,,,,,,,,,,,,
Le Bas Ségala,1578,704,20100,,,,,,,,,,
La Bastide-Pradines,,,,,,,,,,,,,
La Bastide-Solages,103,51,21100,,,,,,,,,,
Belcastel,195,92,23650,,,,,,,,,,
Belmont-sur-Rance,792,390,20720,,,,,,,,,,
Bertholène,979,414,21800,,,,,,,,,,
Bessuéjouls,235,106,22840,,,,,,,,,,
Boisse-Penchot,460,230,19570,,,,,,,,,,
Bor-et-Bar,203,94,16560,,,,,,,,,,
Bouillac,397,194,19900,,,,,,,,,,
Bournazel,288,122,23030,,,,,,,,,,
Boussac,606,242,21580,,,,,,,,,,
Bozouls,2944,1312,23480,14290,37370,2.6,9,51,67.2,57.2,26.9,3.7,-15.1
Brandonnet,296,136,21540,,,,,,,,,,
Brasc,145,71,14550,,,,,,,,,,
Brommat,587,297,20440,,,,,,,,,,
Broquiès,554,276,18190,,,,,,,,,,
Brousse-le-Château,164,86,19560,,,,,,,,,,
Brusque,235,139,19580,,,,,,,,,,
Cabanès,268,116,19540,,,,,,,,,,
Calmels-et-le-Viala,195,86,21860,,,,,,,,,,
Calmont,2021,792,25540,15260,38310,2.5,,59,70.3,61.1,25,3.2,-14.9
Camarès,959,478,20760,,,,,,,,,,
Camboulazet,397,159,23240,,,,,,,,,,
Camjac,573,260,21690,,,,,,,,,,
Campagnac,404,182,20260,,,,,,,,,,
Campouriez,342,179,22220,,,,,,,,,,
Campuac,414,186,21670,,,,,,,,,,
Canet-de-Salars,402,186,22110,,,,,,,,,,
Cantoin,297,146,19050,,,,,,,,,,
Capdenac-Gare,4280,2185,20860,12420,32770,2.6,15,42,60.4,53.3,38.7,6.7,-12.3
La Capelle-Balaguier,306,133,22550,,,,,,,,,,
La Capelle-Bleys,370,167,19670,,,,,,,,,,
La Capelle-Bonance,,,,,,,,,,,,,
Baraqueville,3061,1364,22810,14170,35790,2.5,9,47,71,61.9,27.9,4.7,-13.3
Cassagnes-Bégonhès,895,421,21150,,,,,,,,,,
Cassuéjouls,111,59,18610,,,,,,,,,,
Castanet,518,214,21780,,,,,,,,,,
Castelmary,,,,,,,,,,,,,
Castelnau-de-Mandailles,561,252,21390,,,,,,,,,,
Castelnau-Pégayrols,333,154,21980,,,,,,,,,,
La Cavalerie,1181,482,20980,,,,,,,,,,
Le Cayrol,209,104,17720,,,,,,,,,,
Centrès,453,228,18170,,,,,,,,,,
Clairvaux-d'Aveyron,943,423,23940,,,,,,,,,,
Le Clapier,,,,,,,,,,,,,
Colombiès,840,409,19990,,,,,,,,,,
Combret,245,109,18980,,,,,,,,,,
Compeyre,546,233,24110,,,,,,,,,,
Compolibat,303,141,21590,,,,,,,,,,
Comprégnac,233,106,23120,,,,,,,,,,
Comps-la-Grand-Ville,657,264,22850,,,,,,,,,,
Condom-d'Aubrac,256,122,17980,,,,,,,,,,
Connac,,,,,,,,,,,,,
Cornus,385,200,20230,,,,,,,,,,
Les Costes-Gozon,133,71,18970,,,,,,,,,,
Coubisou,469,215,21540,,,,,,,,,,
Coupiac,375,188,18710,,,,,,,,,,
La Couvertoirade,202,99,18850,,,,,,,,,,
Cransac-les-Thermes,1403,781,18880,,,,,,,,,,
Creissels,1644,731,21850,,,,,,,,,,
Crespin,238,116,19300,,,,,,,,,,
La Cresse,332,150,23390,,,,,,,,,,
Curières,199,96,20990,,,,,,,,,,
Decazeville,4546,2482,19440,10640,31130,2.9,23,37,46.7,41,47.8,9.7,-10.9
Druelle Balsac,3103,1222,26070,17150,39870,2.3,,63,79.5,71.7,24.2,3.2,-15.1
Drulhe,425,194,21790,,,,,,,,,,
Durenque,486,223,19770,,,,,,,,,,
Le Fel,178,82,19480,,,,,,,,,,
Entraygues-sur-Truyère,883,478,21150,,,,,,,,,,
Escandolières,198,87,21310,,,,,,,,,,
Espalion,4330,2204,21900,13640,36650,2.7,11,46,56.3,46.2,37.3,4.5,-14.2
Espeyrac,244,120,20700,,,,,,,,,,
Estaing,469,259,22060,,,,,,,,,,
Fayet,236,121,19050,,,,,,,,,,
Firmi,2291,1108,22030,12730,34040,2.7,13,46,57.2,50.9,42.9,4.8,-12.6
Flagnac,1015,459,22510,,,,,,,,,,
Flavin,2440,1020,24530,15080,37890,2.5,,57,75.6,63.6,26.4,3.3,-14.9
Florentin-la-Capelle,303,148,18510,,,,,,,,,,
Foissac,450,205,21060,,,,,,,,,,
La Fouillade,1086,507,20610,,,,,,,,,,
Gabriac,530,217,22390,,,,,,,,,,
Gaillac-d'Aveyron,271,133,20600,,,,,,,,,,
Galgan,340,159,21390,,,,,,,,,,
Gissac,104,49,20850,,,,,,,,,,
Golinhac,340,170,20670,,,,,,,,,,
Goutrens,516,215,23960,,,,,,,,,,
Gramond,434,168,21890,,,,,,,,,,
L'Hospitalet-du-Larzac,340,140,18540,,,,,,,,,,
Huparlac,230,110,18540,,,,,,,,,,
Lacroix-Barrez,497,254,20330,,,,,,,,,,
Laguiole,1154,574,22730,,,,,,,,,,
Laissac-Sévérac l'Église,2003,993,21860,13120,34580,2.6,13,44,61.1,52.3,35.1,4.8,-13.5
Lanuéjouls,722,353,21990,,,,,,,,,,
Lapanouse-de-Cernon,112,56,23340,,,,,,,,,,
Lassouts,325,144,17870,,,,,,,,,,
Laval-Roquecezière,302,144,18150,,,,,,,,,,
Lédergues,697,330,21080,,,,,,,,,,
Lescure-Jaoul,213,112,18020,,,,,,,,,,
Lestrade-et-Thouels,436,184,19750,,,,,,,,,,
Livinhac-le-Haut,1046,509,21530,,,,,,,,,,
La Loubière,1491,614,26690,,,,,,,,,,
Luc-la-Primaube,5942,2778,24070,14650,37510,2.6,8,56,68.5,61.8,31.5,3.7,-15
Lugan,303,140,22390,,,,,,,,,,
Lunac,372,178,19490,,,,,,,,,,
Maleville,964,416,21690,,,,,,,,,,
Manhac,853,319,24030,,,,,,,,,,
Marcillac-Vallon,1490,714,23410,,,,,,,,,,
Marnhagues-et-Latour,101,57,18410,,,,,,,,,,
Martiel,1001,463,21770,,,,,,,,,,
Martrin,209,100,16260,,,,,,,,,,
Mayran,623,246,24890,,,,,,,,,,
Mélagues,,,,,,,,,,,,,
Meljac,135,67,19770,,,,,,,,,,
Millau,21381,10807,21240,12070,35910,3,16,44,63.3,53.8,34.9,6.7,-14
Le Monastère,2384,1042,24580,15100,37680,2.5,,60,80.2,71.1,23.6,4.1,-15.3
Montagnol,137,72,15860,,,,,,,,,,
Montbazens,1345,656,21500,,,,,,,,,,
Montclar,133,65,18440,,,,,,,,,,
Monteils,458,228,21740,,,,,,,,,,
Montézic,212,110,23130,,,,,,,,,,
Montfranc,122,62,18480,,,,,,,,,,
Montjaux,455,214,19340,,,,,,,,,,
Montlaur,614,303,20940,,,,,,,,,,
Fondamente,277,140,20550,,,,,,,,,,
Montpeyroux,524,236,19330,,,,,,,,,,
Montrozier,1748,712,24720,,,,,,,,,,
Montsalès,338,152,23460,,,,,,,,,,
Morlhon-le-Haut,562,240,21370,,,,,,,,,,
Mostuéjouls,336,170,22410,,,,,,,,,,
Mouret,524,231,22420,,,,,,,,,,
Moyrazès,1077,448,24180,,,,,,,,,,
Murasson,185,79,19490,,,,,,,,,,
Mur-de-Barrez,591,321,20510,,,,,,,,,,
Muret-le-Château,343,144,23030,,,,,,,,,,
Murols,,,,,,,,,,,,,
Najac,743,385,19390,,,,,,,,,,
Nant,871,440,20830,,,,,,,,,,
Naucelle,1897,941,22980,,,,,,,,,,
Naussac,378,176,22430,,,,,,,,,,
Nauviale,538,228,21630,,,,,,,,,,
Le Nayrac,481,239,21230,,,,,,,,,,
Olemps,3275,1528,24910,15900,38810,2.4,,60,71.6,64.9,31.2,3.6,-15.6
Ols-et-Rinhodes,157,70,21740,,,,,,,,,,
Onet-le-Château,11180,5440,22100,11600,37330,3.2,17,50,65.2,57.6,32.1,6,-15.6
Palmas d'Aveyron,902,386,22030,,,,,,,,,,
Paulhe,370,163,23570,,,,,,,,,,
Peux-et-Couffouleux,,,,,,,,,,,,,
Peyreleau,,,,,,,,,,,,,
Peyrusse-le-Roc,189,82,20510,,,,,,,,,,
Pierrefiche,287,125,20510,,,,,,,,,,
Plaisance,208,114,19180,,,,,,,,,,
Pomayrols,103,57,20930,,,,,,,,,,
Pont-de-Salars,1427,627,22690,,,,,,,,,,
Pousthomy,204,95,18490,,,,,,,,,,
Prades-d'Aubrac,241,146,17260,,,,,,,,,,
Prades-Salars,302,131,19970,,,,,,,,,,
Pradinas,350,162,19490,,,,,,,,,,
Prévinquières,285,121,18170,,,,,,,,,,
Privezac,336,147,22810,,,,,,,,,,
Mounes-Prohencoux,200,89,17520,,,,,,,,,,
Pruines,297,134,19420,,,,,,,,,,
Quins,845,354,22280,,,,,,,,,,
Rebourguil,320,128,20650,,,,,,,,,,
Réquista,1853,903,19790,,,,,,,,,,
Rieupeyroux,1908,914,21040,,,,,,,,,,
Rignac,1860,873,22590,,,,,,,,,,
Rivière-sur-Tarn,978,459,21670,,,,,,,,,,
Rodelle,1114,448,26370,,,,,,,,,,
Rodez,21057,12037,22210,11880,39890,3.4,16,51,67.6,58.4,31.5,6.3,-16.4
Roquefort-sur-Soulzon,492,231,23390,,,,,,,,,,
La Roque-Sainte-Marguerite,199,99,20250,,,,,,,,,,
La Rouquette,802,336,22590,,,,,,,,,,
Roussennac,602,248,23840,,,,,,,,,,
Rullac-Saint-Cirq,331,152,19150,,,,,,,,,,
Saint-Affrique,7470,3862,21480,12290,35480,2.9,15,42,60.6,51.8,37,6.3,-13.3
Saint-Amans-des-Cots,627,305,19080,,,,,,,,,,
Saint-André-de-Najac,424,207,18240,,,,,,,,,,
Saint-André-de-Vézines,128,69,23410,,,,,,,,,,
Saint-Beaulize,99,57,23020,,,,,,,,,,
Saint-Beauzély,563,258,21330,,,,,,,,,,
Saint-Chély-d'Aubrac,412,205,20170,,,,,,,,,,
Saint-Christophe-Vallon,1130,509,22530,,,,,,,,,,
Saint-Côme-d'Olt,1265,606,22570,,,,,,,,,,
Sainte-Croix,750,321,21150,,,,,,,,,,
Conques-en-Rouergue,1597,792,21460,,,,,,,,,,
Sainte-Eulalie-d'Olt,363,186,19600,,,,,,,,,,
Sainte-Eulalie-de-Cernon,276,136,20750,,,,,,,,,,
Saint-Félix-de-Lunel,361,173,19180,,,,,,,,,,
Saint-Félix-de-Sorgues,179,106,20080,,,,,,,,,,
Argences en Aubrac,1467,728,19910,,,,,,,,,,
Saint Geniez d'Olt et d'Aubrac,1767,944,20860,,,,,,,,,,
Saint-Georges-de-Luzençon,1629,731,22710,,,,,,,,,,
Saint-Hippolyte,408,201,18090,,,,,,,,,,
Saint-Igest,202,89,21250,,,,,,,,,,
Saint-Izaire,326,155,19010,,,,,,,,,,
Saint-Jean-d'Alcapiès,231,97,23110,,,,,,,,,,
Saint-Jean-Delnous,341,146,21750,,,,,,,,,,
Saint-Jean-du-Bruel,608,330,19720,,,,,,,,,,
Saint-Jean-et-Saint-Paul,285,122,23200,,,,,,,,,,
Saint-Juéry,226,105,19680,,,,,,,,,,
Sainte-Juliette-sur-Viaur,615,257,24470,,,,,,,,,,
Saint-Just-sur-Viaur,225,108,17080,,,,,,,,,,
Saint-Laurent-de-Lévézou,158,75,21410,,,,,,,,,,
Saint-Laurent-d'Olt,575,280,21190,,,,,,,,,,
Saint-Léons,404,179,22170,,,,,,,,,,
Saint-Martin-de-Lenne,318,143,21200,,,,,,,,,,
Saint-Parthem,374,182,19620,,,,,,,,,,
Sainte-Radegonde,1845,732,26930,,,,,,,,,,
Saint-Rémy,295,132,21900,,,,,,,,,,
Saint-Rome-de-Cernon,897,386,22640,,,,,,,,,,
Saint-Rome-de-Tarn,687,346,22710,,,,,,,,,,
Saint-Santin,531,245,21120,,,,,,,,,,
Saint-Saturnin-de-Lenne,321,155,21640,,,,,,,,,,
Saint-Sernin-sur-Rance,395,211,21130,,,,,,,,,,
Saint-Sever-du-Moustier,188,89,17390,,,,,,,,,,
Saint-Symphorien-de-Thénières,194,96,20860,,,,,,,,,,
Saint-Victor-et-Melvieu,312,149,20580,,,,,,,,,,
Salles-Courbatiès,474,213,20480,,,,,,,,,,
Salles-Curan,1001,497,20900,,,,,,,,,,
Salles-la-Source,2219,925,25940,15970,42650,2.7,,63,71.1,61.5,30.2,2.6,-16.3
Salmiech,724,342,22230,,,,,,,,,,
Salvagnac-Cajarc,406,187,21000,,,,,,,,,,
Causse-et-Diège,748,347,21770,,,,,,,,,,
La Salvetat-Peyralès,870,447,18960,,,,,,,,,,
Sanvensa,646,301,21690,,,,,,,,,,
Sauclières,164,88,21680,,,,,,,,,,
Saujac,119,63,20950,,,,,,,,,,
Sauveterre-de-Rouergue,583,299,21520,,,,,,,,,,
Savignac,721,300,22960,,,,,,,,,,
Sébazac-Concourès,3009,1317,25330,15820,39220,2.5,,61,67.1,59.4,34.6,3.3,-15.8
Sébrazac,379,176,19700,,,,,,,,,,
Ségur,516,233,20110,,,,,,,,,,
La Selve,571,278,19640,,,,,,,,,,
Sénergues,325,170,17830,,,,,,,,,,
La Serre,122,54,19910,,,,,,,,,,
Sévérac d'Aveyron,4049,1935,21410,12300,33690,2.7,14,45,61,48.9,37.1,5.1,-12.5
Sonnac,493,211,23100,,,,,,,,,,
Soulages-Bonneval,270,127,22790,,,,,,,,,,
Sylvanès,105,49,21510,,,,,,,,,,
Tauriac-de-Camarès,,,,,,,,,,,,,
Tauriac-de-Naucelle,395,166,18410,,,,,,,,,,
Taussac,467,228,19490,,,,,,,,,,
Tayrac,167,82,19830,,,,,,,,,,
Thérondels,337,187,19610,,,,,,,,,,
Toulonjac,749,315,23480,,,,,,,,,,
Tournemire,420,182,19820,,,,,,,,,,
Trémouilles,447,195,18420,,,,,,,,,,
Le Truel,315,158,20720,,,,,,,,,,
Vabres-l'Abbaye,1192,512,22950,,,,,,,,,,
Vailhourles,646,300,21890,,,,,,,,,,
Valady,1579,665,24470,,,,,,,,,,
Valzergues,203,101,23820,,,,,,,,,,
Vaureilles,471,204,21530,,,,,,,,,,
Verrières,359,166,22470,,,,,,,,,,
Versols-et-Lapeyre,424,187,22000,,,,,,,,,,
Veyreau,93,51,20230,,,,,,,,,,
Vézins-de-Lévézou,597,260,18910,,,,,,,,,,
Viala-du-Pas-de-Jaux,,,,,,,,,,,,,
Viala-du-Tarn,407,196,19010,,,,,,,,,,
Le Vibal,505,219,21480,,,,,,,,,,
Villecomtal,414,202,21810,,,,,,,,,,
Villefranche-de-Panat,674,330,21330,,,,,,,,,,
Villefranche-de-Rouergue,10249,5359,20820,11420,35500,3.1,19,43,54.4,45.9,42.8,7.3,-13.8
Villeneuve,1847,894,22720,,,,,,,,,,
Vimenet,234,115,21510,,,,,,,,,,
Viviez,1200,635,19270,,,,,,,,,,
Curan,279,128,21130,,,,,,,,,,
Aix-en-Provence,126064,63029,25810,12030,51260,4.3,15,61,73.3,64,26.9,4,-21
Allauch,21164,8799,27620,15470,47090,3,7,67,76.2,64.9,30,2.8,-20.1
Alleins,2810,1131,26040,15100,43030,2.8,7,61,82.3,71.8,23.3,3.3,-18.3
Arles,51915,23795,20060,10400,35640,3.4,24,43,67.2,56.5,29.9,8.4,-14.6
Aubagne,41570,19034,22550,11990,39310,3.3,16,51,70.1,61.2,30.1,6.4,-16.6
Aureille,1578,690,24830,,,,,,,,,,
Auriol,11427,4780,26260,14470,44500,3.1,9,60,75.7,67.1,26.5,3.7,-18
Aurons,542,225,30160,,,,,,,,,,
La Barben,801,316,30140,,,,,,,,,,
Barbentane,4214,1884,24120,13270,44250,3.3,12,54,75.3,64.5,28.9,4.1,-18.1
Les Baux-de-Provence,233,120,24030,,,,,,,,,,
Beaurecueil,468,192,37890,,,,,,,,,,
Belcodène,1609,636,29980,,,,,,,,,,
Berre-l'Étang,12907,5428,20370,11310,33070,2.9,19,43,69.8,63,25.8,8,-13.1
Bouc-Bel-Air,14716,5858,30840,16640,53380,3.2,6,70,81.8,73.2,26.3,2.5,-21.4
La Bouilladisse,5635,2346,27220,14840,44800,3,8,64,75.4,66.8,29.7,3.1,-18.1
Boulbon,1524,666,24490,,,,,,,,,,
Cabannes,4568,1897,21650,11490,35310,3.1,18,46,73.5,63.8,23.9,5.6,-14.7
Cabriès,9973,3863,32780,17500,60370,3.5,5,73,82.1,72.3,24.2,1.9,-23.8
Cadolive,2021,850,26530,16380,43820,2.7,,64,77.2,70.9,28.8,3.2,-16.2
Carry-le-Rouet,6637,3095,32780,17060,64710,3.8,5,73,71.6,60.9,33,1.5,-24.8
Cassis,6498,3280,28740,13750,65810,4.8,10,65,65.9,51.4,33.3,1.9,-25.7
Ceyreste,4744,1986,28010,14680,51200,3.5,8,64,75.2,61.2,29.3,2.4,-20.6
Charleval,2705,1151,23340,12330,37700,3.1,12,53,73.5,65.6,28.5,5.1,-14.5
Châteauneuf-le-Rouge,2217,910,31590,18050,56140,3.1,,76,79,69.9,25.1,1.5,-22.2
Châteauneuf-les-Martigues,17528,7252,23570,12700,36740,2.9,13,55,79.5,72.9,23.1,6.3,-14.8
Châteaurenard,17082,7557,21440,11560,37760,3.3,18,47,74.1,62.8,24.6,6.1,-15.3
La Ciotat,36284,18603,23580,12250,42860,3.5,15,54,66.3,57.4,36,4.7,-17.6
Cornillon-Confoux,1580,657,29130,,,,,,,,,,
Cuges-les-Pins,5286,2172,25090,14240,41940,2.9,9,58,80.5,70.7,23.8,4.3,-16.9
La Destrousse,3351,1442,26120,15080,41570,2.8,7,60,73.1,64.9,32.3,3.4,-16.6
Éguilles,8239,3515,32090,16370,60710,3.7,7,71,81,70.5,25.6,2,-23.3
Ensuès-la-Redonne,6065,2518,29210,15690,50970,3.2,8,70,83.9,74.2,22.6,2.6,-21.1
Eygalières,1718,824,23740,,,,,,,,,,
Eyguières,7087,3152,25680,13840,43470,3.1,10,59,77.8,69.1,26.4,3.6,-18.1
Eyragues,4213,1871,23990,12400,42500,3.4,14,53,71.8,57.1,28.8,3.8,-17.4
La Fare-les-Oliviers,8683,3673,26620,15160,42120,2.8,7,64,82.6,75.4,24,3.3,-17.2
Fontvieille,3548,1721,24530,12740,44300,3.5,13,58,60.9,50.9,37.8,3,-18.6
Fos-sur-Mer,16129,6644,23680,13560,36640,2.7,11,57,77.4,72.2,26.4,5.4,-14.3
Fuveau,10118,4080,28140,15170,47070,3.1,7,66,85,75.2,22.4,3.1,-19.4
Gardanne,20865,9432,22780,12680,36920,2.9,13,53,75.3,68.9,27.1,5.9,-14.6
Gémenos,6110,2598,28710,15470,55320,3.6,7,67,72.4,61.5,31.5,2.4,-21.3
Gignac-la-Nerthe,10691,4296,24490,13280,38240,2.9,11,59,78.4,70.6,25.8,5.3,-15.6
Grans,5359,2321,26790,14790,47400,3.2,8,64,79.9,69.9,26.3,3.2,-18.6
Graveson,4966,2082,23070,12750,39430,3.1,13,52,77.7,64,25,4.6,-17.6
Gréasque,4013,1669,26900,15360,46370,3,6,61,80.4,73.1,25.8,3.4,-17.8
Istres,42684,18944,22710,12470,37230,3,14,54,75.6,68.8,27.6,6.3,-15.1
Jouques,4284,1838,25220,14510,43120,3,8,58,70.2,62.5,31.3,3.4,-16.3
Lamanon,2056,836,26340,15200,43230,2.8,,64,76.9,66.5,28.5,2.8,-17.9
Lambesc,9587,4135,26100,14050,43970,3.1,9,61,75.6,65.5,29.1,3.6,-18.6
Lançon-Provence,9522,3783,26720,15120,43060,2.8,7,64,84.4,76.1,21.6,3.4,-17.3
Maillane,2702,1129,24450,13190,40180,3,11,55,77.3,66.4,21.7,3.8,-17.6
Mallemort,6877,2897,24230,13410,41930,3.1,11,56,75.7,66.8,26.5,4.3,-16.9
Marignane,34895,14587,21690,10860,35770,3.3,19,50,74.3,67.3,26.7,7.1,-14.6
Marseille,773344,363023,20600,9630,39780,4.1,26,48,73.1,62.7,25.4,9,-17.4
Martigues,48512,22380,22570,11570,39130,3.4,18,53,70.3,62.7,31.4,7,-15.5
Mas-Blanc-des-Alpilles,549,222,26870,,,,,,,,,,
Maussane-les-Alpilles,2416,1135,26190,13160,49370,3.8,12,60,49,40.4,25.4,2.2,-21.1
Meyrargues,3422,1484,25340,13320,43150,3.2,12,59,80.2,70.9,24.7,4.3,-18.1
Meyreuil,6327,2601,27130,15290,48580,3.2,7,65,81.7,73,20.4,2.8,-20.1
Saint-Pierre-de-Mézoargues,237,102,22850,,,,,,,,,,
Mimet,4546,1755,29340,17600,47400,2.7,5,71,78.3,68.7,29.1,2.3,-18.7
Miramas,24988,10652,19810,10710,32650,3,23,45,70.7,64.4,27.4,8.8,-12.6
Mollégès,2583,1105,24800,14420,41640,2.9,9,56,73,63.9,30,3.1,-16.6
Mouriès,3362,1530,24110,12580,41370,3.3,13,55,68.2,58.1,30.2,3.5,-16.9
Noves,5585,2376,23320,12880,39310,3.1,13,53,75.3,65.4,25.6,4.1,-16.1
Orgon,2990,1216,20490,10160,37570,3.7,22,46,72.8,62.3,25,6.9,-14.8
Paradou,2203,907,27350,15000,46650,3.1,,66,71.5,63.1,28.7,2.4,-20.8
Pélissanne,10591,4490,27170,14890,45510,3.1,8,65,78.3,70.5,28.4,3,-19
La Penne-sur-Huveaune,5864,2569,24300,13350,39780,3,11,58,74.7,66.6,29.9,4.4,-16.1
Les Pennes-Mirabeau,21838,8937,26320,14950,42620,2.9,8,63,74.5,66.3,28.9,3.5,-17
Peynier,3623,1513,29250,16210,53080,3.3,6,69,81,70.1,26.1,2.2,-21.2
Peypin,5543,2259,27300,16250,42290,2.6,6,65,77.3,69.9,27.2,2.9,-17.5
