geo,gdp_per_capita_eur,total_dependency_ratio_per1000,old_age_dependency_ratio_per1000,youth_dependency_ratio_per1000,median_age_years,females_per1000_males,young_0_14_per1000,elderly_65plus_per1000,oldest_80plus_per1000
RO11,17100.0,533.0,291.0,242.0,42.6,1044.0,158.0,190.0,40.0
RO12,17100.0,576.0,322.0,254.0,43.4,1042.0,161.0,204.0,44.0
RO21,11600.0,577.0,300.0,277.0,41.8,1018.0,176.0,190.0,44.0
RO22,14200.0,577.0,344.0,234.0,45.7,1047.0,148.0,218.0,47.0
RO31,13200.0,563.0,340.0,223.0,46.1,1039.0,143.0,218.0,51.0
RO32,45200.0,507.0,271.0,236.0,42.0,1133.0,156.0,180.0,38.0
RO41,14500.0,553.0,342.0,211.0,46.6,1037.0,136.0,220.0,51.0
RO42,18900.0,555.0,328.0,227.0,44.9,1056.0,146.0,211.0,42.0
