geo,nights_spent_per1000pop,total_dependency_ratio_per1000,old_age_dependency_ratio_per1000,youth_dependency_ratio_per1000,median_age_years,females_per1000_males,young_0_14_per1000,elderly_65plus_per1000,oldest_80plus_per1000
DE148,8681.05,573.0,339.0,234.0,44.3,1009.0,149.0,215.0,66.0
DE149,3550.96,585.0,355.0,230.0,45.8,998.0,145.0,224.0,67.0
DE211,4678.02,503.0,278.0,225.0,40.9,967.0,150.0,185.0,58.0
DE212,12482.28,437.0,245.0,192.0,39.7,1041.0,134.0,170.0,59.0
DE213,5085.17,513.0,303.0,210.0,42.2,1018.0,139.0,200.0,68.0
DE214,2664.24,606.0,367.0,239.0,45.7,1015.0,149.0,229.0,71.0
DE215,24116.83,617.0,394.0,223.0,46.6,1044.0,138.0,244.0,84.0
DE216,7586.05,592.0,359.0,233.0,46.2,1026.0,146.0,225.0,76.0
DE217,3139.26,537.0,305.0,232.0,44.3,1001.0,151.0,199.0,62.0
DE218,2841.64,549.0,307.0,242.0,44.6,1004.0,156.0,198.0,69.0
DE219,5865.38,567.0,310.0,257.0,43.4,977.0,164.0,198.0,57.0
DE21A,9162.22,509.0,281.0,227.0,44.2,992.0,151.0,187.0,54.0
DE21B,5923.06,465.0,251.0,214.0,42.1,957.0,146.0,171.0,52.0
DE21C,1870.37,589.0,352.0,237.0,45.6,1041.0,149.0,222.0,80.0
DE21D,34911.94,627.0,417.0,210.0,49.0,1083.0,129.0,256.0,93.0
DE21E,2304.4,582.0,346.0,235.0,46.5,1012.0,149.0,219.0,67.0
DE21F,19234.54,599.0,377.0,222.0,47.9,1036.0,139.0,236.0,83.0
DE21G,1380.86,564.0,333.0,231.0,44.9,976.0,148.0,213.0,63.0
DE21H,6612.94,557.0,327.0,230.0,44.7,1021.0,147.0,210.0,80.0
DE21I,1480.17,569.0,326.0,244.0,44.4,993.0,155.0,208.0,61.0
DE21J,2384.12,545.0,304.0,241.0,43.7,971.0,156.0,197.0,56.0
DE21K,7139.58,607.0,370.0,237.0,46.7,1032.0,147.0,230.0,74.0
DE21L,4787.33,621.0,389.0,233.0,48.2,1067.0,143.0,240.0,90.0
DE21M,16188.27,620.0,392.0,228.0,47.4,1034.0,141.0,242.0,77.0
DE21N,2830.37,616.0,372.0,244.0,46.3,1025.0,151.0,230.0,75.0
DE221,3490.46,520.0,312.0,208.0,43.1,1039.0,137.0,205.0,68.0
DE222,9075.48,517.0,339.0,177.0,42.4,1045.0,117.0,224.0,73.0
DE223,2582.6,521.0,335.0,186.0,44.5,976.0,122.0,220.0,67.0
DE224,2628.07,553.0,345.0,208.0,45.5,994.0,134.0,222.0,61.0
DE225,12550.29,609.0,401.0,208.0,49.3,1013.0,129.0,249.0,64.0
DE226,5129.51,549.0,317.0,232.0,44.5,975.0,150.0,205.0,58.0
DE227,1485.43,560.0,322.0,238.0,45.1,989.0,153.0,206.0,57.0
DE228,15541.06,617.0,400.0,217.0,48.3,1016.0,134.0,247.0,69.0
DE229,24293.01,621.0,405.0,216.0,48.6,1009.0,133.0,250.0,65.0
DE22A,6106.16,599.0,374.0,225.0,46.7,1008.0,141.0,234.0,67.0
DE22B,6246.24,575.0,341.0,234.0,46.1,996.0,149.0,216.0,58.0
DE22C,2138.17,533.0,315.0,219.0,44.5,943.0,143.0,205.0,56.0
DE231,2241.23,589.0,387.0,202.0,46.4,1037.0,127.0,243.0,77.0
DE232,8917.96,417.0,246.0,171.0,38.8,1029.0,120.0,174.0,56.0
DE233,1798.96,565.0,369.0,196.0,46.1,1057.0,125.0,236.0,75.0
DE234,3015.61,595.0,372.0,223.0,47.6,1001.0,140.0,233.0,67.0
DE235,11791.24,593.0,377.0,216.0,47.3,989.0,135.0,237.0,64.0
DE236,2631.12,560.0,331.0,230.0,45.2,975.0,147.0,212.0,59.0
DE237,2630.37,600.0,372.0,228.0,47.3,1003.0,142.0,232.0,64.0
DE238,1720.75,579.0,342.0,237.0,45.9,998.0,150.0,217.0,60.0
DE239,2952.21,567.0,347.0,220.0,46.2,994.0,140.0,221.0,63.0
DE23A,5065.01,606.0,396.0,211.0,49.0,1012.0,131.0,246.0,72.0
DE241,10850.0,488.0,301.0,187.0,41.2,1040.0,126.0,202.0,68.0
DE242,5732.1,508.0,340.0,168.0,42.4,1034.0,111.0,226.0,75.0
DE243,3856.12,568.0,380.0,188.0,45.6,1051.0,120.0,242.0,78.0
DE244,2953.11,600.0,381.0,220.0,45.1,1026.0,137.0,238.0,76.0
DE245,2626.42,575.0,343.0,232.0,46.5,1002.0,147.0,218.0,57.0
DE246,6158.28,616.0,396.0,220.0,49.2,1015.0,136.0,245.0,71.0
DE247,1652.62,627.0,408.0,220.0,49.4,1016.0,135.0,251.0,73.0
DE248,3644.27,592.0,361.0,231.0,47.0,1013.0,145.0,227.0,63.0
DE249,3014.8,654.0,446.0,209.0,51.3,1041.0,126.0,269.0,84.0
DE24A,2651.59,617.0,428.0,189.0,51.4,1015.0,117.0,265.0,77.0
DE24B,3038.37,616.0,418.0,198.0,50.3,1024.0,122.0,259.0,76.0
DE24C,6440.37,610.0,395.0,214.0,48.7,1028.0,133.0,246.0,73.0
DE24D,5399.48,670.0,458.0,212.0,51.1,1053.0,127.0,274.0,85.0
DE251,2459.36,583.0,360.0,222.0,44.9,1062.0,140.0,228.0,70.0
DE252,5631.41,467.0,273.0,194.0,39.2,1010.0,132.0,186.0,65.0
DE253,2323.85,500.0,295.0,204.0,43.6,1030.0,136.0,197.0,59.0
DE254,6758.5,506.0,305.0,201.0,42.5,1034.0,134.0,202.0,68.0
DE255,2428.87,602.0,372.0,230.0,46.7,1049.0,144.0,232.0,76.0
DE256,7702.17,580.0,346.0,235.0,45.6,995.0,149.0,219.0,62.0
DE257,2155.56,611.0,363.0,248.0,46.1,1017.0,154.0,225.0,65.0
DE258,1641.7,631.0,395.0,236.0,47.7,1058.0,145.0,242.0,77.0
DE259,1548.66,615.0,384.0,231.0,47.7,1037.0,143.0,238.0,75.0
DE25A,4614.59,599.0,367.0,232.0,46.8,996.0,145.0,229.0,64.0
DE25B,3175.51,602.0,368.0,234.0,47.0,1015.0,146.0,230.0,70.0
DE25C,9825.93,614.0,380.0,234.0,46.7,1006.0,145.0,235.0,69.0
DE261,3818.08,548.0,341.0,207.0,44.5,1043.0,134.0,221.0,68.0
DE262,4564.37,614.0,392.0,221.0,44.2,1020.0,137.0,243.0,83.0
DE263,7040.65,461.0,301.0,161.0,39.2,1090.0,110.0,206.0,74.0
DE264,2717.25,602.0,379.0,224.0,48.0,1020.0,140.0,236.0,71.0
DE265,8950.59,670.0,444.0,226.0,49.9,1033.0,135.0,266.0,82.0
DE266,7572.37,629.0,401.0,228.0,48.1,1006.0,140.0,246.0,69.0
DE267,2109.76,607.0,378.0,230.0,47.4,992.0,143.0,235.0,63.0
DE268,8132.36,584.0,353.0,231.0,46.2,996.0,146.0,223.0,63.0
DE269,2030.06,597.0,371.0,225.0,47.5,1013.0,141.0,233.0,69.0
DE26A,3630.02,633.0,414.0,219.0,49.3,1007.0,134.0,253.0,74.0
DE26B,820.3,629.0,393.0,236.0,47.4,996.0,145.0,241.0,70.0
DE26C,2984.32,626.0,387.0,239.0,46.9,1022.0,147.0,238.0,67.0
DE271,3752.54,489.0,292.0,197.0,41.3,1024.0,132.0,196.0,66.0
DE272,2137.68,605.0,371.0,234.0,44.7,1025.0,146.0,231.0,76.0
DE273,5387.82,563.0,350.0,213.0,43.2,1035.0,136.0,224.0,76.0
DE274,4463.84,589.0,356.0,233.0,44.4,1024.0,147.0,224.0,75.0
DE275,1378.86,588.0,341.0,247.0,45.4,1008.0,156.0,215.0,66.0
DE276,1485.3,596.0,349.0,247.0,45.4,1014.0,155.0,218.0,68.0
DE277,1204.83,588.0,350.0,238.0,45.6,995.0,150.0,221.0,64.0
DE278,7498.13,558.0,326.0,232.0,44.7,979.0,149.0,209.0,61.0
DE279,2563.13,560.0,330.0,230.0,43.8,1002.0,148.0,211.0,66.0
DE27A,19346.45,606.0,379.0,228.0,47.4,1036.0,142.0,236.0,81.0
DE27B,23868.64,605.0,363.0,242.0,45.8,1011.0,151.0,226.0,69.0
DE27C,5468.27,594.0,350.0,244.0,45.2,979.0,153.0,220.0,69.0
DE27D,2481.42,573.0,341.0,232.0,45.4,974.0,147.0,217.0,64.0
DE27E,35017.73,628.0,391.0,236.0,47.5,1035.0,145.0,241.0,78.0
DE300,8088.24,494.0,287.0,207.0,41.3,1036.0,139.0,192.0,66.0
DE401,3390.86,686.0,477.0,209.0,49.1,1050.0,124.0,283.0,106.0
DE402,2973.0,667.0,458.0,209.0,48.1,1062.0,125.0,275.0,98.0
DE403,1956.2,668.0,474.0,194.0,49.6,1047.0,116.0,284.0,96.0
DE404,6859.26,539.0,316.0,223.0,42.8,1071.0,145.0,206.0,74.0
DE405,3438.76,653.0,426.0,227.0,49.2,1031.0,137.0,258.0,82.0
DE406,12074.95,644.0,414.0,230.0,48.7,1018.0,140.0,252.0,84.0
DE407,1278.16,750.0,540.0,210.0,54.4,1020.0,120.0,309.0,99.0
DE408,1593.08,612.0,386.0,226.0,48.7,1027.0,140.0,239.0,77.0
DE409,1632.89,668.0,440.0,228.0,50.5,1028.0,137.0,264.0,81.0
DE40A,2460.98,622.0,404.0,218.0,49.6,1031.0,135.0,249.0,82.0
DE40B,8031.03,748.0,537.0,212.0,53.6,1045.0,121.0,307.0,106.0
DE40C,6622.95,705.0,487.0,219.0,51.7,1029.0,128.0,285.0,94.0
DE40D,8121.58,697.0,489.0,208.0,52.3,1021.0,123.0,288.0,88.0
DE40E,4326.77,636.0,410.0,226.0,49.9,1022.0,138.0,251.0,79.0
DE40F,4043.67,725.0,520.0,204.0,53.8,1016.0,118.0,302.0,98.0
DE40G,6500.19,765.0,554.0,211.0,55.2,1040.0,120.0,314.0,98.0
DE40H,3577.04,606.0,378.0,228.0,47.5,1001.0,142.0,235.0,76.0
DE40I,7583.77,742.0,536.0,206.0,54.4,1032.0,118.0,308.0,98.0
DE501,3922.22,537.0,317.0,220.0,42.1,1025.0,143.0,206.0,68.0
DE502,3767.22,585.0,345.0,240.0,43.0,1008.0,151.0,218.0,65.0
DE600,8673.04,477.0,267.0,211.0,41.0,1043.0,143.0,180.0,62.0
DE711,4528.95,440.0,250.0,190.0,38.0,957.0,132.0,174.0,56.0
DE712,13828.85,429.0,228.0,201.0,39.7,1037.0,141.0,159.0,49.0
DE713,4402.22,452.0,233.0,219.0,39.9,990.0,151.0,161.0,49.0
DE714,4108.85,519.0,302.0,217.0,42.9,1065.0,143.0,199.0,67.0
DE715,2138.63,608.0,381.0,227.0,47.5,1023.0,141.0,237.0,72.0
DE716,1621.98,583.0,354.0,229.0,46.4,1020.0,145.0,224.0,67.0
DE717,3763.53,544.0,306.0,238.0,43.6,998.0,154.0,198.0,62.0
DE718,3441.15,613.0,378.0,235.0,47.6,1062.0,146.0,235.0,84.0
DE719,1901.64,589.0,359.0,230.0,46.0,1023.0,145.0,226.0,69.0
DE71A,3560.87,577.0,343.0,234.0,46.1,1036.0,148.0,217.0,75.0
DE71B,3417.52,644.0,423.0,221.0,49.3,1026.0,134.0,257.0,76.0
DE71C,2507.55,579.0,346.0,234.0,45.0,1031.0,148.0,219.0,71.0
DE71D,4120.02,615.0,398.0,217.0,49.0,1043.0,134.0,246.0,78.0
DE71E,1557.14,582.0,357.0,225.0,46.5,1024.0,142.0,226.0,70.0
DE721,1501.32,527.0,318.0,208.0,41.9,1033.0,137.0,209.0,62.0
DE722,1750.89,601.0,373.0,228.0,46.7,1025.0,142.0,233.0,70.0
DE723,2439.78,590.0,369.0,221.0,46.9,1018.0,139.0,232.0,68.0
DE724,2245.27,530.0,325.0,205.0,43.5,1040.0,134.0,213.0,63.0
DE725,4183.14,663.0,446.0,217.0,50.5,1013.0,131.0,268.0,76.0
DE731,4263.15,518.0,310.0,208.0,41.4,1056.0,137.0,204.0,65.0
DE732,7299.8,585.0,359.0,226.0,45.4,1010.0,142.0,226.0,72.0
DE733,5844.01,652.0,425.0,227.0,49.0,1012.0,138.0,257.0,80.0
DE734,2976.79,658.0,432.0,226.0,49.5,1040.0,136.0,261.0,83.0
DE735,2621.38,617.0,400.0,218.0,48.5,1000.0,134.0,247.0,74.0
DE736,13626.33,616.0,398.0,219.0,48.4,1013.0,135.0,246.0,74.0
DE737,3590.31,656.0,445.0,211.0,50.6,1019.0,127.0,269.0,82.0
DE803,10403.17,594.0,410.0,184.0,44.9,1051.0,115.0,257.0,96.0
DE804,3668.48,672.0,459.0,213.0,47.8,1082.0,127.0,275.0,97.0
DE80J,13974.67,729.0,516.0,212.0,53.1,1053.0,123.0,299.0,88.0
DE80K,20353.17,698.0,466.0,232.0,51.2,1025.0,137.0,274.0,80.0
DE80L,44346.97,702.0,503.0,199.0,53.2,1061.0,117.0,295.0,90.0
DE80M,14451.12,662.0,446.0,216.0,50.5,1021.0,130.0,268.0,78.0
DE80N,26022.89,692.0,488.0,204.0,51.5,1055.0,120.0,289.0,86.0
DE80O,4289.81,687.0,465.0,222.0,51.7,1009.0,132.0,276.0,77.0
DE911,2775.9,513.0,327.0,186.0,43.1,1021.0,123.0,216.0,76.0
DE912,1737.52,622.0,371.0,251.0,44.7,992.0,155.0,229.0,74.0
DE913,4324.03,590.0,352.0,238.0,43.8,1001.0,150.0,222.0,79.0
DE914,1816.09,611.0,359.0,253.0,46.4,1013.0,157.0,223.0,65.0
DE916,17671.87,664.0,474.0,191.0,51.7,1029.0,114.0,285.0,95.0
DE917,1329.71,628.0,403.0,225.0,48.5,1016.0,138.0,247.0,76.0
DE918,2375.07,663.0,450.0,213.0,50.8,1025.0,128.0,271.0,85.0
DE91A,601.25,606.0,360.0,246.0,46.4,1016.0,153.0,224.0,71.0
DE91B,874.01,632.0,410.0,222.0,49.4,1020.0,136.0,251.0,82.0
DE91C,5386.17,584.0,386.0,199.0,46.2,1033.0,125.0,244.0,78.0
DE922,2990.98,614.0,384.0,230.0,47.8,1020.0,143.0,238.0,74.0
DE923,3935.95,659.0,434.0,225.0,49.4,1055.0,136.0,262.0,88.0
DE925,1885.94,603.0,390.0,213.0,47.6,1046.0,133.0,243.0,80.0
DE926,2965.77,675.0,457.0,218.0,50.5,1007.0,130.0,273.0,87.0
DE927,1885.07,610.0,382.0,229.0,47.7,1022.0,142.0,237.0,71.0
DE928,2383.84,643.0,424.0,219.0,49.8,1044.0,133.0,258.0,88.0
DE929,3479.63,554.0,340.0,214.0,44.4,1039.0,138.0,219.0,75.0
DE931,4418.5,638.0,403.0,235.0,47.4,1048.0,144.0,246.0,77.0
DE932,11312.45,673.0,446.0,227.0,50.4,1042.0,136.0,267.0,81.0
DE933,2776.01,599.0,369.0,229.0,47.4,1013.0,143.0,231.0,78.0
DE934,5218.42,734.0,519.0,215.0,53.3,1049.0,124.0,299.0,93.0
DE935,3951.75,552.0,333.0,219.0,45.6,1060.0,141.0,215.0,66.0
DE936,1359.97,650.0,410.0,240.0,49.3,1049.0,145.0,249.0,78.0
DE937,2849.74,583.0,363.0,220.0,46.9,997.0,139.0,229.0,68.0
DE938,20383.62,606.0,382.0,223.0,47.6,1017.0,139.0,238.0,76.0
DE939,2900.33,599.0,363.0,236.0,46.0,1015.0,147.0,227.0,71.0
DE93A,4215.84,647.0,435.0,212.0,50.4,1041.0,129.0,264.0,86.0
DE93B,2471.9,633.0,385.0,248.0,46.7,1035.0,152.0,236.0,73.0
DE941,827.46,593.0,357.0,237.0,44.9,1030.0,149.0,224.0,73.0
DE942,4798.94,570.0,349.0,221.0,44.9,1020.0,141.0,223.0,66.0
DE943,1511.53,491.0,301.0,190.0,41.9,1069.0,127.0,202.0,63.0
DE944,2943.53,467.0,284.0,183.0,40.3,1056.0,124.0,194.0,64.0
DE945,3882.6,624.0,421.0,203.0,47.4,1000.0,125.0,259.0,89.0
DE946,4813.1,636.0,403.0,233.0,48.1,1043.0,143.0,246.0,78.0
DE947,20873.71,623.0,408.0,215.0,49.4,1034.0,133.0,251.0,68.0
DE948,2751.49,538.0,281.0,257.0,41.5,967.0,167.0,183.0,49.0
DE949,6699.84,562.0,325.0,237.0,44.3,970.0,152.0,208.0,58.0
DE94A,16551.8,674.0,454.0,220.0,51.0,1057.0,131.0,271.0,89.0
DE94B,4586.76,584.0,345.0,239.0,45.5,1000.0,151.0,218.0,65.0
DE94C,8595.66,604.0,370.0,234.0,46.5,1029.0,146.0,231.0,64.0
DE94D,3100.25,592.0,367.0,226.0,47.7,1023.0,142.0,230.0,71.0
DE94E,2736.85,607.0,367.0,240.0,46.6,1025.0,150.0,228.0,71.0
DE94F,2410.99,525.0,279.0,246.0,41.9,989.0,161.0,183.0,50.0
DE94G,8741.38,620.0,401.0,218.0,49.0,1001.0,135.0,248.0,75.0
DE94H,43302.97,667.0,449.0,218.0,50.7,1043.0,131.0,270.0,75.0
DEA11,8805.02,473.0,280.0,194.0,42.0,1069.0,131.0,190.0,64.0
DEA12,994.47,550.0,317.0,234.0,43.1,1015.0,151.0,204.0,65.0
DEA13,2719.86,567.0,344.0,223.0,43.7,1055.0,142.0,220.0,71.0
DEA14,1051.82,566.0,349.0,217.0,45.6,1034.0,139.0,223.0,73.0
DEA15,1384.42,561.0,339.0,222.0,44.2,1011.0,142.0,217.0,66.0
DEA16,943.23,616.0,387.0,229.0,46.7,1060.0,142.0,240.0,81.0
DEA17,2302.25,590.0,363.0,227.0,45.7,1057.0,143.0,229.0,68.0
DEA18,751.75,572.0,351.0,222.0,45.7,1005.0,141.0,223.0,75.0
DEA19,548.12,571.0,351.0,221.0,46.0,1042.0,140.0,223.0,76.0
DEA1A,1203.84,554.0,328.0,226.0,43.4,1026.0,145.0,211.0,70.0
DEA1B,2564.99,558.0,343.0,215.0,45.5,1001.0,138.0,220.0,63.0
DEA1C,1703.76,627.0,400.0,228.0,48.1,1062.0,140.0,246.0,86.0
DEA1D,1349.24,600.0,368.0,232.0,46.8,1048.0,145.0,230.0,73.0
DEA1E,1166.6,598.0,382.0,216.0,48.4,1042.0,135.0,239.0,73.0
DEA1F,1734.05,632.0,408.0,223.0,48.7,1053.0,137.0,250.0,75.0
DEA22,4705.62,486.0,284.0,202.0,41.1,1076.0,136.0,191.0,63.0
DEA23,6352.89,455.0,263.0,193.0,41.3,1057.0,132.0,180.0,58.0
DEA24,1234.74,559.0,337.0,222.0,44.9,1032.0,143.0,216.0,76.0
DEA26,2194.12,587.0,358.0,229.0,45.6,1008.0,144.0,226.0,65.0
DEA27,1914.86,583.0,351.0,232.0,45.6,1036.0,147.0,222.0,69.0
DEA28,3280.72,597.0,372.0,225.0,47.2,1012.0,141.0,233.0,66.0
DEA29,960.99,588.0,362.0,226.0,46.6,1018.0,142.0,228.0,65.0
DEA2A,1703.83,605.0,366.0,240.0,46.3,1029.0,149.0,228.0,70.0
DEA2B,933.4,620.0,393.0,227.0,48.6,1057.0,140.0,243.0,82.0
DEA2C,1704.4,599.0,370.0,229.0,46.8,1034.0,143.0,231.0,73.0
DEA2D,2493.14,518.0,322.0,195.0,42.5,977.0,129.0,212.0,66.0
DEA31,637.98,617.0,393.0,223.0,47.4,1057.0,138.0,243.0,72.0
DEA32,1151.32,575.0,321.0,253.0,42.8,1021.0,161.0,204.0,61.0
DEA33,3890.58,454.0,272.0,183.0,39.1,1090.0,126.0,187.0,62.0
DEA34,1665.77,562.0,322.0,240.0,44.6,997.0,154.0,206.0,59.0
DEA35,2818.33,611.0,375.0,236.0,47.1,1024.0,147.0,233.0,67.0
DEA36,965.93,617.0,389.0,229.0,47.3,1048.0,141.0,240.0,71.0
DEA37,1733.21,570.0,337.0,233.0,45.4,1006.0,149.0,215.0,64.0
DEA38,1366.22,598.0,364.0,234.0,46.5,1020.0,147.0,228.0,69.0
DEA41,1650.2,529.0,311.0,218.0,42.2,1060.0,143.0,203.0,69.0
DEA42,1481.82,563.0,331.0,232.0,45.2,1005.0,149.0,212.0,67.0
DEA43,891.0,602.0,373.0,228.0,46.8,1031.0,143.0,233.0,76.0
DEA44,3853.79,628.0,405.0,223.0,48.4,1001.0,137.0,249.0,75.0
DEA45,2921.02,634.0,390.0,244.0,46.5,1034.0,149.0,239.0,77.0
DEA46,1703.18,610.0,373.0,237.0,46.2,1016.0,147.0,232.0,74.0
DEA47,1965.8,544.0,317.0,227.0,43.0,997.0,147.0,205.0,60.0
DEA51,1807.63,546.0,346.0,199.0,44.0,1032.0,129.0,224.0,71.0
DEA52,2365.97,535.0,315.0,220.0,42.8,1026.0,143.0,205.0,65.0
DEA53,1081.41,580.0,341.0,240.0,44.1,1031.0,152.0,215.0,70.0
DEA54,962.5,565.0,341.0,225.0,44.4,1019.0,144.0,218.0,67.0
DEA55,406.77,576.0,348.0,228.0,44.9,1040.0,144.0,221.0,70.0
DEA56,950.41,624.0,406.0,218.0,48.6,1066.0,134.0,250.0,80.0
DEA57,13581.62,596.0,381.0,215.0,48.0,1003.0,135.0,239.0,74.0
DEA58,858.03,596.0,373.0,223.0,47.4,1027.0,140.0,234.0,75.0
DEA59,4132.3,565.0,343.0,222.0,46.4,992.0,142.0,219.0,64.0
DEA5A,1608.01,587.0,362.0,225.0,45.4,1007.0,142.0,228.0,69.0
DEA5B,2632.08,588.0,367.0,220.0,47.1,1011.0,139.0,231.0,70.0
DEA5C,966.64,614.0,393.0,221.0,47.8,1048.0,137.0,243.0,74.0
DEB11,7450.69,530.0,338.0,193.0,42.4,1019.0,126.0,221.0,76.0
DEB12,6027.81,648.0,428.0,221.0,49.1,1026.0,134.0,259.0,84.0
DEB13,1422.89,618.0,381.0,237.0,47.0,1015.0,146.0,236.0,69.0
DEB14,3601.68,628.0,402.0,226.0,48.0,1038.0,139.0,247.0,73.0
DEB15,3666.07,639.0,421.0,219.0,48.5,1026.0,133.0,257.0,74.0
DEB17,4124.33,604.0,378.0,227.0,46.8,1023.0,141.0,235.0,68.0
DEB18,1873.84,621.0,383.0,238.0,46.7,1022.0,147.0,236.0,71.0
DEB1A,5000.67,626.0,401.0,225.0,48.2,1016.0,138.0,247.0,71.0
DEB1B,2935.07,590.0,362.0,227.0,46.9,1015.0,143.0,228.0,65.0
DEB1C,30115.85,633.0,424.0,209.0,50.3,999.0,128.0,259.0,78.0
DEB1D,7072.79,619.0,393.0,226.0,48.0,1010.0,139.0,243.0,68.0
DEB21,8400.66,473.0,289.0,185.0,40.8,1039.0,125.0,196.0,61.0
DEB22,15618.42,617.0,397.0,220.0,48.4,1001.0,136.0,246.0,70.0
DEB23,8784.2,579.0,349.0,230.0,46.1,988.0,146.0,221.0,60.0
DEB24,20407.4,650.0,435.0,215.0,50.0,996.0,130.0,264.0,75.0
DEB25,8829.04,584.0,358.0,226.0,46.8,1014.0,142.0,226.0,65.0
DEB31,1765.64,624.0,386.0,238.0,45.5,1013.0,146.0,238.0,83.0
DEB32,3294.47,519.0,327.0,192.0,42.2,983.0,126.0,215.0,68.0
DEB33,2475.57,515.0,315.0,200.0,42.3,1073.0,132.0,208.0,63.0
DEB34,1837.68,528.0,290.0,238.0,41.6,973.0,156.0,190.0,62.0
DEB35,4805.6,438.0,259.0,179.0,38.7,1052.0,124.0,180.0,60.0
DEB36,3156.13,661.0,430.0,231.0,48.4,1057.0,139.0,259.0,85.0
DEB37,2544.35,635.0,417.0,218.0,47.5,1023.0,133.0,255.0,82.0
DEB38,6040.92,609.0,399.0,210.0,47.8,1057.0,131.0,248.0,78.0
DEB39,1721.58,554.0,325.0,229.0,43.5,993.0,147.0,209.0,61.0
DEB3A,1370.01,625.0,405.0,220.0,46.7,1017.0,136.0,249.0,78.0
DEB3B,1158.31,606.0,365.0,241.0,46.6,1016.0,150.0,227.0,59.0
DEB3C,5484.53,651.0,431.0,221.0,50.4,1036.0,134.0,261.0,79.0
DEB3D,2007.79,623.0,397.0,226.0,48.6,1020.0,139.0,244.0,66.0
DEB3E,1147.16,578.0,347.0,231.0,45.7,1007.0,146.0,220.0,62.0
DEB3F,2459.42,646.0,393.0,253.0,46.9,1035.0,154.0,239.0,67.0
