geo,total_dependency_ratio_per1000,old_age_dependency_ratio_per1000,youth_dependency_ratio_per1000,median_age_years,females_per1000_males,young_0_14_per1000,elderly_65plus_per1000,oldest_80plus_per1000
DE932,673.0,446.0,227.0,50.4,1042.0,136.0,267.0,81.0
DE933,599.0,369.0,229.0,47.4,1013.0,143.0,231.0,78.0
DE934,734.0,519.0,215.0,53.3,1049.0,124.0,299.0,93.0
DE935,552.0,333.0,219.0,45.6,1060.0,141.0,215.0,66.0
DE936,650.0,410.0,240.0,49.3,1049.0,145.0,249.0,78.0
DE937,583.0,363.0,220.0,46.9,997.0,139.0,229.0,68.0
DE938,606.0,382.0,223.0,47.6,1017.0,139.0,238.0,76.0
DE939,599.0,363.0,236.0,46.0,1015.0,147.0,227.0,71.0
DE93A,647.0,435.0,212.0,50.4,1041.0,129.0,264.0,86.0
DE93B,633.0,385.0,248.0,46.7,1035.0,152.0,236.0,73.0
DE941,593.0,357.0,237.0,44.9,1030.0,149.0,224.0,73.0
DE942,570.0,349.0,221.0,44.9,1020.0,141.0,223.0,66.0
DE943,491.0,301.0,190.0,41.9,1069.0,127.0,202.0,63.0
DE944,467.0,284.0,183.0,40.3,1056.0,124.0,194.0,64.0
DE945,624.0,421.0,203.0,47.4,1000.0,125.0,259.0,89.0
DE946,636.0,403.0,233.0,48.1,1043.0,143.0,246.0,78.0
DE947,623.0,408.0,215.0,49.4,1034.0,133.0,251.0,68.0
DE948,538.0,281.0,257.0,41.5,967.0,167.0,183.0,49.0
DE949,562.0,325.0,237.0,44.3,970.0,152.0,208.0,58.0
DE94A,674.0,454.0,220.0,51.0,1057.0,131.0,271.0,89.0
DE94B,584.0,345.0,239.0,45.5,1000.0,151.0,218.0,65.0
DE94C,604.0,370.0,234.0,46.5,1029.0,146.0,231.0,64.0
DE94D,592.0,367.0,226.0,47.7,1023.0,142.0,230.0,71.0
DE94E,607.0,367.0,240.0,46.6,1025.0,150.0,228.0,71.0
DE94F,525.0,279.0,246.0,41.9,989.0,161.0,183.0,50.0
DE94G,620.0,401.0,218.0,49.0,1001.0,135.0,248.0,75.0
DE94H,667.0,449.0,218.0,50.7,1043.0,131.0,270.0,75.0
DEA11,473.0,280.0,194.0,42.0,1069.0,131.0,190.0,64.0
DEA12,550.0,317.0,234.0,43.1,1015.0,151.0,204.0,65.0
DEA13,567.0,344.0,223.0,43.7,1055.0,142.0,220.0,71.0
DEA14,566.0,349.0,217.0,45.6,1034.0,139.0,223.0,73.0
DEA15,561.0,339.0,222.0,44.2,1011.0,142.0,217.0,66.0
DEA16,616.0,387.0,229.0,46.7,1060.0,142.0,240.0,81.0
DEA17,590.0,363.0,227.0,45.7,1057.0,143.0,229.0,68.0
DEA18,572.0,351.0,222.0,45.7,1005.0,141.0,223.0,75.0
DEA19,571.0,351.0,221.0,46.0,1042.0,140.0,223.0,76.0
DEA1A,554.0,328.0,226.0,43.4,1026.0,145.0,211.0,70.0
DEA1B,558.0,343.0,215.0,45.5,1001.0,138.0,220.0,63.0
DEA1C,627.0,400.0,228.0,48.1,1062.0,140.0,246.0,86.0
DEA1D,600.0,368.0,232.0,46.8,1048.0,145.0,230.0,73.0
DEA1E,598.0,382.0,216.0,48.4,1042.0,135.0,239.0,73.0
DEA1F,632.0,408.0,223.0,48.7,1053.0,137.0,250.0,75.0
DEA22,486.0,284.0,202.0,41.1,1076.0,136.0,191.0,63.0
DEA23,455.0,263.0,193.0,41.3,1057.0,132.0,180.0,58.0
DEA24,559.0,337.0,222.0,44.9,1032.0,143.0,216.0,76.0
DEA26,587.0,358.0,229.0,45.6,1008.0,144.0,226.0,65.0
DEA27,583.0,351.0,232.0,45.6,1036.0,147.0,222.0,69.0
DEA28,597.0,372.0,225.0,47.2,1012.0,141.0,233.0,66.0
DEA29,588.0,362.0,226.0,46.6,1018.0,142.0,228.0,65.0
