geo_code,geo_name,population,0_14_per1000,15_64_per1000,65plus_per1000,0_4_per1000,5_9_per1000,10_14_per1000,15_19_per1000,20_29_per1000,30_44_per1000,45_64_per1000,65_74_per1000,75_84_per1000,85plus_per1000,male_per1000,female_per1000,sex_ratio_males_per1000_females,youth_dependency_ratio_per_1000,old_age_dependency_ratio_per_1000,total_dependency_ratio_per_1000,aging_index_65plus_per_1000_of_0to14
7300,Fjarðabyggð,5228,179.4185156847743,659.5256312165264,161.0558530986993,54.13159908186687,58.148431522570775,67.13848508033665,64.65187452180567,138.4850803366488,232.5937260902831,223.79495026778883,87.98775822494262,58.72226472838562,14.345830145371078,535.9602142310636,463.27467482785005,1156.895127993394,272.0417633410673,244.19953596287704,516.2412993039444,897.6545842217483
7400,Múlaþing,5235,177.2683858643744,637.6313276026742,185.1002865329513,53.29512893982808,58.64374403056352,65.32951289398281,69.14995224450813,124.35530085959886,211.46131805157592,232.66475644699142,104.48901623686724,61.700095510983765,18.911174785100286,512.7029608404966,486.9149952244508,1052.9619458611219,278.0107849011384,290.2935889754344,568.3043738765729,1044.1810344827586
7502,Vopnafjarðarhreppur,633,180.09478672985782,571.8799368088468,248.02527646129542,47.393364928909946,69.51026856240127,63.1911532385466,52.132701421800945,107.42496050552923,183.25434439178514,229.06793048973142,137.44075829383885,85.30805687203792,25.276461295418642,492.8909952606635,507.1090047393365,971.9626168224299,314.9171270718232,433.70165745856355,748.6187845303867,1377.1929824561405
7505,Fljótsdalshreppur,115,0.0,817.3913043478261,182.6086956521739,0.0,0.0,0.0,26.08695652173913,278.2608695652174,200.0,313.04347826086956,139.1304347826087,43.47826086956522,0.0,565.2173913043478,434.7826086956522,1300.0,0.0,223.40425531914892,223.40425531914892,
8000,Vestmannaeyjabær,4518,182.38158477202302,625.0553342186809,192.56308100929616,64.18769366976538,51.350154935812306,66.84373616644532,61.31031429836211,130.14608233731738,205.62195661797256,227.9769809650288,108.89774236387782,64.63036741921204,19.034971226206288,538.7339530765826,461.0447100486941,1168.506961113778,291.78470254957506,308.07365439093485,599.8583569405099,1055.8252427184466
8200,Sveitarfélagið Árborg,12671,194.22302896377556,635.6246547233842,170.15231631284033,62.504932523084214,62.110330676347566,69.60776576434377,73.63270460105753,129.27156499092416,208.58653618498934,224.13384894641305,95.57256727961487,59.90056033462236,14.67918869860311,508.0104174887539,491.35821955646753,1033.8901381304208,305.56245343928487,267.6930717655823,573.2555252048671,876.0666395774076
8401,Sveitarfélagið Hornafjörður,2631,144.05169137210186,706.1953629798555,149.75294564804256,50.17103762827822,44.84986697073356,49.03078677309008,49.79095400988218,196.50323071075638,255.7962751805397,204.10490307867732,86.65906499429875,50.93120486507031,12.162675788673509,523.7552261497528,476.24477385024704,1099.76057462091,203.9827771797632,212.05597416576967,416.03875134553283,1039.5778364116095
8508,Mýrdalshreppur,1004,111.55378486055777,780.8764940239043,107.56972111553785,42.82868525896414,33.86454183266932,34.8605577689243,23.904382470119522,282.8685258964144,360.5577689243028,113.54581673306772,53.78486055776892,37.84860557768924,15.936254980079681,536.8525896414342,463.1474103585657,1159.1397849462367,142.85714285714286,137.75510204081633,280.61224489795916,964.2857142857143
8509,Skaftárhreppur,651,136.71274961597544,682.0276497695853,181.25960061443934,44.5468509984639,59.907834101382484,32.25806451612903,30.721966205837173,204.30107526881721,284.1781874039939,162.82642089093702,86.0215053763441,70.6605222734255,24.577572964669738,557.6036866359448,442.39631336405535,1260.4166666666667,200.45045045045046,265.76576576576576,466.21621621621625,1325.8426966292134
8610,Ásahreppur,305,154.0983606557377,691.8032786885245,154.0983606557377,49.18032786885246,45.90163934426229,59.016393442622956,55.73770491803279,193.44262295081967,216.39344262295083,226.2295081967213,85.24590163934425,52.459016393442624,16.393442622950822,544.2622950819672,452.4590163934426,1202.8985507246377,222.74881516587678,222.74881516587678,445.49763033175356,1000.0
8613,Rangárþing eystra,2142,150.79365079365078,680.2054154995332,169.00093370681606,49.95331465919701,48.552754435107374,52.287581699346404,59.29038281979458,181.60597572362278,226.890756302521,212.41830065359477,84.03361344537815,64.89262371615314,20.074696545284784,518.2072829131653,481.7927170868347,1075.581395348837,221.68840082361015,248.4557309540151,470.14413177762526,1120.7430340557275
8614,Rangárþing ytra,1966,183.11291963377417,621.057985757884,195.8290946083418,55.95116988809766,63.58087487283826,63.58087487283826,46.28687690742624,128.17904374364193,200.91556459816886,245.676500508647,113.42828077314344,61.037639877924725,21.363173957273652,524.4150559511698,475.5849440488301,1102.673796791444,294.84029484029486,315.31531531531533,610.1556101556101,1069.4444444444443
8710,Hrunamannahreppur,912,152.41228070175438,690.7894736842105,156.79824561403507,62.5,47.14912280701755,42.76315789473684,46.05263157894736,171.05263157894737,212.71929824561403,260.96491228070175,93.2017543859649,43.859649122807014,19.736842105263158,546.0526315789474,453.94736842105266,1202.8985507246377,220.63492063492063,226.984126984127,447.61904761904765,1028.7769784172663
8716,Hveragerðisbær,3344,199.46172248803828,585.5263157894736,215.01196172248805,65.78947368421052,69.07894736842105,64.5933014354067,55.02392344497608,104.66507177033493,215.311004784689,210.52631578947367,129.7846889952153,68.18181818181817,17.045454545454543,503.8875598086124,496.1124401913876,1015.6720916214588,340.6537282941777,367.21144024514814,707.8651685393259,1077.961019490255
8717,Sveitarfélagið Ölfus,2907,181.28654970760232,676.2985896112831,142.41486068111456,63.98348813209494,54.007567939456486,63.295493636050914,65.35947712418302,135.53491572067423,223.59821121431028,251.80598555211557,88.06329549363605,43.68765049879601,10.66391468868249,541.795665634675,458.2043343653251,1182.4324324324325,268.05696846388605,210.5798575788403,478.63682604272634,785.5787476280834
8719,Grímsnes- og Grafningshreppur,658,132.21884498480244,594.2249240121581,273.5562310030395,42.5531914893617,41.03343465045592,48.632218844984806,45.59270516717325,94.22492401215806,179.33130699088144,275.07598784194533,206.68693009118542,62.31003039513678,4.559270516717325,527.3556231003039,472.64437689969606,1115.7556270096463,222.50639386189258,460.35805626598466,682.8644501278773,2068.9655172413795
8720,Skeiða- og Gnúpverjahreppur,667,185.90704647676162,638.6806596701649,175.41229385307346,83.95802098950524,59.97001499250375,41.97901049475262,65.96701649175412,131.93403298350825,184.40779610194903,256.3718140929535,106.44677661169415,59.97001499250375,8.995502248875562,527.736131934033,470.7646176911544,1121.0191082802548,291.07981220657274,274.6478873239437,565.7276995305164,943.5483870967743
8721,Bláskógabyggð,1453,156.91672401927048,702.6841018582244,140.39917412250517,55.746730901582936,44.0467997247075,57.12319339298004,55.746730901582936,207.84583620096353,254.64556090846523,184.44597384721268,94.287680660702,39.22918100481762,6.882312456985547,501.7205781142464,498.27942188575366,1006.9060773480662,223.31047992164542,199.80411361410384,423.11459353574924,894.7368421052631
8722,Flóahreppur,741,191.63292847503374,635.6275303643724,172.73954116059377,63.42780026990553,52.63157894736842,75.5735492577598,76.92307692307693,129.55465587044534,174.08906882591094,255.0607287449393,110.6612685560054,48.582995951417004,13.495276653171391,507.42240215924426,492.57759784075574,1030.13698630137,301.48619957537153,271.76220806794055,573.2484076433121,901.4084507042254
