geo_code,geo_name,immigrants_per1000,all_dwellings_per1000,freetime_residences_per1000,pct_aged_64plus,pct_aged_under15,pct_foreign_citizens,avg_age,dependency_ratio,births_per1000,deaths_per1000,urbanisation_pct,pct_one_person_households,pct_owner_occupied,pct_rental,pct_upper_secondary_plus,pct_tertiary,pct_no_post_basic_qual,pct_employed_of_pop,pct_unemployed_of_pop,unemployment_rate,employment_rate_20_64,pct_jobs_services,pct_jobs_secondary,pct_jobs_primary,pct_self_employed,workplace_self_sufficiency,pct_dwellings_not_permanent_use,floor_area_per_person
KU859,Tyrnävä,2.4521072796934864,402.60536398467434,41.53256704980843,15,28.4,0.8,35.8,76.6,11.6,8.6,70.9,29.1,84.6,13.4,74.4,24.2,25.6,38.9,4,9.4,78.3,68.8,23.7,6.7,12.1,51.8,11.2,38
KU886,Ulvila,6.782095268491183,533.9503710205059,31.99553179605841,27.7,16.2,1.9,46,78.2,6.8,13.4,85.5,38.2,81.4,17.4,76,29.2,24,41.7,3.5,7.8,79.3,65.9,30.5,2.6,10.7,74,11,48.4
KU887,Urjala,7.66199649737303,661.5586690017514,333.40630472854644,34.7,12.4,2.7,50.7,88.9,6.6,16.2,49.8,47.4,75.7,22.4,68.2,20.8,31.8,36.5,4.8,11.7,72,60.6,27.7,10.1,18.7,78.6,20.9,49.7
KU889,Utajärvi,14.452027298273785,618.627057406664,433.9622641509434,33.2,14.6,2.7,49,91.8,5.2,18.3,50.3,46,78.3,18.8,71.4,16.7,28.6,34.8,5.2,13,70.6,64.4,22.1,11.6,16.7,89.7,19.7,45.5
KU890,Utsjoki,7.023705004389815,682.1773485513608,897.2783143107989,32.4,11.3,4.3,49.2,77.7,6.9,17.2,28.9,50.9,63.5,30.1,69.6,27.6,30.4,41.6,3.8,8.3,77.1,75.1,7.4,8.9,20.9,93.9,25.2,48.6
KU892,Uurainen,7.192254495159059,461.13416320885204,190.0414937759336,21.4,24.1,1.2,40.9,83.4,13,9.7,46.6,33.6,82.7,15.6,74.2,25.9,25.8,38.6,5,11.4,77.4,65.7,27.4,5.4,14.7,52.9,12.6,42.1
KU893,Nykarleby,18.0,512.8000000000001,290.93333333333334,26.1,17.5,8.4,44.2,77.3,10.7,9.5,64.2,33.7,77.6,21,69,26.4,31,43.3,2.1,4.7,82.4,54.2,32.3,12.6,15.4,97.2,15.4,46.6
KU895,Uusikaupunki,13.455616548400053,624.3138304993975,276.743874682019,31.3,12.8,6.3,48.6,79,6.7,12.6,76.8,46.4,71.5,27.5,71.4,23.9,28.6,40,4.5,10.2,75.2,52.9,42.2,4.1,11.2,117.4,16.1,46.4
KU785,Vaala,11.201235998455001,741.5990730011588,641.5604480494399,39.6,10.8,2.5,53.4,101.3,4.2,22.2,43,50.1,77,20,70.6,19.8,29.4,32.1,5.9,15.6,66.1,66.3,15.8,16.4,19.1,95.2,26.5,51.3
KU905,Vaasa,24.91443819247056,608.6489935611114,28.87348454086664,20.6,14.1,8.5,41.6,53.3,7.4,10.3,98.4,50,54.5,44.2,77.9,37,22.1,45.5,4.1,8.2,73.6,72.8,25.8,0.5,5.9,124.7,13.4,40.9
KU908,Valkeakoski,15.608388904996616,560.500628201411,62.86846428916594,28.3,14.6,4.1,46.6,75.3,6.3,13.4,88.5,45.1,73.3,26.1,75.4,28.6,24.6,39.7,5.3,11.9,74.8,66.6,31.2,1.2,8.1,79.1,10,44.1
KU092,Vantaa,23.419535004021128,531.2859931378135,2.485420884809835,15.7,16.5,17.1,39.8,47.3,10.3,7.3,99.8,44.9,51.2,43.8,68.7,31.6,31.3,47.5,6.3,11.8,73.9,80.7,17.9,0.2,8.5,108.3,8.7,34.9
KU915,Varkaus,15.765194910528718,666.0414660110508,65.29122522431186,33.8,11.4,3.7,50.2,82.2,5.3,15.6,91.4,51.8,65.6,33.5,73,26.1,27,35.7,6.2,14.7,68.4,65.3,31.2,2.7,7.2,112.6,15.7,45.9
KU918,Vehmaa,19.599109131403118,599.5545657015591,373.2739420935412,30.6,13.9,4.8,48.5,80.3,6.3,13.4,47.1,43.8,79.6,18.6,70.7,20.7,29.3,41,4.3,9.5,76.7,58.3,29.2,11.4,18.7,71.8,16.3,51.8
KU921,Vesanto,12.137203166226913,701.8469656992085,387.8627968337731,43.5,8.5,2.2,55.7,108.7,3.2,25.3,40.5,48.9,76.5,21.3,63.9,17.8,36.1,32.2,4.2,11.4,68.7,64.2,15.7,19,19.8,79.5,22.3,54
KU922,Vesilahti,0.0,461.6245245021258,379.95077198478407,19.6,19,1.3,42.6,62.6,8.5,13.2,57.1,30.4,89.5,9.2,78.7,35.7,21.3,46.1,3.8,7.7,81.2,72,21.9,4.9,13.8,45.7,9.8,49.5
KU924,Veteli,5.449591280653951,602.1798365122615,128.7465940054496,32.9,14.1,2,48.6,88.7,7.1,16.3,56.1,38.1,79.7,18.4,71.1,22.7,28.9,39.7,3.3,7.8,79.6,56.9,25.7,15.7,20.9,84,22.4,49.6
KU925,Vieremä,8.562149394744612,581.9309123117803,147.0327723649247,28.8,14.3,3.8,47.7,75.6,7.3,14.1,39.3,42.1,73.1,24.5,73.2,21.2,26.8,42,4.3,9.2,77.8,48.7,29.4,20.7,20.9,136.1,15.2,47.5
KU927,Vihti,5.761688244073444,502.5511089514422,83.57918850439069,21.4,16.7,5.4,43.5,61.5,7.6,7.3,75.5,37.9,74.2,23.1,73.3,31.8,26.7,46.4,4.2,8.4,80.6,75.4,22.2,1.5,12.9,57.6,8.5,44.6
KU931,Viitasaari,9.188361408882084,675.0042538710226,364.6418240598945,39.2,11.1,2,52.6,101.3,6.8,16.9,57.8,48.5,72.7,25.1,69.8,20.7,30.2,34.4,5.2,13.1,71.3,70.1,20.4,8.5,13.6,103.2,19.9,48.1
KU934,Vimpeli,9.036144578313253,591.4909638554217,164.90963855421685,32.8,12.8,2.2,49.7,83.9,4.1,16.9,68.8,40.1,80.3,18.1,71.3,24,28.7,38.6,3.3,7.9,76.5,57.9,33.6,7.4,14.5,90.4,19.2,49.5
KU935,Virolahti,7.516228220020499,670.9941920054664,528.5275025623505,35.3,10.7,4.4,51.9,85,2,15.2,46.9,43.1,77.5,20.1,70.5,22.4,29.5,36.8,5.4,12.9,71.3,70.4,18.6,9.8,14.9,93.9,23.2,52.6
KU936,Virrat,8.44621513944223,661.5139442231076,445.0996015936255,38.5,11.6,2.9,52.5,100.4,5.1,20,52.7,47.5,75.4,23.1,70,22.9,30,35.5,4.1,10.3,75.2,59.6,26.6,12.3,18.4,100,20.7,49.5
KU941,Vårdö,21.231422505307854,541.4012738853503,1182.5902335456476,26.8,15.9,15.5,45.5,74.4,8.7,10.8,0,33,81,12.5,65.9,28,34.1,46.5,2.1,4.4,84.5,59.8,15.5,21.5,17.8,61.2,21.6,48.5
KU946,Vörå,22.41297091082499,575.2662533778413,408.36115085042127,28.1,17.3,5.3,45.6,83.1,8.1,13.5,51.1,36.3,80.9,16.6,72.6,28.8,27.4,42.9,2.4,5.4,83.2,59.2,29.1,10.6,17,84,21.4,48.5
KU976,Ylitornio,10.358565737051793,686.0557768924302,416.73306772908364,40.5,10.3,3.9,53.9,103.1,5.6,21.4,48.3,43.8,77.8,19,69.9,21.1,30.1,33.8,5.3,13.5,70.3,65.8,19.6,9.1,16.9,89.4,25.6,51.3
KU977,Ylivieska,5.4004814887110415,535.7537900969485,11.711887565879369,22.1,19.9,1.7,41,72.3,9.4,10.1,86.9,42.8,69.8,28.9,76.2,27.1,23.8,41.1,4.8,10.5,76.4,70.6,25.7,2.8,9.3,108.7,12.5,42.5
KU980,Ylöjärvi,1.6925498114440123,468.7175223446269,128.75256109510943,20,19.8,1.5,41.6,66.3,9.7,7.7,89.4,33.1,79.7,17,78.3,34.1,21.7,45.3,3.9,8,81.3,72.5,25.1,1.5,11.2,66.7,7.5,42.5
KU981,Ypäjä,2.2655188038060716,626.6425011327594,102.85455369279566,30.4,10.7,1.4,49.5,69.8,2.3,18.9,41.7,44.7,80.5,17,72.2,21.8,27.8,42.3,4.3,9.3,76.8,63.8,23.2,11.5,19.7,59.9,17.4,50.8
KU989,Ähtäri,12.227238525206923,636.0045146726862,243.03987960872837,35.6,12.3,2.3,50.4,92,4.1,20.1,58.4,45.5,77.1,21.3,71.8,22.7,28.2,34.8,5.6,13.8,71.4,66.8,22.2,9.8,14.8,97.9,19.9,49.3
KU992,Äänekoski,9.682265872795059,610.6504924600745,139.83640309387346,29.6,14.2,2.2,47.6,78,5.9,14.9,76.7,46.4,70.1,27.9,72.1,21.9,27.9,35.3,7.4,17.4,67.7,63.2,33.1,2.6,9,108,15.3,44.6
