"geo","GeboorteRelatief_25","SterfteRelatief_27","GemiddeldeHuishoudensgrootte_32","Bevolkingsdichtheid_33","GemiddeldeWOZWaardeVanWoningen_35","PercentageEengezinswoning_36","PercentageMeergezinswoning_37","PercentageBewoond_38","PercentageOnbewoond_39","Koopwoningen_40","HuurwoningenTotaal_41","BouwjaarVoor2000_45","BouwjaarVanaf2000_46","GemiddeldElektriciteitsverbruikTotaal_47","GemiddeldAardgasverbruikTotaal_55","AantalInkomensontvangers_64","GemiddeldInkomenPerInkomensontvanger_65","GemiddeldInkomenPerInwoner_66","k_40PersonenMetLaagsteInkomen_67","k_20PersonenMetHoogsteInkomen_68","Actieven1575Jaar_69","HuishoudensMetEenLaagInkomen_72","PersonenautoSPerHuishouden_91","AfstandTotHuisartsenpraktijk_94","AfstandTotGroteSupermarkt_95","AfstandTotSchool_97","Mannen_6","Vrouwen_7","k_0Tot15Jaar_8","k_15Tot25Jaar_9","k_25Tot45Jaar_10","k_45Tot65Jaar_11","k_65JaarOfOuder_12","Ongehuwd_13","Gehuwd_14","Gescheiden_15","Verweduwd_16","WestersTotaal_17","NietWestersTotaal_18","GeboorteTotaal_24","SterfteTotaal_26","HuishoudensTotaal_28","Eenpersoonshuishoudens_29","HuishoudensZonderKinderen_30","HuishoudensMetKinderen_31","Woningvoorraad_34"
"WK036205  ","1","0","1.1","7931","164","1","99","97","3","0","97","44","56","NaN","840","2800","12.8","12","79.3","2.3","31.1","15.9","0.1","1","0.4","1","449.92947813822286","550.0705218617771","14.104372355430183","675.5994358251057","294.7813822284908","18.33568406205924","2.8208744710860367","968.9703808180536","28.208744710860366","4.231311706629055","1.4104372355430184","225.66995768688292","246.8265162200282","1.4104372355430184","0","933.7094499294782","878.7023977433004","47.95486600846262","9.873060648801129","325.24682651622004"
"WK036206  ","8","9","2","6011","271","40","60","94","6","43","54","91","9","2590","1170","7500","38.6","30.4","35.5","25.9","58.6","7.6","0.8","0.9","0.6","0.6","480.2867383512545","519.2012288786482","159.242191500256","99.33435739887352","250.38402457757297","263.1848438300051","228.87864823348696","476.7025089605735","378.3922171018945","85.5094726062468","60.419866871479776","193.0363543266769","262.6728110599078","8.704557091653866","9.728622631848438","487.4551971326165","211.9815668202765","125.96006144393242","150.53763440860214","499.94879672299027"
"WK036207  ","4","3","2.6","204","660","95","5","93","7","75","24","87","13","3870","2150","600","83.5","61.4","34.7","38.8","57.3","3.2","1.5","1.7","1.2","1.6","500","493.82716049382714","197.53086419753086","129.62962962962962","160.49382716049382","320.98765432098764","209.87654320987653","493.82716049382714","425.9259259259259","55.55555555555556","43.20987654320987","148.14814814814815","49.382716049382715","6.172839506172839","0","388.8888888888889","104.93827160493827","135.80246913580248","166.66666666666666","403.7037037037037"
"WK036208  ","9","15","2","4031","256","37","63","90","10","42","50","90","10","2460","1200","9100","38","30","34","25.5","60.9","7.6","1.2","0.7","0.4","0.6","466.6949512091642","533.3050487908358","160.37335596096733","84.42935935511242","268.137462876538","263.47051336444633","224.43784471786168","473.4832414085702","367.84047518031394","89.94484514212982","69.57997454391175","174.37420449724226","254.56088247772593","9.333899024183284","15.273652948663555","493.4238438693254","218.9223589308443","122.18922358930844","153.16079762409842","533.3050487908358"
"WK036209  ","9","24","1.8","5778","217","25","75","90","10","20","78","87","13","2360","1140","5900","34.9","28.4","36.7","20.9","54.5","8.6","0.7","1.1","0.7","0.7","451.84696569920845","547.4934036939314","126.64907651715039","81.79419525065963","251.31926121372032","226.2532981530343","314.64379947229554","436.0158311345646","364.7757255936676","98.28496042216359","102.24274406332454","189.9736147757256","280.3430079155673","9.894459102902374","24.406332453825858","538.2585751978892","282.32189973614777","132.5857519788918","124.67018469656992","568.0738786279684"
"WK036210  ","8","6","2.1","6543","270","64","36","98","2","49","51","100","0","2800","1100","10300","39.1","31","31.1","28.6","58","4.7","0.9","0.8","0.6","0.8","485.3778959361945","514.6221040638055","152.29775921002658","99.50626661602735","233.19407519939233","311.8116217242689","203.57007216103304","434.4853778959362","441.3216862894037","81.27611090011393","44.056209646790734","184.96012153437144","211.16597037599695","8.735282947208507","6.076718571971136","468.28712495252563","168.62894037219903","136.72616786935055","163.31181162172427","457.5769084694265"
"WK036211  ","7","6","2.3","4508","293","58","42","93","7","44","53","84","16","2940","1140","8100","41.4","31.9","32.3","30.5","64.3","4.2","1","1.1","0.7","0.6","484.22044276966557","515.7795572303344","175.69477154969383","110.69241639189826","234.10268487988697","304.2863871879416","175.69477154969383","457.3716439001413","420.63118228921337","70.18370230805463","52.755534620819596","178.99199246349505","182.28921337729628","8.007536504945831","6.5944418276024495","438.53038153556287","152.61422515308524","108.33725859632595","178.04992934526612","452.9439472444654"
"WK036212  ","14","4","2.7","4314","369","75","25","97","3","71","28","27","73","4270","850","5100","50.2","34.7","26.4","41.2","71.9","4","1.1","1.1","1.2","1","495.0033311125916","504.9966688874084","259.8267821452365","112.59160559626915","319.1205862758161","255.82944703530978","53.29780146568954","567.6215856095936","370.4197201865423","48.63424383744171","15.323117921385743","164.55696202531647","232.51165889407062","14.656895403064624","4.663557628247835","357.76149233844103","77.94803464357095","70.61958694203864","210.52631578947367","361.75882744836775"
"WK036213  ","3","6","2.4","86","354","95","5","69","31","48","52","92","8","4030","2120","1000","46.8","37.3","38.4","29.1","58.4","3.4","1.8","4.1","3.5","NaN","518.2186234817814","481.7813765182186","153.84615384615384","125.50607287449392","157.89473684210526","344.12955465587044","226.72064777327935","457.4898785425101","429.1497975708502","64.77732793522267","56.68016194331984","109.31174089068826","68.82591093117409","4.048582995951417","4.048582995951417","417.00404858299595","133.60323886639677","129.55465587044534","157.89473684210526","553.8461538461538"
"WK036214  ","8","0","2.5","19","NaN","95","5","95","5","55","43","95","5","3820","2350","100","NaN","35.2","NaN","NaN","NaN","NaN","NaN","1.7","1.4","1.1","541.6666666666666","458.3333333333333","291.6666666666667","83.33333333333333","333.3333333333333","250","125","583.3333333333334","375","83.33333333333333","41.666666666666664","208.33333333333334","41.666666666666664","0","0","375","166.66666666666666","125","208.33333333333334","350"
"WK036300  ","8","3","1.4","12157","341","5","95","79","21","19","77","95","5","2050","1060","3700","35","31.5","38.6","24.8","70.7","15.3","0.2","0.2","0.3","0.5","551.2367491166078","448.76325088339223","57.714958775029444","151.9434628975265","482.92108362779743","222.61484098939928","85.98351001177856","770.3180212014134","154.29917550058892","64.78209658421673","14.134275618374557","308.59835100117783","147.23203769140164","8.244994110718492","2.3557126030624262","718.49234393404","510.0117785630153","148.40989399293287","61.24852767962309","676.0895170789164"
"WK036301  ","8","1","1.4","6986","355","6","94","79","21","22","74","99","1","2130","1020","3400","38.4","34.5","35.4","27","72.6","13.1","0.3","0.4","0.3","0.8","535.0877192982456","463.6591478696742","55.13784461152882","137.84461152882204","537.593984962406","196.74185463659148","72.68170426065163","790.7268170426065","140.35087719298247","62.65664160401003","7.518796992481203","340.8521303258145","152.88220551378447","8.771929824561404","1.2531328320802004","728.0701754385965","522.5563909774436","159.14786967418547","48.87218045112782","708.0200501253133"
"WK036302  ","5","4","1.5","14230","679","8","92","77","23","43","53","99","1","2620","1320","5100","73.8","62.1","28.7","43","64.4","8.7","0.5","0.2","0.3","0.4","524.3328100470958","474.8822605965463","87.12715855572998","125.58869701726844","340.65934065934067","281.00470957613817","167.18995290423862","642.072213500785","268.4458398744113","67.50392464678178","24.332810047095762","317.89638932496075","94.19152276295134","5.4945054945054945","3.924646781789639","646.7817896389325","408.9481946624804","156.98587127158555","81.63265306122449","668.6028257456829"
"WK036303  ","9","4","1.5","10413","635","14","86","77","23","41","56","98","2","2520","1290","4400","67.8","57.4","30","40.2","67.1","8.5","0.5","0.4","0.4","0.6","547.6410730804811","452.358926919519","91.58186864014802","123.03422756706753","387.6040703052729","254.3940795559667","145.2358926919519","653.0989824236818","262.71970397779836","62.90471785383904","23.12673450508788","299.72247918593894","123.95929694727104","9.250693802035153","4.6253469010175765","648.4736355226642","420.90656799259943","142.46068455134136","86.03145235892691","624.0518038852914"
"WK036304  ","8","6","1.5","13440","391","3","97","88","12","30","67","91","9","2090","850","8000","41.5","36.2","36.1","29.8","63.4","12.9","0.4","0.4","0.3","0.5","517.3665111456713","482.11508553654744","82.9445308449974","123.89839294971488","331.2597200622084","302.74753758424055","159.66822187662","660.964230171073","221.87662001036807","92.27579056505962","25.92016588906169","270.0881285640228","138.93208916537066","8.294453084499741","6.2208398133748055","661.4826334888543","432.8667703473302","141.0057024364956","88.12856402280974","633.2814930015552"
"WK036305  ","10","5","1.6","16994","404","2","98","90","10","29","69","76","24","2150","960","7600","43","36.4","35.9","31.3","64.8","14","0.5","0.3","0.4","0.5","502.68817204301075","496.7741935483871","115.59139784946237","87.09677419354838","337.63440860215053","311.2903225806452","149.46236559139786","640.8602150537635","240.86021505376345","93.54838709677419","25.806451612903224","236.55913978494624","163.9784946236559","10.21505376344086","4.838709677419355","610.752688172043","370.96774193548384","130.10752688172042","110.75268817204301","601.7204301075269"
"WK036306  ","9","6","1.5","23133","347","4","96","88","12","27","71","96","4","1850","950","16400","40.1","34.9","37.2","28","64.6","14.5","0.3","0.3","0.3","0.4","507.3815073815074","492.6184926184926","92.2040922040922","91.94509194509195","371.92437192437194","288.7852887852888","155.65915565915566","684.0196840196841","198.9121989121989","91.94509194509195","25.382025382025382","245.79124579124579","131.05413105413106","9.065009065009065","6.993006993006993","670.2926702926703","449.6244496244496","129.24112924112924","91.94509194509195","679.3576793576793"
"WK036307  ","8","3","1.6","13050","460","7","93","84","16","39","58","96","4","2220","1100","6000","50.6","42.7","31","36.2","68.3","10.4","0.4","0.3","0.3","0.4","513.4390075809787","486.5609924190214","101.9986216402481","124.74155754651964","406.6161268090972","243.9696760854583","124.05237767057201","693.314955203308","226.05099931082012","62.71536871123363","19.297036526533425","272.2260509993108","118.53893866299104","8.95933838731909","3.4458993797381114","642.315644383184","410.75120606478293","142.66023432115782","90.28256374913853","632.1157822191592"
"WK036308  ","8","9","1.5","10172","419","3","97","91","9","34","64","95","5","2100","1000","6000","46.2","39.9","33.8","32.5","65.3","12","0.4","0.4","0.3","0.5","533.2488917036098","466.7511082963901","85.49715009499684","138.69537682077265","369.85433818872707","265.35782140595313","141.22862571247626","690.9436352121596","199.49335022165928","84.86383787207093","26.599113362887906","255.8581380620646","165.29449018366054","8.233058898036733","8.866371120962635","619.3793540215327","412.2862571247625","129.82900569981","78.53071564281191","528.1823939202027"
"WK036309  ","10","7","1.6","13159","317","1","99","95","5","30","69","85","15","2030","850","10700","35.6","30.3","38.7","25.6","60.6","13.6","0.4","0.5","0.4","0.6","504.42818636888717","495.57181363111283","114.74778590681555","120.9087408548325","326.1455525606469","306.89256834809396","131.69041201386216","663.0727762803234","220.63919907585677","95.87986137851367","21.17828263380824","192.1447824412784","236.81170581440122","10.011551790527532","6.9310743165190605","601.4632268001541","364.26646130150175","118.98344243357721","118.98344243357721","551.251443973816"
"WK036310  ","15","5","1.3","10","NaN","82","18","61","39","16","84","87","13","3980","NaN","100","24.3","21.1","57.3","12.6","65.8","34.6","NaN","4.2","3.9","3.8","657.8947368421053","315.7894736842105","105.26315789473684","78.94736842105263","342.10526315789474","421.05263157894734","78.94736842105263","736.8421052631579","157.89473684210526","131.57894736842104","26.31578947368421","315.7894736842105","131.57894736842104","0","0","763.1578947368421","657.8947368421053","52.63157894736842","105.26315789473684","200"
"WK036311  ","6","6","1.3","20","NaN","19","81","36","64","2","90","43","57","NaN","20","100","NaN","31.1","NaN","NaN","72.1","NaN","NaN","2.5","1.9","2.1","689.6551724137931","310.3448275862069","34.48275862068966","172.41379310344828","517.2413793103449","241.3793103448276","68.96551724137932","793.1034482758621","241.3793103448276","34.48275862068966","0","551.7241379310345","206.89655172413794","0","0","724.1379310344828","620.6896551724138","103.44827586206897","68.96551724137932","289.6551724137931"
"WK036312  ","10","1","1.7","3543","277","0","100","41","59","30","70","15","85","2150","NaN","900","51.5","42.5","24.5","44.1","72","8.8","0.5","0.6","1","0.5","518.8679245283018","481.1320754716981","132.0754716981132","66.0377358490566","344.33962264150944","353.77358490566036","113.20754716981132","636.7924528301887","278.3018867924528","75.47169811320755","23.58490566037736","245.28301886792454","103.77358490566037","9.433962264150944","0","589.622641509434","334.9056603773585","146.22641509433961","113.20754716981132","1180.188679245283"
"WK036313  ","14","8","1.7","7903","257","0","100","96","4","23","77","98","2","1770","880","8800","30.7","25.7","42.6","20","61.9","18.5","0.4","0.3","0.4","0.4","496.52616952292726","503.47383047707274","134.78462251042149","92.1723019916628","390.4585456229736","265.8638258452988","117.6470588235294","676.2389995368226","194.53450671607226","103.2885595182955","26.864289022695694","176.47058823529412","312.18156553960165","14.821676702176934","8.800370541917555","582.2139879573876","345.06716072255676","108.38351088466882","129.68967114404816","557.0171375636869"
"WK036314  ","13","4","1.6","28025","278","0","100","95","5","31","69","92","8","1730","810","11100","35.3","30","36.3","26.6","69.1","14.3","0.3","0.2","0.4","0.4","499.2458521870287","500.7541478129713","121.04072398190046","92.00603318250377","436.27450980392155","265.46003016591254","86.3499245852187","719.4570135746607","186.65158371040724","78.05429864253394","16.591251885369534","208.1447963800905","248.49170437405732","13.574660633484163","4.524886877828054","608.2202111613876","366.13876319758674","128.58220211161387","113.8763197586727","589.5927601809955"
"WK036315  ","8","4","2","4712","328","0","100","96","4","39","60","87","13","2050","330","2000","36.3","29.9","35.1","28.3","63.1","10.1","0.5","0.7","0.6","0.7","483.6734693877551","514.2857142857143","136.73469387755102","140.81632653061226","283.6734693877551","340.81632653061223","100","646.9387755102041","242.85714285714286","89.79591836734694","26.53061224489796","187.75510204081633","263.265306122449","8.16326530612245","4.081632653061225","504.0816326530612","246.9387755102041","100","161.22448979591837","488.16326530612247"
"WK036316  ","14","9","1.6","23456","286","0","100","94","6","29","70","94","6","1760","840","6900","37.6","32.4","35","29","68.5","14.9","0.3","0.3","0.3","0.5","495.8382877526754","504.1617122473246","104.04280618311535","88.58501783590962","450.0594530321046","246.73008323424494","111.7717003567182","708.680142687277","185.49346016646848","82.6397146254459","24.37574316290131","217.59809750297265","212.2473246135553","14.863258026159334","8.9179548156956","610.5826397146254","374.5541022592152","137.33650416171224","99.88109393579073","604.6373365041617"
"WK036317  ","12","6","1.6","21803","342","0","100","93","7","33","66","98","2","2010","920","4000","41.7","36","32.1","33.2","70.1","10.2","0.3","0.2","0.1","0.4","496.3041182682154","503.6958817317846","102.42872228088702","98.20485744456177","455.12143611404434","230.20063357972546","117.21224920802534","715.9450897571278","192.18585005279832","73.91763463569166","21.119324181626187","244.9841605068638","152.05913410770856","12.671594508975712","6.335797254487856","632.5237592397043","388.59556494192185","144.6673706441394","101.3727560718057","561.1404435058079"
"WK036318  ","14","4","1.6","25353","287","2","98","90","10","25","74","92","8","1770","840","5100","36.5","31.4","35.5","27.5","69.7","14.6","0.3","0.3","0.2","0.2","514.866979655712","485.13302034428796","104.85133020344288","104.06885758998435","492.9577464788732","223.78716744913928","75.8998435054773","758.998435054773","151.7996870109546","78.24726134585289","13.302034428794991","204.22535211267606","242.56651017214398","14.084507042253522","4.694835680751174","592.3317683881064","365.414710485133","129.89045383411582","98.59154929577464","567.2926447574334"
"WK036319  ","11","8","1.5","27993","272","0","100","95","5","25","74","99","1","1710","800","6000","32.5","28.2","41.2","22","62.5","16.8","0.3","0.2","0.2","0.2","496.77881173944166","502.5053686471009","97.35146743020759","101.64638511095204","413.74373657838225","258.41088045812455","130.2791696492484","700.0715819613457","182.53400143163924","91.62491052254832","27.20114531138153","201.14531138153185","294.9176807444524","11.45311381531854","7.874015748031496","652.8274874731568","440.22906227630637","114.5311381531854","99.49892627057982","629.0622763063708"
"WK036320  ","10","4","1.6","22294","402","1","99","91","9","34","65","96","4","2140","990","6100","46.7","39.1","32.2","35.5","69.6","11.3","0.4","0.2","0.2","0.4","482.2505023442733","517.7494976557267","127.93034159410583","107.83657066309443","405.89417280643","256.5304755525787","102.47823174815807","720.0267916945746","197.58874748827864","69.6584058941728","14.06563965170797","242.46483590087072","128.60013395847287","10.71667782987274","4.018754186202277","614.1995981245814","377.7628935030141","126.59075686537173","110.51574012056263","565.9745478901541"
"WK036321  ","16","2","1.6","26203","345","1","99","92","8","35","64","100","0","2030","950","6400","45.1","38.1","28.1","36.6","74.1","9.5","0.3","0.5","0.3","0.3","486.22677770659834","513.1326073030109","117.87315823190262","85.84240871236386","493.27354260089686","219.73094170403587","83.92056374119154","736.0666239590006","184.49711723254325","65.98334401024984","14.734144778987828","251.12107623318386","132.60730301089046","16.01537475976938","2.5624599615631007","606.0217809096733","358.74439461883406","141.57591287636131","106.98270339525945","575.0160153747597"
"WK036322  ","8","17","1.7","8758","760","11","89","85","15","43","54","100","0","2680","1320","1400","71.8","56.6","34.5","37.2","64.6","11.7","0.5","0.4","0.3","0.6","496.042216358839","503.957783641161","142.4802110817942","108.17941952506597","306.06860158311343","271.76781002638523","176.78100263852244","630.6068601583113","255.93667546174143","81.79419525065963","36.93931398416886","282.32189973614777","142.4802110817942","7.915567282321899","15.831134564643799","559.3667546174142","337.73087071240104","110.8179419525066","116.09498680738787","483.90501319261216"
"WK036323  ","11","0","1.3","1326","272","1","99","87","13","14","85","2","98","2740","30","2100","57.5","49.5","36.9","35.8","67","4.6","1.5","0.7","0.8","0.6","572.192513368984","426.0249554367201","64.1711229946524","213.90374331550802","572.192513368984","126.55971479500892","24.955436720142604","757.5757575757576","215.68627450980392","26.737967914438503","3.5650623885918002","274.5098039215686","374.331550802139","10.695187165775401","0","770.0534759358288","616.7557932263815","101.60427807486631","55.258467023172905","566.1319073083779"
"WK036324  ","10","2","1.5","23174","328","1","99","91","9","26","73","98","2","1890","840","12600","39.3","34.3","36.1","28.3","68.6","13.8","0.3","0.4","0.2","0.4","506.29037742264535","493.70962257735465","91.12546752805169","133.96803808228495","475.6885413124788","215.23291397483848","84.66507990479428","761.9857191431486","160.82964977898675","65.2839170350221","12.580754845290718","239.3743624617477","177.8306698401904","10.540632437946277","2.7201632097925876","673.5804148248895","453.92723563413807","134.98809928595716","85.34512070724243","628.4257055423326"
"WK036325  ","13","6","1.5","23954","309","0","100","93","7","28","72","96","4","1870","860","10500","37.6","32.7","36","28.6","68.6","13.4","0.3","0.3","0.2","0.3","480.0813008130081","519.9186991869918","98.3739837398374","108.130081300813","460.5691056910569","216.66666666666666","117.47967479674797","730.4878048780488","166.260162601626","77.23577235772358","26.829268292682926","213.0081300813008","208.9430894308943","13.821138211382113","6.097560975609756","643.089430894309","413.0081300813008","134.5528455284553","96.7479674796748","611.0569105691056"
"WK036326  ","11","5","1.7","23391","300","2","98","97","3","15","85","99","1","1740","990","6900","28.4","24","47.6","16.9","54.4","19.1","0.3","0.4","0.3","0.5","474.86371895820713","524.5305875227135","117.50454270139309","124.1671714112659","336.7655966081163","281.6474863718958","140.52089642640823","663.2344033918837","202.30163537250152","110.23622047244095","25.439127801332525","174.4397334948516","340.39975772259237","11.508176862507572","5.451241671714112","593.5796486977589","347.66807995154454","113.87038158691702","133.25257419745608","553.6038764385221"
"WK036327  ","14","2","1.6","14686","368","1","99","94","6","42","58","93","7","2040","890","4300","43.4","36.7","31.7","35.8","70.7","10.3","0.3","0.5","0.4","0.4","500.46082949308754","499.53917050691246","117.97235023041475","138.24884792626727","446.08294930875576","214.74654377880185","84.7926267281106","740.0921658986175","190.78341013824885","58.986175115207374","12.903225806451612","231.3364055299539","187.09677419354838","14.746543778801843","1.8433179723502304","619.3548387096774","384.33179723502303","136.40552995391704","100.46082949308756","503.778801843318"
"WK036328  ","14","5","1.7","15096","297","1","99","94","6","26","74","94","6","1770","860","9000","32.9","27.6","42.2","23.3","61.6","17.1","0.3","0.2","0.3","0.3","498.8537368179734","500.687757909216","120.58688674919762","116.46033929390188","403.0261348005502","257.6799633195782","102.24667583677213","695.0939935809262","197.61577258138468","88.03301237964237","20.174232003668042","174.69050894085282","341.5864282439248","14.213663457129757","5.0435580009170105","591.9303071985328","352.5905547913801","123.33791838606145","116.91884456671252","565.52040348464"
"WK036329  ","12","7","1.7","16436","289","2","98","96","4","25","75","84","16","1860","800","7900","31.2","26.3","44.1","21.5","58","16.5","0.3","0.3","0.3","0.3","495.643259866735","504.356740133265","118.40082009226037","133.7775499743721","366.9912865197335","257.30394669400306","124.55151204510507","660.6868272680676","211.68631471040493","96.87339825730395","32.29113275243465","153.76729882111738","381.3429010763711","11.788826242952332","7.1758072783188105","575.6022552537161","344.95130702204","115.32547411583803","115.83803177857509","542.9010763710918"
"WK036330  ","12","6","1.8","25498","283","2","98","96","4","22","77","96","4","1850","930","7600","28","22.9","47.4","17.2","57.7","18.9","0.3","0.2","0.3","0.3","491.49840595111584","508.50159404888416","139.74495217853348","150.37194473963868","379.91498405951114","236.98193411264612","94.04888416578109","679.596174282678","207.7577045696068","90.86078639744952","23.379383634431456","143.4643995749203","439.9574920297556","12.221041445270988","5.844845908607864","549.4155154091392","306.5887353878852","108.39532412327311","135.4941551540914","498.72476089266735"
"WK036331  ","15","4","1.8","27030","254","0","100","94","6","27","72","94","6","1870","960","10200","29.2","24.1","44.4","19.3","60.4","17.1","0.3","0.3","0.3","0.3","503.3557046979866","496.249506514015","135.41255428345835","132.6490327674694","439.00513225424396","208.84326885116462","84.87958941966048","685.748124753257","218.31819976312673","78.56296881168575","17.76549545992894","159.0998815633636","461.508093170154","15.396762731938413","4.342676667982629","557.4417686537703","313.06750888274775","122.77931306750888","122.38452427951046","525.0690880378997"
"WK036332  ","10","7","1.9","10928","252","1","99","97","3","22","78","91","9","1880","840","8000","26.7","21.6","47.9","15.1","56.3","19.2","0.4","0.3","0.4","0.2","504.8732943469786","495.1267056530214","151.55945419103313","124.26900584795321","362.0857699805068","248.05068226120858","115.00974658869396","628.167641325536","246.10136452241716","94.54191033138402","32.65107212475633","124.26900584795321","521.9298245614035","10.23391812865497","7.797270955165692","524.3664717348928","288.01169590643275","103.31384015594541","134.01559454191033","490.5458089668616"
"WK036333  ","12","2","2","12074","378","8","92","96","4","40","59","66","34","2430","400","14700","45.6","36.5","28.9","38.7","69.8","8.2","0.6","0.5","0.8","0.5","503.21888412017165","496.78111587982835","166.84549356223175","97.63948497854078","309.0128755364807","346.0300429184549","80.74034334763948","639.7532188841202","264.2167381974249","81.00858369098712","15.82618025751073","184.8175965665236","214.32403433476395","12.339055793991417","2.6824034334763946","498.3905579399142","216.46995708154506","126.60944206008584","155.84763948497854","469.7424892703863"
"WK036334  ","8","1","1.3","880","146","4","96","93","7","15","77","1","99","2290","NaN","1600","24.8","21.6","60","15.8","49.3","16.3","0.2","0.9","1.9","0.8","485.0574712643678","512.6436781609195","80.45977011494253","448.2758620689655","349.42528735632186","98.85057471264368","25.28735632183908","875.8620689655172","98.85057471264368","27.586206896551722","2.2988505747126435","250.57471264367817","213.79310344827587","6.896551724137931","2.2988505747126435","758.6206896551724","609.1954022988506","91.95402298850574","59.770114942528735","674.9425287356322"
"WK036335  ","12","1","2.6","12965","368","30","70","95","5","49","50","0","100","3220","20","9700","45.7","31.1","31.8","38.1","69.2","9.1","0.7","0.6","0.7","0.3","498.96765313145215","500.68823124569855","287.3365450791466","104.26703372333104","307.9834824501032","256.36613902271165","44.046799724707505","645.5609084652443","278.73365450791465","67.10254645560909","8.947006194081212","149.00206469373708","342.0509291121817","12.044046799724708","1.3764624913971095","387.13007570543704","119.40812112869925","71.57604955264969","196.83413626978665","378.8024776324845"
"WK036336  ","15","0","1.6","440","370","16","84","91","9","7","91","23","77","2120","200","400","45.1","40.3","22.1","47.1","83.2","11.3","1","1.1","0.6","0.8","590.4761904761905","409.5238095238095","76.19047619047619","66.66666666666667","676.1904761904761","161.9047619047619","38.095238095238095","780.952380952381","171.42857142857142","66.66666666666667","9.523809523809524","209.52380952380952","171.42857142857142","9.523809523809524","0","552.3809523809524","295.23809523809524","200","76.19047619047619","443.8095238095238"
"WK036337  ","14","3","1.8","18243","230","1","99","95","5","26","74","97","3","1850","880","14800","28.8","23.2","43.8","17.7","61.4","17","0.4","0.4","0.4","0.3","494.09871244635195","505.63304721030045","150.48283261802575","136.26609442060087","432.9399141630901","202.78969957081546","77.78969957081546","682.6716738197425","221.56652360515022","76.71673819742489","19.581545064377682","151.55579399141632","438.84120171673817","14.216738197424892","2.9506437768240343","552.8433476394849","308.74463519313304","115.61158798283262","128.75536480686696","513.4120171673819"
"WK036338  ","17","3","1.7","15894","234","0","100","96","4","43","57","92","8","1800","900","4800","33.3","27.9","33.3","25.2","71.5","10.1","0.4","0.2","0.4","0.3","482.6388888888889","517.3611111111111","128.47222222222223","112.84722222222223","502.6041666666667","182.29166666666666","75.52083333333333","722.2222222222222","196.18055555555554","64.23611111111111","19.09722222222222","176.21527777777777","296.00694444444446","17.36111111111111","3.4722222222222223","587.6736111111111","333.3333333333333","142.36111111111111","113.71527777777777","530.5555555555555"
"WK036339  ","17","6","2","13759","220","3","97","94","6","18","81","60","40","1910","410","7400","24.9","19.1","49.8","13.4","54.8","18.6","0.4","0.5","0.5","0.4","491.1749873928391","508.320726172466","183.05597579425114","170.44881492687847","398.3862834089763","167.92738275340395","80.68582955118508","648.0080685829552","261.7246596066566","68.07866868381241","22.692889561270803","107.91729702471004","609.1780131114473","17.650025214321733","6.555723651033787","500.75642965204236","273.82753403933435","89.25869894099849","138.17448310640444","477.9626828038326"
"WK036340  ","14","3","1.6","25182","273","0","100","95","5","34","66","98","2","1940","960","5800","35.9","30.4","34.1","27.4","72.5","12.2","0.3","0.4","0.3","0.3","479.45205479452056","520.5479452054794","125.45061283345349","116.79884643114636","496.7555875991348","180.24513338139872","81.47080028839221","736.8421052631579","184.57101658255226","60.562364816149966","18.745493871665467","208.3633741888969","199.71160778658975","14.419610670511895","3.604902667627974","608.507570295602","361.9322278298486","137.7072819033886","109.58904109589041","528.478731074261"
"WK036341  ","13","4","1.7","24213","233","0","100","96","4","23","77","100","0","1690","830","4700","28.5","23.9","43","17.7","60.8","18.7","0.4","0.3","0.5","0.4","537.2492836676217","462.7507163323782","123.20916905444126","115.32951289398281","456.30372492836676","234.2406876790831","71.63323782234957","712.0343839541547","159.74212034383953","113.89684813753581","15.759312320916905","143.98280802292263","466.3323782234957","12.893982808022923","5.01432664756447","486.3896848137536","290.11461318051573","103.86819484240688","93.83954154727793","461.17478510028656"
"WK036342  ","15","6","1.7","26587","234","0","100","96","4","23","77","98","2","1700","850","8500","31.1","25.7","39.8","21","65.9","16.8","0.4","0.2","0.3","0.4","493.17004239284034","506.82995760715966","140.83843617522373","104.56900612341026","459.7268016957136","207.2538860103627","88.08290155440415","697.5977390485162","191.23881300047103","88.55393311351861","23.551577955723033","163.91898257183232","365.99152143193595","16.015073009891662","6.5944418276024495","585.0211964201601","343.85303815355627","123.4102684879887","118.6999528968441","543.5704192180876"
"WK036343  ","19","3","1.7","21805","297","1","99","96","4","31","68","100","0","1980","980","5800","38.6","32.6","32.1","30.7","71.4","10.3","0.4","0.3","0.4","0.4","478.04175665946724","521.2383009359252","126.70986321094313","115.19078473722102","484.5212383009359","192.22462203023758","82.07343412526998","735.7811375089993","179.26565874730022","68.39452843772499","17.278617710583152","207.34341252699784","192.22462203023758","19.43844492440605","2.8797696184305255","593.9524838012959","332.6133909287257","150.46796256299496","112.3110151187905","521.2383009359252"
"WK036344  ","16","3","1.6","13955","310","2","98","95","5","38","62","99","1","2000","970","9900","43.1","36.7","28.9","35.2","73.2","8.6","0.5","0.4","0.3","0.6","462.6424651751794","536.935415787252","120.30392570704939","104.68552131701139","465.59729843815956","216.5470662726889","93.28830730265935","722.6677923174335","188.26509075559306","70.07176023638667","19.41747572815534","214.01435204727733","132.9674968341072","16.46264246517518","3.799071338117349","610.806247361756","353.73575348248204","143.94259181089066","113.97214014352048","547.9105107640355"
