"geo","GeboorteRelatief_25","SterfteRelatief_27","GemiddeldeHuishoudensgrootte_32","Bevolkingsdichtheid_33","GemiddeldeWOZWaardeVanWoningen_35","PercentageEengezinswoning_36","PercentageMeergezinswoning_37","PercentageBewoond_38","PercentageOnbewoond_39","Koopwoningen_40","HuurwoningenTotaal_41","BouwjaarVoor2000_45","BouwjaarVanaf2000_46","GemiddeldElektriciteitsverbruikTotaal_47","GemiddeldAardgasverbruikTotaal_55","AantalInkomensontvangers_64","GemiddeldInkomenPerInkomensontvanger_65","GemiddeldInkomenPerInwoner_66","k_40PersonenMetLaagsteInkomen_67","k_20PersonenMetHoogsteInkomen_68","Actieven1575Jaar_69","HuishoudensMetEenLaagInkomen_72","PersonenautoSPerHuishouden_91","AfstandTotHuisartsenpraktijk_94","AfstandTotGroteSupermarkt_95","AfstandTotSchool_97","Mannen_6","Vrouwen_7","k_0Tot15Jaar_8","k_15Tot25Jaar_9","k_25Tot45Jaar_10","k_45Tot65Jaar_11","k_65JaarOfOuder_12","Ongehuwd_13","Gehuwd_14","Gescheiden_15","Verweduwd_16","WestersTotaal_17","NietWestersTotaal_18","GeboorteTotaal_24","SterfteTotaal_26","HuishoudensTotaal_28","Eenpersoonshuishoudens_29","HuishoudensZonderKinderen_30","HuishoudensMetKinderen_31","Woningvoorraad_34"
"GM0150    ","9","9","2.2","757","187","68","32","96","4","55","45","83","17","2770","1210","77300","30","23.9","40.1","17.9","59.1","9.1","0.9","1","0.8","0.7","494.1235711767964","505.8764288232036","171.7810564479581","118.95865854272623","258.6736492270507","278.261745304396","172.32489047786896","492.3309330782013","379.08253184953924","78.56387532101314","50.02265975124629","89.02764489652047","125.77672591771993","9.879651543380835","9.043758497406717","457.33420615338133","174.973563623546","128.68724507779848","153.67339745203685","449.7003877335213"
"GM0384    ","10","7","2","2274","210","42","58","95","5","41","57","87","13","3150","850","21400","32.2","26.1","40","22.4","58.3","7.9","0.7","0.7","0.7","0.6","485.8829568788501","514.1170431211499","150.99735992959813","164.56438838369024","263.27368729832796","263.9337048987973","157.23085948958638","558.5948958638897","322.3085948958639","78.87210325608683","40.224405984159574","145.2772073921971","281.46083895570547","10.046934584922264","7.883543561161631","499.92666471105895","236.17629803461426","110.03960105602816","153.71076562041654","468.2458198885304"
"GM1774    ","8","9","2.6","149","246","87","13","93","7","72","25","85","15","3710","1900","21000","29.8","24.3","40.2","16.8","62.9","3.8","1.4","2","1.9","0.9","511.0501447950008","488.9498552049992","163.54214296601128","130.46791647614694","199.93141289437585","300.86877000457247","205.18975765889346","444.71117207742725","456.5996037189453","39.05654625819235","59.63267794543515","58.79439109891785","21.528730376467003","8.954427678707514","9.678402682517909","384.73555860387137","99.87044657826551","122.9614388050602","161.90367322054564","406.2261850327694"
"GM0221    ","7","10","2.2","982","185","79","21","97","3","51","49","87","13","2780","1270","9200","28.2","23.2","44.6","15.4","52","8.9","1.1","0.9","0.6","0.7","488.84578079534435","511.15421920465565","140.46380389736356","115.2455691737942","196.98439291067808","319.901243276607","227.40499074155719","408.60594303853276","433.9123534079887","96.90503482938013","60.576668724098404","94.9651706198748","103.7827352085354","7.5831055462481265","10.404726214619522","459.13058813155806","157.65805484525174","146.37157217176616","155.10096111454015","462.74578961290894"
"GM0222    ","9","10","2.2","722","189","76","24","97","3","59","40","85","15","2900","1380","45000","29.4","23.7","41.4","16.7","58","8","1.1","1.1","0.8","0.8","495.1811873554356","504.8188126445644","161.80696712693629","113.3384734001542","226.85217635101984","298.9065676035607","199.095815518329","457.8923389640429","409.9495338893951","76.89072685217636","55.267400294385645","72.98310787131142","66.09658652835215","9.532487558701899","10.128268031120768","440.96516436531857","149.8037429032032","138.36125324174668","152.80016822036868","446.43232634751524"
"GM0766    ","9","8","2.3","871","224","85","15","98","2","69","31","86","14","3340","1380","20500","31.2","25.5","38.8","19.7","61.3","4.5","1.2","1.5","0.9","0.6","499.00035281665293","500.99964718334707","156.2585754047591","113.5677603982908","226.19467638872555","301.85424752048294","202.1247402877416","422.6351483790035","450.46846211141167","69.62248618134775","57.27390332823709","66.79995295777961","61.586106864243995","9.878866282488534","8.781214473323141","424.98725939864363","124.34826923830805","142.224312987573","158.41467717276257","424.8696538476616"
"GM0058    ","9","9","2.3","144","146","88","12","94","6","63","35","90","10","2470","1490","18400","25.9","20.3","45","11.7","57.5","7.9","1.1","1.6","1.5","0.8","499.853562612443","500.146437387557","175.09727626459144","118.02853437094683","213.92410359399187","285.1763524538722","207.77373331659763","453.91406217313084","423.245889293335","65.47843186477553","57.36161666875863","32.80197481276934","24.894355884691016","9.915903100288691","9.874063846700976","430.2330446424836","145.55876323166396","133.3835404376386","151.29074097318104","459.52052215388477"
"GM0505    ","10","9","2.1","1510","162","56","44","95","5","56","44","91","9","2670","1150","92800","31","24.7","40.3","19.4","57.5","9.4","1","0.8","0.7","0.6","494.26013425305945","505.73986574694055","161.89537694452164","118.84848944252133","252.9920576765967","283.96964566962293","182.2944302667374","470.1973368370518","390.142422787646","87.65191904388912","52.00832133141303","112.53168928081125","183.25458389131734","10.182681860676656","9.55942424472126","462.93722785119303","182.24389586544373","125.8475040216961","154.8458279640532","462.12025503027854"
"GM0498    ","9","7","2.4","329","229","89","11","97","3","74","25","78","22","3020","1510","15600","31.2","25.4","39.1","18.8","61.4","3.9","1.2","1.5","1.3","0.9","507.37721832439127","492.62278167560873","167.30293025175402","120.20222864217912","214.50680973999175","297.7713578208832","200.21667354519192","445.00619067271975","451.6611638464713","57.77961205117623","45.553033429632684","67.52992158481221","31.572430870821297","9.389186958316136","7.944696657036731","413.0210482872472","113.7536112257532","143.8299628559637","155.43747420553032","420.6562113082955"
"GM1719    ","9","8","2.3","281","235","87","13","96","4","70","29","87","13","3320","1450","21600","32.6","26.7","38.1","21.7","61.7","3.6","1.3","1.2","0.8","0.8","501.3956604265138","498.6043395734862","147.60504670810226","110.46187055714765","212.1031672187279","318.9921470840001","210.83776843202205","415.7207190442517","466.4483233466076","62.562804719193124","55.26815288994752","59.808701477539174","25.01023484312777","9.081097175183297","8.299527336335554","421.6383192526704","112.32275112583274","156.57449104916446","152.74107707767317","431.7615095463173"
"GM0303    ","8","6","2.3","122","198","88","12","97","3","64","36","77","23","3000","1330","31600","30.1","24","40.5","19.1","60.1","6.3","1.2","1.6","1.5","1.3","503.16595494036227","496.83404505963773","173.5385068472979","140.03828596672065","228.34143228783194","289.2063024591371","168.8754724390124","444.1172139596525","445.5406665684975","67.66308349285819","42.679035978991806","74.95214254159917","83.56648505374761","8.63888479850783","6.871840180631228","419.9676041820056","130.02503313208658","135.71884356746673","154.22372748245226","407.4755804250724"
"GM0225    ","8","8","2.4","492","219","83","17","97","3","63","36","79","21","3230","1450","14600","30.9","24.9","39.4","19.3","62.2","5.5","1.3","1.3","0.8","0.7","498.0337229973603","501.9662770026397","163.12018531487368","118.35371437806388","224.15557830092118","314.01174379141304","180.35877821472823","457.52302968270214","430.04902224855897","66.79954748693638","45.62840058180251","57.31832139201638","58.93443947637774","8.511555244303183","8.565425847115229","409.955287399666","109.73441792813662","139.9019555028821","160.3189139686473","420.56779615363894"
"GM0226    ","7","7","2.4","749","202","86","14","98","2","64","36","89","11","3130","570","20400","31.1","25.2","39.2","19.9","60","5.4","1.2","1.1","1.1","0.8","493.26718639262936","506.73281360737064","157.80770139381053","128.63217576187103","199.38577840774863","343.0978817229703","171.07646271359948","421.48988109299944","452.1222143475864","79.33695566580046","47.05094889361367","82.21119773210489","54.92558469170801","7.5596503661705645","7.7958894401133945","417.6706827309237","111.30797700606347","135.91621387510827","170.44649184975194","419.12749035357115"
"GM1711    ","7","11","2.2","309","192","85","15","96","4","69","29","89","11","3310","1630","25700","30.3","25.3","39.8","17.7","57.4","5.3","1.3","1","1","0.8","502.8131384567028","497.1868615432972","127.51846613232752","98.31840326889832","202.45167373880244","334.4334433443344","237.27801351563727","400.47147571900047","451.4222850856514","80.74807480748075","67.35816438786736","134.8106239195348","35.92644978783593","7.323589501807324","11.818324689611819","445.7331447430457","139.17963224893919","158.35297815495835","148.2005343391482","455.6655665566557"
"GM0385    ","8","6","2.4","659","242","87","13","97","3","78","22","86","14","3420","1590","28500","33.6","27","39.1","22.7","62.4","3.4","1","1.2","0.9","0.6","500.3072625698324","499.6927374301676","169.6368715083799","122.98882681564245","221.95530726256985","290.1117318435754","195.3072625698324","440.83798882681566","456.50837988826817","55.53072625698324","47.12290502793296","44.44134078212291","43.88268156424581","8.631284916201118","6.983240223463687","407.4581005586592","112.0391061452514","130.11173184357543","165.3072625698324","413.93854748603354"
"GM0228    ","11","8","2.3","356","234","71","29","89","11","63","33","81","19","3100","1350","86600","31.5","24.6","39.5","20","61","6","1.1","1.1","1.1","0.7","492.97749094083105","507.02250905916895","183.08778797577168","135.1513388173266","238.73885788346072","267.5254141649254","175.49660115851563","453.86656791952106","436.08326500383527","62.08726778991545","47.96289928672821","70.19864046340625","82.75363468846157","11.576339478579804","8.014388869786018","420.2660882905282","145.413988591178","125.04738981317392","149.80470988617628","438.21690868534046"
"GM0317    ","8","6","2.4","290","290","91","9","98","2","69","30","78","22","3200","1530","7100","36","28.7","35.2","24.6","61.7","4.1","1.3","1","0.9","1","492.7214134903878","507.2785865096122","169.46327369707745","115.67951994666075","196.79964440493387","322.3691521280142","195.6884098233137","441.60462273585955","428.8254250472275","87.6764084898322","41.89354372708079","77.00855650627848","52.00577841982442","8.112012445827315","6.778530947883098","420.9356595177242","120.45782864762751","133.2370263362596","167.2408045338371","409.7121902433604"
"GM1651    ","7","10","2.2","83","144","88","12","95","5","60","40","89","11","2610","1690","12400","25.9","20.7","46.5","12.3","54.3","9.1","1.1","1.1","1.7","0.9","509.3254982115483","490.6745017884517","156.36177823198773","113.82217680122636","200.24271844660194","308.252427184466","221.32089933571794","433.4440470107307","432.16658150229944","73.19877363311191","61.190597853857945","41.00664282064384","30.467552376085845","7.664793050587634","10.475217169136434","456.56617271333675","162.62135922330097","146.33367399080225","147.61113949923353","473.3009708737864"
"GM0770    ","8","8","2.3","225","286","83","17","95","5","73","25","84","16","3580","1620","14900","34.3","28.1","37.3","22.2","63.3","4.1","1.4","1.7","1.5","0.8","507.22216233696236","492.77783766303764","151.88099601164168","116.95591247170421","204.91538212784306","313.786784520858","212.460924867953","429.5030721138299","455.1040206963458","59.9870647838741","55.405842405950196","60.14875498544788","26.355502856526893","8.623477417268514","8.353993747978873","417.0529265926485","120.18971650317991","149.29395278646115","147.56925730300745","433.06025654845314"
"GM1903    ","10","10","2.3","327","232","84","16","94","6","73","25","89","11","3420","1740","20700","33","27.5","37.6","21.6","59.8","3.6","1.3","1.1","1.2","1.1","497.8455943392497","502.1544056607503","134.56141044392615","115.23105506581808","195.08242084041586","318.69391627465706","236.43119737518282","392.9319682175752","488.08159070245483","60.79772305016405","58.188718029805905","104.36020081432581","23.520575562319642","10.198837806854568","10.00118591137289","426.1770170375934","112.54298928726726","160.4142783729296","153.21974937739654","434.00403209866784"
"GM0772    ","9","8","1.9","2587","211","63","37","95","5","45","53","86","14","2760","1190","180600","32.7","26.7","40.6","20.1","59.2","9.6","0.9","0.8","0.7","0.6","512.663751608865","487.3362483911349","146.7152705538022","138.1552268279352","301.88920429500854","246.75582276918738","166.48447555406668","537.3829715958178","331.32041539573675","85.51228026870251","45.784332739742936","140.39000652361725","194.5095826648095","9.811872983408854","8.705502759313786","512.7166458028457","245.76405663205037","130.71477687465838","136.23781229613695","475.21907012006983"
"GM0230    ","10","8","2.5","361","227","85","15","97","3","64","34","85","15","3080","1500","17500","28.7","22.2","42","16.8","61.1","4.6","1.3","1.1","0.9","0.7","498.04568748371406","501.95431251628594","191.8700599322505","120.6896551724138","233.90949361591245","265.7865022148875","187.74428906453574","415.009120125076","483.1494831929124","52.54929210457743","49.2921045774342","34.91705029097542","25.05862937548858","10.509858420915487","8.208112568400939","391.5573699296447","103.40484669504039","127.50803439590028","160.64448883870406","398.94032832450273"
"GM0114    ","8","10","2.2","321","147","80","20","96","4","62","37","87","13","2990","1570","85700","26.9","21.8","45.6","13.4","53.4","8.8","1.1","1.4","1","0.9","497.3578937575588","502.6421062424412","151.65131640152572","111.80574937203461","219.5087915154898","301.7489999069681","215.28514280398176","428.92362080193504","423.89059447390457","81.89599032468136","65.28979439947902","70.2111824355754","47.57651874592985","8.49381337798865","10.903339845567029","449.1952739789748","151.40943343566843","146.1159177597916","151.66992278351475","453.8933854312029"
"GM0388    ","10","8","2.1","1457","180","73","27","96","4","59","39","83","17","2720","1220","14800","29.7","24.2","40.3","16.4","59.5","6.5","0.9","0.8","0.6","0.6","502.94929379295417","497.05070620704583","161.2100221873478","109.63796742247958","239.73158720709995","287.89436657827804","201.52605660479463","444.93749661778236","409.7624330320905","92.26689755939174","53.03317279073543","87.3965041398344","68.6184317333189","10.065479733751827","8.27966881324747","460.30629363060774","167.00037880837706","142.4319497808323","150.87396504139835","470.20942691704096"
"GM0153    ","9","9","2","1122","158","63","37","95","5","47","51","86","14","2850","1120","123000","26.6","21.4","47.9","13.9","52.2","12.7","0.9","0.8","0.7","0.6","508.9667383331226","491.0332616668774","154.83748577210068","153.30719615530543","262.7481977994182","257.0380675350955","172.0690527380802","518.3508283799165","348.78588592386495","80.78917414948779","52.07411154673075","124.31389907676743","161.6162893638548","9.162767168331857","9.25761983052991","490.52738080182115","220.02655874541546","127.31124320222588","143.18957885417984","471.5062602757051"
"GM0232    ","8","10","2.3","208","262","80","20","95","5","62","36","90","10","3180","1710","26100","30.6","24.9","42.2","17","57.4","6","1.2","1.3","1.2","0.8","495.7740418600363","504.2259581399637","150.9051233979777","109.90564588007499","196.85281371976518","300.4272059501491","241.90921105203307","395.18087100839045","472.6926268555798","65.92494698343424","66.2015551525955","63.31253649691121","52.83216030980115","8.789992931124566","10.572578910163813","428.9885361281003","130.49758736208008","148.72299228570552","149.76795648031472","435.71933491102436"
"GM0233    ","9","10","2.3","311","270","78","22","95","5","61","37","85","15","2970","1550","20400","32.3","26.2","38.1","19.6","59.4","5.6","1.2","1.3","1.1","0.8","495.59984956750657","504.40015043249343","153.47875141030462","124.10680707032719","208.08574652124858","288.6423467468973","225.68634825122226","423.80594208349004","453.06506205340355","68.25874388867996","54.87025197442647","58.593456186536294","44.30236931177134","9.47724708537044","10.267017675817977","411.7713426100038","134.67468973298233","135.69010906355774","141.4065438134637","408.461827754795"
"GM0777    ","9","8","2.3","778","231","82","18","98","2","63","37","78","22","3330","1340","33800","32","25.6","37.8","19.9","61","5.5","1.2","1.1","0.8","0.7","493.71324981988056","506.28675018011944","170.05601134171567","106.32858437725149","243.14965021962954","287.3776930764404","193.08806098496294","432.5191159039673","437.9575615311316","79.50821577149232","50.01510679340879","91.84930392544216","90.17593604016083","9.784553884770029","8.436563088293397","425.9186092453576","124.43349524717038","141.0509679968392","160.43414600134798","430.26471750296326"
"GM1722    ","9","9","2.4","89","150","95","5","95","5","68","29","91","9","2610","1500","6600","26.9","20.7","42.6","11.5","58.3","7","1.2","1.1","1.2","0.7","512.0778477389811","487.9221522610189","186.2621637092158","109.10131654264454","219.69089868345736","289.4104178591872","195.53520320549512","456.4396107613051","428.9639381797367","61.018889524899826","53.57756153405838","37.779049799656555","27.819118488838008","9.273039496279337","9.158557527189467","418.77504293073844","128.4487693188323","137.49284487693188","152.83342873497423","441.0990269032627"
"GM0070    ","9","9","2.2","197","142","86","14","94","6","63","36","88","12","2500","1370","16000","26.7","21.6","44.5","13.7","56.6","8.3","1.1","1.9","1.6","0.9","502.94335889191194","497.05664110808806","160.8706406134059","112.93593865941133","216.7202572347267","297.00717289141727","212.46599060103884","448.0336383873361","421.86495176848877","74.49913430620826","55.602275537966854","59.21345535493445","30.521889685876825","9.151620084095969","9.943111550828593","445.16448182043035","152.90625772940885","144.44719267870394","147.8110314123176","469.7996537224833"
"GM1940    ","8","8","2.3","147","198","91","9","94","6","67","32","87","13","2770","1490","40600","29.2","23.3","42.5","16.4","59.7","6.3","1.2","1.8","1.2","0.9","503.789861393816","496.210138606184","169.52602500726957","111.11757293786954","209.28564505185616","294.0001938548028","216.07056314820198","439.48822332073274","439.2362120771542","63.58437530289813","57.69118929921489","45.28448192303964","32.296210138606185","8.490840360569933","8.742851604148493","425.56944848308615","129.84394688378404","145.85635359116023","149.8691480081419","443.6754870601919"
"GM0779    ","8","9","2.3","807","206","80","20","96","4","62","38","86","14","3090","1210","17000","31.7","25.6","37.7","20.1","62.7","4.7","1.2","1.5","0.8","0.7","497.3028273809524","502.6971726190476","162.38839285714286","105.05022321428571","235.39806547619048","299.71168154761904","197.4516369047619","430.2920386904762","440.0576636904762","71.4750744047619","58.175223214285715","60.732886904761905","34.458705357142854","8.835565476190476","9.114583333333334","431.0360863095238","126.11607142857143","144.85677083333334","160.06324404761904","446.14955357142856"
"GM0236    ","9","8","2.5","266","271","88","12","96","4","70","28","86","14","3390","1650","20500","34.4","26.9","37.8","23.9","62.5","4.3","1.4","1.3","1.3","0.8","495.69338398465413","504.30661601534587","177.4551472524166","123.81991198706135","211.98330010907586","300.4475871666604","186.2940534847858","432.6550569827359","459.5855117162523","56.568999887162896","51.19043141384887","51.03998194606387","39.56821002745703","9.440704103509233","8.312333095121677","397.33704442020536","102.83221123105277","133.52390265919433","160.98093052995824","406.51446195509084"
"GM1771    ","9","9","2.2","1260","230","79","21","97","3","64","36","88","12","3170","1480","31300","32","25.9","39","20.2","59","6.1","1.2","1","0.8","0.6","495.6241363426992","504.3758636573008","157.3519627411843","111.31582987870414","224.78120681713497","295.76743948001433","210.78356108296228","435.00179128921644","431.8798300834229","76.10420185270485","57.014176774655816","91.50928911407954","76.23215108245049","9.59619223092277","9.545012539024516","443.49762014432673","143.68698500435028","144.40350069092585","155.40713444905063","444.08618660115667"
"GM1652    ","10","8","2.4","246","240","86","14","96","4","66","34","80","20","3480","1510","24000","30","24.2","39.8","17.1","63.3","5.4","1.3","1.5","1.1","0.7","505.3290700772715","494.6709299227285","166.43351985078604","114.80815347721823","236.47748467892353","301.0591526778577","181.2216893152145","454.36983746336267","436.51745270450306","57.620570210498265","51.49213962163603","71.00985877964295","29.30988542499334","10.091926458832933","8.293365307753797","419.2312816413536","122.8017585931255","136.89048760991207","159.539035438316","419.56434852118304"
"GM0907    ","7","10","2.3","359","215","89","11","96","4","64","35","83","17","3380","1550","13400","29.2","23.8","39.9","16.5","59.2","5.4","1.3","1.3","1","0.7","510.59606515266506","489.40393484733494","154.3581061357931","103.10000583805243","208.30171054936073","315.78025570669627","218.4599217700975","453.3247708564423","425.8275439313445","64.9191429739039","55.9285422383093","98.13766127619826","41.68369431957499","7.939751298966665","10.975538560336272","419.87273045711953","128.08687022009457","142.68200128437152","149.10385895265338","429.73903905657073"
"GM0689    ","8","6","2.5","230","277","88","12","97","3","74","26","86","14","3340","1550","11400","34.7","27.2","39","23.4","61.4","3.5","1.3","1.3","1.6","1.1","507.2622636338723","492.7377363661277","173.1981364757468","127.98026856673062","204.71362016990957","299.39709509454644","194.7108796930666","410.59194299808166","489.6546999177857","52.95971499040833","46.79364209372431","42.95697451356536","24.595779665661826","8.495478213209099","6.577144423129624","396.3414634146341","94.95752260893396","141.47711701836118","159.906823787339","404.83694162784326"
"GM0784    ","10","8","2.3","400","232","85","15","96","4","62","37","82","18","3260","1370","20800","30.7","25","39.6","18.9","60.6","5.5","1.2","0.8","0.9","0.7","500.83905415713195","499.16094584286805","164.5308924485126","113.15789473684211","229.17620137299772","293.9359267734554","199.19908466819223","427.6506483600305","450.9534706331045","70.82379862700229","50.5720823798627","78.26086956521739","85.5072463768116","10.106788710907704","8.314263920671243","418.42105263157896","117.77269260106789","147.1014492753623","153.54691075514873","425.209763539283"
"GM1924    ","9","9","2.3","186","213","86","14","95","5","62","38","84","16","3010","1360","37800","32.8","26","39.6","22.6","61.8","4.4","1.2","1.1","1.1","0.7","494.1524674737426","505.8475325262574","166.62898485191047","111.44225433169589","219.02040984111977","295.007502106756","207.90084886851787","393.1515014490371","487.4314019690461","60.592358127967444","58.824738453949394","37.448872628614886","21.745832733849916","9.824676792797977","9.166957844326147","419.89188744784497","125.0077076439274","146.77409409491707","148.1100857090005","433.4573407600765"
"GM0664    ","9","10","2.1","403","202","75","25","94","6","58","41","86","14","2660","1190","29800","31","25.7","39.4","18.8","60.1","7","1.1","1","1.1","0.7","490.2613081504534","509.7386918495466","146.67060149165638","109.4865053388421","224.07039759617965","292.2948972474111","227.47759832591083","426.4634866126523","426.14154638622097","87.5945699415142","59.8003970596126","81.7191608091431","73.26822986532167","9.014326340076192","10.087460428180501","458.8721360734024","172.7209314803885","146.16086279980684","139.99034179320705","481.2738101625798"
"GM0785    ","9","8","2.3","554","253","83","17","97","3","69","30","85","15","3520","1380","18600","33","26.6","37.5","22","60.4","4.8","1.2","0.9","0.9","0.7","495.04653257280097","504.95346742719903","169.5329587854355","101.47102972080457","215.89398293090878","298.194450400995","214.90757816185615","416.60590985118154","461.2085602779088","68.61946219496505","53.56606767594459","66.7324269846035","44.2166659518806","9.049191576961016","8.062786807908394","427.3277008191448","118.49723377793026","150.83415533730755","157.99631170390703","427.19903932752925"
"GM1942    ","8","9","2.2","1368","347","68","32","95","5","62","36","95","5","3120","1670","42800","47.6","36.4","33.7","31","60.3","6.2","1.1","0.7","0.7","0.5","481.21542109423024","518.7845789057698","191.9030473346799","100.57082638096074","205.3394221480636","291.8942653903574","210.29243874593834","476.4907350487398","381.9794502502854","84.34179327303065","57.18802142794415","121.1381399841925","82.40976552208659","8.571177658733644","9.32642487046632","447.7737771142531","172.63546149117414","118.45086502151577","156.6874506015632","461.0345130411873"
"GM0512    ","10","8","2.2","1894","196","57","43","95","5","47","52","85","15","2710","1100","27800","32.1","25.5","39.5","20","59.9","7.9","1","0.8","0.6","0.6","493.5533491819326","506.4466508180674","166.29841980142638","118.24919591665501","254.59376311005454","282.72968815550274","178.12893301636134","461.4459516151587","398.5456579499371","87.5681722835967","52.44021815130751","96.51796951475318","157.62830373374354","10.991469724514054","8.94979723115648","445.86771080967696","166.13061110334218","124.43014962942246","155.30695007691233","455.8802964620333"
"GM0513    ","10","9","2.2","4266","179","59","41","96","4","55","44","92","8","2570","1110","55800","32.3","25.6","38.9","21.5","59.7","8","0.9","0.6","0.6","0.5","490.634407403278","509.365592596722","172.46906009588582","120.63775225777678","244.5785483331475","280.8005351767198","181.51410413647005","472.04259114728507","398.13524361690264","80.93154197792396","48.89062325788828","86.67354220091426","160.83175381870888","10.982272271156205","9.867320771546439","452.1546437729959","173.82093878916268","126.75604861188538","151.57765637194782","447.8063329245178"
"GM0786    ","8","9","2.3","455","202","82","18","97","3","67","32","89","11","3180","1450","9700","30.5","25","38.5","18.7","59.9","4.8","1.3","1.6","1","0.6","510.99434114793854","489.00565885206146","154.08245755860955","115.8447857720291","214.79385610347614","308.4074373484236","206.8714632174616","444.8666127728375","430.3152789005659","71.22069523039612","53.59741309620048","81.24494745351657","49.878738884397734","8.407437348423606","9.94341147938561","424.89894907033147","130.7194826192401","144.624090541633","149.55537590945838","428.86014551333875"
"GM0518    ","12","7","2","6347","197","21","79","91","9","42","56","84","16","2450","1030","391200","33.4","25.8","41.3","20.8","57.4","13.3","0.7","0.6","0.5","0.5","495.0388849303272","504.9611150696728","175.32893107403189","121.65782023388114","304.239810090649","256.50336647094014","142.2700721304979","558.7770203588616","306.67845344286906","96.1301778304457","38.41434836782363","174.78023631978235","352.31918793176374","12.549487313338998","7.917970134239696","489.99584668554076","232.25601182742025","104.1014932880152","153.63834157010527","486.0197149073506"
"GM0014    ","9","6","1.6","2125","157","36","64","96","4","38","61","87","13","2320","1190","161700","26.9","22.4","49","15.5","51.5","15.1","0.6","0.7","0.6","0.7","499.9851951282102","500.0148048717898","121.34566414654849","237.20365581634064","303.91440810122583","213.90078761917923","123.63548431670581","676.4493969482224","220.8541424031268","69.849385104325","32.84707554432578","120.01816064272883","118.18729149805563","9.593556919797075","6.894135296788329","603.4465741526678","371.59734696697524","125.11597149568685","106.73325569000572","499.26469136777274"
"GM0015    ","10","8","2.5","140","194","92","8","97","3","72","26","85","15","3130","1760","9300","27.3","21.1","42.4","13.9","61.6","5.2","1.3","1.6","1.6","0.8","509.0415913200723","490.9584086799277","183.87308893638007","124.69176393227026","219.38188393884596","297.46835443037975","174.58490876212394","465.2309715600855","437.44862732204507","49.56435969094197","47.7560414269275","24.330100279467366","13.5623869801085","10.027946736807497","8.055235903337168","396.26828867335195","103.64951504192011","125.5959230642775","167.02285056715436","409.50189051454873"
"GM1729    ","7","13","2.2","196","205","79","21","92","8","64","33","89","11","3160","1650","11900","30.3","25.8","40.3","17.8","57.1","5.4","1.3","1.8","1.6","1.3","504.7080979284369","495.2919020715631","112.85485108460627","97.02169212527028","185.88268117458324","340.5175420241334","263.7232335914068","369.74262397991214","491.52542372881356","70.65634372602358","68.07560856525075","115.85408383901793","20.5761316872428","7.463207086559252","13.04317500174374","453.4421427076794","138.66220269233452","174.44374694845504","140.33619306688988","473.6695264002232"
"GM0158    ","8","9","2.4","232","212","86","14","96","4","67","31","87","13","3320","1570","19500","29.5","24.1","41.3","16.6","59","5.2","1.3","1.5","1.2","0.7","502.0599868160844","497.9400131839156","158.86618325642715","111.81608437705998","198.91232696110745","306.1552406064601","224.2501647989453","429.3424522083059","451.0547132498352","56.11404087013843","63.4887936717205","66.33157547791694","53.72445616348055","8.157547791694133","9.805537244561634","414.0985497692815","117.25444957152274","141.02669742913645","155.8174027686223","420.0313117996045"
"GM0788    ","7","8","2.4","241","312","88","12","95","5","74","23","88","12","3680","1700","11300","34.1","28.5","38.2","22.1","61.5","3.8","1.3","1.3","1.1","1","509.9913743530765","490.0086256469235","142.82633697527314","122.12478435882691","187.75158136860264","325.8338125359402","221.4634847613571","435.5232892466935","454.35595169637725","58.798159861989646","51.32259919493962","47.72857964347326","22.28292121909143","7.9787234042553195","8.48188614146061","408.9275445658424","111.91776883266245","148.50488786659","148.50488786659","397.1391604370328"
"GM0392    ","11","9","2","5459","250","51","49","96","4","53","46","91","9","2470","1230","124700","35.5","28.4","34.8","24","63.3","7.8","0.8","0.6","0.5","0.5","490.0552035119231","509.9447964880769","169.67386594150562","103.97603451632554","291.6616947917779","266.26431114935093","168.42409360104","544.479962820843","322.51034673332117","87.16377041870514","45.84592002713074","128.33089449786158","152.84904131785038","11.524282636956835","9.263387950687374","482.3179194744676","212.08448209811027","119.66413153382864","150.56930584252868","464.9718330203669"
"GM0393    ","9","4","2.3","295","283","78","22","96","4","69","31","91","9","3360","1450","4600","36.4","29.7","34.8","25.4","64.5","4.7","1.2","0.9","1","0.6","497.0873786407767","502.9126213592233","154.28067078552516","123.91879964695498","213.94527802294792","331.50926743159755","176.3459841129744","471.66813768755515","415.71050308914386","68.31421006178287","44.30714916151809","84.20123565754633","64.6072374227714","9.885260370697264","4.766107678729038","425.77228596646074","124.27184466019418","131.50926743159752","169.99117387466902","408.1200353045013"
"GM0394    ","9","6","2.4","819","256","74","26","97","3","65","34","73","27","3140","1260","113700","36.1","28.5","34.2","25.4","63.9","4.8","1.8","0.9","1.1","0.7","497.51032513030555","502.48967486969445","181.22915282562687","120.0454785175647","238.5498928104217","300.959569323918","159.2159065224687","473.78478524413885","411.9298918515373","74.25189893358356","40.03342397074033","111.0525126196037","145.48331198674","9.109401861605583","6.342335431463737","418.9297480188763","127.57272110847038","116.46336034191079","174.89366656849518","411.5326397402793"
