"geo","GeboorteRelatief_25","SterfteRelatief_27","GemiddeldeHuishoudensgrootte_32","Bevolkingsdichtheid_33","GemiddeldeWOZWaardeVanWoningen_35","PercentageEengezinswoning_36","PercentageMeergezinswoning_37","PercentageBewoond_38","PercentageOnbewoond_39","Koopwoningen_40","HuurwoningenTotaal_41","BouwjaarVoor2000_45","BouwjaarVanaf2000_46","GemiddeldElektriciteitsverbruikTotaal_47","GemiddeldAardgasverbruikTotaal_55","AantalInkomensontvangers_64","GemiddeldInkomenPerInkomensontvanger_65","GemiddeldInkomenPerInwoner_66","k_40PersonenMetLaagsteInkomen_67","k_20PersonenMetHoogsteInkomen_68","Actieven1575Jaar_69","HuishoudensMetEenLaagInkomen_72","PersonenautoSPerHuishouden_91","AfstandTotHuisartsenpraktijk_94","AfstandTotGroteSupermarkt_95","AfstandTotSchool_97","Mannen_6","Vrouwen_7","k_0Tot15Jaar_8","k_15Tot25Jaar_9","k_25Tot45Jaar_10","k_45Tot65Jaar_11","k_65JaarOfOuder_12","Ongehuwd_13","Gehuwd_14","Gescheiden_15","Verweduwd_16","WestersTotaal_17","NietWestersTotaal_18","GeboorteTotaal_24","SterfteTotaal_26","HuishoudensTotaal_28","Eenpersoonshuishoudens_29","HuishoudensZonderKinderen_30","HuishoudensMetKinderen_31","Woningvoorraad_34"
"GM1655    ","8","9","2.3","397","229","87","13","96","4","63","37","86","14","3240","1520","23700","31.2","25.4","40.4","19.4","58.8","5.5","1.2","1.1","0.9","0.7","496.5347036749045","503.4652963250955","148.9232225565435","104.3983907501944","210.08147672335102","312.3161702559248","224.28073971398626","393.62385476182425","476.45288887386323","66.9393826701376","62.983873694174925","70.6244294938977","75.42513269549343","8.553365563406471","9.804253017343386","430.91382399675445","121.20085195577944","157.78085804117785","151.93211399979717","441.5294634707056"
"GM0160    ","10","8","2.5","193","207","86","14","96","4","67","31","83","17","3340","1580","46600","27.7","21.9","42.5","14.5","62.1","5.7","1.3","1.5","1.3","1","505.8544119845211","494.1455880154789","183.7205826177941","127.85039278537144","227.11796847752072","284.74863397053696","176.5624221487768","449.7184899769145","449.66866519406756","49.16045240902825","51.4523924199897","37.38519539619006","26.02514490707678","10.529637441663484","8.254305691651027","393.94794971018587","106.97380877248344","126.72103104083972","160.2531098968627","400.4749962631413"
"GM0243    ","11","7","2.3","1193","231","69","31","96","4","58","40","76","24","2860","1300","36000","30.7","24.1","39","18.6","60.6","7.1","1.1","0.9","0.7","0.6","494.3260269244046","505.6739730755954","184.47963410424578","115.61529168104936","254.3579565067311","272.95478080773216","172.59233690024163","446.5610976872627","430.2942699344149","75.40127718329306","47.74335519502934","66.03814290645495","111.90455643769417","11.024335519502934","7.766655160510873","424.79288919571974","138.6563686572316","125.38833275802554","160.74818778046256","413.897997928892"
"GM0523    ","11","8","2.6","1056","223","75","25","96","4","63","36","86","14","3020","1280","13400","30.7","23.3","40.7","20.4","63.9","4","1.2","0.7","0.8","0.6","500.50358102059084","499.49641897940916","197.01208594449417","130.0358102059087","237.57833482542526","254.70008952551478","180.67367949865712","422.11280214861233","484.4449418084154","40.45434198746643","52.98791405550582","33.34825425246195","31.61369740376007","11.470456580125335","8.560877350044763","387.98119964189794","106.87108325872873","121.81065353625783","159.29946284691138","403.5362578334825"
"GM0017    ","8","13","2.2","431","275","77","23","96","4","69","31","91","9","3020","1850","14900","40.3","31.7","34.1","29.5","57.5","6","1.1","0.9","1.2","0.8","476.6990291262136","523.3009708737864","169.39192641798672","96.72968829841594","183.29075114971897","287.4808380173735","263.1067961165049","435.87123147675015","421.56361778231985","73.7864077669903","68.7787429739397","78.84517118037813","49.97445068983137","8.942258559018907","13.74552887072049","444.9156872764435","160.09197751660705","140.67450178845172","144.14920797138478","446.4997445068983"
"GM0072    ","6","12","2.1","635","151","77","23","95","5","54","45","87","13","2460","1290","12400","27","21.7","46.5","13.8","53.8","9.4","0.9","1.2","1.1","0.7","503.9722572509458","496.0277427490542","161.28625472887768","110.71878940731399","205.23329129886508","290.10088272383354","232.66078184110972","443.7578814627995","398.9281210592686","94.32534678436318","62.98865069356873","76.67087011349307","42.938209331651954","6.935687263556116","12.547288776796973","468.2219419924338","181.33669609079445","142.62295081967213","144.2622950819672","476.733921815889"
"GM0244    ","9","7","2.4","522","253","83","17","95","5","63","35","89","11","2830","1570","9300","33.1","25.9","38.9","20.5","60.3","4","1.2","1.1","0.9","0.7","492.6079734219269","507.3920265780731","179.48504983388705","108.30564784053156","212.62458471760797","283.30564784053155","216.27906976744185","403.2392026578073","483.8870431893688","55.06644518272425","57.80730897009967","44.85049833887043","31.06312292358804","9.717607973421927","7.807308970099668","414.5348837209302","117.0265780730897","142.5249169435216","154.98338870431894","437.7076411960133"
"GM0396    ","8","9","2.2","1439","218","66","34","97","3","57","43","81","19","2750","1210","31500","32.1","26.2","36.5","21","60.1","5.8","1","0.7","0.8","0.5","490.1840647417732","509.8159352582268","153.58300783743076","117.71463582752547","216.7930356641393","300.32421944806106","211.58510122284343","434.68382221541447","419.03448980112836","85.16504556942637","61.116642414030785","92.16001633861785","102.21847795563045","8.450128921906513","9.573408899440913","442.4957238773583","149.44729519287228","134.28301549615787","158.7654131883281","447.0909601490899"
"GM0397    ","7","13","2.2","2934","404","65","35","96","4","63","34","90","10","2990","1640","20600","49.6","38.9","32.2","33.9","58.1","4.4","1.1","0.8","0.6","0.7","470.040095040095","529.959904959905","177.1978021978022","89.50846450846451","179.27680427680428","290.0950400950401","263.9218889218889","439.26343926343924","412.2735372735373","79.7074547074547","68.75556875556876","126.2993762993763","61.73893673893674","7.7591327591327595","13.29076329076329","442.34481734481733","160.71428571428572","129.82625482625483","151.8042768042768","464.4713394713395"
"GM0246    ","8","10","2.4","236","253","83","17","96","4","68","29","86","14","3150","1670","14500","30.4","24.3","40.6","18.4","59.4","3.6","1.3","1.3","1.1","0.8","492.7536231884058","507.2463768115942","163.24551478907387","108.56096115511018","205.7001239157373","299.2295673724476","223.26383276763104","381.6604708798017","505.41457895587524","51.451969182694896","61.47298098162815","32.2180916976456","26.130057647756047","8.566348795862291","10.775281504229298","407.144011637304","104.30472496093961","151.87759280211196","150.96169387425246","420.77474274015407"
"GM0074    ","8","10","2.2","264","187","75","25","95","5","59","40","84","16","2630","1430","39600","29.7","23.8","41.8","16.7","58.9","7.9","1.1","1.6","1.7","0.9","495.92653825468597","504.07346174531403","166.32472163018147","112.04509690655937","225.14590761508276","289.40501563651577","207.07925821166066","456.0484433201203","403.3025914785969","80.45335936099437","60.19560584028843","55.01663247216302","58.781347728223416","8.883931239168973","10.098998067844551","448.85763798976154","158.45666593629863","139.25462621755673","151.14634583590623","463.1197338804454"
"GM0398    ","11","6","2.4","1435","201","78","22","98","2","68","31","73","27","2890","1090","42200","31.1","24.5","37.3","19.9","60.5","5.8","1.2","1","0.8","0.6","504.4404003639672","495.5595996360328","187.8252957233849","115.83257506824386","259.3630573248408","268.0618744313012","168.9171974522293","476.687898089172","411.22838944495","73.55777979981802","38.52593266606006","87.24294813466788","117.67060964513193","11.210191082802547","6.478616924476797","414.26751592356686","125.05914467697907","124.00363967242949","165.20473157415833","413.88535031847135"
"GM0917    ","7","12","1.9","1939","125","63","37","95","5","46","53","94","6","2770","1270","71100","27","22.6","44.3","12.6","51.5","12.4","1","0.7","0.6","0.6","496.50758696624575","503.49241303375425","128.45657135647846","106.07989539964903","236.09629655117044","309.7064996731239","219.66073701957816","446.3407081168496","369.32411198660384","116.72343988347154","67.61174001307505","186.80108729312184","94.39264127355516","7.92531167922559","12.088680911582884","516.9115370058149","234.83466951106217","142.42622349149548","139.6506440032573","523.2196722063563"
"GM1658    ","7","9","2.3","151","312","91","9","96","4","74","24","85","15","3550","1740","12500","35.7","29.2","37.1","24.3","61.4","3.6","1.3","1.8","0.9","0.8","507.4455899198167","492.5544100801833","147.89359806541938","110.85656102838233","195.68537609774722","316.5966653939162","228.96779941453482","423.50770014000256","460.73564973908617","56.255568283059695","59.5010818378516","71.6558482881507","26.66412116583938","7.8910525645920835","9.609265623011327","416.82576046837215","116.32938780705103","147.25722285859743","153.2391498027237","423.50770014000256"
"GM0399    ","6","8","2.2","1222","292","75","25","96","4","70","28","86","14","3000","1500","18500","36.8","30.1","36.5","26.2","57.2","4.7","1.1","1","0.7","0.6","494.77184232401453","505.22815767598547","156.0572253576585","104.03815023843899","175.52609703810649","302.3581397383734","262.0203876274227","419.47762173513587","443.93402458765365","70.70044187776173","65.88791179944874","78.35673972962331","44.80028000175001","6.387539922124513","8.881305508159427","451.06531915824473","156.97598109988186","148.13842586516165","145.95091219320122","453.51533447084046"
"GM0400    ","8","10","2","1242","143","73","27","94","6","52","46","92","8","2470","1230","44700","28.6","23.5","40.2","16.1","54.5","8.9","0.9","1","0.9","0.7","495.3588004284184","504.6411995715816","147.6436986790432","111.29953588004284","227.84719742948946","300.5533737950732","212.6561942163513","431.32809710817565","407.8007854337736","102.42770439128883","58.44341306676187","97.00107104605497","98.07211710103535","8.782577650838986","10.049982149232417","475.7586576222778","187.9685826490539","141.57443770082114","146.21563727240272","499.57158157800785"
"GM0163    ","9","9","2.4","259","224","85","15","97","3","70","29","88","12","3210","1600","28100","29.1","23.2","41","15.7","60.3","4.3","1.3","1.2","1","0.7","500.1677289500168","499.8322710499832","170.24488426702447","112.23862238622387","220.42379514704237","290.56245107905625","206.53024712065303","427.009951917701","460.58369674605837","51.54869730515487","60.857654031085765","40.67427037906743","25.63457452756346","9.560550150956056","9.169182600916919","404.39449849043945","109.41518506094152","136.97864251369788","158.00067091580007","407.94476126579445"
"GM0530    ","8","7","2.2","1230","193","73","27","97","3","65","35","87","13","3110","1130","30700","34.2","27.5","37.6","25.4","58.3","6.2","1.1","0.8","0.8","0.7","494.83497753215227","505.16502246784773","156.55183100046486","107.58741800526832","232.60678683952275","307.31883683694025","195.93512731780382","408.39832653272043","448.81462734362896","92.84127885956303","49.9457672640876","91.78244925365425","88.58013532358866","8.109085274520945","7.721708589432364","447.2134703785961","142.2963689892051","144.54315376271887","160.37394762667216","448.76297711895046"
"GM0794    ","9","8","2.3","1703","198","75","25","97","3","53","47","81","19","3150","1060","70600","29.9","23.5","41.9","17","58.8","9.1","1.1","0.8","0.7","0.6","503.7029678928954","496.2970321071046","177.12437777998522","116.30961447192698","254.1196207631094","288.18030308047196","164.26608390450647","464.2120018100946","400.2737216206969","89.09197267198658","46.422303897221944","128.616050241162","125.76846241294439","9.823074291138262","8.024016864783727","439.24594108362857","148.4387934174365","125.84572254781851","164.96142511837357","436.3321302826617"
"GM0531    ","13","7","2.5","2801","221","76","24","97","3","69","31","67","33","3090","1190","22400","35.3","26.9","35.4","25.7","64.6","4","1.2","0.7","0.7","0.6","492.71803841108607","507.28196158891393","203.6594800040362","114.82963909723857","252.93464733779555","262.9242205105782","165.65201305035148","435.60593320103595","463.2874777168612","56.64121623894252","44.46537284316034","62.594598230802866","74.60226699404662","13.31943089704349","7.736033096767684","393.9995291110289","99.76119202179544","124.55013285795971","169.68820423127374","398.3047997040126"
"GM0164    ","8","9","2.2","1327","168","70","30","96","4","54","44","88","12","2970","1370","64200","29.3","23.7","41.6","16.9","57.9","8.8","1.1","0.9","0.7","0.7","500.9158189153734","499.0841810846266","163.42417266899335","116.11098735179823","244.43701888567114","284.1637583228138","191.8640627707235","469.2705626098364","397.6262963788025","77.16393158585184","55.93920942550927","96.30949728967104","127.75673869458677","8.663151902180639","9.281948466622113","458.80052473948666","173.11452686814684","133.7343135070914","151.95168436424842","469.1468032969481"
"GM0796    ","10","8","2.1","1379","238","61","39","96","4","52","47","82","18","3020","1220","121500","33.9","27.4","37.7","22.7","61.3","8.3","1.1","0.9","0.7","0.6","493.90459943573256","506.09540056426744","161.22301686241062","115.53703825208319","269.5558034249721","282.62581195459614","171.05832950593793","502.5260809658159","365.9996063250443","83.69529558427925","47.77901712486057","88.03228134636835","110.97697001509087","10.432386326356538","8.024407847254118","468.74220851650153","185.2043829145069","133.47549373400696","150.06233186798767","460.96056689193625"
"GM0252    ","7","9","2.3","414","261","83","17","98","2","70","29","85","15","3210","1590","13200","35.7","29.1","36.6","24.4","58.5","5.1","1.2","1.3","1.3","0.8","495.2352048558422","504.7647951441578","152.89833080424887","118.72534142640365","175.72078907435508","328.25493171471925","224.40060698027315","417.96661608497726","453.7177541729894","73.74810318664643","54.56752655538695","91.22913505311078","42.00303490136571","7.647951441578149","9.347496206373293","425.49317147192716","125.82701062215477","141.42640364188165","158.23975720789073","428.7708649468892"
"GM0797    ","8","8","2.4","552","258","85","15","97","3","66","32","87","13","3450","1490","34700","32.2","26","40","20.3","61.1","5","1.3","1.1","0.9","0.6","500.95365029758483","499.04634970241517","162.21246869039686","116.39129535583795","222.34988625135006","303.37569225819794","195.6706574442172","428.06259622676197","453.8915825999035","67.2380908610428","50.807730312291746","70.34032676884895","61.86088195417883","8.801158168072247","8.088792885538984","420.45637337132615","118.91904313256889","139.94530872992163","161.59202150883561","421.72024725969163"
"GM0534    ","10","10","2.2","1656","229","70","30","97","3","64","35","87","13","2960","1280","17000","33","26.8","35.9","20.3","62.7","4.5","1.2","0.7","0.8","0.6","494.6988177894539","505.3011822105461","158.37868267967724","103.86564083317695","235.5976731094014","296.5847250891349","205.5732782886095","443.18821542503287","420.29461437417905","80.64364796397072","55.873522236817415","108.27547382248076","62.01914055169826","10.602364421092137","10.133233252017265","443.0943891912179","148.62075436291988","138.62826046162508","155.84537436667293","441.8746481516232"
"GM0798    ","6","8","2.4","161","290","89","11","96","4","73","25","84","16","3550","1650","12400","33.3","27.4","37.7","21.7","63.3","3.7","1.4","1.5","1.3","0.7","503.89321468298107","496.10678531701893","157.3643918078911","114.89890728260158","198.39036838317085","318.58928220899037","210.75705031734608","427.73015769155273","466.1388470849964","53.00006543217955","53.13092979127135","53.65438722763855","21.985212327422627","6.7395144932277695","8.244454622783485","413.6622390891841","112.15075574167375","145.2594385918995","156.2520447556108","424.85114179153305"
"GM0402    ","9","10","2.1","1949","264","60","40","95","5","53","45","91","9","2730","1430","68800","37.6","29.7","35.9","23.9","61.2","8","1","0.7","0.6","0.6","490.6286562865629","509.3713437134371","170.36045360453605","107.57357573575736","261.3176131761318","271.2852128521285","189.4631446314463","502.41877418774186","360.2511025110251","84.57834578345783","52.751777517775174","131.36756367563675","131.99756997569975","9.821348213482135","10.136351363513635","473.2359823598236","197.88947889478894","124.52749527495276","150.8190081900819","468.43218432184324"
"GM1735    ","7","11","2.4","165","225","87","13","96","4","66","33","85","15","3280","1660","28400","30.3","24.9","41.3","17.6","59.3","4.6","1.3","1.6","1.2","0.9","497.1580360458142","502.8419639541858","155.55111250749763","112.85024706520808","194.88160863728544","295.36431407272","241.35271771728884","414.5268629859187","458.7129759218531","55.29690668646997","71.46325440575819","55.61109365627946","32.532632601182485","7.911799148838936","11.624917882951072","419.6395418582731","122.10448144868755","145.44000456999228","152.09505583959327","427.55134100711206"
"GM1911    ","9","8","2.3","133","201","90","10","96","4","68","31","87","13","3050","1450","38500","29.8","24.3","41.1","18","60.6","5.1","1.2","1.4","1.5","1.1","506.23949579831935","493.76050420168065","164.18067226890756","118.4453781512605","215.65126050420167","304.6218487394958","197.10084033613447","433.38235294117646","450.7773109243698","66.82773109243698","49.01260504201681","67.14285714285714","29.49579831932773","9.117647058823529","8.319327731092438","424.07563025210084","122.6890756302521","144.91596638655463","156.47058823529412","433.109243697479"
"GM0118    ","10","9","2.3","434","163","75","25","96","4","61","38","85","15","2860","1460","42700","26.9","21.3","44","13.2","57.9","7.3","1.1","1.4","1","0.7","498.7615483357741","501.2384516642259","172.8950841604744","114.60649780333026","235.9566813111316","271.1033971542731","205.43833957079062","440.8526332917503","427.9799678183363","70.5103867223518","60.657012167561604","55.35969337021569","48.09169966191173","10.522319249335576","9.799135795772992","431.01733832329916","142.97336876932255","135.61497712932328","152.42899242465333","446.2765091934697"
"GM0018    ","8","12","2.1","515","134","70","30","97","3","56","43","85","15","2730","1470","26700","26.2","21","46.6","12.8","52.3","10.5","1","1.1","1.1","0.7","493.8653891096051","506.1346108903949","154.27085767702735","109.19607384903014","224.00093479784996","294.4613227389577","218.07081093713484","446.3659733582613","399.74293059125966","88.60130871698995","65.28978733348913","73.76139284879645","118.89460154241645","8.530030380930123","12.444496377658332","459.10259406403367","168.8478616499182","141.44659967282075","148.80813274129468","467.8371114746436"
"GM0405    ","10","8","2.2","3560","183","72","28","97","3","59","40","84","16","2780","1180","57400","31","24.8","38.6","18.6","58.4","7.7","1","0.8","0.7","0.6","492.9303518960451","507.0696481039549","171.1337646393445","116.13535099940684","253.92796545873395","279.1303987971252","179.67252010538948","483.9777633702564","378.10547225249337","92.86413860648614","45.052625770764074","88.61545252645082","140.46873491233637","10.980370518532824","8.731877560592057","451.6022236629744","163.2571420688894","126.02596112728125","162.3191204668037","450.2503690011449"
"GM1507    ","8","8","2.4","223","235","89","11","97","3","76","24","85","15","3580","1620","34800","29.5","24.8","40.7","16.9","64.2","3.6","1.3","1.4","1.3","0.8","503.3342034694701","496.6657965305299","154.488715916372","118.27523197038373","215.21630793326847","312.608272621562","199.4114715584138","445.33567479057405","445.83402548707846","53.655758323643184","55.174541398704285","82.77367759083035","26.626165784665037","8.37703789838392","8.30584494174043","419.39770758679606","120.62459953961888","144.47424001518783","154.29886803198937","414.81762737606493"
"GM0321    ","10","6","2.5","895","278","78","22","98","2","66","33","65","35","3170","940","37500","38.8","29.8","31.7","29.7","66","4.2","2.4","1.5","1.3","0.6","493.67139959432046","506.32860040567954","203.34685598377283","114.60446247464503","236.08519269776878","315.7606490872211","130.20283975659228","476.32860040567954","427.05882352941177","61.66328600405679","34.94929006085193","72.59634888438134","75.80121703853955","10.689655172413794","6.105476673427992","398.8843813387424","105.88235294117646","116.1866125760649","176.815415821501","401.7849898580122"
"GM0406    ","8","9","2.2","2618","268","72","28","97","3","57","42","90","10","2970","1410","32600","36.1","29","36.9","23.2","58.6","6.5","1.2","0.8","0.7","0.6","485.3801169590643","514.6198830409356","160.96370402590497","108.356290174472","202.52766903484607","313.90459620124693","214.24774056353004","427.72219805712626","430.6461746653134","89.19336909767532","52.438258179884976","99.02856314339567","101.92837465564739","8.67526944081968","9.400222318882607","442.24542071432023","150.11357595089652","134.88956551157509","157.24227925184863","452.3222657193949"
"GM0677    ","7","10","2.2","136","187","91","9","93","7","71","28","87","13","2780","1430","21900","31.6","25.9","40","19.4","59","5","1.3","2.1","2","1","498.2661069538237","501.7338930461763","135.93721482022266","96.6234714363935","205.3294396787735","324.8402993246943","237.26957473991604","398.2843584595729","459.42690271947436","78.84650483664902","63.442233984303705","241.02938492425625","28.180324876802334","7.556123380178865","10.87789742653769","454.86402628216825","148.82277787917502","164.04453367402812","141.99671472896515","486.32962219383097"
"GM0353    ","10","6","2.4","1621","235","69","31","98","2","63","37","79","21","3150","1150","26500","35.2","27.6","34.4","24.3","63.3","4.8","1.1","0.7","0.7","0.6","486.7867165575304","513.2132834424696","185.16136576239475","120.8489242282507","233.42492984097288","300.92376052385407","159.6410196445276","473.7488306828812","403.3559401309635","80.09822263797942","42.797006548175865","71.88376987839102","125.29232927970065","10.231524789522918","6.460477081384472","415.63376987839104","122.74906454630496","119.70884003741814","173.17586529466791","418.58629560336766"
"GM1884    ","8","7","2.4","417","264","83","17","96","4","64","35","83","17","3200","1390","21200","34.1","27.7","36.4","22.8","64.7","4.2","1.2","1.2","1.4","0.7","506.67323879578373","493.32676120421627","161.21938272541138","115.87169181769924","216.08402214301964","310.0022749677713","196.82262834609844","443.3153863653598","446.8036702813377","60.13498142109653","49.74596193220596","61.19663304769849","41.25274891939031","8.417380753772655","7.469477515735194","420.5657086524608","119.20831121559111","141.9959050580117","159.36149237885797","424.81231515886856"
"GM0166    ","11","6","2.4","369","195","77","23","96","4","62","37","82","18","2780","1330","40100","28.1","21.8","42.9","16.1","62.5","6","1","1.4","1.2","0.6","498.5431623850241","501.4568376149759","200.77698006132047","125.30707851688217","253.33739597417684","256.727161927977","163.8513835196435","449.75338500504654","452.07670773742643","53.60781550532269","44.5620917522043","39.9535335453524","51.98910704423835","11.921311725162347","6.817619165508179","406.56243453752546","124.6976823903563","123.97402449010683","157.89072765706234","410.1045495229571"
"GM0678    ","9","7","2.4","340","225","90","10","95","5","74","25","80","20","2800","1320","9800","32","25.2","38.8","21.9","63.7","4","1.3","0.8","0.7","0.7","499.76231975915067","500.23768024084933","188.16352400570432","111.94739344002535","219.53731579781333","288.70226588496274","191.6495008714942","406.8293455870702","483.91697036919663","60.925368404373316","48.32831563935985","57.67707177943274","32.32451275550626","9.348756140072888","7.526540960228173","408.1762002852163","107.90682934558707","140.38979559499288","159.87957534463635","417.92109016003803"
"GM0537    ","11","8","2.5","2622","248","59","41","96","4","64","35","82","18","2990","1190","49200","31.3","24.4","39.7","20.1","64","4.8","1","0.7","0.6","0.5","497.78404512489925","502.21595487510075","190.58761544660013","125.78255749085724","247.8615260645881","266.5964172813488","169.17188371660572","445.3759375193702","453.1705200520672","53.61681026467489","47.83673216388768","56.45261265728631","53.33787888179508","11.668629517138784","8.058017727639001","398.9183660819438","119.58408231575032","116.45385235232133","162.88043141387217","407.0073761854584"
"GM0928    ","7","14","2","2097","129","63","37","93","7","51","47","92","8","2800","1420","37200","26.3","21.9","43.4","11.6","51.9","11.1","1","0.8","0.9","0.6","499.98911552778804","500.01088447221196","125.04081677079479","89.53566841543854","216.905762239589","327.90560985697806","240.61214271719965","388.7280405773124","424.36380259921197","108.75764634172889","78.15051048174674","256.5687789799073","57.665933778871064","7.227289548729782","14.34573437534014","494.6121862550885","194.63613209395476","158.36907068376254","141.6069834773712","519.9076996756427"
"GM1598    ","9","8","2.4","280","234","84","16","97","3","76","23","79","21","3170","1410","18100","31.1","25.4","39","19.5","63.1","4","1.3","1.2","1.7","0.8","503.50768137820796","496.49231862179204","171.43237723115178","125.7881182843442","215.47819909421898","296.68768315424916","190.61362223603587","464.52357694698514","430.4235858271912","55.54568865997691","49.50714856584673","49.72915371636622","31.52473137376787","9.546221472338159","8.702601900364089","406.49143060118996","115.66468342065536","131.2938460172276","159.532901163307","410.1323150697096"
"GM0079    ","8","9","2.4","117","169","89","11","96","4","68","31","91","9","2640","1600","9800","26.2","20.3","44.4","12.7","58.5","7.2","1.2","1.9","2","0.8","511.96395276569297","488.03604723430703","177.12865133623367","119.7172156619018","224.67371037911747","290.70851460534493","187.77190801740213","459.6799254195152","429.92541951522685","55.624611559975136","54.770043505282786","23.0733374766936","22.529521441889372","8.778744561839652","9.71100062150404","413.7663144810441","123.29086389061528","132.4580484773151","158.01740211311375","426.4294592914854"
"GM0588    ","10","8","2.4","144","225","92","8","96","4","72","27","87","13","3170","1410","8500","34.2","26.9","37.2","23.9","62.5","3.5","1.3","0.9","0.9","0.9","498.1293913678255","501.8706086321745","172.55224016789853","115.97773519481704","203.3032210968154","304.9548316452231","203.2119718952459","401.770234510448","485.4457523496669","61.7757094625422","51.00830367734282","41.427137512546764","20.622319554703896","10.76740578519938","8.486175745962223","405.9676977826444","104.75408340177023","149.55744137238798","151.65617300848618","417.1001003741217"
"GM0542    ","9","9","2.4","3792","218","72","28","98","2","59","40","87","13","2920","1300","22300","32.9","25.8","39.5","22.1","58.2","5.3","1.1","1.5","0.7","0.7","484.4624523572434","515.5375476427566","176.97352607904406","117.60464237887581","204.27153795968823","268.1042475019744","233.04604608041754","413.31593585825635","460.9071867596058","62.630910277100575","63.14596710503726","72.45132712975999","75.57600521924252","9.44270851217251","9.305360024722727","417.5737389691996","123.47629021735398","137.21113896233217","156.88630978951343","423.4797239295402"
"GM1931    ","9","8","2.4","369","236","80","20","95","5","64","35","84","16","3000","1380","43200","32.9","26","38.9","21.7","61.6","4.8","1.1","1.2","1","0.8","494.6561843344685","505.3438156655315","170.3318600101442","126.49445692341135","215.8901528874719","285.37787116875586","201.90565901021665","429.0631113687414","461.4701833200493","57.06108253025143","52.4056227809579","52.84037388595029","53.32946887906673","9.944931526700964","8.16969784798203","419.93333816390117","127.32772987464676","140.171002101297","152.4346061879574","426.4364901094124"
"GM1659    ","8","10","2.4","396","245","88","12","97","3","67","32","84","16","3440","1570","17600","30.8","24.9","40.3","18.4","61.4","4.5","1.3","1.1","0.8","0.8","506.7450551453833","493.2549448546167","159.3747151581442","111.74915686810682","213.74532859356486","303.6186309361043","211.51216844407983","424.52830188679246","460.3044389754808","60.158599945310364","55.00865919241637","57.78871570504056","23.151946039558837","8.066721356302981","10.07200802114666","417.8743961352657","115.03053504694194","145.9301795643059","156.91368152401787","420.7000273448182"
"GM1685    ","8","9","2.5","218","277","88","12","96","4","73","25","84","16","3750","1690","12200","30.5","24.9","41.3","18.8","60.8","4.8","1.4","1.1","1.3","1","510.37046699713017","489.62953300286983","162.6010957474563","123.53248108531177","200.75658752935038","310.07044090790504","203.03939472997652","458.5181320114793","436.4075136968432","50.22175841377511","54.852595877902424","45.330028698147665","27.132794156013567","8.413775110879207","9.457344116879728","397.14322984607355","107.35716149230367","130.5765718758153","159.20949647795462","396.1648839029481"
"GM0882    ","7","11","2.1","1524","154","77","23","96","4","61","38","90","10","2950","1440","30500","28.3","23.6","40.1","14.8","53.8","7.9","1.2","0.7","0.9","0.7","492.28469218858453","507.71530781141547","128.0367344759464","98.4302418708954","208.07304180682365","331.1442148539698","234.3157669923648","387.95450905013615","445.0584654813391","96.32121309199637","70.66581237652838","191.89492231299056","39.671098296759034","7.635218110950932","11.132468364568316","468.0976026482994","159.6187730257889","162.90245074483423","145.57637887767632","481.55267232633884"
"GM0415    ","10","8","2.3","501","315","86","14","97","3","64","35","84","16","3230","1480","8900","38.5","30.7","34.1","27.6","62.6","4.6","1.1","0.8","1","0.6","482.2172949002217","517.7827050997782","168.42572062084258","108.38137472283813","212.15077605321508","309.3569844789357","201.68514412416852","458.8913525498891","425.18847006651885","69.00221729490022","46.91796008869179","87.8048780487805","75.92017738359202","10.554323725055433","8.159645232815965","428.9135254988914","122.57206208425721","132.32815964523283","174.01330376940132","420.31042128603104"
"GM0416    ","8","6","2.4","1155","244","85","15","98","2","73","27","77","23","3030","1240","21900","32.5","26","38.4","20.4","60.6","4.4","1.2","0.9","0.9","0.8","496.5589684149522","503.4410315850478","174.40596928426544","121.34164010431759","218.23384526224282","297.30512894813097","188.71341640104316","456.0996812518111","433.3888727904955","66.75601274992756","43.75543320776586","59.40307157345697","48.355549116198205","8.512025499855115","6.51984931903796","410.207186322805","108.30194146624167","136.80817154447985","165.09707331208347","409.73630831643004"
"GM1621    ","12","6","2.6","1109","273","83","17","97","3","72","27","62","38","3380","1190","44500","40.6","30.3","32.9","31","66.5","4.1","1.3","0.9","1","0.8","496.7639963397388","503.2360036602612","218.78379502537226","110.88927709841111","246.70160552366693","279.394393145329","144.2309292072207","472.6062723567091","432.9922635388071","58.946843024706766","35.454621079777056","72.53972215289909","98.49430163879877","12.528075867232344","6.122618750519924","381.09974211796026","84.03626986107645","113.50137259795358","183.5620996589302","386.90624740038265"
"GM0417    ","6","21","2.2","893","559","82","18","91","9","66","32","90","10","3760","2250","8200","56.3","43.8","35.4","33.8","53.5","6.3","1.3","0.9","0.9","0.7","471.04978354978357","528.9502164502164","159.27128427128426","86.21933621933621","151.24458874458875","295.18398268398266","308.0808080808081","394.66089466089466","423.7012987012987","95.41847041847042","86.21933621933621","138.43795093795094","51.13636363636363","6.673881673881674","21.915584415584416","443.2720057720058","159.45165945165945","141.86507936507937","141.95526695526695","472.7633477633478"
