geocod,geoname,population_2021,sex_ratio_males_per_1000_females,pct_female_per_1000,pop_growth_2015_2021_per_1000,age_0_4_per_1000,age_5_9_per_1000,age_10_14_per_1000,age_15_19_per_1000,age_20_24_per_1000,age_25_29_per_1000,age_30_34_per_1000,age_35_39_per_1000,age_40_44_per_1000,age_45_49_per_1000,age_50_54_per_1000,age_55_59_per_1000,age_60_64_per_1000,age_65_69_per_1000,age_70_74_per_1000,age_75_79_per_1000,age_80_84_per_1000,age_85_plus_per_1000,aging_index_65plus_per_1000_of_0to14,youth_dependency_ratio_per_1000,old_age_dependency_ratio_per_1000,total_dependency_ratio_per_1000
1701508,Palmela,67917,946.715,513.686,39.631,42.817,47.882,56.716,58.675,56.068,50.135,50.974,63.754,80.952,88.608,72.898,67.833,61.281,51.533,51.372,43.17,29.639,25.693,1366.26,226.383,309.298,535.68
1701510,Seixal,171108,915.352,522.097,65.237,46.24,49.448,53.668,51.985,55.702,55.941,60.967,67.735,77.267,79.131,66.362,61.727,60.114,60.874,57.145,43.826,28.952,22.915,1430.897,234.493,335.535,570.029
1701511,Sesimbra,54924,963.816,509.213,87.001,44.625,51.216,55.604,56.697,52.6,49.213,55.386,68.44,80.857,89.888,71.353,66.219,59.318,56.678,51.362,40.583,26.437,23.523,1311.253,233.004,305.527,538.53
1701512,Setúbal,127998,923.914,519.774,50.343,40.673,47.102,55.587,55.376,54.829,51.329,52.735,61.251,74.54,84.501,69.321,63.165,61.642,60.353,59.204,47.118,31.352,29.922,1590.027,228.032,362.578,590.61
1810211,Odemira,36157,1576.202,388.168,370.102,30.561,28.68,31.612,31.114,66.654,111.846,108.748,93.315,84.742,69.115,55.148,52.715,51.94,43.809,38.471,32.857,32.359,36.314,2023.135,125.257,253.413,378.67
1811501,Alcácer do Sal,11564,946.474,513.75,-35.208,31.477,34.244,41.681,48.945,44.794,41.768,44.621,57.938,62.089,72.466,63.646,65.289,82.93,76.531,77.309,57.679,47.043,49.55,2868.76,183.755,527.149,710.904
1811505,Grândola,13817,968.234,508.07,-27.999,36.043,44.655,46.609,48.998,44.366,46.537,48.998,58.551,74.401,74.908,59.854,67.96,68.322,63.328,67.019,53.774,46.103,49.577,2197.84,214.722,471.924,686.646
1811509,Santiago do Cacém,28338,962.737,509.493,-4.776,37.723,41.252,45.804,42.558,41.64,42.487,50.109,65.248,72.376,69.412,58.826,66.271,80.598,75.376,67.507,52.086,45.698,45.028,2289.593,211.66,484.616,696.277
1811513,Sines,15034,981.547,504.656,53.465,43.568,47.093,52.215,49.355,49.222,52.548,56.139,71.239,80.218,76.56,64.986,71.172,68.91,60.796,55.142,40.841,30.132,29.866,1517.225,223.122,338.527,561.65
1840201,Aljustrel,8833,974.296,506.51,-16.808,40.417,39.171,43.473,38.492,46.756,46.19,53.096,58.983,60.342,66.908,68.833,70.757,80.494,76.984,68.267,54.002,41.888,44.945,2324.747,208.277,484.192,692.47
1840202,Almodôvar,6749,974.547,506.445,-39.972,39.117,31.708,42.08,43.71,42.969,40.006,49.341,55.267,66.38,60.453,65.343,69.344,75.27,67.714,77.493,60.75,56.601,56.453,2825.459,198.748,561.555,760.303
1840203,Alvito,2248,923.011,520.018,-61.378,42.705,46.263,44.929,58.274,48.043,35.142,47.598,58.719,72.954,70.73,58.719,66.281,77.847,68.95,56.05,55.16,38.701,52.936,2029.9,225.299,457.335,682.635
1840204,Barrancos,1461,976.996,505.818,-130.357,42.437,37.645,40.383,54.757,47.912,34.223,47.912,58.179,52.704,69.131,106.092,88.98,61.602,66.393,48.597,43.806,51.335,47.912,2142.045,193.833,415.198,609.031
1840205,Beja,35465,1007.529,498.125,20.752,43.423,48.019,50.5,52.925,55.153,54.899,58.057,63.189,74.834,75.314,68.546,68.236,64.12,56.76,52.643,40.829,34.428,38.122,1569.527,223.435,350.688,574.123
1840206,Castro Verde,6855,955.22,511.451,-40.99,39.971,41.284,40.7,50.62,47.702,46.389,47.265,63.603,65.354,69.584,71.335,80.963,74.836,68.125,61.123,39.387,46.973,44.785,2135.167,197.449,421.587,619.036
1840207,Cuba,4804,1174.74,459.825,26.057,38.51,41.216,45.795,41.424,59.742,67.236,69.942,64.53,77.852,63.072,63.072,67.444,70.774,53.705,50.791,50.375,34.763,39.759,1827.529,194.579,355.599,550.177
1840208,Ferreira do Alentejo,8212,1126.359,470.287,45.715,37.263,36.288,38.115,42.255,53.702,61.739,69.898,64.174,71.846,70.263,58.451,65.027,62.47,69.654,62.835,48.344,39.576,48.1,2404.58,180.157,433.202,613.36
1840209,Mértola,6122,950.924,512.578,-69.463,26.789,32.832,32.506,34.466,38.713,37.243,38.713,44.92,53.414,63.378,70.402,83.633,78.732,78.406,75.139,65.011,66.482,79.222,3953.901,169.471,670.072,839.543
1840210,Moura,13544,960.058,510.189,-39.637,49.247,49.911,54.637,54.932,56.999,44.448,43.709,52.348,61.356,67.336,65.933,69.551,68.444,68.074,56.113,51.388,42.676,42.897,1698.032,262.872,446.365,709.238
1840212,Ourique,4912,976.66,505.904,-39.687,31.352,35.627,38.274,43.16,39.699,41.938,40.92,46.824,68.2,65.147,71.05,78.99,69.218,70.847,71.661,69.422,57.003,60.668,3131.528,186.239,583.213,769.452
1840213,Serpa,14004,1023.115,494.287,-36.267,36.775,39.56,39.274,43.488,50.628,54.413,50.414,50.628,61.054,63.767,76.193,76.835,79.477,71.765,60.768,51.628,44.559,48.772,2400.247,190.493,457.23,647.723
1840214,Vidigueira,5305,961.908,509.708,-37.904,43.355,45.429,46.371,42.413,52.215,48.068,56.173,55.985,60.32,64.467,67.484,75.401,72.762,64.844,62.017,47.691,46.183,48.822,1994.421,227.042,452.818,679.861
1851103,Azambuja,21161,938.708,515.807,-8.992,42.2,44.705,50.234,54.44,55.81,51.037,50.517,60.583,76.887,75.516,71.736,67.672,62.615,61.623,56.047,48.674,36.955,32.749,1721.227,218.788,376.583,595.371
1851403,Almeirim,22611,924.668,519.57,-2.427,37.99,43.474,53.602,51.524,52.275,47.101,48.03,59.794,74.344,79.209,70.674,64.305,64.659,57.671,62.315,52.01,39.759,41.263,1873.281,220.729,413.487,634.215
1851404,Alpiarça,7134,924.987,519.484,-16.678,35.043,39.95,48.22,52.145,57.331,41.912,42.192,52.004,68.545,75.694,65.882,68.124,65.601,67.143,72.19,56.21,44.575,47.239,2332.196,209.037,487.515,696.552
1851405,Benavente,30419,938.257,515.928,49.076,43.427,49.936,58.549,59.009,58.253,53.059,55.755,64.959,78.931,82.251,74.592,68.839,58.812,51.317,47.832,39.613,28.633,26.234,1274.616,232.118,295.861,527.979
1851406,Cartaxo,23852,950.605,512.661,10.849,38.32,43.309,47.669,51.484,52.155,49.891,48.927,60.833,71.902,81.125,73.537,72.153,65.236,61.211,59.408,51.82,39.829,31.192,1882.944,206.136,388.143,594.278
1851407,Chamusca,8487,918.4,521.268,-77.099,30.871,34.877,42.771,41.593,44.185,38.765,42.182,57.146,62.448,70.696,63.155,75.881,77.648,75.409,67.869,65.158,54.554,54.79,2928.339,189.156,553.913,743.068
1851409,Coruche,17592,895.485,527.569,-53.379,32.913,36.266,39.222,43.94,43.997,37.119,38.427,45.02,60.539,68.952,68.838,72.476,79.354,74.807,71.623,62.131,59.402,64.973,3071.316,194.037,595.95,789.988
1851412,Golegã,5479,894.537,527.834,-33.175,39.058,35.043,41.613,47.636,52.564,43.804,47.271,58.77,65.888,72.641,71.911,65.158,69.538,66.618,66.618,58.587,45.081,52.199,2498.423,194.419,485.741,680.159
1851414,Rio Maior,21983,993.38,501.66,53.734,43.261,43.625,49.356,50.084,57.635,59.046,60.911,63.504,68.644,75.467,71.237,67.916,60.092,59.046,52.632,46.854,36.574,34.117,1682.471,214.711,361.245,575.955
1851415,Salvaterra de Magos,21867,938.564,515.846,8.812,36.996,42.393,48.566,52.636,52.819,44.862,45.822,55.838,65.99,82.819,73.398,70.883,69.511,65.258,65.304,50.99,40.06,35.853,2012.152,208.2,418.93,627.13
1851416,Santarém,60480,929.556,518.254,13.133,36.938,43.204,48.628,52.017,52.397,49.239,50.231,59.11,70.585,76.587,70.073,68.32,65.79,62.235,60.251,50.364,39.864,44.163,1994.864,209.603,418.129,627.732
1861201,Alter do Chão,3069,873.626,533.724,-83.059,35.842,43.988,35.191,47.247,40.078,42.685,40.078,50.179,56.044,61.584,57.348,83.741,73.64,70.381,66.471,57.999,57.674,79.831,2889.518,208.137,601.415,809.552
1861202,Arronches,2732,982.583,504.392,-102.202,32.943,35.139,36.603,40.264,48.316,42.094,45.754,58.199,60.029,69.18,73.572,74.671,73.572,60.761,56.369,64.788,56.003,71.742,2958.042,178.75,528.75,707.5
1861203,Avis,3741,883.686,530.874,-93.75,35.552,41.165,38.492,38.492,48.115,43.304,46.512,49.185,60.144,69.233,68.698,66.025,75.916,68.966,70.837,59.61,55.867,63.887,2770.302,203.686,564.272,767.958
1861204,Campo Maior,8285,951.708,512.372,-1.326,43.331,49.487,56.729,55.039,55.281,46.711,51.66,62.885,68.437,82.68,68.678,63.126,59.867,62.281,53.47,45.745,35.848,38.745,1578.692,243.418,384.283,627.701
1861205,Castelo de Vide,2994,956.863,511.022,-95.468,31.396,31.73,32.398,38.076,45.09,45.09,38.41,49.766,59.452,64.462,76.82,76.82,72.144,74.482,66.8,62.124,62.458,72.478,3541.958,168.732,597.64,766.372
1861206,Crato,3212,867.442,535.492,-86.462,28.954,30.199,33.624,34.869,40.473,33.935,35.803,42.653,52.615,63.512,73.474,73.786,78.144,73.786,84.994,77.21,65.068,76.899,4073.826,175.294,714.118,889.412
1861207,Elvas,21395,916.428,521.804,-20.465,45.057,45.478,53.564,53.938,53.517,50.199,50.806,57.116,63.052,68.521,72.213,74.457,72.961,58.612,52.956,45.899,37.766,43.889,1659.423,233.631,387.693,621.325
1861208,Fronteira,2936,916.449,521.798,-77.31,28.951,31.335,40.872,44.278,43.256,36.444,46.322,45.981,72.548,59.264,69.482,72.888,84.809,84.128,68.46,61.649,49.046,60.286,3198.653,175.844,562.463,738.307
1861209,Gavião,3373,861.479,537.207,-104.117,21.642,24.607,29.054,38.245,36.466,33.798,29.351,36.17,45.064,66.41,66.113,75.6,83.012,74.711,69.374,83.012,77.676,109.695,5503.937,147.589,812.318,959.907
1861210,Marvão,2979,920.696,520.645,-88.712,31.219,31.219,33.233,38.939,39.946,40.282,35.582,52.702,54.045,74.857,73.85,77.878,76.2,75.193,75.193,66.13,45.653,77.878,3554.386,169.542,602.617,772.159
1861211,Monforte,2930,869.815,534.812,-65.093,45.734,45.051,51.195,54.949,46.758,50.171,40.956,46.758,60.068,67.235,64.505,67.235,65.529,59.044,52.901,48.805,60.068,73.038,2069.712,251.664,520.871,772.535
1861212,Nisa,5931,890.66,528.916,-112.923,24.111,24.616,30.518,36.25,40.465,33.721,34.564,42.32,51.088,64.239,66.599,82.617,73.681,78.064,81.942,77.053,66.262,91.89,4987.234,150.786,752.005,902.791
1861213,Ponte de Sor,15422,928.714,518.48,-27.678,35.534,38.192,40.721,44.028,47.14,45.195,45.39,54.079,60.887,70.419,67.695,77.422,81.442,71.262,59.266,52.587,46.687,62.054,2550.142,192.77,491.59,684.36
1861214,Portalegre,23108,913.548,522.59,-18.852,36.351,41.284,42.236,50.242,51.367,42.756,43.491,58.162,68.807,75.385,69.456,70.365,75.342,67.639,64.437,50.589,41.501,50.589,2292.058,198.013,453.857,651.869
1861215,Sousel,4403,889.7,529.185,-54.947,36.566,34.976,40.2,43.38,45.878,46.332,39.519,49.966,69.498,66.773,65.41,72.451,69.271,63.366,64.274,57.688,57.007,77.447,2861.789,196.564,562.525,759.089
1870701,Alandroal,5007,934.699,516.876,-72.262,28.161,32.554,38.746,40.543,42.74,38.945,42.94,52.526,57.919,75.095,73.897,81.086,76.293,65.708,58.718,54.923,67.306,71.899,3202.811,170.899,547.358,718.257
1870702,Arraiolos,6611,959.395,510.362,-37.56,35.849,38.27,38.421,44.774,46.892,41.295,45.076,59.9,68.068,75.48,70.64,77.598,70.337,67.01,63.077,48.707,45.833,62.774,2553.763,187.547,478.951,666.499
1870703,Borba,6578,951.929,512.314,-43.2,38.005,38.766,40.742,40.894,43.934,39.222,40.742,48.799,60.505,76.315,78.595,87.261,72.971,62.633,64.001,47.127,55.184,64.305,2495.472,199.432,497.678,697.11
1870704,Estremoz,12805,912.05,522.999,-40.824,38.813,37.563,39.282,42.796,45.841,43.342,50.059,51.386,64.272,68.879,76.22,76.923,74.268,60.211,54.432,53.651,55.057,67.005,2510.466,194.715,488.825,683.539
1870705,Évora,55711,910.79,523.344,10.667,41.5,43.026,48.536,50.924,56.183,50.295,53.652,63.129,75.371,76.574,70.65,69.627,66.306,64.44,55.985,40.728,33.638,39.436,1760.286,210.304,370.195,580.499
1870706,Montemor-o-Novo,15708,935.198,516.743,-49.153,34.632,39.98,41.444,44.754,45.964,41.444,44.818,57.041,67.036,74.548,66.208,66.909,72.129,65.19,64.935,59.142,50.293,63.535,2611.629,199.803,521.811,721.613
1870707,Mora,4132,927.239,518.877,-106.981,26.864,30.494,32.188,37.028,43.804,34.608,37.028,53.001,57.115,57.115,57.599,72.604,90.997,88.819,79.38,63.892,64.86,72.604,4127.027,165.548,683.221,848.77
1870708,Mourão,2486,1032.706,491.955,-4.804,45.052,45.857,50.282,47.868,60.338,49.879,51.488,50.282,58.327,62.751,65.567,76.026,72.808,69.59,52.695,45.857,42.237,53.097,1866.097,237.162,442.568,679.73
1870709,Portel,5716,954.856,511.547,-39.166,40.413,34.815,41.987,41.638,53.709,46.011,47.761,53.709,66.305,73.653,68.754,72.953,69.104,65.78,64.381,54.934,50.21,53.884,2467.164,197.465,487.179,684.645
1870710,Redondo,6352,951.459,512.437,-45.386,33.533,39.83,45.025,46.442,47.072,41.562,51.322,52.267,73.835,73.52,74.78,73.205,70.686,65.176,57.305,48.804,43.293,62.343,2339.096,195.782,457.954,653.736
1870711,Reguengos de Monsaraz,10179,941.816,514.982,-11.364,39.69,41.949,44.798,50.693,47.352,46.763,49.415,54.819,68.081,78.495,71.323,68.376,73.779,64.839,56.98,49.022,42.146,51.479,2091.686,207.581,434.194,641.774
1870712,Vendas Novas,11660,954.081,511.75,13.913,33.962,42.453,45.283,52.144,50.686,50.086,44.597,55.66,68.954,81.647,69.554,61.321,56.775,59.262,68.439,66.81,46.226,46.141,2357.294,205.771,485.064,690.835
1870713,Viana do Alentejo,5330,943.128,514.634,-43.775,41.651,41.463,45.216,51.782,53.659,46.904,53.846,61.351,66.229,70.919,70.544,76.923,75.422,55.722,50.469,47.842,46.717,43.34,1902.047,204.484,388.939,593.423
1870714,Vila Viçosa,7438,927.442,518.822,-52.605,33.073,36.435,41.678,43.963,47.997,45.711,44.77,57.677,64.533,73.81,76.902,85.238,79.322,71.121,55.795,48.4,45.577,47.997,2418.38,179.354,433.745,613.099
2004101,Vila do Porto,5453,919.395,520.998,2.021,45.296,44.012,51.531,55.199,59.233,63.268,58.5,70.237,81.973,72.437,73.538,69.32,74.454,59.417,44.196,29.708,24.207,23.473,1285.156,207.68,266.901,474.581
2004201,Lagoa,14247,965.103,508.879,1.617,50.186,53.204,64.645,68.155,65.277,63.592,69.769,68.786,88.44,83.246,71.664,68.225,53.274,41.974,33.551,26.181,16.003,13.827,782.79,239.904,187.794,427.698
2004202,Nordeste,4406,984.685,503.858,-63.947,36.314,36.768,53.79,59.237,62.415,56.514,60.145,54.244,71.493,76.487,75.125,72.628,70.586,60.599,48.343,37.903,31.548,35.86,1688.73,192.559,325.181,517.74
2004203,Ponta Delgada,70018,933.184,517.281,26.326,44.96,46.974,54.229,56.514,62.612,64.655,67.34,75.124,84.278,82.322,72.824,69.811,65.155,48.93,39.576,29.235,17.953,17.51,1048.173,208.614,218.664,427.278
2004204,Povoação,5777,963.63,509.261,-46.07,38.082,47.949,50.026,62.489,63.874,56.604,62.143,65.086,75.299,77.376,73.914,81.703,69.24,51.757,45.179,31.331,25.273,22.676,1295.165,197.835,256.23,454.065
2004205,Ribeira Grande,31429,996.253,500.939,-11.014,58.29,60.263,75.631,69.204,68.122,65.258,72.544,79.226,85.303,79.64,65.163,59.786,53.39,38.213,26.568,18.232,12.377,12.791,557.103,278.345,155.067,433.412
2004206,Vila Franca do Campo,10141,999.409,500.148,-60.322,40.923,52.066,60.349,60.25,64.984,70.802,66.068,69.027,73.76,79.479,74.154,70.21,61.927,51.08,40.529,28.4,18.144,17.848,1017.363,222.016,225.871,447.887
2004301,Angra do Heroísmo,34626,943.643,514.498,-2.65,40.663,43.32,49.414,53.168,57.847,60.475,64.576,72.373,75.001,76.763,71.132,71.998,67.348,60.995,49.298,35.696,25.53,24.404,1468.716,198.898,292.124,491.022
2004302,Vila da Praia da Vitória,19726,970.039,507.604,-22.498,43.141,45.321,48.16,50.695,56.17,57.285,63.47,72.747,79.185,72.797,69.958,78.272,73.203,62.202,48.515,33.104,25.753,20.024,1387.755,202.769,281.393,484.162
2004401,Santa Cruz da Graciosa,4131,978.448,505.447,-16.897,44.299,44.783,54.95,46.962,56.403,55.192,56.161,68.506,74.316,71.411,61.97,74.074,68.022,65.359,53.74,40.184,32.68,30.985,1547.899,227.533,352.199,579.732
2004501,Calheta,3473,990.258,502.447,-35.813,33.113,39.159,45.494,56.147,52.692,47.797,55.859,68.529,68.817,71.408,73.999,76.015,66.225,64.21,56.435,52.116,35.128,36.856,2078.24,184.734,383.921,568.654
2004502,Velas,5002,983.347,504.198,-33.617,39.584,39.784,46.781,45.982,51.779,53.978,62.175,65.774,83.367,77.169,74.17,75.97,75.57,57.977,50.18,41.383,31.787,26.589,1648.177,189.433,312.219,501.651
2004601,Lajes do Pico,4426,949.78,512.878,-16.007,37.958,36.602,45.413,46.995,49.706,45.188,54.903,60.099,71.622,75.011,72.074,80.434,68.685,67.329,61.003,54.451,35.472,37.054,2128.06,192.043,408.68,600.723
2004602,Madalena,6363,951.84,512.337,34.298,46.047,50.762,41.49,47.462,51.548,54.534,67.735,67.107,82.037,78.108,69.621,72.136,67.264,57.52,49.191,35.832,28.289,33.318,1476.136,210.325,310.468,520.793
2004603,São Roque do Pico,3318,958.678,510.549,7.592,39.482,47.016,44.605,45.509,39.783,51.537,71.127,66.004,79.867,75.045,69.017,85.292,69.922,61.181,56.661,37.975,27.426,32.55,1645.977,200.738,330.411,531.149
2004701,Horta,14671,951.709,512.371,4.244,39.806,42.669,49.417,51.053,56.915,54.598,59.437,68.366,83.089,82.476,76.75,73.342,64.549,59.164,53.507,39.057,23.788,22.016,1497.674,196.686,294.572,491.258
2004801,Lajes das Flores,1373,1055.389,486.526,-55.058,32.047,31.318,45.157,48.798,57.538,59.723,59.723,56.81,72.833,87.4,75.018,77.932,83.03,64.093,49.527,48.798,27.677,22.578,1959.732,159.871,313.305,473.176
2004802,Santa Cruz das Flores,2045,985.437,503.667,-50.604,43.032,43.521,44.01,49.389,55.746,44.499,73.35,67.482,85.086,77.262,75.306,77.262,66.504,61.125,42.543,34.719,35.208,23.961,1513.109,194.323,294.032,488.355
2004901,Corvo,401,1099.476,476.309,17.766,24.938,49.875,59.85,44.888,52.369,44.888,59.85,104.738,104.738,84.788,67.332,74.813,57.357,59.85,37.406,34.913,19.95,17.456,1259.259,193.548,243.728,437.276
3003101,Calheta,10636,842.689,542.685,-16.824,36.668,39.583,47.48,53.78,49.831,43.625,48.891,53.592,66.566,77.567,76.721,81.328,69.857,61.113,63.464,50.301,40.335,39.3,2056.991,199.002,409.345,608.347
3003102,Câmara de Lobos,31220,917.69,521.461,-58.675,47.534,46.797,57.848,65.695,70.34,62.524,57.783,65.311,74.119,81.646,75.657,76.714,59.93,50.512,40.615,28.732,21.108,17.136,1038.939,220.638,229.23,449.868
3003103,Funchal,108947,875.519,533.186,14.981,36.605,38.624,45.784,52.741,54.88,52.053,51.53,62.159,71.136,80.893,77.708,83.903,76.028,64.371,55.054,41.176,28.463,26.894,1784.587,182.515,325.715,508.23
3003104,Machico,19677,932.718,517.406,-39.162,34.558,35.981,45.688,56.513,60.07,49.296,50.465,58.139,68.506,83.956,81.008,85.684,77.502,67.998,49.194,40.453,27.901,27.087,1829.471,173.179,316.826,490.005
3003105,Ponta do Sol,8257,858.847,537.968,-14.207,35.606,40.451,53.288,65.883,61.281,52.804,47.838,54.378,70.486,80.417,81.385,73.877,65.278,54.136,53.046,45.295,34.879,29.672,1677.903,197.888,332.036,529.924
3003106,Porto Moniz,2569,793.994,557.415,8.638,20.241,35.033,42.818,49.436,51.382,41.65,54.496,57.999,58.388,65.784,71.234,82.133,77.851,74.348,72.012,55.274,39.315,50.603,2972.222,160.714,477.679,638.393
3003107,Ribeira Brava,12521,836.193,544.605,-11.994,39.853,41.051,49.677,65.889,61.097,53.75,46.642,61.337,69.563,81.383,76.352,75.553,65.73,56.066,50.395,42.648,31.307,31.707,1624.465,198.663,322.722,521.385
3003108,Santa Cruz,42317,919.922,520.855,12.78,45.419,47.971,58.298,59.669,55.084,50.996,56.62,72.784,91.972,96.273,81.811,76.423,59.81,47.948,36.865,26.136,19.07,16.849,968.219,216.252,209.379,425.631
3003109,Santana,6403,830.998,546.15,-82.533,31.548,29.674,38.888,47.478,52.319,44.198,46.228,51.226,63.408,67.937,68.249,89.645,80.119,74.028,63.876,54.974,46.228,49.977,2887.676,163.897,473.28,637.177
3003110,São Vicente,4690,855.222,539.019,-75.133,33.049,35.394,47.122,53.518,49.68,43.497,47.761,54.158,65.458,68.443,66.738,79.957,79.104,74.2,67.377,55.864,37.1,41.578,2389.299,189.975,453.908,643.884
3003201,Porto Santo,5892,981.17,504.752,113.8,28.344,38.018,41.752,53.632,51.935,52.783,51.086,67.889,72.301,80.618,77.902,91.989,85.54,66.701,52.274,39.545,26.137,21.555,1907.378,157.673,300.743,458.416
