county_name,state_fips,county_fips,median_home_value_usd
"Itawamba County, Mississippi",28,057,114300
"Jackson County, Mississippi",28,059,161700
"Jasper County, Mississippi",28,061,110400
"Jefferson County, Mississippi",28,063,76400
"Jefferson Davis County, Mississippi",28,065,87800
"Jones County, Mississippi",28,067,120100
"Kemper County, Mississippi",28,069,89300
"Lafayette County, Mississippi",28,071,242800
"Lamar County, Mississippi",28,073,209700
"Lauderdale County, Mississippi",28,075,121900
"Lawrence County, Mississippi",28,077,104300
"Leake County, Mississippi",28,079,98800
"Lee County, Mississippi",28,081,172900
"Leflore County, Mississippi",28,083,95100
"Lincoln County, Mississippi",28,085,128100
"Lowndes County, Mississippi",28,087,155300
"Madison County, Mississippi",28,089,264700
"Marion County, Mississippi",28,091,104100
"Marshall County, Mississippi",28,093,150400
"Monroe County, Mississippi",28,095,109500
"Montgomery County, Mississippi",28,097,97100
"Neshoba County, Mississippi",28,099,94300
"Newton County, Mississippi",28,101,100800
"Noxubee County, Mississippi",28,103,85000
"Oktibbeha County, Mississippi",28,105,211200
"Panola County, Mississippi",28,107,115800
"Pearl River County, Mississippi",28,109,167700
"Perry County, Mississippi",28,111,126400
"Pike County, Mississippi",28,113,115900
"Pontotoc County, Mississippi",28,115,136700
"Prentiss County, Mississippi",28,117,112200
"Quitman County, Mississippi",28,119,65500
"Rankin County, Mississippi",28,121,203300
"Scott County, Mississippi",28,123,81300
"Sharkey County, Mississippi",28,125,88100
"Simpson County, Mississippi",28,127,104600
"Smith County, Mississippi",28,129,120200
"Stone County, Mississippi",28,131,164400
"Sunflower County, Mississippi",28,133,103800
"Tallahatchie County, Mississippi",28,135,83400
"Tate County, Mississippi",28,137,163700
"Tippah County, Mississippi",28,139,117100
"Tishomingo County, Mississippi",28,141,123100
"Tunica County, Mississippi",28,143,150800
"Union County, Mississippi",28,145,144900
"Walthall County, Mississippi",28,147,113800
"Warren County, Mississippi",28,149,142100
"Washington County, Mississippi",28,151,93000
"Wayne County, Mississippi",28,153,89100
"Webster County, Mississippi",28,155,107700
"Wilkinson County, Mississippi",28,157,78500
"Winston County, Mississippi",28,159,110100
"Yalobusha County, Mississippi",28,161,94100
"Yazoo County, Mississippi",28,163,117800
"Adair County, Missouri",29,001,146700
"Andrew County, Missouri",29,003,175300
"Atchison County, Missouri",29,005,96100
"Audrain County, Missouri",29,007,112300
"Barry County, Missouri",29,009,159000
"Barton County, Missouri",29,011,115600
"Bates County, Missouri",29,013,151300
"Benton County, Missouri",29,015,154700
"Bollinger County, Missouri",29,017,123500
"Boone County, Missouri",29,019,237600
"Buchanan County, Missouri",29,021,149600
"Butler County, Missouri",29,023,132600
"Caldwell County, Missouri",29,025,143300
"Callaway County, Missouri",29,027,184300
"Camden County, Missouri",29,029,248700
"Cape Girardeau County, Missouri",29,031,194200
"Carroll County, Missouri",29,033,105500
"Carter County, Missouri",29,035,181100
"Cass County, Missouri",29,037,242300
"Cedar County, Missouri",29,039,152700
"Chariton County, Missouri",29,041,121000
"Christian County, Missouri",29,043,229200
"Clark County, Missouri",29,045,124600
"Clay County, Missouri",29,047,237200
"Clinton County, Missouri",29,049,187200
"Cole County, Missouri",29,051,198900
"Cooper County, Missouri",29,053,168200
"Crawford County, Missouri",29,055,156500
"Dade County, Missouri",29,057,137400
"Dallas County, Missouri",29,059,139400
"Daviess County, Missouri",29,061,133400
"DeKalb County, Missouri",29,063,160300
"Dent County, Missouri",29,065,123300
"Douglas County, Missouri",29,067,148900
"Dunklin County, Missouri",29,069,93300
"Franklin County, Missouri",29,071,201700
"Gasconade County, Missouri",29,073,159100
"Gentry County, Missouri",29,075,115400
"Greene County, Missouri",29,077,182800
"Grundy County, Missouri",29,079,111300
"Harrison County, Missouri",29,081,95900
"Henry County, Missouri",29,083,153600
"Hickory County, Missouri",29,085,108900
"Holt County, Missouri",29,087,115500
"Howard County, Missouri",29,089,140900
"Howell County, Missouri",29,091,141600
"Iron County, Missouri",29,093,109400
"Jackson County, Missouri",29,095,196900
"Jasper County, Missouri",29,097,147500
"Jefferson County, Missouri",29,099,202500
"Johnson County, Missouri",29,101,206600
"Knox County, Missouri",29,103,89000
"Laclede County, Missouri",29,105,151800
"Lafayette County, Missouri",29,107,187000
"Lawrence County, Missouri",29,109,145800
"Lewis County, Missouri",29,111,104500
"Lincoln County, Missouri",29,113,206800
"Linn County, Missouri",29,115,107600
"Livingston County, Missouri",29,117,139700
"McDonald County, Missouri",29,119,117200
"Macon County, Missouri",29,121,115900
"Madison County, Missouri",29,123,127300
"Maries County, Missouri",29,125,197400
"Marion County, Missouri",29,127,150900
"Mercer County, Missouri",29,129,104800
"Miller County, Missouri",29,131,164900
"Mississippi County, Missouri",29,133,92600
"Moniteau County, Missouri",29,135,162100
"Monroe County, Missouri",29,137,136600
"Montgomery County, Missouri",29,139,162200
"Morgan County, Missouri",29,141,174500
"New Madrid County, Missouri",29,143,93400
"Newton County, Missouri",29,145,162900
"Nodaway County, Missouri",29,147,157200
"Oregon County, Missouri",29,149,115700
"Osage County, Missouri",29,151,183000
"Ozark County, Missouri",29,153,142600
"Pemiscot County, Missouri",29,155,94900
"Perry County, Missouri",29,157,179900
"Pettis County, Missouri",29,159,150000
"Phelps County, Missouri",29,161,174100
"Pike County, Missouri",29,163,114100
"Platte County, Missouri",29,165,288100
"Polk County, Missouri",29,167,171700
"Pulaski County, Missouri",29,169,177400
"Putnam County, Missouri",29,171,99600
"Ralls County, Missouri",29,173,144300
"Randolph County, Missouri",29,175,131200
"Ray County, Missouri",29,177,169200
"Reynolds County, Missouri",29,179,105300
"Ripley County, Missouri",29,181,103700
"St. Charles County, Missouri",29,183,278300
"St. Clair County, Missouri",29,185,126500
"Ste. Genevieve County, Missouri",29,186,197600
"St. Francois County, Missouri",29,187,141700
"St. Louis County, Missouri",29,189,249400
"Saline County, Missouri",29,195,129600
"Schuyler County, Missouri",29,197,106200
"Scotland County, Missouri",29,199,136500
"Scott County, Missouri",29,201,132800
"Shannon County, Missouri",29,203,141600
"Shelby County, Missouri",29,205,85900
"Stoddard County, Missouri",29,207,123000
"Stone County, Missouri",29,209,220400
"Sullivan County, Missouri",29,211,91400
"Taney County, Missouri",29,213,175100
"Texas County, Missouri",29,215,120800
"Vernon County, Missouri",29,217,127800
"Warren County, Missouri",29,219,227000
"Washington County, Missouri",29,221,112300
"Wayne County, Missouri",29,223,110000
"Webster County, Missouri",29,225,185100
"Worth County, Missouri",29,227,88100
"Wright County, Missouri",29,229,141600
"St. Louis city, Missouri",29,510,174100
"Beaverhead County, Montana",30,001,278300
"Big Horn County, Montana",30,003,159700
"Blaine County, Montana",30,005,119400
"Broadwater County, Montana",30,007,335700
"Carbon County, Montana",30,009,355600
"Carter County, Montana",30,011,140900
"Cascade County, Montana",30,013,227600
"Chouteau County, Montana",30,015,172000
"Custer County, Montana",30,017,201000
"Daniels County, Montana",30,019,162300
"Dawson County, Montana",30,021,197100
"Deer Lodge County, Montana",30,023,175700
"Fallon County, Montana",30,025,231300
"Fergus County, Montana",30,027,175800
"Flathead County, Montana",30,029,414200
"Gallatin County, Montana",30,031,526700
"Garfield County, Montana",30,033,164900
"Glacier County, Montana",30,035,139400
"Golden Valley County, Montana",30,037,138900
"Granite County, Montana",30,039,283300
"Hill County, Montana",30,041,183300
"Jefferson County, Montana",30,043,354700
"Judith Basin County, Montana",30,045,206000
"Lake County, Montana",30,047,337700
"Lewis and Clark County, Montana",30,049,332000
"Liberty County, Montana",30,051,118300
"Lincoln County, Montana",30,053,233400
"McCone County, Montana",30,055,186700
"Madison County, Montana",30,057,375200
"Meagher County, Montana",30,059,205900
"Mineral County, Montana",30,061,274700
"Missoula County, Montana",30,063,382400
"Musselshell County, Montana",30,065,222200
"Park County, Montana",30,067,399900
"Petroleum County, Montana",30,069,152600
"Phillips County, Montana",30,071,178100
"Pondera County, Montana",30,073,172000
"Powder River County, Montana",30,075,167500
"Powell County, Montana",30,077,226600
"Prairie County, Montana",30,079,140600
"Ravalli County, Montana",30,081,378400
"Richland County, Montana",30,083,245900
"Roosevelt County, Montana",30,085,112800
"Rosebud County, Montana",30,087,159900
"Sanders County, Montana",30,089,285300
"Sheridan County, Montana",30,091,121800
"Silver Bow County, Montana",30,093,195800
"Stillwater County, Montana",30,095,316200
"Sweet Grass County, Montana",30,097,271100
"Teton County, Montana",30,099,217200
"Toole County, Montana",30,101,166200
"Treasure County, Montana",30,103,210700
"Valley County, Montana",30,105,183200
"Wheatland County, Montana",30,107,163200
"Wibaux County, Montana",30,109,101800
"Yellowstone County, Montana",30,111,289300
"Adams County, Nebraska",31,001,166300
"Antelope County, Nebraska",31,003,104500
"Arthur County, Nebraska",31,005,164300
"Banner County, Nebraska",31,007,174200
"Blaine County, Nebraska",31,009,85700
"Boone County, Nebraska",31,011,165400
"Box Butte County, Nebraska",31,013,161600
"Boyd County, Nebraska",31,015,95200
"Brown County, Nebraska",31,017,89700
"Buffalo County, Nebraska",31,019,218600
"Burt County, Nebraska",31,021,123100
"Butler County, Nebraska",31,023,150400
"Cass County, Nebraska",31,025,234300
"Cedar County, Nebraska",31,027,160700
"Chase County, Nebraska",31,029,176900
"Cherry County, Nebraska",31,031,137300
"Cheyenne County, Nebraska",31,033,117300
"Clay County, Nebraska",31,035,129600
"Colfax County, Nebraska",31,037,103400
"Cuming County, Nebraska",31,039,160000
"Custer County, Nebraska",31,041,133400
"Dakota County, Nebraska",31,043,158700
"Dawes County, Nebraska",31,045,142100
"Dawson County, Nebraska",31,047,136900
"Deuel County, Nebraska",31,049,91900
"Dixon County, Nebraska",31,051,123500
"Dodge County, Nebraska",31,053,168900
"Douglas County, Nebraska",31,055,227400
"Dundy County, Nebraska",31,057,109900
"Fillmore County, Nebraska",31,059,122700
"Franklin County, Nebraska",31,061,95400
"Frontier County, Nebraska",31,063,124500
"Furnas County, Nebraska",31,065,85600
"Gage County, Nebraska",31,067,155600
"Garden County, Nebraska",31,069,91700
"Garfield County, Nebraska",31,071,123500
"Gosper County, Nebraska",31,073,192100
"Grant County, Nebraska",31,075,104200
"Greeley County, Nebraska",31,077,85300
"Hall County, Nebraska",31,079,190800
"Hamilton County, Nebraska",31,081,201200
"Harlan County, Nebraska",31,083,135800
"Hayes County, Nebraska",31,085,104800
"Hitchcock County, Nebraska",31,087,85500
"Holt County, Nebraska",31,089,148900
"Hooker County, Nebraska",31,091,78300
"Howard County, Nebraska",31,093,181600
"Jefferson County, Nebraska",31,095,116700
"Johnson County, Nebraska",31,097,117300
"Kearney County, Nebraska",31,099,203200
"Keith County, Nebraska",31,101,158900
"Keya Paha County, Nebraska",31,103,109000
"Kimball County, Nebraska",31,105,92500
"Knox County, Nebraska",31,107,112700
"Lancaster County, Nebraska",31,109,239900
"Lincoln County, Nebraska",31,111,167900
"Logan County, Nebraska",31,113,123600
"Loup County, Nebraska",31,115,116500
"McPherson County, Nebraska",31,117,105300
"Madison County, Nebraska",31,119,187100
"Merrick County, Nebraska",31,121,159300
"Morrill County, Nebraska",31,123,107700
"Nance County, Nebraska",31,125,108000
"Nemaha County, Nebraska",31,127,118300
"Nuckolls County, Nebraska",31,129,88500
"Otoe County, Nebraska",31,131,172500
"Pawnee County, Nebraska",31,133,74000
"Perkins County, Nebraska",31,135,143300
"Phelps County, Nebraska",31,137,161300
"Pierce County, Nebraska",31,139,167400
"Platte County, Nebraska",31,141,195800
"Polk County, Nebraska",31,143,152700
"Red Willow County, Nebraska",31,145,144700
"Richardson County, Nebraska",31,147,89500
"Rock County, Nebraska",31,149,87300
"Saline County, Nebraska",31,151,155800
"Sarpy County, Nebraska",31,153,263000
"Saunders County, Nebraska",31,155,220600
"Scotts Bluff County, Nebraska",31,157,150600
"Seward County, Nebraska",31,159,208700
"Sheridan County, Nebraska",31,161,96900
"Sherman County, Nebraska",31,163,112500
"Sioux County, Nebraska",31,165,157800
"Stanton County, Nebraska",31,167,170900
"Thayer County, Nebraska",31,169,91600
"Thomas County, Nebraska",31,171,140600
"Thurston County, Nebraska",31,173,90000
"Valley County, Nebraska",31,175,125800
"Washington County, Nebraska",31,177,265800
"Wayne County, Nebraska",31,179,176200
"Webster County, Nebraska",31,181,92800
"Wheeler County, Nebraska",31,183,101400
"York County, Nebraska",31,185,160500
"Churchill County, Nevada",32,001,255200
"Clark County, Nevada",32,003,368800
"Douglas County, Nevada",32,005,529600
"Elko County, Nevada",32,007,274200
"Esmeralda County, Nevada",32,009,95500
"Eureka County, Nevada",32,011,177400
"Humboldt County, Nevada",32,013,242200
"Lander County, Nevada",32,015,198000
"Lincoln County, Nevada",32,017,171800
"Lyon County, Nevada",32,019,314200
"Mineral County, Nevada",32,021,153400
"Nye County, Nevada",32,023,235500
"Pershing County, Nevada",32,027,164400
"Storey County, Nevada",32,029,297800
"Washoe County, Nevada",32,031,460000
"White Pine County, Nevada",32,033,197600
"Carson City, Nevada",32,510,390800
"Belknap County, New Hampshire",33,001,295900
"Carroll County, New Hampshire",33,003,315800
"Cheshire County, New Hampshire",33,005,238800
"Coos County, New Hampshire",33,007,157900
"Grafton County, New Hampshire",33,009,273100
"Hillsborough County, New Hampshire",33,011,356200
"Merrimack County, New Hampshire",33,013,297600
"Rockingham County, New Hampshire",33,015,424100
"Strafford County, New Hampshire",33,017,300200
"Sullivan County, New Hampshire",33,019,211400
"Atlantic County, New Jersey",34,001,254100
"Bergen County, New Jersey",34,003,561500
"Burlington County, New Jersey",34,005,304600
"Camden County, New Jersey",34,007,241300
"Cape May County, New Jersey",34,009,372300
"Cumberland County, New Jersey",34,011,192900
"Essex County, New Jersey",34,013,466500
"Gloucester County, New Jersey",34,015,265200
"Hudson County, New Jersey",34,017,486900
"Hunterdon County, New Jersey",34,019,478600
"Mercer County, New Jersey",34,021,327600
"Middlesex County, New Jersey",34,023,411900
"Monmouth County, New Jersey",34,025,519300
"Morris County, New Jersey",34,027,531800
"Ocean County, New Jersey",34,029,343500
"Passaic County, New Jersey",34,031,413500
"Salem County, New Jersey",34,033,208200
"Somerset County, New Jersey",34,035,489500
"Sussex County, New Jersey",34,037,322300
"Union County, New Jersey",34,039,458000
"Warren County, New Jersey",34,041,302300
"Bernalillo County, New Mexico",35,001,247300
"Catron County, New Mexico",35,003,156400
"Chaves County, New Mexico",35,005,133200
"Cibola County, New Mexico",35,006,101900
"Colfax County, New Mexico",35,007,138400
"Curry County, New Mexico",35,009,151300
"De Baca County, New Mexico",35,011,219200
"Doña Ana County, New Mexico",35,013,187400
"Eddy County, New Mexico",35,015,188400
"Grant County, New Mexico",35,017,153900
"Guadalupe County, New Mexico",35,019,116400
"Harding County, New Mexico",35,021,95500
"Hidalgo County, New Mexico",35,023,102500
"Lea County, New Mexico",35,025,162000
"Lincoln County, New Mexico",35,027,195800
"Los Alamos County, New Mexico",35,028,412700
"Luna County, New Mexico",35,029,100900
"McKinley County, New Mexico",35,031,70200
"Mora County, New Mexico",35,033,105600
"Otero County, New Mexico",35,035,139100
"Quay County, New Mexico",35,037,76800
"Rio Arriba County, New Mexico",35,039,212700
"Roosevelt County, New Mexico",35,041,128100
"Sandoval County, New Mexico",35,043,258100
"San Juan County, New Mexico",35,045,170700
"San Miguel County, New Mexico",35,047,150400
"Santa Fe County, New Mexico",35,049,374200
"Sierra County, New Mexico",35,051,138400
"Socorro County, New Mexico",35,053,132700
"Taos County, New Mexico",35,055,313400
"Torrance County, New Mexico",35,057,132600
"Union County, New Mexico",35,059,126900
"Valencia County, New Mexico",35,061,184400
"Albany County, New York",36,001,263800
"Allegany County, New York",36,003,93200
"Bronx County, New York",36,005,501400
"Broome County, New York",36,007,139200
"Cattaraugus County, New York",36,009,105100
"Cayuga County, New York",36,011,158900
"Chautauqua County, New York",36,013,110900
"Chemung County, New York",36,015,128200
"Chenango County, New York",36,017,121100
"Clinton County, New York",36,019,165200
"Columbia County, New York",36,021,283700
"Cortland County, New York",36,023,148200
"Delaware County, New York",36,025,160400
"Dutchess County, New York",36,027,348700
"Erie County, New York",36,029,197400
"Essex County, New York",36,031,189500
"Franklin County, New York",36,033,131600
"Fulton County, New York",36,035,142000
"Genesee County, New York",36,037,148600
"Greene County, New York",36,039,229500
"Hamilton County, New York",36,041,204900
"Herkimer County, New York",36,043,130900
"Jefferson County, New York",36,045,169600
"Kings County, New York",36,047,865300
"Lewis County, New York",36,049,146100
"Livingston County, New York",36,051,159900
"Madison County, New York",36,053,162800
"Monroe County, New York",36,055,182700
"Montgomery County, New York",36,057,132300
"Nassau County, New York",36,059,633800
"New York County, New York",36,061,1104000
"Niagara County, New York",36,063,163100
"Oneida County, New York",36,065,157600
"Onondaga County, New York",36,067,172800
"Ontario County, New York",36,069,192800
"Orange County, New York",36,071,337800
"Orleans County, New York",36,073,122200
"Oswego County, New York",36,075,131800
"Otsego County, New York",36,077,166500
"Putnam County, New York",36,079,421800
"Queens County, New York",36,081,677700
"Rensselaer County, New York",36,083,230800
"Richmond County, New York",36,085,637100
"Rockland County, New York",36,087,528900
"St. Lawrence County, New York",36,089,114700
"Saratoga County, New York",36,091,306000
"Schenectady County, New York",36,093,204400
"Schoharie County, New York",36,095,169400
"Schuyler County, New York",36,097,151100
"Seneca County, New York",36,099,132000
"Steuben County, New York",36,101,121000
"Suffolk County, New York",36,103,490800
"Sullivan County, New York",36,105,220200
"Tioga County, New York",36,107,144200
"Tompkins County, New York",36,109,264300
"Ulster County, New York",36,111,288400
"Warren County, New York",36,113,240600
"Washington County, New York",36,115,176900
"Wayne County, New York",36,117,151900
"Westchester County, New York",36,119,619000
"Wyoming County, New York",36,121,143000
"Yates County, New York",36,123,159800
"Alamance County, North Carolina",37,001,197700
"Alexander County, North Carolina",37,003,169300
"Alleghany County, North Carolina",37,005,171800
"Anson County, North Carolina",37,007,116300
"Ashe County, North Carolina",37,009,199200
"Avery County, North Carolina",37,011,215900
"Beaufort County, North Carolina",37,013,159900
"Bertie County, North Carolina",37,015,87500
"Bladen County, North Carolina",37,017,115900
"Brunswick County, North Carolina",37,019,284100
"Buncombe County, North Carolina",37,021,328900
"Burke County, North Carolina",37,023,155500
"Cabarrus County, North Carolina",37,025,281600
"Caldwell County, North Carolina",37,027,158300
"Camden County, North Carolina",37,029,261000
"Carteret County, North Carolina",37,031,277400
"Caswell County, North Carolina",37,033,138600
"Catawba County, North Carolina",37,035,194000
"Chatham County, North Carolina",37,037,373300
"Cherokee County, North Carolina",37,039,193500
"Chowan County, North Carolina",37,041,181400
"Clay County, North Carolina",37,043,251900
"Cleveland County, North Carolina",37,045,155000
"Columbus County, North Carolina",37,047,119800
"Craven County, North Carolina",37,049,194100
"Cumberland County, North Carolina",37,051,166600
"Currituck County, North Carolina",37,053,314100
"Dare County, North Carolina",37,055,386600
"Davidson County, North Carolina",37,057,184300
"Davie County, North Carolina",37,059,219400
"Duplin County, North Carolina",37,061,112400
"Durham County, North Carolina",37,063,311300
"Edgecombe County, North Carolina",37,065,106200
"Forsyth County, North Carolina",37,067,205700
"Franklin County, North Carolina",37,069,209500
"Gaston County, North Carolina",37,071,206700
"Gates County, North Carolina",37,073,153000
"Graham County, North Carolina",37,075,134000
"Granville County, North Carolina",37,077,208600
"Greene County, North Carolina",37,079,108300
"Guilford County, North Carolina",37,081,215700
"Halifax County, North Carolina",37,083,98700
"Harnett County, North Carolina",37,085,195900
"Haywood County, North Carolina",37,087,227500
"Henderson County, North Carolina",37,089,291500
"Hertford County, North Carolina",37,091,103600
"Hoke County, North Carolina",37,093,177500
"Hyde County, North Carolina",37,095,105300
"Iredell County, North Carolina",37,097,261200
"Jackson County, North Carolina",37,099,240500
"Johnston County, North Carolina",37,101,240100
"Jones County, North Carolina",37,103,115400
"Lee County, North Carolina",37,105,186000
"Lenoir County, North Carolina",37,107,101600
"Lincoln County, North Carolina",37,109,241200
"McDowell County, North Carolina",37,111,153300
"Macon County, North Carolina",37,113,210900
"Madison County, North Carolina",37,115,236300
"Martin County, North Carolina",37,117,99200
"Mecklenburg County, North Carolina",37,119,334700
"Mitchell County, North Carolina",37,121,191400
"Montgomery County, North Carolina",37,123,139900
"Moore County, North Carolina",37,125,284000
"Nash County, North Carolina",37,127,162100
"New Hanover County, North Carolina",37,129,320000
"Northampton County, North Carolina",37,131,96000
"Onslow County, North Carolina",37,133,196800
"Orange County, North Carolina",37,135,395600
"Pamlico County, North Carolina",37,137,198600
"Pasquotank County, North Carolina",37,139,201500
"Pender County, North Carolina",37,141,240800
"Perquimans County, North Carolina",37,143,211100
"Person County, North Carolina",37,145,173200
"Pitt County, North Carolina",37,147,178700
"Polk County, North Carolina",37,149,255000
"Randolph County, North Carolina",37,151,158300
"Richmond County, North Carolina",37,153,111900
"Robeson County, North Carolina",37,155,87700
"Rockingham County, North Carolina",37,157,142900
"Rowan County, North Carolina",37,159,187300
"Rutherford County, North Carolina",37,161,158200
"Sampson County, North Carolina",37,163,116600
"Scotland County, North Carolina",37,165,99900
"Stanly County, North Carolina",37,167,190700
"Stokes County, North Carolina",37,169,168600
"Surry County, North Carolina",37,171,153700
"Swain County, North Carolina",37,173,178900
"Transylvania County, North Carolina",37,175,298600
"Tyrrell County, North Carolina",37,177,140500
"Union County, North Carolina",37,179,336600
"Vance County, North Carolina",37,181,133000
"Wake County, North Carolina",37,183,385700
"Warren County, North Carolina",37,185,121300
"Washington County, North Carolina",37,187,97800
"Watauga County, North Carolina",37,189,283000
"Wayne County, North Carolina",37,191,152300
"Wilkes County, North Carolina",37,193,146200
"Wilson County, North Carolina",37,195,153800
"Yadkin County, North Carolina",37,197,160500
"Yancey County, North Carolina",37,199,206100
"Adams County, North Dakota",38,001,109600
"Barnes County, North Dakota",38,003,157800
"Benson County, North Dakota",38,005,79300
"Billings County, North Dakota",38,007,237500
"Bottineau County, North Dakota",38,009,188500
"Bowman County, North Dakota",38,011,168200
"Burke County, North Dakota",38,013,135100
"Burleigh County, North Dakota",38,015,302300
"Cass County, North Dakota",38,017,270300
"Cavalier County, North Dakota",38,019,122900
"Dickey County, North Dakota",38,021,164700
"Divide County, North Dakota",38,023,162900
"Dunn County, North Dakota",38,025,251700
"Eddy County, North Dakota",38,027,108400
"Emmons County, North Dakota",38,029,110200
"Foster County, North Dakota",38,031,160300
"Golden Valley County, North Dakota",38,033,142500
"Grand Forks County, North Dakota",38,035,235400
"Grant County, North Dakota",38,037,88800
"Griggs County, North Dakota",38,039,119500
"Hettinger County, North Dakota",38,041,111100
"Kidder County, North Dakota",38,043,140300
"LaMoure County, North Dakota",38,045,116900
"Logan County, North Dakota",38,047,94400
"McHenry County, North Dakota",38,049,136600
"McIntosh County, North Dakota",38,051,83300
"McKenzie County, North Dakota",38,053,330200
"McLean County, North Dakota",38,055,222100
"Mercer County, North Dakota",38,057,192000
"Morton County, North Dakota",38,059,247200
"Mountrail County, North Dakota",38,061,205000
"Nelson County, North Dakota",38,063,107400
"Oliver County, North Dakota",38,065,226900
"Pembina County, North Dakota",38,067,112700
"Pierce County, North Dakota",38,069,154400
"Ramsey County, North Dakota",38,071,193300
"Ransom County, North Dakota",38,073,145900
"Renville County, North Dakota",38,075,165500
"Richland County, North Dakota",38,077,164500
"Rolette County, North Dakota",38,079,90200
"Sargent County, North Dakota",38,081,134900
"Sheridan County, North Dakota",38,083,108500
"Sioux County, North Dakota",38,085,97200
"Slope County, North Dakota",38,087,109900
"Stark County, North Dakota",38,089,255200
"Steele County, North Dakota",38,091,119900
"Stutsman County, North Dakota",38,093,191000
"Towner County, North Dakota",38,095,127600
"Traill County, North Dakota",38,097,172700
"Walsh County, North Dakota",38,099,111700
"Ward County, North Dakota",38,101,249800
"Wells County, North Dakota",38,103,104200
"Williams County, North Dakota",38,105,255000
"Adams County, Ohio",39,001,138700
"Allen County, Ohio",39,003,147000
"Ashland County, Ohio",39,005,163600
"Ashtabula County, Ohio",39,007,139000
"Athens County, Ohio",39,009,161700
"Auglaize County, Ohio",39,011,168200
"Belmont County, Ohio",39,013,130200
"Brown County, Ohio",39,015,164500
"Butler County, Ohio",39,017,224300
"Carroll County, Ohio",39,019,157500
"Champaign County, Ohio",39,021,166900
"Clark County, Ohio",39,023,144900
"Clermont County, Ohio",39,025,224800
"Clinton County, Ohio",39,027,172800
"Columbiana County, Ohio",39,029,124400
"Coshocton County, Ohio",39,031,128600
"Crawford County, Ohio",39,033,117000
"Cuyahoga County, Ohio",39,035,168700
"Darke County, Ohio",39,037,157800
"Defiance County, Ohio",39,039,147600
"Delaware County, Ohio",39,041,393000
"Erie County, Ohio",39,043,169400
"Fairfield County, Ohio",39,045,247800
"Fayette County, Ohio",39,047,151400
"Franklin County, Ohio",39,049,243100
"Fulton County, Ohio",39,051,163100
"Gallia County, Ohio",39,053,134000
"Geauga County, Ohio",39,055,288000
"Greene County, Ohio",39,057,222300
"Guernsey County, Ohio",39,059,145800
"Hamilton County, Ohio",39,061,205000
"Hancock County, Ohio",39,063,179600
"Hardin County, Ohio",39,065,125600
"Harrison County, Ohio",39,067,112500
"Henry County, Ohio",39,069,157500
"Highland County, Ohio",39,071,146300
"Hocking County, Ohio",39,073,164100
"Holmes County, Ohio",39,075,245800
"Huron County, Ohio",39,077,151600
"Jackson County, Ohio",39,079,127500
"Jefferson County, Ohio",39,081,115100
"Knox County, Ohio",39,083,197400
"Lake County, Ohio",39,085,189600
"Lawrence County, Ohio",39,087,127900
"Licking County, Ohio",39,089,232200
"Logan County, Ohio",39,091,168300
"Lorain County, Ohio",39,093,191900
"Lucas County, Ohio",39,095,144200
"Madison County, Ohio",39,097,201200
"Mahoning County, Ohio",39,099,132000
"Marion County, Ohio",39,101,135900
"Medina County, Ohio",39,103,249700
"Meigs County, Ohio",39,105,104400
"Mercer County, Ohio",39,107,192800
"Miami County, Ohio",39,109,190900
"Monroe County, Ohio",39,111,122800
"Montgomery County, Ohio",39,113,154300
"Morgan County, Ohio",39,115,121200
"Morrow County, Ohio",39,117,185800
"Muskingum County, Ohio",39,119,156100
"Noble County, Ohio",39,121,137500
"Ottawa County, Ohio",39,123,179100
"Paulding County, Ohio",39,125,122200
"Perry County, Ohio",39,127,161300
"Pickaway County, Ohio",39,129,219900
"Pike County, Ohio",39,131,131300
"Portage County, Ohio",39,133,197100
"Preble County, Ohio",39,135,158700
"Putnam County, Ohio",39,137,176200
"Richland County, Ohio",39,139,140500
"Ross County, Ohio",39,141,153500
"Sandusky County, Ohio",39,143,142300
"Scioto County, Ohio",39,145,122900
"Seneca County, Ohio",39,147,128100
"Shelby County, Ohio",39,149,174200
"Stark County, Ohio",39,151,164900
"Summit County, Ohio",39,153,182500
"Trumbull County, Ohio",39,155,121400
"Tuscarawas County, Ohio",39,157,163700
"Union County, Ohio",39,159,282900
"Van Wert County, Ohio",39,161,129300
"Vinton County, Ohio",39,163,123400
"Warren County, Ohio",39,165,290900
"Washington County, Ohio",39,167,164000
"Wayne County, Ohio",39,169,189800
"Williams County, Ohio",39,171,131100
"Wood County, Ohio",39,173,203300
"Wyandot County, Ohio",39,175,154200
"Adair County, Oklahoma",40,001,108200
"Alfalfa County, Oklahoma",40,003,96300
"Atoka County, Oklahoma",40,005,123000
"Beaver County, Oklahoma",40,007,106500
"Beckham County, Oklahoma",40,009,149800
"Blaine County, Oklahoma",40,011,122800
"Bryan County, Oklahoma",40,013,151500
"Caddo County, Oklahoma",40,015,99900
"Canadian County, Oklahoma",40,017,212700
"Carter County, Oklahoma",40,019,144400
"Cherokee County, Oklahoma",40,021,144600
"Choctaw County, Oklahoma",40,023,113500
"Cimarron County, Oklahoma",40,025,77900
"Cleveland County, Oklahoma",40,027,203900
"Coal County, Oklahoma",40,029,90800
"Comanche County, Oklahoma",40,031,145800
"Cotton County, Oklahoma",40,033,105500
"Craig County, Oklahoma",40,035,120000
"Creek County, Oklahoma",40,037,158900
"Custer County, Oklahoma",40,039,168700
