"region_code","region_name","population","young_0_17_rate","working_18_64_rate","elderly_65_plus_rate","male_rate","female_rate","single_rate","married_rate","widowed_rate","divorced_rate","growth_per1000"
"0512","Ydre","3626","180.915609487038","493.105350248207","325.979040264755","517.098731384446","482.901268615554","448.979591836735","409.266409266409","55.7087699944843","86.0452289023718","-3.03364589078875"
"0513","Kinda","9957","199.357236115296","518.630109470724","282.01265441398","508.38606005825","491.61393994175","493.321281510495","358.240433865622","57.0452947675003","91.3929898563824","-3.51511499447625"
"0560","Boxholm","5517","191.589632046402","538.154794272249","270.255573681349","515.860068878013","484.139931121987","493.384085553743","357.078122167845","50.9334783396774","98.6043139387348","-1.08754758020663"
"0561","Åtvidaberg","11467","193.947850353187","535.623964419639","270.428185227174","507.456178599459","492.543821400541","488.183483038284","366.966076567542","57.3820528473009","87.4683875468736","0.610447370715968"
"0562","Finspång","21623","198.307357905933","546.455163483328","255.237478610739","515.654627017528","484.345372982472","505.295287425427","343.523100402349","52.6753919437636","98.5062202284604","-3.28354067428201"
"0563","Valdemarsvik","7525","167.043189368771","501.528239202658","331.428571428571","514.152823920266","485.847176079734","464.451827242525","367.840531561462","59.1362126245847","108.571428571429","-2.12624584717608"
"0580","Linköping","168035","196.393608474425","622.221560984319","181.384830541256","508.876126997352","491.123873002648","571.987978694915","311.631505341149","34.5404231261344","81.8400928378016","3.75517005385783"
"0581","Norrköping","144980","207.773485998069","592.398951579528","199.827562422403","500.068975031039","499.931024968961","548.461856807836","312.429300593185","40.4814457166506","98.6273968823286","-1.26224306800938"
"0582","Söderköping","14789","213.334234904321","522.618162147542","264.047602948137","502.738521874366","497.261478125634","498.140509838393","358.374467509636","48.4819798498884","95.0030428020826","-5.2741902765569"
"0583","Motala","43505","201.126307320998","547.799103551316","251.074589127686","508.424319043788","491.575680956212","520.009194345478","334.536260199977","47.8795540742443","97.5749913803011","-5.12584760372371"
"0584","Vadstena","7490","162.483311081442","500.400534045394","337.116154873164","491.3217623498","508.6782376502","452.336448598131","368.891855807744","65.8210947930574","112.950600801068","7.47663551401869"
"0586","Mjölby","28695","213.207875936574","567.276529012023","219.515595051403","508.764593134692","491.235406865308","541.453214845792","330.196898414358","43.2828018818609","85.0670848579892","4.14706394842307"
"0604","Aneby","6797","217.154627041342","537.590113285273","245.255259673385","511.402089156981","488.597910843019","496.836839782257","375.16551419744","43.9899955862881","84.007650434015","-8.09180520818008"
"0617","Gnosjö","9131","205.015879969335","567.626765962107","227.357354068558","516.263278939875","483.736721060125","479.246522834301","391.523381885883","44.9019822582412","84.3281130215749","-12.5944584382872"
"0642","Mullsjö","7594","223.72925994206","530.682117461154","245.588622596787","504.345535949434","495.654464050566","493.942586252304","368.580458256518","45.6939689228338","91.7829865683434","2.23860942849618"
"0643","Habo","13456","272.666468489893","541.096908442331","186.236623067776","502.898335315101","497.101664684899","514.491676575505","395.214030915577","31.807372175981","58.486920332937","13.4512485136742"
"0662","Gislaved","28936","211.155653856787","566.664362731545","222.179983411667","516.415537738457","483.584462261543","496.54409731822","370.956593862317","48.5554326790158","83.9438761404479","-2.69560409178878"
"0665","Vaggeryd","14825","235.008431703204","560.202360876897","204.789207419899","513.052276559865","486.947723440135","504.822934232715","379.763912310287","42.5632377740304","72.849915682968","0.944350758853288"
"0680","Jönköping","147654","206.929714061251","601.846208026874","191.224077911875","503.237298007504","496.762701992496","538.001002343316","341.487531661858","38.8611212699961","81.6503447248297","10.1114768309697"
"0682","Nässjö","31587","218.44429670434","558.394276126254","223.161427169405","514.135562098332","485.864437901668","516.193370690474","345.616867698737","46.3165226200652","91.873238990724","-1.93117421724127"
"0683","Värnamo","34542","207.631289444734","563.082624051879","229.286086503387","508.540327716982","491.459672283018","502.287070812344","365.497076023392","47.2468299461525","84.9690232181113","-1.70806554339644"
"0684","Sävsjö","11563","226.844244573208","533.512064343164","239.643691083629","513.188618870535","486.811381129465","492.865173397907","380.870016431722","52.4950272420652","73.7697829283058","-9.08068840266367"
"0685","Vetlanda","27528","211.530078465562","538.651554780587","249.818366753851","512.060447544319","487.939552455682","510.752688172043","353.058703865155","52.5283347863993","83.6602731764022","1.08979947689625"
"0686","Eksjö","17792","203.518435251799","533.55440647482","262.927158273381","504.383992805755","495.616007194245","505.227068345324","346.279226618705","52.0458633093525","96.4478417266187","2.36061151079137"
"0687","Tranås","18604","199.903246613631","544.560309610836","255.536443775532","506.611481401849","493.388518598151","505.213932487637","348.580950333262","54.9881745861105","91.2169425929907","-8.11653407869276"
"0760","Uppvidinge","9061","201.191921421477","544.310782474341","254.497296104183","524.114336165986","475.885663834014","511.753669572895","348.747378876504","53.1950115881249","86.3039399624765","-22.2933451053968"
"0761","Lessebo","8289","221.860296778864","523.947400168899","254.192303052238","512.486427795874","487.513572204126","503.679575340813","347.930992882133","51.5140547713838","96.8753770056702","-6.39401616600314"
"0763","Tingsryd","11966","178.589336453284","524.151763329433","297.258900217282","516.630452950025","483.369547049975","503.008524151763","345.478856760822","59.5854922279793","91.9271268594351","-15.7947517967575"
"0764","Alvesta","19830","222.894604135149","539.939485627837","237.165910237015","513.514876449824","486.485123550177","510.690872415532","359.657085224407","48.2097831568331","81.4422592032274","-10.590015128593"
"0765","Älmhult","17653","233.671330652014","558.092108989973","208.236560358013","506.03296890047","493.96703109953","507.619101569138","371.43828244491","42.3724012915652","78.5702146943862","-15.8046790913726"
"0767","Markaryd","9938","198.631515395452","545.582612195613","255.785872408935","517.407929160797","482.592070839203","493.157576977259","360.937814449587","51.217548802576","94.6870597705776","-13.886093781445"
"0780","Växjö","98334","211.991783106555","595.806130127931","192.202086765513","506.081314702951","493.918685297049","563.792787845506","314.143632924523","36.3658551467448","85.6977240832266","7.72876116094128"
"0781","Ljungby","28280","193.033946251768","558.309759547383","248.656294200849","513.224893917963","486.775106082037","503.465346534653","354.70297029703","49.964639321075","91.8670438472419","-0.848656294200849"
"0821","Högsby","5321","182.484495395602","512.685585416275","304.829919188123","508.175155046044","491.824844953956","471.715842886675","359.706822025935","65.0253711708326","103.551963916557","-21.9883480548769"
"0834","Torsås","6984","176.116838487973","521.334478808706","302.548682703322","520.618556701031","479.381443298969","489.26116838488","340.922107674685","56.9873997709049","112.82932416953","-2.57731958762887"
"0840","Mörbylånga","16224","206.360946745562","505.485700197239","288.153353057199","494.699211045365","505.300788954635","477.440828402367","377.958579881657","51.0355029585799","93.5650887573965","4.93096646942801"
"0860","Hultsfred","13673","197.981423242887","515.541578292986","286.476998464126","515.834125649089","484.165874350911","495.72149491699","347.692532728735","59.3871132889637","97.1988590653112","-15.3587361954216"
"0861","Mönsterås","13069","189.226413650624","529.267732802816","281.505853546561","506.236131303084","493.763868696916","501.186012701813","335.297268344938","58.0763639146071","105.440355038641","-4.97360165276609"
"0862","Emmaboda","9006","179.435931601155","530.757272929158","289.806795469687","522.207417277371","477.792582722629","504.330446369087","335.998223406618","60.6262491672219","99.0450810570731","-5.55185431934266"
"0880","Kalmar","72704","204.046544894366","591.150418133803","204.803036971831","497.854313380282","502.145686619718","561.564700704225","302.899427816901","39.9977992957746","95.5380721830986","5.50176056338028"
"0881","Nybro","19951","202.245501478623","541.376372111674","256.378126409704","506.791639516816","493.208360483184","510.300235577164","331.662573304596","57.5409753897048","100.496215728535","-9.72382336724976"
"0882","Oskarshamn","26923","195.037700107715","551.275860788174","253.686439104112","508.784310812317","491.215689187683","510.567173049066","345.355272443636","53.8944396983991","90.1831148088995","0.185714816328047"
"0883","Västervik","36447","182.648777677175","512.552473454605","304.79874886822","501.13863966856","498.86136033144","497.544379509973","337.503772601311","59.6756934727138","105.276154416001","0.356682305813922"
"0884","Vimmerby","15384","194.422776911076","539.261570462819","266.315652626105","512.285491419657","487.714508580343","520.150806032241","341.133645345814","54.9271970878835","83.7883515340614","-5.00520020800832"
"0885","Borgholm","10666","139.977498593662","464.185261578849","395.837239827489","498.124882805175","501.875117194825","424.151509469342","385.617851115695","71.2544534033377","118.976186011626","-7.68798049878117"
"0980","Gotland","60971","181.906152105099","543.422282724574","274.671565170327","497.072378671828","502.927621328172","537.321021469223","312.870052976005","48.9741024421446","100.834823112627","-0.951271916156861"
"1060","Olofström","13000","177","549.230769230769","273.769230769231","514.076923076923","485.923076923077","494.769230769231","331.923076923077","60.3846153846154","112.923076923077","-4.69230769230769"
