geo,total_dependency_ratio_per1000,old_age_dependency_ratio_per1000,youth_dependency_ratio_per1000,median_age_years,females_per1000_males,young_0_14_per1000,elderly_65plus_per1000,oldest_80plus_per1000
AT11,603.0,395.0,208.0,49.2,1044.0,130.0,246.0,67.0
AT12,564.0,339.0,225.0,46.2,1032.0,144.0,217.0,66.0
AT13,447.0,239.0,209.0,39.7,1040.0,144.0,165.0,50.0
AT21,590.0,383.0,207.0,48.0,1046.0,130.0,241.0,71.0
AT22,551.0,342.0,208.0,45.6,1024.0,134.0,221.0,67.0
AT31,544.0,311.0,233.0,43.7,1009.0,151.0,201.0,59.0
AT32,536.0,315.0,222.0,43.9,1042.0,144.0,205.0,61.0
AT33,519.0,301.0,218.0,43.6,1025.0,143.0,198.0,60.0
AT34,528.0,288.0,240.0,42.7,1009.0,157.0,189.0,56.0
