geo_code,geo_name,women_per1000,men_per1000,born_per1000_raw,died_per1000_raw,migrants_in_per1000,moved_out_per1000,net_immigration_per1000,divorced_separated_per1000,single_80plus_per1000,single_parents_benefit_per1000,disability_benefit_per1000,immigrants_per1000,births_per1000_pop_published,deaths_per1000_pop_published,pct_divorced_separated,pct_single_80plus,pct_single_parents_benefit,pct_disability_benefit,pct_immigrant_background
3000,Viken fylkeskommune (2020-2023),496.816384823013,503.1836151769871,8.797855312967759,7.61763660249593,45.49144246071405,32.664669882069674,12.826772578644373,71.8049030572776,26.102897982413445,2.236083413311524,61.39883763333725,247.93137489757962,8.8,7.6,11,57.8,0.7,9.8,24.8
0300,Oslo kommune - Osloven tjïelte - Oslo suohkan - Oslo gielda,501.86008276323304,498.1399172367669,11.928216131863845,5.601148096027644,64.40484318178652,58.527817642223184,5.877025539563333,62.08357135890541,20.501316687798692,1.982694960360034,43.845007036268136,346.91170528486435,11.9,5.6,8.6,63.9,0.6,6.3,34.7
3400,Innlandet fylkeskommune,498.5862494153663,501.41375058463365,7.81283217823887,10.892788809048005,42.00327394872231,31.846592117011774,10.15668183171053,67.67932310047196,36.46519835027,1.8894298226965431,86.00493218249075,141.14917726093796,7.8,10.9,10.7,61,0.6,14.1,14.1
3800,Vestfold og Telemark fylkeskommune (2020-2023),500.0196067124156,499.9803932875843,8.054898794763854,9.358168502393172,40.62741479730119,29.23014820367914,11.397266593622053,76.8121792284182,31.0731791707514,2.525805893547085,80.83040193760452,176.20437114353265,8.1,9.4,12,59,0.8,13.2,17.6
4200,Agder fylkeskommune,497.6113803345318,502.38861966546824,9.060497108019383,7.797405033609504,41.69767078317962,31.230264186337344,10.46740659684227,71.0082851336564,26.684383304674068,2.5168047522276065,87.78489917148663,172.03063936220104,9.1,7.8,11,57.9,0.8,14.1,17.2
1100,Rogaland fylkeskommune,493.1149720574189,506.8850279425811,10.23593510032698,6.892036114109051,33.791400773301675,23.084917013237437,10.706483760064234,62.77719821311649,21.887520849310295,2.072416437566202,56.20753798929552,208.34292785387763,10.2,6.9,9.5,56.2,0.6,8.9,20.8
4600,Vestland fylkeskommune,493.78089019021985,506.21910980978015,9.408889004896368,7.819757131517169,30.83069373667087,24.70447521031047,6.126218526360397,55.33096166276933,27.80750469446445,1.9361307172281856,55.662606575474555,164.71236713091835,9.4,7.8,8.5,57.9,0.6,8.8,16.5
1500,Møre og Romsdal fylkeskommune,492.4914272200544,507.50857277994567,8.657768712309329,8.642988057230697,36.94794253281305,28.685556343857158,8.262386188955894,55.59373891450869,30.980253044814948,2.150585313941114,60.10183871349179,156.39780655078633,8.7,8.6,8.8,58.2,0.7,9.9,15.6
5000,Trøndelag - Trööndelage fylkeskommune,493.25818501064276,506.74181498935724,9.42114809630691,7.890987998906732,35.89560953792892,28.24273846892885,7.652871069000074,55.59926784220509,27.716810641135012,2.1471935331583,69.69371951068007,146.971980884387,9.4,7.9,8.5,57.8,0.7,11,14.7
1800,Nordland - Nordlánnda fylkeskommune,493.0825527293372,506.9174472706629,9.00111485471921,10.013123197617254,45.248291721689476,36.14433049065949,9.103961231029986,58.268642962633855,34.52758545505408,2.0610413812679726,80.74263311406486,130.74242742131224,9,10,9.2,60,0.7,13.2,13.1
5400,Troms og Finnmark - Romsa ja Finnmárku - Tromsa ja Finmarkku fylkeskommune (2020-2023),491.69265479455413,508.30734520544587,9.139101539668852,8.293039813948166,48.21325660193818,40.226760891511994,7.986495710426178,60.62624916722186,29.587636871942223,1.9455332436862134,71.40842710176855,153.81974389261964,9.1,8.3,9.2,61.2,0.6,11.2,15.4
EAFK,Landet,496.28545118079467,503.7145488192053,9.36542321064653,7.892143764831664,43.18670866633166,33.713541648836994,9.473167017494676,64.58160179006066,27.224409629701835,2.13631825718807,64.64232028990652,207.6572694728463,9.4,7.9,9.8,58.9,0.7,10.2,20.8
