geo_code,geo_name,women_per1000,men_per1000,born_per1000_raw,died_per1000_raw,migrants_in_per1000,moved_out_per1000,net_immigration_per1000,divorced_separated_per1000,single_80plus_per1000,single_parents_benefit_per1000,disability_benefit_per1000,immigrants_per1000,births_per1000_pop_published,deaths_per1000_pop_published,pct_divorced_separated,pct_single_80plus,pct_single_parents_benefit,pct_disability_benefit,pct_immigrant_background
5402,Harstad (2020-2023),500.15964240102176,499.84035759897824,9.418901660280971,8.301404853128991,50.24744572158365,45.2985312899106,4.948914431673053,57.39144316730524,30.33205619412516,1.9955300127713922,74.71264367816093,120.41028097062579,9.4,8.3,9,56,0.6,12.2,12
5403,Alta (2020-2023),494.47208402432284,505.52791597567716,11.332227750138198,5.712179841533075,65.32154044591854,53.02192740003685,12.299613045881703,67.94730053436521,21.420674405749033,2.1190344573429147,75.91671273263313,125.52975861433573,11.3,5.7,10.2,62,0.7,11.9,12.6
5404,Vardø (2020-2023),485.80121703853956,514.1987829614604,6.592292089249493,20.28397565922921,90.77079107505071,57.302231237322516,33.46855983772819,68.9655172413793,40.06085192697769,,68.9655172413793,239.35091277890467,6.6,20.3,10.7,72.5,,11.1,23.9
5405,Vadsø (2020-2023),499.91389702083694,500.0861029791631,9.471327707938695,8.438091957981745,96.09092474599622,61.6497330807646,34.441191665231614,63.71620458067849,34.441191665231614,1.894265541587739,69.3990012054417,178.06096090924748,9.5,8.4,9.7,62.9,0.6,11,17.8
5406,Hammerfest (2020-2023),487.8285411889222,512.1714588110779,8.555300758511201,7.761509966484389,76.64491091903335,75.9393191038984,0.7055918151349444,64.38525313106368,26.018698183101076,1.322984653378021,66.67842653025224,208.59058034926795,8.6,7.8,9.6,59.8,0.4,10.3,20.9
5411,Kvæfjord (2020-2023),500.1757469244288,499.82425307557116,8.787346221441126,10.896309314586995,176.80140597539543,183.12829525483303,-6.3268892794376095,63.62038664323374,34.44639718804921,,92.09138840070298,140.59753954305802,8.8,10.9,10.3,57.3,,15.6,14.1
5412,Tjeldsund (2020-2023),489.37164213968697,510.62835786031303,7.00770847932726,9.577201588413923,105.11562718990889,85.02686288250409,20.088764307404812,58.86475122634898,47.88600794206961,1.16795141322121,91.10021023125438,120.99976640971735,7,9.6,9.8,62.3,0.4,15.8,12.1
5413,Ibestad (2020-2023),479.7864225781846,520.2135774218154,3.8138825324180012,16.018306636155607,78.56598016781084,41.95270785659801,36.61327231121282,71.70099160945843,64.07322654462243,,81.61708619374524,143.40198321891685,3.8,16,12.3,61.8,,14.5,14.3
5414,Gratangen (2020-2023),469.15887850467294,530.8411214953271,4.672897196261682,11.214953271028037,63.55140186915888,65.42056074766354,-1.8691588785046729,80.37383177570094,54.205607476635514,,120.56074766355141,184.11214953271028,4.7,11.2,12.9,66.7,,19.9,18.4
5415,Loabák - Lavangen (2020-2023),494.92900608519267,505.0709939148073,8.113590263691684,12.170385395537526,59.83772819472617,52.73833671399594,7.099391480730223,74.03651115618662,48.6815415821501,4.056795131845842,104.46247464503043,106.49087221095336,8.1,12.2,12.9,59.3,1.5,19,10.6
