geo,nights_spent_per1000pop,total_dependency_ratio_per1000,old_age_dependency_ratio_per1000,youth_dependency_ratio_per1000,median_age_years,females_per1000_males,young_0_14_per1000,elderly_65plus_per1000,oldest_80plus_per1000
RS11,2051.73,559.0,320.0,238.0,43.4,1117.0,153.0,206.0,42.0
RS12,1120.8,587.0,353.0,233.0,45.1,1055.0,147.0,223.0,41.0
RS21,2606.26,616.0,387.0,229.0,46.4,1030.0,142.0,240.0,44.0
RS22,1642.82,607.0,391.0,216.0,46.9,1019.0,134.0,243.0,48.0
